Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-GB-en_2017-07-18-commons	ParlaMint-GB_2017-07-18-commons.u1	Minutes of the House of Commons, Daily Session 2017-07-18	2017-07-18	Lower house	57	-	2017-07-18	2017-07-18	-	Reference	English	Regular	-	-	-	-	-	-	-	-	-	-
ParlaMint-GB-en_2017-07-18-commons	ParlaMint-GB_2017-07-18-commons.u12	Minutes of the House of Commons, Daily Session 2017-07-18	2017-07-18	Lower house	57	-	2017-07-18	2017-07-18	-	Reference	English	Regular	MP	notMinister	LAB	Labour	Opposition	Centre-left	JohnMcDonnell	McDonnell, John Martin	M	-	
ParlaMint-GB-en_2017-07-18-commons	ParlaMint-GB_2017-07-18-commons.u13	Minutes of the House of Commons, Daily Session 2017-07-18	2017-07-18	Lower house	57	-	2017-07-18	2017-07-18	-	Reference	English	Regular	MP	notMinister	CON	Conservative	-	Centre-right	ElizabethTruss	Truss, Elizabeth Mary	F	-	
ParlaMint-GB-en_2017-07-18-commons	ParlaMint-GB_2017-07-18-commons.u14	Minutes of the House of Commons, Daily Session 2017-07-18	2017-07-18	Lower house	57	-	2017-07-18	2017-07-18	-	Reference	English	Regular	MP	notMinister	LAB	Labour	Opposition	Centre-left	JohnMcDonnell	McDonnell, John Martin	M	-	
ParlaMint-GB-en_2017-07-18-commons	ParlaMint-GB_2017-07-18-commons.u15	Minutes of the House of Commons, Daily Session 2017-07-18	2017-07-18	Lower house	57	-	2017-07-18	2017-07-18	-	Reference	English	Regular	MP	notMinister	CON	Conservative	-	Centre-right	ElizabethTruss	Truss, Elizabeth Mary	F	-	
ParlaMint-GB-en_2017-07-18-commons	ParlaMint-GB_2017-07-18-commons.u16	Minutes of the House of Commons, Daily Session 2017-07-18	2017-07-18	Lower house	57	-	2017-07-18	2017-07-18	-	Reference	English	Regular	MP	notMinister	CON	Conservative	-	Centre-right	JamesCartlidge	Cartlidge, James Roger	M	-	
ParlaMint-GB-en_2017-07-18-commons	ParlaMint-GB_2017-07-18-commons.u17	Minutes of the House of Commons, Daily Session 2017-07-18	2017-07-18	Lower house	57	-	2017-07-18	2017-07-18	-	Reference	English	Regular	MP	notMinister	CON	Conservative	-	Centre-right	MichelleDonelan	Donelan, Michelle Emma May Elizabeth	F	-	
ParlaMint-GB-en_2017-07-18-commons	ParlaMint-GB_2017-07-18-commons.u18	Minutes of the House of Commons, Daily Session 2017-07-18	2017-07-18	Lower house	57	-	2017-07-18	2017-07-18	-	Reference	English	Regular	MP	notMinister	CON	Conservative	-	Centre-right	PhilipHammond	Hammond, Philip	M	-	
ParlaMint-GB-en_2017-07-18-commons	ParlaMint-GB_2017-07-18-commons.u19	Minutes of the House of Commons, Daily Session 2017-07-18	2017-07-18	Lower house	57	-	2017-07-18	2017-07-18	-	Reference	English	Regular	MP	notMinister	CON	Conservative	-	Centre-right	JamesCartlidge	Cartlidge, James Roger	M	-	
ParlaMint-GB-en_2017-07-18-commons	ParlaMint-GB_2017-07-18-commons.u20	Minutes of the House of Commons, Daily Session 2017-07-18	2017-07-18	Lower house	57	-	2017-07-18	2017-07-18	-	Reference	English	Regular	MP	notMinister	CON	Conservative	-	Centre-right	PhilipHammond	Hammond, Philip	M	-	
ParlaMint-GB-en_2017-07-18-commons	ParlaMint-GB_2017-07-18-commons.u21	Minutes of the House of Commons, Daily Session 2017-07-18	2017-07-18	Lower house	57	-	2017-07-18	2017-07-18	-	Reference	English	Regular	MP	notMinister	CON	Conservative	-	Centre-right	MichelleDonelan	Donelan, Michelle Emma May Elizabeth	F	-	
ParlaMint-GB-en_2017-07-18-commons	ParlaMint-GB_2017-07-18-commons.u22	Minutes of the House of Commons, Daily Session 2017-07-18	2017-07-18	Lower house	57	-	2017-07-18	2017-07-18	-	Reference	English	Regular	MP	notMinister	CON	Conservative	-	Centre-right	PhilipHammond	Hammond, Philip	M	-	
ParlaMint-GB-en_2017-07-18-commons	ParlaMint-GB_2017-07-18-commons.u23	Minutes of the House of Commons, Daily Session 2017-07-18	2017-07-18	Lower house	57	-	2017-07-18	2017-07-18	-	Reference	English	Regular	MP	notMinister	LAB	Labour	Opposition	Centre-left	ChristopherLeslie	Leslie, Christopher Michael	M	-	
ParlaMint-GB-en_2017-07-18-commons	ParlaMint-GB_2017-07-18-commons.u24	Minutes of the House of Commons, Daily Session 2017-07-18	2017-07-18	Lower house	57	-	2017-07-18	2017-07-18	-	Reference	English	Regular	MP	notMinister	CON	Conservative	-	Centre-right	PhilipHammond	Hammond, Philip	M	-	
ParlaMint-GB-en_2017-07-18-commons	ParlaMint-GB_2017-07-18-commons.u25	Minutes of the House of Commons, Daily Session 2017-07-18	2017-07-18	Lower house	57	-	2017-07-18	2017-07-18	-	Reference	English	Regular	MP	notMinister	LAB	Labour	Opposition	Centre-left	MaryCreagh	Creagh, Mary Helen	F	-	
ParlaMint-GB-en_2017-07-18-commons	ParlaMint-GB_2017-07-18-commons.u26	Minutes of the House of Commons, Daily Session 2017-07-18	2017-07-18	Lower house	57	-	2017-07-18	2017-07-18	-	Reference	English	Regular	MP	notMinister	CON	Conservative	-	Centre-right	PhilipHammond	Hammond, Philip	M	-	
ParlaMint-GB-en_2017-07-18-commons	ParlaMint-GB_2017-07-18-commons.u27	Minutes of the House of Commons, Daily Session 2017-07-18	2017-07-18	Lower house	57	-	2017-07-18	2017-07-18	-	Reference	English	Regular	MP	notMinister	CON	Conservative	-	Centre-right	RishiSunak	Sunak, Rishi	M	-	
ParlaMint-GB-en_2017-07-18-commons	ParlaMint-GB_2017-07-18-commons.u28	Minutes of the House of Commons, Daily Session 2017-07-18	2017-07-18	Lower house	57	-	2017-07-18	2017-07-18	-	Reference	English	Regular	MP	notMinister	CON	Conservative	-	Centre-right	PhilipHammond	Hammond, Philip	M	-	
ParlaMint-GB-en_2017-07-18-commons	ParlaMint-GB_2017-07-18-commons.u29	Minutes of the House of Commons, Daily Session 2017-07-18	2017-07-18	Lower house	57	-	2017-07-18	2017-07-18	-	Reference	English	Regular	MP	notMinister	LAB	Labour	Opposition	Centre-left	PeterDowd	Dowd, Peter Christopher	M	-	
ParlaMint-GB-en_2017-07-18-commons	ParlaMint-GB_2017-07-18-commons.u30	Minutes of the House of Commons, Daily Session 2017-07-18	2017-07-18	Lower house	57	-	2017-07-18	2017-07-18	-	Reference	English	Regular	MP	notMinister	CON	Conservative	-	Centre-right	PhilipHammond	Hammond, Philip	M	-	
ParlaMint-GB-en_2017-07-18-commons	ParlaMint-GB_2017-07-18-commons.u31	Minutes of the House of Commons, Daily Session 2017-07-18	2017-07-18	Lower house	57	-	2017-07-18	2017-07-18	-	Reference	English	Regular	MP	notMinister	LAB	Labour	Opposition	Centre-left	PeterDowd	Dowd, Peter Christopher	M	-	
ParlaMint-GB-en_2017-07-18-commons	ParlaMint-GB_2017-07-18-commons.u32	Minutes of the House of Commons, Daily Session 2017-07-18	2017-07-18	Lower house	57	-	2017-07-18	2017-07-18	-	Reference	English	Regular	MP	notMinister	CON	Conservative	-	Centre-right	PhilipHammond	Hammond, Philip	M	-	
ParlaMint-GB-en_2017-07-18-commons	ParlaMint-GB_2017-07-18-commons.u33	Minutes of the House of Commons, Daily Session 2017-07-18	2017-07-18	Lower house	57	-	2017-07-18	2017-07-18	-	Reference	English	Regular	MP	notMinister	LAB	Labour	Opposition	Centre-left	IanLucas	Lucas, Ian Colin	M	-	
ParlaMint-GB-en_2017-07-18-commons	ParlaMint-GB_2017-07-18-commons.u34	Minutes of the House of Commons, Daily Session 2017-07-18	2017-07-18	Lower house	57	-	2017-07-18	2017-07-18	-	Reference	English	Regular	MP	notMinister	CON	Conservative	-	Centre-right	AndrewJones	Jones, Andrew Hanson	M	-	
ParlaMint-GB-en_2017-07-18-commons	ParlaMint-GB_2017-07-18-commons.u35	Minutes of the House of Commons, Daily Session 2017-07-18	2017-07-18	Lower house	57	-	2017-07-18	2017-07-18	-	Reference	English	Regular	MP	notMinister	LAB	Labour	Opposition	Centre-left	IanLucas	Lucas, Ian Colin	M	-	
ParlaMint-GB-en_2017-07-18-commons	ParlaMint-GB_2017-07-18-commons.u36	Minutes of the House of Commons, Daily Session 2017-07-18	2017-07-18	Lower house	57	-	2017-07-18	2017-07-18	-	Reference	English	Regular	MP	notMinister	CON	Conservative	-	Centre-right	AndrewJones	Jones, Andrew Hanson	M	-	
ParlaMint-GB-en_2017-07-18-commons	ParlaMint-GB_2017-07-18-commons.u37	Minutes of the House of Commons, Daily Session 2017-07-18	2017-07-18	Lower house	57	-	2017-07-18	2017-07-18	-	Reference	English	Regular	MP	notMinister	CON	Conservative	-	Centre-right	RobertNeill	Neill, Robert James MacGillivray	M	-	
ParlaMint-GB-en_2017-07-18-commons	ParlaMint-GB_2017-07-18-commons.u38	Minutes of the House of Commons, Daily Session 2017-07-18	2017-07-18	Lower house	57	-	2017-07-18	2017-07-18	-	Reference	English	Regular	MP	notMinister	CON	Conservative	-	Centre-right	AndrewJones	Jones, Andrew Hanson	M	-	
ParlaMint-GB-en_2017-07-18-commons	ParlaMint-GB_2017-07-18-commons.u39	Minutes of the House of Commons, Daily Session 2017-07-18	2017-07-18	Lower house	57	-	2017-07-18	2017-07-18	-	Reference	English	Regular	MP	notMinister	LAB	Labour	Opposition	Centre-left	JonathanReynolds	Reynolds, Jonathan Neil	M	-	
ParlaMint-GB-en_2017-07-18-commons	ParlaMint-GB_2017-07-18-commons.u40	Minutes of the House of Commons, Daily Session 2017-07-18	2017-07-18	Lower house	57	-	2017-07-18	2017-07-18	-	Reference	English	Regular	MP	notMinister	CON	Conservative	-	Centre-right	AndrewJones	Jones, Andrew Hanson	M	-	
ParlaMint-GB-en_2017-07-18-commons	ParlaMint-GB_2017-07-18-commons.u41	Minutes of the House of Commons, Daily Session 2017-07-18	2017-07-18	Lower house	57	-	2017-07-18	2017-07-18	-	Reference	English	Regular	MP	notMinister	CON	Conservative	-	Centre-right	VictoriaFord	Ford, Victoria Grace	F	-	
ParlaMint-GB-en_2017-07-18-commons	ParlaMint-GB_2017-07-18-commons.u42	Minutes of the House of Commons, Daily Session 2017-07-18	2017-07-18	Lower house	57	-	2017-07-18	2017-07-18	-	Reference	English	Regular	MP	notMinister	CON	Conservative	-	Centre-right	MiriamDavies	Davies, Miriam Jane Alice	F	-	
ParlaMint-GB-en_2017-07-18-commons	ParlaMint-GB_2017-07-18-commons.u43	Minutes of the House of Commons, Daily Session 2017-07-18	2017-07-18	Lower house	57	-	2017-07-18	2017-07-18	-	Reference	English	Regular	MP	notMinister	CON	Conservative	-	Centre-right	AndrewJones	Jones, Andrew Hanson	M	-	
ParlaMint-GB-en_2017-07-18-commons	ParlaMint-GB_2017-07-18-commons.u44	Minutes of the House of Commons, Daily Session 2017-07-18	2017-07-18	Lower house	57	-	2017-07-18	2017-07-18	-	Reference	English	Regular	MP	notMinister	CON	Conservative	-	Centre-right	VictoriaFord	Ford, Victoria Grace	F	-	
ParlaMint-GB-en_2017-07-18-commons	ParlaMint-GB_2017-07-18-commons.u45	Minutes of the House of Commons, Daily Session 2017-07-18	2017-07-18	Lower house	57	-	2017-07-18	2017-07-18	-	Reference	English	Regular	MP	notMinister	CON	Conservative	-	Centre-right	AndrewJones	Jones, Andrew Hanson	M	-	
ParlaMint-GB-en_2017-07-18-commons	ParlaMint-GB_2017-07-18-commons.u46	Minutes of the House of Commons, Daily Session 2017-07-18	2017-07-18	Lower house	57	-	2017-07-18	2017-07-18	-	Reference	English	Regular	MP	notMinister	CON	Conservative	-	Centre-right	MiriamDavies	Davies, Miriam Jane Alice	F	-	
ParlaMint-GB-en_2017-07-18-commons	ParlaMint-GB_2017-07-18-commons.u47	Minutes of the House of Commons, Daily Session 2017-07-18	2017-07-18	Lower house	57	-	2017-07-18	2017-07-18	-	Reference	English	Regular	MP	notMinister	CON	Conservative	-	Centre-right	AndrewJones	Jones, Andrew Hanson	M	-	
ParlaMint-GB-en_2017-07-18-commons	ParlaMint-GB_2017-07-18-commons.u48	Minutes of the House of Commons, Daily Session 2017-07-18	2017-07-18	Lower house	57	-	2017-07-18	2017-07-18	-	Reference	English	Regular	MP	notMinister	LAB	Labour	Opposition	Centre-left	ChristopherEvans	Evans, Christopher James	M	-	
ParlaMint-GB-en_2017-07-18-commons	ParlaMint-GB_2017-07-18-commons.u49	Minutes of the House of Commons, Daily Session 2017-07-18	2017-07-18	Lower house	57	-	2017-07-18	2017-07-18	-	Reference	English	Regular	MP	notMinister	CON	Conservative	-	Centre-right	AndrewJones	Jones, Andrew Hanson	M	-	
ParlaMint-GB-en_2017-07-18-commons	ParlaMint-GB_2017-07-18-commons.u50	Minutes of the House of Commons, Daily Session 2017-07-18	2017-07-18	Lower house	57	-	2017-07-18	2017-07-18	-	Reference	English	Regular	MP	notMinister	SNP	Scottish National Party	-	Centre-left	KirstyBlackman	Blackman, Kirsty Ann	F	-	
ParlaMint-GB-en_2017-07-18-commons	ParlaMint-GB_2017-07-18-commons.u51	Minutes of the House of Commons, Daily Session 2017-07-18	2017-07-18	Lower house	57	-	2017-07-18	2017-07-18	-	Reference	English	Regular	MP	notMinister	CON	Conservative	-	Centre-right	AndrewJones	Jones, Andrew Hanson	M	-	
ParlaMint-GB-en_2017-07-18-commons	ParlaMint-GB_2017-07-18-commons.u52	Minutes of the House of Commons, Daily Session 2017-07-18	2017-07-18	Lower house	57	-	2017-07-18	2017-07-18	-	Reference	English	Regular	MP	notMinister	SNP	Scottish National Party	-	Centre-left	KirstyBlackman	Blackman, Kirsty Ann	F	-	
ParlaMint-GB-en_2017-07-18-commons	ParlaMint-GB_2017-07-18-commons.u53	Minutes of the House of Commons, Daily Session 2017-07-18	2017-07-18	Lower house	57	-	2017-07-18	2017-07-18	-	Reference	English	Regular	MP	notMinister	CON	Conservative	-	Centre-right	AndrewJones	Jones, Andrew Hanson	M	-	
ParlaMint-GB-en_2017-07-18-commons	ParlaMint-GB_2017-07-18-commons.u54	Minutes of the House of Commons, Daily Session 2017-07-18	2017-07-18	Lower house	57	-	2017-07-18	2017-07-18	-	Reference	English	Regular	MP	notMinister	CON	Conservative	-	Centre-right	RobertStewart	Stewart, Robert Alexander	M	-	
ParlaMint-GB-en_2017-07-18-commons	ParlaMint-GB_2017-07-18-commons.u55	Minutes of the House of Commons, Daily Session 2017-07-18	2017-07-18	Lower house	57	-	2017-07-18	2017-07-18	-	Reference	English	Regular	MP	notMinister	CON	Conservative	-	Centre-right	MelvynStride	Stride, Melvyn John	M	-	
ParlaMint-GB-en_2017-07-18-commons	ParlaMint-GB_2017-07-18-commons.u56	Minutes of the House of Commons, Daily Session 2017-07-18	2017-07-18	Lower house	57	-	2017-07-18	2017-07-18	-	Reference	English	Regular	MP	notMinister	CON	Conservative	-	Centre-right	RobertStewart	Stewart, Robert Alexander	M	-	
ParlaMint-GB-en_2017-07-18-commons	ParlaMint-GB_2017-07-18-commons.u57	Minutes of the House of Commons, Daily Session 2017-07-18	2017-07-18	Lower house	57	-	2017-07-18	2017-07-18	-	Reference	English	Regular	MP	notMinister	CON	Conservative	-	Centre-right	MelvynStride	Stride, Melvyn John	M	-	
ParlaMint-GB-en_2017-07-18-commons	ParlaMint-GB_2017-07-18-commons.u58	Minutes of the House of Commons, Daily Session 2017-07-18	2017-07-18	Lower house	57	-	2017-07-18	2017-07-18	-	Reference	English	Regular	MP	notMinister	LAB	Labour	Opposition	Centre-left	AdrianBailey	Bailey, Adrian Edward	M	-	
ParlaMint-GB-en_2017-07-18-commons	ParlaMint-GB_2017-07-18-commons.u59	Minutes of the House of Commons, Daily Session 2017-07-18	2017-07-18	Lower house	57	-	2017-07-18	2017-07-18	-	Reference	English	Regular	MP	notMinister	CON	Conservative	-	Centre-right	MelvynStride	Stride, Melvyn John	M	-	
ParlaMint-GB-en_2017-07-18-commons	ParlaMint-GB_2017-07-18-commons.u60	Minutes of the House of Commons, Daily Session 2017-07-18	2017-07-18	Lower house	57	-	2017-07-18	2017-07-18	-	Reference	English	Regular	MP	notMinister	CON	Conservative	-	Centre-right	PhilipHollobone	Hollobone, Philip Thomas	M	-	
ParlaMint-GB-en_2017-07-18-commons	ParlaMint-GB_2017-07-18-commons.u61	Minutes of the House of Commons, Daily Session 2017-07-18	2017-07-18	Lower house	57	-	2017-07-18	2017-07-18	-	Reference	English	Regular	MP	notMinister	CON	Conservative	-	Centre-right	MelvynStride	Stride, Melvyn John	M	-	
ParlaMint-GB-en_2017-07-18-commons	ParlaMint-GB_2017-07-18-commons.u62	Minutes of the House of Commons, Daily Session 2017-07-18	2017-07-18	Lower house	57	-	2017-07-18	2017-07-18	-	Reference	English	Regular	MP	notMinister	LAB	Labour	Opposition	Centre-left	AnnelieseDodds	Dodds, Anneliese Jane	F	-	
ParlaMint-GB-en_2017-07-18-commons	ParlaMint-GB_2017-07-18-commons.u63	Minutes of the House of Commons, Daily Session 2017-07-18	2017-07-18	Lower house	57	-	2017-07-18	2017-07-18	-	Reference	English	Regular	MP	notMinister	CON	Conservative	-	Centre-right	MelvynStride	Stride, Melvyn John	M	-	
ParlaMint-GB-en_2017-07-18-commons	ParlaMint-GB_2017-07-18-commons.u64	Minutes of the House of Commons, Daily Session 2017-07-18	2017-07-18	Lower house	57	-	2017-07-18	2017-07-18	-	Reference	English	Regular	MP	notMinister	CON	Conservative	-	Centre-right	NickyMorgan	Morgan, Nicky	F	-	
ParlaMint-GB-en_2017-07-18-commons	ParlaMint-GB_2017-07-18-commons.u65	Minutes of the House of Commons, Daily Session 2017-07-18	2017-07-18	Lower house	57	-	2017-07-18	2017-07-18	-	Reference	English	Regular	MP	notMinister	CON	Conservative	-	Centre-right	AndrewBowie	Bowie, Andrew Campbell	M	-	
ParlaMint-GB-en_2017-07-18-commons	ParlaMint-GB_2017-07-18-commons.u66	Minutes of the House of Commons, Daily Session 2017-07-18	2017-07-18	Lower house	57	-	2017-07-18	2017-07-18	-	Reference	English	Regular	MP	notMinister	CON	Conservative	-	Centre-right	PhilipHammond	Hammond, Philip	M	-	
ParlaMint-GB-en_2017-07-18-commons	ParlaMint-GB_2017-07-18-commons.u67	Minutes of the House of Commons, Daily Session 2017-07-18	2017-07-18	Lower house	57	-	2017-07-18	2017-07-18	-	Reference	English	Chairperson	MP	notMinister	CON	Conservative	-	Centre-right	JohnBercow	Bercow, John Simon	M	-	
ParlaMint-GB-en_2017-07-18-commons	ParlaMint-GB_2017-07-18-commons.u68	Minutes of the House of Commons, Daily Session 2017-07-18	2017-07-18	Lower house	57	-	2017-07-18	2017-07-18	-	Reference	English	Regular	MP	notMinister	CON	Conservative	-	Centre-right	NickyMorgan	Morgan, Nicky	F	-	
ParlaMint-GB-en_2017-07-18-commons	ParlaMint-GB_2017-07-18-commons.u69	Minutes of the House of Commons, Daily Session 2017-07-18	2017-07-18	Lower house	57	-	2017-07-18	2017-07-18	-	Reference	English	Regular	MP	notMinister	CON	Conservative	-	Centre-right	PhilipHammond	Hammond, Philip	M	-	
ParlaMint-GB-en_2017-07-18-commons	ParlaMint-GB_2017-07-18-commons.u70	Minutes of the House of Commons, Daily Session 2017-07-18	2017-07-18	Lower house	57	-	2017-07-18	2017-07-18	-	Reference	English	Regular	MP	notMinister	CON	Conservative	-	Centre-right	AndrewBowie	Bowie, Andrew Campbell	M	-	
ParlaMint-GB-en_2017-07-18-commons	ParlaMint-GB_2017-07-18-commons.u71	Minutes of the House of Commons, Daily Session 2017-07-18	2017-07-18	Lower house	57	-	2017-07-18	2017-07-18	-	Reference	English	Regular	MP	notMinister	CON	Conservative	-	Centre-right	PhilipHammond	Hammond, Philip	M	-	
ParlaMint-GB-en_2017-07-18-commons	ParlaMint-GB_2017-07-18-commons.u72	Minutes of the House of Commons, Daily Session 2017-07-18	2017-07-18	Lower house	57	-	2017-07-18	2017-07-18	-	Reference	English	Regular	MP	notMinister	LAB	Labour	Opposition	Centre-left	MatthewPerkins	Perkins, Matthew Toby	M	-	
ParlaMint-GB-en_2017-07-18-commons	ParlaMint-GB_2017-07-18-commons.u73	Minutes of the House of Commons, Daily Session 2017-07-18	2017-07-18	Lower house	57	-	2017-07-18	2017-07-18	-	Reference	English	Regular	MP	notMinister	CON	Conservative	-	Centre-right	PhilipHammond	Hammond, Philip	M	-	
ParlaMint-GB-en_2017-07-18-commons	ParlaMint-GB_2017-07-18-commons.u74	Minutes of the House of Commons, Daily Session 2017-07-18	2017-07-18	Lower house	57	-	2017-07-18	2017-07-18	-	Reference	English	Regular	MP	notMinister	DUP	Democratic Unionist Party	-	Right	SamuelWilson	Wilson, Samuel	M	-	
ParlaMint-GB-en_2017-07-18-commons	ParlaMint-GB_2017-07-18-commons.u75	Minutes of the House of Commons, Daily Session 2017-07-18	2017-07-18	Lower house	57	-	2017-07-18	2017-07-18	-	Reference	English	Regular	MP	notMinister	CON	Conservative	-	Centre-right	PhilipHammond	Hammond, Philip	M	-	
ParlaMint-GB-en_2017-07-18-commons	ParlaMint-GB_2017-07-18-commons.u76	Minutes of the House of Commons, Daily Session 2017-07-18	2017-07-18	Lower house	57	-	2017-07-18	2017-07-18	-	Reference	English	Regular	MP	notMinister	CON	Conservative	-	Centre-right	LukeGraham	Graham, Luke Patrick	M	-	
ParlaMint-GB-en_2017-07-18-commons	ParlaMint-GB_2017-07-18-commons.u77	Minutes of the House of Commons, Daily Session 2017-07-18	2017-07-18	Lower house	57	-	2017-07-18	2017-07-18	-	Reference	English	Regular	MP	notMinister	CON	Conservative	-	Centre-right	StephenBarclay	Barclay, Stephen Paul	M	-	
ParlaMint-GB-en_2017-07-18-commons	ParlaMint-GB_2017-07-18-commons.u78	Minutes of the House of Commons, Daily Session 2017-07-18	2017-07-18	Lower house	57	-	2017-07-18	2017-07-18	-	Reference	English	Regular	MP	notMinister	CON	Conservative	-	Centre-right	LukeGraham	Graham, Luke Patrick	M	-	
ParlaMint-GB-en_2017-07-18-commons	ParlaMint-GB_2017-07-18-commons.u79	Minutes of the House of Commons, Daily Session 2017-07-18	2017-07-18	Lower house	57	-	2017-07-18	2017-07-18	-	Reference	English	Regular	MP	notMinister	CON	Conservative	-	Centre-right	StephenBarclay	Barclay, Stephen Paul	M	-	
ParlaMint-GB-en_2017-07-18-commons	ParlaMint-GB_2017-07-18-commons.u80	Minutes of the House of Commons, Daily Session 2017-07-18	2017-07-18	Lower house	57	-	2017-07-18	2017-07-18	-	Reference	English	Regular	MP	notMinister	LAB	Labour	Opposition	Centre-left	FionaOnasanya	Onasanya, Fiona Oluyinka	F	-	
ParlaMint-GB-en_2017-07-18-commons	ParlaMint-GB_2017-07-18-commons.u81	Minutes of the House of Commons, Daily Session 2017-07-18	2017-07-18	Lower house	57	-	2017-07-18	2017-07-18	-	Reference	English	Regular	MP	notMinister	CON	Conservative	-	Centre-right	StephenBarclay	Barclay, Stephen Paul	M	-	
ParlaMint-GB-en_2017-07-18-commons	ParlaMint-GB_2017-07-18-commons.u82	Minutes of the House of Commons, Daily Session 2017-07-18	2017-07-18	Lower house	57	-	2017-07-18	2017-07-18	-	Reference	English	Regular	MP	notMinister	CON	Conservative	-	Centre-right	AlexanderChalk	Chalk, Alexander John Gervase	M	-	
ParlaMint-GB-en_2017-07-18-commons	ParlaMint-GB_2017-07-18-commons.u83	Minutes of the House of Commons, Daily Session 2017-07-18	2017-07-18	Lower house	57	-	2017-07-18	2017-07-18	-	Reference	English	Regular	MP	notMinister	CON	Conservative	-	Centre-right	AndrewJones	Jones, Andrew Hanson	M	-	
ParlaMint-GB-en_2017-07-18-commons	ParlaMint-GB_2017-07-18-commons.u84	Minutes of the House of Commons, Daily Session 2017-07-18	2017-07-18	Lower house	57	-	2017-07-18	2017-07-18	-	Reference	English	Regular	MP	notMinister	LAB	Labour	Opposition	Centre-left	JamesCunningham	Cunningham, James Dolan	M	-	
