Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-NO-en_2004-05-25	ParlaMint-NO_2004-05-25.ana.ud2044e34	Hansard from meeting in the Norwegian Parliament, term 2001-2005, Session 2003-2004, Sitting day 2004-05-25	2004-05-25	Unicameralism	Term 2001-2005	Session 2003-2004	-	Sitting day 2004-05-25	-	Reference	English	Chairperson	MP	notMinister	H	Høyre	Coalition	Centre-right	person.INL	Lønning, Inge	M	1938	
ParlaMint-NO-en_2004-05-25	ParlaMint-NO_2004-05-25.ana.ud2044e206	Hansard from meeting in the Norwegian Parliament, term 2001-2005, Session 2003-2004, Sitting day 2004-05-25	2004-05-25	Unicameralism	Term 2001-2005	Session 2003-2004	-	Sitting day 2004-05-25	-	Reference	English	Regular	MP	notMinister	A	Arbeiderpartiet	-	Centre-left	person.ESF	Faldet, Eirin	F	1944	
ParlaMint-NO-en_2004-05-25	ParlaMint-NO_2004-05-25.ana.ud2044e221	Hansard from meeting in the Norwegian Parliament, term 2001-2005, Session 2003-2004, Sitting day 2004-05-25	2004-05-25	Unicameralism	Term 2001-2005	Session 2003-2004	-	Sitting day 2004-05-25	-	Reference	English	Regular	MP	notMinister	H	Høyre	Coalition	Centre-right	person.SONS	Sjøli, Sonja Irene	F	1949	
ParlaMint-NO-en_2004-05-25	ParlaMint-NO_2004-05-25.ana.ud2044e234	Hansard from meeting in the Norwegian Parliament, term 2001-2005, Session 2003-2004, Sitting day 2004-05-25	2004-05-25	Unicameralism	Term 2001-2005	Session 2003-2004	-	Sitting day 2004-05-25	-	Reference	English	Regular	MP	notMinister	FrP	Fremskrittspartiet	-	Right	person.UEK	Knudsen, Ulf Erik	M	1964	
ParlaMint-NO-en_2004-05-25	ParlaMint-NO_2004-05-25.ana.ud2044e249	Hansard from meeting in the Norwegian Parliament, term 2001-2005, Session 2003-2004, Sitting day 2004-05-25	2004-05-25	Unicameralism	Term 2001-2005	Session 2003-2004	-	Sitting day 2004-05-25	-	Reference	English	Regular	MP	notMinister	SV	Sosialistisk Venstreparti	-	Left	person.MEH	Hansen, May	F	1953	
ParlaMint-NO-en_2004-05-25	ParlaMint-NO_2004-05-25.ana.ud2044e264	Hansard from meeting in the Norwegian Parliament, term 2001-2005, Session 2003-2004, Sitting day 2004-05-25	2004-05-25	Unicameralism	Term 2001-2005	Session 2003-2004	-	Sitting day 2004-05-25	-	Reference	English	Regular	MP	notMinister	KrF	Kristelig Folkeparti	Coalition	Centre to centre-right	person.DE	Eriksen, Dagrun	F	1971	
ParlaMint-NO-en_2004-05-25	ParlaMint-NO_2004-05-25.ana.ud2044e278	Hansard from meeting in the Norwegian Parliament, term 2001-2005, Session 2003-2004, Sitting day 2004-05-25	2004-05-25	Unicameralism	Term 2001-2005	Session 2003-2004	-	Sitting day 2004-05-25	-	Reference	English	Regular	MP	notMinister	FrP	Fremskrittspartiet	-	Right	person.JAE	Ellingsen, Jan Arild	M	1958	
ParlaMint-NO-en_2004-05-25	ParlaMint-NO_2004-05-25.ana.ud2044e291	Hansard from meeting in the Norwegian Parliament, term 2001-2005, Session 2003-2004, Sitting day 2004-05-25	2004-05-25	Unicameralism	Term 2001-2005	Session 2003-2004	-	Sitting day 2004-05-25	-	Reference	English	Regular	MP	notMinister	FrP	Fremskrittspartiet	-	Right	person.KSW	Woldseth, Karin S.	F	1954	
ParlaMint-NO-en_2004-05-25	ParlaMint-NO_2004-05-25.ana.ud2044e302	Hansard from meeting in the Norwegian Parliament, term 2001-2005, Session 2003-2004, Sitting day 2004-05-25	2004-05-25	Unicameralism	Term 2001-2005	Session 2003-2004	-	Sitting day 2004-05-25	-	Reference	English	Regular	notMP	Minister	KrF	Kristelig Folkeparti	Coalition	Centre to centre-right	person.LD	Dåvøy, Laila	F	1948	
ParlaMint-NO-en_2004-05-25	ParlaMint-NO_2004-05-25.ana.ud2044e313	Hansard from meeting in the Norwegian Parliament, term 2001-2005, Session 2003-2004, Sitting day 2004-05-25	2004-05-25	Unicameralism	Term 2001-2005	Session 2003-2004	-	Sitting day 2004-05-25	-	Reference	English	Chairperson	MP	notMinister	H	Høyre	Coalition	Centre-right	person.ELN	Nørve, Elisabeth Røbekk	F	1951	
ParlaMint-NO-en_2004-05-25	ParlaMint-NO_2004-05-25.ana.ud2044e319	Hansard from meeting in the Norwegian Parliament, term 2001-2005, Session 2003-2004, Sitting day 2004-05-25	2004-05-25	Unicameralism	Term 2001-2005	Session 2003-2004	-	Sitting day 2004-05-25	-	Reference	English	Chairperson	MP	notMinister	H	Høyre	Coalition	Centre-right	person.ELN	Nørve, Elisabeth Røbekk	F	1951	
ParlaMint-NO-en_2004-05-25	ParlaMint-NO_2004-05-25.ana.ud2044e337	Hansard from meeting in the Norwegian Parliament, term 2001-2005, Session 2003-2004, Sitting day 2004-05-25	2004-05-25	Unicameralism	Term 2001-2005	Session 2003-2004	-	Sitting day 2004-05-25	-	Reference	English	Chairperson	MP	notMinister	H	Høyre	Coalition	Centre-right	person.ELN	Nørve, Elisabeth Røbekk	F	1951	
