Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-LV-en_2020-12-03-PT13-2157	ParlaMint-LV_2020-12-03-PT13-2157-U1	Latvian parliamentary corpus ParlaMint-LV-en, 13th Term, 2020-12-03	2020-12-03	Unicameralism	13. sasaukums	-	Regulārā	2020-12-03	-	COVID	English	Chairperson	MP	notMinister	JK	Jaunā konservatīvā	Coalition	Centre-right	Beitnere-LeGallaDagmāra	Beitnere-Le Galla, Dagmāra	F	-	
ParlaMint-LV-en_2020-12-03-PT13-2157	ParlaMint-LV_2020-12-03-PT13-2157-U12	Latvian parliamentary corpus ParlaMint-LV-en, 13th Term, 2020-12-03	2020-12-03	Unicameralism	13. sasaukums	-	Regulārā	2020-12-03	-	COVID	English	Regular	MP	notMinister	AP	Attīstībai/Par!	Coalition	Centre	SkrideAndris	Skride, Andris	M	-	
ParlaMint-LV-en_2020-12-03-PT13-2157	ParlaMint-LV_2020-12-03-PT13-2157-U13	Latvian parliamentary corpus ParlaMint-LV-en, 13th Term, 2020-12-03	2020-12-03	Unicameralism	13. sasaukums	-	Regulārā	2020-12-03	-	COVID	English	Chairperson	MP	notMinister	JK	Jaunā konservatīvā	Coalition	Centre-right	Beitnere-LeGallaDagmāra	Beitnere-Le Galla, Dagmāra	F	-	
ParlaMint-LV-en_2020-12-03-PT13-2157	ParlaMint-LV_2020-12-03-PT13-2157-U14	Latvian parliamentary corpus ParlaMint-LV-en, 13th Term, 2020-12-03	2020-12-03	Unicameralism	13. sasaukums	-	Regulārā	2020-12-03	-	COVID	English	Regular	MP	notMinister	AP	Attīstībai/Par!	Coalition	Centre	SkrideAndris	Skride, Andris	M	-	
ParlaMint-LV-en_2020-12-03-PT13-2157	ParlaMint-LV_2020-12-03-PT13-2157-U15	Latvian parliamentary corpus ParlaMint-LV-en, 13th Term, 2020-12-03	2020-12-03	Unicameralism	13. sasaukums	-	Regulārā	2020-12-03	-	COVID	English	Chairperson	MP	notMinister	JK	Jaunā konservatīvā	Coalition	Centre-right	Beitnere-LeGallaDagmāra	Beitnere-Le Galla, Dagmāra	F	-	
ParlaMint-LV-en_2020-12-03-PT13-2157	ParlaMint-LV_2020-12-03-PT13-2157-U16	Latvian parliamentary corpus ParlaMint-LV-en, 13th Term, 2020-12-03	2020-12-03	Unicameralism	13. sasaukums	-	Regulārā	2020-12-03	-	COVID	English	Regular	MP	notMinister	AP	Attīstībai/Par!	Coalition	Centre	SkrideAndris	Skride, Andris	M	-	
ParlaMint-LV-en_2020-12-03-PT13-2157	ParlaMint-LV_2020-12-03-PT13-2157-U17	Latvian parliamentary corpus ParlaMint-LV-en, 13th Term, 2020-12-03	2020-12-03	Unicameralism	13. sasaukums	-	Regulārā	2020-12-03	-	COVID	English	Chairperson	MP	notMinister	JK	Jaunā konservatīvā	Coalition	Centre-right	Beitnere-LeGallaDagmāra	Beitnere-Le Galla, Dagmāra	F	-	
ParlaMint-LV-en_2020-12-03-PT13-2157	ParlaMint-LV_2020-12-03-PT13-2157-U18	Latvian parliamentary corpus ParlaMint-LV-en, 13th Term, 2020-12-03	2020-12-03	Unicameralism	13. sasaukums	-	Regulārā	2020-12-03	-	COVID	English	Regular	MP	notMinister	AP	Attīstībai/Par!	Coalition	Centre	SkrideAndris	Skride, Andris	M	-	
ParlaMint-LV-en_2020-12-03-PT13-2157	ParlaMint-LV_2020-12-03-PT13-2157-U19	Latvian parliamentary corpus ParlaMint-LV-en, 13th Term, 2020-12-03	2020-12-03	Unicameralism	13. sasaukums	-	Regulārā	2020-12-03	-	COVID	English	Chairperson	MP	notMinister	JK	Jaunā konservatīvā	Coalition	Centre-right	Beitnere-LeGallaDagmāra	Beitnere-Le Galla, Dagmāra	F	-	
ParlaMint-LV-en_2020-12-03-PT13-2157	ParlaMint-LV_2020-12-03-PT13-2157-U20	Latvian parliamentary corpus ParlaMint-LV-en, 13th Term, 2020-12-03	2020-12-03	Unicameralism	13. sasaukums	-	Regulārā	2020-12-03	-	COVID	English	Regular	notMP	notMinister	-	-	-	-	StepaņenkoJūlija	Stepaņenko, Jūlija	F	-	
ParlaMint-LV-en_2020-12-03-PT13-2157	ParlaMint-LV_2020-12-03-PT13-2157-U21	Latvian parliamentary corpus ParlaMint-LV-en, 13th Term, 2020-12-03	2020-12-03	Unicameralism	13. sasaukums	-	Regulārā	2020-12-03	-	COVID	English	Chairperson	MP	notMinister	JK	Jaunā konservatīvā	Coalition	Centre-right	Beitnere-LeGallaDagmāra	Beitnere-Le Galla, Dagmāra	F	-	
