Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-NO-en_2002-02-26	ParlaMint-NO_2002-02-26.ana.ud2154e30	Hansard from meeting in the Norwegian Parliament, term 2001-2005, Session 2001-2002, Sitting day 2002-02-26	2002-02-26	Unicameralism	Term 2001-2005	Session 2001-2002	-	Sitting day 2002-02-26	-	Reference	English	Chairperson	MP	notMinister	A	Arbeiderpartiet	-	Centre-left	person.ESF	Faldet, Eirin	F	1944	
ParlaMint-NO-en_2002-02-26	ParlaMint-NO_2002-02-26.ana.ud2154e389	Hansard from meeting in the Norwegian Parliament, term 2001-2005, Session 2001-2002, Sitting day 2002-02-26	2002-02-26	Unicameralism	Term 2001-2005	Session 2001-2002	-	Sitting day 2002-02-26	-	Reference	English	Regular	MP	notMinister	KrF	Kristelig Folkeparti	Coalition	Centre to centre-right	person.LR	Rise, Lars	M	1955	
ParlaMint-NO-en_2002-02-26	ParlaMint-NO_2002-02-26.ana.ud2154e431	Hansard from meeting in the Norwegian Parliament, term 2001-2005, Session 2001-2002, Sitting day 2002-02-26	2002-02-26	Unicameralism	Term 2001-2005	Session 2001-2002	-	Sitting day 2002-02-26	-	Reference	English	Regular	MP	notMinister	A	Arbeiderpartiet	-	Centre-left	person.SKO	Konglevoll, Synnøve	F	1972	
ParlaMint-NO-en_2002-02-26	ParlaMint-NO_2002-02-26.ana.ud2154e448	Hansard from meeting in the Norwegian Parliament, term 2001-2005, Session 2001-2002, Sitting day 2002-02-26	2002-02-26	Unicameralism	Term 2001-2005	Session 2001-2002	-	Sitting day 2002-02-26	-	Reference	English	Regular	MP	notMinister	FrP	Fremskrittspartiet	-	Right	person.CS	Stensaker, Christopher	M	1945	
ParlaMint-NO-en_2002-02-26	ParlaMint-NO_2002-02-26.ana.ud2154e478	Hansard from meeting in the Norwegian Parliament, term 2001-2005, Session 2001-2002, Sitting day 2002-02-26	2002-02-26	Unicameralism	Term 2001-2005	Session 2001-2002	-	Sitting day 2002-02-26	-	Reference	English	Regular	MP	notMinister	SV	Sosialistisk Venstreparti	-	Left	person.BJ	Jacobsen, Bjørn	M	1960	
ParlaMint-NO-en_2002-02-26	ParlaMint-NO_2002-02-26.ana.ud2154e491	Hansard from meeting in the Norwegian Parliament, term 2001-2005, Session 2001-2002, Sitting day 2002-02-26	2002-02-26	Unicameralism	Term 2001-2005	Session 2001-2002	-	Sitting day 2002-02-26	-	Reference	English	Regular	MP	notMinister	V	Venstre	Coalition	Centre	person.TSG	Grande, Trine Skei	F	1969	
ParlaMint-NO-en_2002-02-26	ParlaMint-NO_2002-02-26.ana.ud2154e506	Hansard from meeting in the Norwegian Parliament, term 2001-2005, Session 2001-2002, Sitting day 2002-02-26	2002-02-26	Unicameralism	Term 2001-2005	Session 2001-2002	-	Sitting day 2002-02-26	-	Reference	English	Regular	MP	Minister	H	Høyre	Coalition	Centre-right	person.BJØB	Brende, Børge	M	1965	
ParlaMint-NO-en_2002-02-26	ParlaMint-NO_2002-02-26.ana.ud2154e540	Hansard from meeting in the Norwegian Parliament, term 2001-2005, Session 2001-2002, Sitting day 2002-02-26	2002-02-26	Unicameralism	Term 2001-2005	Session 2001-2002	-	Sitting day 2002-02-26	-	Reference	English	Regular	MP	notMinister	KrF	Kristelig Folkeparti	Coalition	Centre to centre-right	person.LR	Rise, Lars	M	1955	
ParlaMint-NO-en_2002-02-26	ParlaMint-NO_2002-02-26.ana.ud2154e551	Hansard from meeting in the Norwegian Parliament, term 2001-2005, Session 2001-2002, Sitting day 2002-02-26	2002-02-26	Unicameralism	Term 2001-2005	Session 2001-2002	-	Sitting day 2002-02-26	-	Reference	English	Regular	MP	notMinister	SV	Sosialistisk Venstreparti	-	Left	person.INVM	Malvik, Ingvild Vaggen	F	1971	
ParlaMint-NO-en_2002-02-26	ParlaMint-NO_2002-02-26.ana.ud2154e560	Hansard from meeting in the Norwegian Parliament, term 2001-2005, Session 2001-2002, Sitting day 2002-02-26	2002-02-26	Unicameralism	Term 2001-2005	Session 2001-2002	-	Sitting day 2002-02-26	-	Reference	English	Regular	MP	notMinister	SV	Sosialistisk Venstreparti	-	Left	person.HHL	Langeland, Hallgeir H.	M	1955	
ParlaMint-NO-en_2002-02-26	ParlaMint-NO_2002-02-26.ana.ud2154e571	Hansard from meeting in the Norwegian Parliament, term 2001-2005, Session 2001-2002, Sitting day 2002-02-26	2002-02-26	Unicameralism	Term 2001-2005	Session 2001-2002	-	Sitting day 2002-02-26	-	Reference	English	Regular	MP	Minister	H	Høyre	Coalition	Centre-right	person.BJØB	Brende, Børge	M	1965	
ParlaMint-NO-en_2002-02-26	ParlaMint-NO_2002-02-26.ana.ud2154e599	Hansard from meeting in the Norwegian Parliament, term 2001-2005, Session 2001-2002, Sitting day 2002-02-26	2002-02-26	Unicameralism	Term 2001-2005	Session 2001-2002	-	Sitting day 2002-02-26	-	Reference	English	Chairperson	MP	notMinister	A	Arbeiderpartiet	-	Centre-left	person.ESF	Faldet, Eirin	F	1944	
ParlaMint-NO-en_2002-02-26	ParlaMint-NO_2002-02-26.ana.ud2154e607	Hansard from meeting in the Norwegian Parliament, term 2001-2005, Session 2001-2002, Sitting day 2002-02-26	2002-02-26	Unicameralism	Term 2001-2005	Session 2001-2002	-	Sitting day 2002-02-26	-	Reference	English	Chairperson	MP	notMinister	A	Arbeiderpartiet	-	Centre-left	person.ESF	Faldet, Eirin	F	1944	
