Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-NO-en_2002-11-07	ParlaMint-NO_2002-11-07.ana.ud2481e32	Hansard from meeting in the Norwegian Parliament, term 2001-2005, Session 2002-2003, Sitting day 2002-11-07	2002-11-07	Unicameralism	Term 2001-2005	Session 2002-2003	-	Sitting day 2002-11-07	-	Reference	English	Chairperson	MP	notMinister	H	Høyre	Coalition	Centre-right	person.INL	Lønning, Inge	M	1938	
ParlaMint-NO-en_2002-11-07	ParlaMint-NO_2002-11-07.ana.ud2481e160	Hansard from meeting in the Norwegian Parliament, term 2001-2005, Session 2002-2003, Sitting day 2002-11-07	2002-11-07	Unicameralism	Term 2001-2005	Session 2002-2003	-	Sitting day 2002-11-07	-	Reference	English	Chairperson	MP	notMinister	H	Høyre	Coalition	Centre-right	person.INL	Lønning, Inge	M	1938	
ParlaMint-NO-en_2002-11-07	ParlaMint-NO_2002-11-07.ana.ud2481e163	Hansard from meeting in the Norwegian Parliament, term 2001-2005, Session 2002-2003, Sitting day 2002-11-07	2002-11-07	Unicameralism	Term 2001-2005	Session 2002-2003	-	Sitting day 2002-11-07	-	Reference	English	Regular	MP	notMinister	FrP	Fremskrittspartiet	-	Right	person.GJH	Hagesæter, Gjermund	M	1960	
ParlaMint-NO-en_2002-11-07	ParlaMint-NO_2002-11-07.ana.ud2481e184	Hansard from meeting in the Norwegian Parliament, term 2001-2005, Session 2002-2003, Sitting day 2002-11-07	2002-11-07	Unicameralism	Term 2001-2005	Session 2002-2003	-	Sitting day 2002-11-07	-	Reference	English	Regular	MP	notMinister	SV	Sosialistisk Venstreparti	-	Left	person.OKD	Djupedal, Øystein	M	1960	
ParlaMint-NO-en_2002-11-07	ParlaMint-NO_2002-11-07.ana.ud2481e201	Hansard from meeting in the Norwegian Parliament, term 2001-2005, Session 2002-2003, Sitting day 2002-11-07	2002-11-07	Unicameralism	Term 2001-2005	Session 2002-2003	-	Sitting day 2002-11-07	-	Reference	English	Regular	MP	notMinister	V	Venstre	Coalition	Centre	person.MABV	Vihovde, May Britt	F	1958	
ParlaMint-NO-en_2002-11-07	ParlaMint-NO_2002-11-07.ana.ud2481e216	Hansard from meeting in the Norwegian Parliament, term 2001-2005, Session 2002-2003, Sitting day 2002-11-07	2002-11-07	Unicameralism	Term 2001-2005	Session 2002-2003	-	Sitting day 2002-11-07	-	Reference	English	Regular	MP	notMinister	H	Høyre	Coalition	Centre-right	person.SAF	Flåtten, Svein	M	1944	
ParlaMint-NO-en_2002-11-07	ParlaMint-NO_2002-11-07.ana.ud2481e225	Hansard from meeting in the Norwegian Parliament, term 2001-2005, Session 2002-2003, Sitting day 2002-11-07	2002-11-07	Unicameralism	Term 2001-2005	Session 2002-2003	-	Sitting day 2002-11-07	-	Reference	English	Chairperson	MP	notMinister	H	Høyre	Coalition	Centre-right	person.INL	Lønning, Inge	M	1938	
ParlaMint-NO-en_2002-11-07	ParlaMint-NO_2002-11-07.ana.ud2481e233	Hansard from meeting in the Norwegian Parliament, term 2001-2005, Session 2002-2003, Sitting day 2002-11-07	2002-11-07	Unicameralism	Term 2001-2005	Session 2002-2003	-	Sitting day 2002-11-07	-	Reference	English	Chairperson	MP	notMinister	H	Høyre	Coalition	Centre-right	person.INL	Lønning, Inge	M	1938	
ParlaMint-NO-en_2002-11-07	ParlaMint-NO_2002-11-07.ana.ud2481e240	Hansard from meeting in the Norwegian Parliament, term 2001-2005, Session 2002-2003, Sitting day 2002-11-07	2002-11-07	Unicameralism	Term 2001-2005	Session 2002-2003	-	Sitting day 2002-11-07	-	Reference	English	Chairperson	MP	notMinister	H	Høyre	Coalition	Centre-right	person.INL	Lønning, Inge	M	1938	
ParlaMint-NO-en_2002-11-07	ParlaMint-NO_2002-11-07.ana.ud2481e265	Hansard from meeting in the Norwegian Parliament, term 2001-2005, Session 2002-2003, Sitting day 2002-11-07	2002-11-07	Unicameralism	Term 2001-2005	Session 2002-2003	-	Sitting day 2002-11-07	-	Reference	English	Chairperson	MP	notMinister	H	Høyre	Coalition	Centre-right	person.INL	Lønning, Inge	M	1938	
ParlaMint-NO-en_2002-11-07	ParlaMint-NO_2002-11-07.ana.ud2481e296	Hansard from meeting in the Norwegian Parliament, term 2001-2005, Session 2002-2003, Sitting day 2002-11-07	2002-11-07	Unicameralism	Term 2001-2005	Session 2002-2003	-	Sitting day 2002-11-07	-	Reference	English	Chairperson	MP	notMinister	H	Høyre	Coalition	Centre-right	person.INL	Lønning, Inge	M	1938	
