Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-NO-en_2002-10-22	ParlaMint-NO_2002-10-22.ana.ud2132e27	Hansard from meeting in the Norwegian Parliament, term 2001-2005, Session 2002-2003, Sitting day 2002-10-22	2002-10-22	Unicameralism	Term 2001-2005	Session 2002-2003	-	Sitting day 2002-10-22	-	Reference	English	Chairperson	MP	notMinister	A	Arbeiderpartiet	-	Centre-left	person.JK	Kosmo, Jørgen	M	1947	
ParlaMint-NO-en_2002-10-22	ParlaMint-NO_2002-10-22.ana.ud2132e228	Hansard from meeting in the Norwegian Parliament, term 2001-2005, Session 2002-2003, Sitting day 2002-10-22	2002-10-22	Unicameralism	Term 2001-2005	Session 2002-2003	-	Sitting day 2002-10-22	-	Reference	English	Regular	MP	notMinister	A	Arbeiderpartiet	-	Centre-left	person.OA	Akselsen, Olav	M	1965	
ParlaMint-NO-en_2002-10-22	ParlaMint-NO_2002-10-22.ana.ud2132e245	Hansard from meeting in the Norwegian Parliament, term 2001-2005, Session 2002-2003, Sitting day 2002-10-22	2002-10-22	Unicameralism	Term 2001-2005	Session 2002-2003	-	Sitting day 2002-10-22	-	Reference	English	Regular	MP	notMinister	H	Høyre	Coalition	Centre-right	person.IVK	Kristiansen, Ivar	M	1956	
ParlaMint-NO-en_2002-10-22	ParlaMint-NO_2002-10-22.ana.ud2132e254	Hansard from meeting in the Norwegian Parliament, term 2001-2005, Session 2002-2003, Sitting day 2002-10-22	2002-10-22	Unicameralism	Term 2001-2005	Session 2002-2003	-	Sitting day 2002-10-22	-	Reference	English	Regular	MP	notMinister	FrP	Fremskrittspartiet	-	Right	person.LOSO	Solholm, Lodve	M	1949	
ParlaMint-NO-en_2002-10-22	ParlaMint-NO_2002-10-22.ana.ud2132e259	Hansard from meeting in the Norwegian Parliament, term 2001-2005, Session 2002-2003, Sitting day 2002-10-22	2002-10-22	Unicameralism	Term 2001-2005	Session 2002-2003	-	Sitting day 2002-10-22	-	Reference	English	Regular	MP	notMinister	SV	Sosialistisk Venstreparti	-	Left	person.ASAE	Elvik, Åsa	F	1979	
ParlaMint-NO-en_2002-10-22	ParlaMint-NO_2002-10-22.ana.ud2132e272	Hansard from meeting in the Norwegian Parliament, term 2001-2005, Session 2002-2003, Sitting day 2002-10-22	2002-10-22	Unicameralism	Term 2001-2005	Session 2002-2003	-	Sitting day 2002-10-22	-	Reference	English	Regular	MP	notMinister	KrF	Kristelig Folkeparti	Coalition	Centre to centre-right	person.RAE	Eide, Rigmor Andersen	F	1954	
ParlaMint-NO-en_2002-10-22	ParlaMint-NO_2002-10-22.ana.ud2132e300	Hansard from meeting in the Norwegian Parliament, term 2001-2005, Session 2002-2003, Sitting day 2002-10-22	2002-10-22	Unicameralism	Term 2001-2005	Session 2002-2003	-	Sitting day 2002-10-22	-	Reference	English	Regular	MP	notMinister	Sp	Senterpartiet	-	Centre	person.ORE	Enoksen, Odd Roger	M	1954	
ParlaMint-NO-en_2002-10-22	ParlaMint-NO_2002-10-22.ana.ud2132e312	Hansard from meeting in the Norwegian Parliament, term 2001-2005, Session 2002-2003, Sitting day 2002-10-22	2002-10-22	Unicameralism	Term 2001-2005	Session 2002-2003	-	Sitting day 2002-10-22	-	Reference	English	Regular	MP	notMinister	A	Arbeiderpartiet	-	Centre-left	person.KWH	Hansen, Knut Werner	M	1951	
ParlaMint-NO-en_2002-10-22	ParlaMint-NO_2002-10-22.ana.ud2132e333	Hansard from meeting in the Norwegian Parliament, term 2001-2005, Session 2002-2003, Sitting day 2002-10-22	2002-10-22	Unicameralism	Term 2001-2005	Session 2002-2003	-	Sitting day 2002-10-22	-	Reference	English	Regular	MP	notMinister	A	Arbeiderpartiet	-	Centre-left	person.BEHA	Arnesen, Bendiks H.	M	1951	
ParlaMint-NO-en_2002-10-22	ParlaMint-NO_2002-10-22.ana.ud2132e342	Hansard from meeting in the Norwegian Parliament, term 2001-2005, Session 2002-2003, Sitting day 2002-10-22	2002-10-22	Unicameralism	Term 2001-2005	Session 2002-2003	-	Sitting day 2002-10-22	-	Reference	English	Regular	notMP	Minister	H	Høyre	Coalition	Centre-right	person.SHL	Ludvigsen, Svein	M	1946	
ParlaMint-NO-en_2002-10-22	ParlaMint-NO_2002-10-22.ana.ud2132e361	Hansard from meeting in the Norwegian Parliament, term 2001-2005, Session 2002-2003, Sitting day 2002-10-22	2002-10-22	Unicameralism	Term 2001-2005	Session 2002-2003	-	Sitting day 2002-10-22	-	Reference	English	Chairperson	MP	notMinister	A	Arbeiderpartiet	-	Centre-left	person.JK	Kosmo, Jørgen	M	1947	
