Session,Date,Male,Female
ParlaMint-ES-CT-en_2016-07-26-2101-meta.tsv,2016-07-26,7,7
ParlaMint-ES-CT-en_2016-07-27-2102-meta.tsv,2016-07-27,34,23
ParlaMint-ES-CT-en_2016-07-27-2103-meta.tsv,2016-07-27,31,25
ParlaMint-ES-CT-en_2016-09-28-2201-meta.tsv,2016-09-28,2,1
ParlaMint-ES-CT-en_2016-09-29-2202-meta.tsv,2016-09-29,8,4
ParlaMint-ES-CT-en_2016-10-05-2301-meta.tsv,2016-10-05,7,4
ParlaMint-ES-CT-en_2016-10-06-2302-meta.tsv,2016-10-06,6,6
ParlaMint-ES-CT-en_2016-10-18-2401-meta.tsv,2016-10-18,5,7
ParlaMint-ES-CT-en_2016-10-19-2402-meta.tsv,2016-10-19,27,22
ParlaMint-ES-CT-en_2016-10-20-2403-meta.tsv,2016-10-20,26,20
ParlaMint-ES-CT-en_2016-11-09-2501-meta.tsv,2016-11-09,32,19
ParlaMint-ES-CT-en_2016-11-10-2502-meta.tsv,2016-11-10,23,22
ParlaMint-ES-CT-en_2016-11-30-2601-meta.tsv,2016-11-30,28,23
ParlaMint-ES-CT-en_2016-12-01-2602-meta.tsv,2016-12-01,28,21
ParlaMint-ES-CT-en_2016-12-20-2701-meta.tsv,2016-12-20,5,3
ParlaMint-ES-CT-en_2016-12-21-2702-meta.tsv,2016-12-21,32,23
ParlaMint-ES-CT-en_2016-12-22-2703-meta.tsv,2016-12-22,28,17
ParlaMint-ES-CT-en_2017-01-25-2801-meta.tsv,2017-01-25,30,18
ParlaMint-ES-CT-en_2017-01-26-2802-meta.tsv,2017-01-26,25,24
ParlaMint-ES-CT-en_2017-02-08-2901-meta.tsv,2017-02-08,25,23
ParlaMint-ES-CT-en_2017-02-09-2902-meta.tsv,2017-02-09,23,22
ParlaMint-ES-CT-en_2017-02-22-3001-meta.tsv,2017-02-22,25,17
ParlaMint-ES-CT-en_2017-02-23-3002-meta.tsv,2017-02-23,29,16
ParlaMint-ES-CT-en_2017-03-08-3101-meta.tsv,2017-03-08,30,19
ParlaMint-ES-CT-en_2017-03-09-3102-meta.tsv,2017-03-09,22,22
ParlaMint-ES-CT-en_2017-03-21-3201-meta.tsv,2017-03-21,5,4
ParlaMint-ES-CT-en_2017-03-22-3202-meta.tsv,2017-03-22,25,17
ParlaMint-ES-CT-en_2017-03-23-3203-meta.tsv,2017-03-23,27,22
ParlaMint-ES-CT-en_2017-04-05-3301-meta.tsv,2017-04-05,30,17
ParlaMint-ES-CT-en_2017-04-06-3302-meta.tsv,2017-04-06,24,22
ParlaMint-ES-CT-en_2017-04-26-3401-meta.tsv,2017-04-26,21,23
ParlaMint-ES-CT-en_2017-04-27-3402-meta.tsv,2017-04-27,24,18
ParlaMint-ES-CT-en_2017-05-17-3501-meta.tsv,2017-05-17,31,17
ParlaMint-ES-CT-en_2017-05-18-3502-meta.tsv,2017-05-18,24,19
ParlaMint-ES-CT-en_2017-05-31-3601-meta.tsv,2017-05-31,25,16
ParlaMint-ES-CT-en_2017-06-01-3602-meta.tsv,2017-06-01,21,21
ParlaMint-ES-CT-en_2017-06-14-3701-meta.tsv,2017-06-14,24,20
ParlaMint-ES-CT-en_2017-06-15-3702-meta.tsv,2017-06-15,28,27
ParlaMint-ES-CT-en_2017-06-28-3801-meta.tsv,2017-06-28,30,21
ParlaMint-ES-CT-en_2017-06-29-3802-meta.tsv,2017-06-29,23,21
ParlaMint-ES-CT-en_2017-07-12-3901-meta.tsv,2017-07-12,27,15
ParlaMint-ES-CT-en_2017-07-13-3902-meta.tsv,2017-07-13,25,21
ParlaMint-ES-CT-en_2017-07-25-4001-meta.tsv,2017-07-25,8,10
ParlaMint-ES-CT-en_2017-07-26-4002-meta.tsv,2017-07-26,30,10
ParlaMint-ES-CT-en_2017-07-27-4003-meta.tsv,2017-07-27,31,23
ParlaMint-ES-CT-en_2017-07-28-4004-meta.tsv,2017-07-28,12,10
ParlaMint-ES-CT-en_2017-08-25-4101-meta.tsv,2017-08-25,0,1
ParlaMint-ES-CT-en_2017-09-06-4201-meta.tsv,2017-09-06,29,19
ParlaMint-ES-CT-en_2017-09-07-4202-meta.tsv,2017-09-07,25,15
ParlaMint-ES-CT-en_2017-09-08-4203-meta.tsv,2017-09-08,22,16
ParlaMint-ES-CT-en_2017-10-10-4301-meta.tsv,2017-10-10,6,3
ParlaMint-ES-CT-en_2017-10-26-4401-meta.tsv,2017-10-26,7,4
ParlaMint-ES-CT-en_2017-10-27-4402-meta.tsv,2017-10-27,9,7
ParlaMint-ES-CT-en_2018-01-17-0101-meta.tsv,2018-01-17,6,3
ParlaMint-ES-CT-en_2018-03-01-0201-meta.tsv,2018-03-01,12,5
ParlaMint-ES-CT-en_2018-03-22-0301-meta.tsv,2018-03-22,11,1
ParlaMint-ES-CT-en_2018-03-22-0302-meta.tsv,2018-03-22,7,2
ParlaMint-ES-CT-en_2018-03-28-0401-meta.tsv,2018-03-28,21,15
ParlaMint-ES-CT-en_2018-04-05-0501-meta.tsv,2018-04-05,12,11
ParlaMint-ES-CT-en_2018-04-25-0601-meta.tsv,2018-04-25,11,5
ParlaMint-ES-CT-en_2018-05-03-0701-meta.tsv,2018-05-03,21,17
ParlaMint-ES-CT-en_2018-05-04-0702-meta.tsv,2018-05-04,17,11
ParlaMint-ES-CT-en_2018-05-12-0901-meta.tsv,2018-05-12,12,1
ParlaMint-ES-CT-en_2018-05-14-0902-meta.tsv,2018-05-14,9,2
ParlaMint-ES-CT-en_2018-05-25-1001-meta.tsv,2018-05-25,13,5
ParlaMint-ES-CT-en_2018-06-06-1101-meta.tsv,2018-06-06,17,7
ParlaMint-ES-CT-en_2018-06-12-1201-meta.tsv,2018-06-12,24,15
ParlaMint-ES-CT-en_2018-07-04-1301-meta.tsv,2018-07-04,19,13
ParlaMint-ES-CT-en_2018-07-05-1302-meta.tsv,2018-07-05,29,25
ParlaMint-ES-CT-en_2018-07-17-1401-meta.tsv,2018-07-17,6,5
ParlaMint-ES-CT-en_2018-10-02-1601-meta.tsv,2018-10-02,11,5
ParlaMint-ES-CT-en_2018-10-03-1602-meta.tsv,2018-10-03,7,2
ParlaMint-ES-CT-en_2018-10-09-1603-meta.tsv,2018-10-09,4,5
ParlaMint-ES-CT-en_2018-10-10-1701-meta.tsv,2018-10-10,23,15
ParlaMint-ES-CT-en_2018-10-11-1702-meta.tsv,2018-10-11,30,21
ParlaMint-ES-CT-en_2018-10-24-1801-meta.tsv,2018-10-24,28,21
ParlaMint-ES-CT-en_2018-10-25-1802-meta.tsv,2018-10-25,28,20
ParlaMint-ES-CT-en_2018-11-07-1901-meta.tsv,2018-11-07,30,16
ParlaMint-ES-CT-en_2018-11-08-1902-meta.tsv,2018-11-08,29,27
ParlaMint-ES-CT-en_2018-11-09-1903-meta.tsv,2018-11-09,22,14
ParlaMint-ES-CT-en_2018-11-21-2001-meta.tsv,2018-11-21,33,20
ParlaMint-ES-CT-en_2018-11-22-2002-meta.tsv,2018-11-22,32,31
ParlaMint-ES-CT-en_2018-12-12-2101-meta.tsv,2018-12-12,36,17
ParlaMint-ES-CT-en_2018-12-13-2102-meta.tsv,2018-12-13,26,23
ParlaMint-ES-CT-en_2018-12-17-2201-meta.tsv,2018-12-17,8,3
ParlaMint-ES-CT-en_2018-12-18-2202-meta.tsv,2018-12-18,25,11
ParlaMint-ES-CT-en_2018-12-19-2203-meta.tsv,2018-12-19,25,18
ParlaMint-ES-CT-en_2018-12-20-2204-meta.tsv,2018-12-20,9,9
ParlaMint-ES-CT-en_2019-01-23-2301-meta.tsv,2019-01-23,23,15
ParlaMint-ES-CT-en_2019-01-24-2302-meta.tsv,2019-01-24,40,17
ParlaMint-ES-CT-en_2019-02-06-2401-meta.tsv,2019-02-06,29,20
ParlaMint-ES-CT-en_2019-02-07-2402-meta.tsv,2019-02-07,29,23
ParlaMint-ES-CT-en_2019-02-27-2501-meta.tsv,2019-02-27,26,30
ParlaMint-ES-CT-en_2019-02-28-2502-meta.tsv,2019-02-28,24,18
ParlaMint-ES-CT-en_2019-03-06-2601-meta.tsv,2019-03-06,26,24
ParlaMint-ES-CT-en_2019-03-07-2602-meta.tsv,2019-03-07,20,24
ParlaMint-ES-CT-en_2019-03-20-2701-meta.tsv,2019-03-20,22,27
ParlaMint-ES-CT-en_2019-03-21-2702-meta.tsv,2019-03-21,30,21
ParlaMint-ES-CT-en_2019-04-03-2801-meta.tsv,2019-04-03,30,18
ParlaMint-ES-CT-en_2019-04-04-2802-meta.tsv,2019-04-04,24,26
ParlaMint-ES-CT-en_2019-04-10-2901-meta.tsv,2019-04-10,25,22
ParlaMint-ES-CT-en_2019-04-11-2902-meta.tsv,2019-04-11,32,22
ParlaMint-ES-CT-en_2019-05-08-3001-meta.tsv,2019-05-08,31,26
ParlaMint-ES-CT-en_2019-05-09-3002-meta.tsv,2019-05-09,32,22
ParlaMint-ES-CT-en_2019-05-16-3101-meta.tsv,2019-05-16,7,2
ParlaMint-ES-CT-en_2019-05-29-3201-meta.tsv,2019-05-29,25,22
ParlaMint-ES-CT-en_2019-05-30-3202-meta.tsv,2019-05-30,33,21
ParlaMint-ES-CT-en_2019-06-13-3301-meta.tsv,2019-06-13,26,20
ParlaMint-ES-CT-en_2019-06-14-3302-meta.tsv,2019-06-14,30,23
ParlaMint-ES-CT-en_2019-06-26-3401-meta.tsv,2019-06-26,24,21
ParlaMint-ES-CT-en_2019-06-27-3402-meta.tsv,2019-06-27,20,19
ParlaMint-ES-CT-en_2019-07-10-3501-meta.tsv,2019-07-10,32,21
ParlaMint-ES-CT-en_2019-07-11-3502-meta.tsv,2019-07-11,30,23
ParlaMint-ES-CT-en_2019-07-23-3601-meta.tsv,2019-07-23,9,8
ParlaMint-ES-CT-en_2019-07-24-3602-meta.tsv,2019-07-24,19,14
ParlaMint-ES-CT-en_2019-07-25-3603-meta.tsv,2019-07-25,30,24
ParlaMint-ES-CT-en_2019-09-25-3701-meta.tsv,2019-09-25,10,3
ParlaMint-ES-CT-en_2019-09-26-3702-meta.tsv,2019-09-26,12,6
ParlaMint-ES-CT-en_2019-10-07-3801-meta.tsv,2019-10-07,9,4
ParlaMint-ES-CT-en_2019-10-09-3901-meta.tsv,2019-10-09,29,18
ParlaMint-ES-CT-en_2019-10-17-4001-meta.tsv,2019-10-17,10,5
ParlaMint-ES-CT-en_2019-10-23-4101-meta.tsv,2019-10-23,19,18
ParlaMint-ES-CT-en_2019-10-24-4102-meta.tsv,2019-10-24,31,19
ParlaMint-ES-CT-en_2019-11-12-4201-meta.tsv,2019-11-12,35,17
ParlaMint-ES-CT-en_2019-11-13-4202-meta.tsv,2019-11-13,29,19
ParlaMint-ES-CT-en_2019-11-26-4401-meta.tsv,2019-11-26,25,19
ParlaMint-ES-CT-en_2019-11-27-4402-meta.tsv,2019-11-27,33,26
ParlaMint-ES-CT-en_2019-12-11-4501-meta.tsv,2019-12-11,35,21
ParlaMint-ES-CT-en_2019-12-12-4502-meta.tsv,2019-12-12,26,29
ParlaMint-ES-CT-en_2019-12-17-4601-meta.tsv,2019-12-17,3,8
ParlaMint-ES-CT-en_2019-12-18-4602-meta.tsv,2019-12-18,34,20
ParlaMint-ES-CT-en_2019-12-19-4603-meta.tsv,2019-12-19,28,24
ParlaMint-ES-CT-en_2020-01-04-4701-meta.tsv,2020-01-04,9,10
ParlaMint-ES-CT-en_2020-01-27-4801-meta.tsv,2020-01-27,10,5
ParlaMint-ES-CT-en_2020-02-05-4802-meta.tsv,2020-02-05,31,20
ParlaMint-ES-CT-en_2020-02-06-4803-meta.tsv,2020-02-06,30,21
ParlaMint-ES-CT-en_2020-02-07-4804-meta.tsv,2020-02-07,14,11
ParlaMint-ES-CT-en_2020-02-11-4901-meta.tsv,2020-02-11,11,8
ParlaMint-ES-CT-en_2020-02-12-4902-meta.tsv,2020-02-12,23,17
ParlaMint-ES-CT-en_2020-02-13-4903-meta.tsv,2020-02-13,23,30
ParlaMint-ES-CT-en_2020-03-04-5001-meta.tsv,2020-03-04,26,23
ParlaMint-ES-CT-en_2020-03-05-5002-meta.tsv,2020-03-05,35,19
ParlaMint-ES-CT-en_2020-04-24-5101-meta.tsv,2020-04-24,26,19
ParlaMint-ES-CT-en_2020-05-21-5201-meta.tsv,2020-05-21,34,17
ParlaMint-ES-CT-en_2020-06-17-5501-meta.tsv,2020-06-17,38,19
ParlaMint-ES-CT-en_2020-07-01-5601-meta.tsv,2020-07-01,15,9
ParlaMint-ES-CT-en_2020-07-03-5602-meta.tsv,2020-07-03,3,6
ParlaMint-ES-CT-en_2020-07-07-5701-meta.tsv,2020-07-07,10,4
ParlaMint-ES-CT-en_2020-07-08-5702-meta.tsv,2020-07-08,29,25
ParlaMint-ES-CT-en_2020-07-09-5703-meta.tsv,2020-07-09,29,25
ParlaMint-ES-CT-en_2020-07-10-5704-meta.tsv,2020-07-10,4,5
ParlaMint-ES-CT-en_2020-07-21-5801-meta.tsv,2020-07-21,31,23
ParlaMint-ES-CT-en_2020-07-22-5802-meta.tsv,2020-07-22,27,17
ParlaMint-ES-CT-en_2020-07-24-5803-meta.tsv,2020-07-24,30,19
ParlaMint-ES-CT-en_2020-08-07-5901-meta.tsv,2020-08-07,12,4
ParlaMint-ES-CT-en_2020-09-09-6001-meta.tsv,2020-09-09,27,22
ParlaMint-ES-CT-en_2020-09-10-6002-meta.tsv,2020-09-10,30,16
ParlaMint-ES-CT-en_2020-09-16-6101-meta.tsv,2020-09-16,9,1
ParlaMint-ES-CT-en_2020-09-18-6102-meta.tsv,2020-09-18,3,7
ParlaMint-ES-CT-en_2020-09-30-6201-meta.tsv,2020-09-30,10,6
ParlaMint-ES-CT-en_2020-10-06-6301-meta.tsv,2020-10-06,9,6
ParlaMint-ES-CT-en_2020-10-07-6302-meta.tsv,2020-10-07,33,22
ParlaMint-ES-CT-en_2020-10-08-6303-meta.tsv,2020-10-08,27,16
ParlaMint-ES-CT-en_2020-10-09-6304-meta.tsv,2020-10-09,18,11
ParlaMint-ES-CT-en_2020-10-21-6401-meta.tsv,2020-10-21,29,20
ParlaMint-ES-CT-en_2020-10-22-6402-meta.tsv,2020-10-22,32,21
ParlaMint-ES-CT-en_2020-11-04-6501-meta.tsv,2020-11-04,27,23
ParlaMint-ES-CT-en_2020-11-05-6502-meta.tsv,2020-11-05,34,25
ParlaMint-ES-CT-en_2020-11-18-6601-meta.tsv,2020-11-18,32,21
ParlaMint-ES-CT-en_2020-11-19-6602-meta.tsv,2020-11-19,32,25
ParlaMint-ES-CT-en_2020-12-02-6701-meta.tsv,2020-12-02,31,18
ParlaMint-ES-CT-en_2020-12-03-6702-meta.tsv,2020-12-03,29,24
ParlaMint-ES-CT-en_2020-12-14-6801-meta.tsv,2020-12-14,7,4
ParlaMint-ES-CT-en_2020-12-15-6802-meta.tsv,2020-12-15,20,14
ParlaMint-ES-CT-en_2020-12-16-6803-meta.tsv,2020-12-16,20,25
ParlaMint-ES-CT-en_2020-12-17-6804-meta.tsv,2020-12-17,21,18
ParlaMint-ES-CT-en_2020-12-18-6805-meta.tsv,2020-12-18,23,12
ParlaMint-ES-CT-en_2021-03-12-0101-meta.tsv,2021-03-12,5,1
ParlaMint-ES-CT-en_2021-03-26-0201-meta.tsv,2021-03-26,9,5
ParlaMint-ES-CT-en_2021-03-30-0202-meta.tsv,2021-03-30,8,4
ParlaMint-ES-CT-en_2021-05-13-0401-meta.tsv,2021-05-13,2,0
ParlaMint-ES-CT-en_2021-05-13-0501-meta.tsv,2021-05-13,26,20
ParlaMint-ES-CT-en_2021-05-20-0601-meta.tsv,2021-05-20,4,0
ParlaMint-ES-CT-en_2021-05-21-0602-meta.tsv,2021-05-21,8,3
ParlaMint-ES-CT-en_2021-06-02-0701-meta.tsv,2021-06-02,32,16
ParlaMint-ES-CT-en_2021-06-03-0702-meta.tsv,2021-06-03,10,9
ParlaMint-ES-CT-en_2021-06-16-0801-meta.tsv,2021-06-16,30,25
ParlaMint-ES-CT-en_2021-06-17-0802-meta.tsv,2021-06-17,25,27
ParlaMint-ES-CT-en_2021-07-07-0901-meta.tsv,2021-07-07,20,24
ParlaMint-ES-CT-en_2021-07-08-0902-meta.tsv,2021-07-08,36,20
ParlaMint-ES-CT-en_2021-07-21-1002-meta.tsv,2021-07-21,34,22
ParlaMint-ES-CT-en_2021-07-22-1003-meta.tsv,2021-07-22,27,28
ParlaMint-ES-CT-en_2021-07-29-1101-meta.tsv,2021-07-29,19,20
ParlaMint-ES-CT-en_2021-09-28-1201-meta.tsv,2021-09-28,1,1
ParlaMint-ES-CT-en_2021-09-29-1202-meta.tsv,2021-09-29,8,4
ParlaMint-ES-CT-en_2021-09-30-1203-meta.tsv,2021-09-30,3,6
ParlaMint-ES-CT-en_2021-10-05-1401-meta.tsv,2021-10-05,5,6
ParlaMint-ES-CT-en_2021-10-06-1402-meta.tsv,2021-10-06,31,16
ParlaMint-ES-CT-en_2021-10-07-1403-meta.tsv,2021-10-07,32,28
ParlaMint-ES-CT-en_2021-10-19-1501-meta.tsv,2021-10-19,7,5
ParlaMint-ES-CT-en_2021-10-20-1502-meta.tsv,2021-10-20,34,30
ParlaMint-ES-CT-en_2021-10-21-1503-meta.tsv,2021-10-21,30,22
ParlaMint-ES-CT-en_2021-11-02-1601-meta.tsv,2021-11-02,7,8
ParlaMint-ES-CT-en_2021-11-03-1602-meta.tsv,2021-11-03,32,26
ParlaMint-ES-CT-en_2021-11-04-1603-meta.tsv,2021-11-04,34,19
ParlaMint-ES-CT-en_2021-11-17-1701-meta.tsv,2021-11-17,26,25
ParlaMint-ES-CT-en_2021-11-18-1702-meta.tsv,2021-11-18,31,25
ParlaMint-ES-CT-en_2021-11-22-1801-meta.tsv,2021-11-22,13,7
ParlaMint-ES-CT-en_2021-11-30-1901-meta.tsv,2021-11-30,7,5
ParlaMint-ES-CT-en_2021-12-01-1902-meta.tsv,2021-12-01,35,25
ParlaMint-ES-CT-en_2021-12-02-1903-meta.tsv,2021-12-02,28,21
ParlaMint-ES-CT-en_2021-12-14-2001-meta.tsv,2021-12-14,8,8
ParlaMint-ES-CT-en_2021-12-15-2002-meta.tsv,2021-12-15,32,27
ParlaMint-ES-CT-en_2021-12-16-2003-meta.tsv,2021-12-16,2,6
ParlaMint-ES-CT-en_2021-12-17-2004-meta.tsv,2021-12-17,21,13
ParlaMint-ES-CT-en_2021-12-23-2101-meta.tsv,2021-12-23,15,13
ParlaMint-ES-CT-en_2022-01-25-2201-meta.tsv,2022-01-25,8,8
ParlaMint-ES-CT-en_2022-01-26-2202-meta.tsv,2022-01-26,29,26
ParlaMint-ES-CT-en_2022-01-27-2203-meta.tsv,2022-01-27,24,26
ParlaMint-ES-CT-en_2022-02-03-2301-meta.tsv,2022-02-03,9,3
ParlaMint-ES-CT-en_2022-02-08-2401-meta.tsv,2022-02-08,9,10
ParlaMint-ES-CT-en_2022-02-09-2402-meta.tsv,2022-02-09,37,25
ParlaMint-ES-CT-en_2022-02-10-2403-meta.tsv,2022-02-10,28,22
ParlaMint-ES-CT-en_2022-02-22-2501-meta.tsv,2022-02-22,6,3
ParlaMint-ES-CT-en_2022-02-23-2502-meta.tsv,2022-02-23,30,21
ParlaMint-ES-CT-en_2022-02-24-2503-meta.tsv,2022-02-24,24,24
ParlaMint-ES-CT-en_2022-03-09-2601-meta.tsv,2022-03-09,33,23
ParlaMint-ES-CT-en_2022-03-10-2602-meta.tsv,2022-03-10,25,21
ParlaMint-ES-CT-en_2022-03-22-2701-meta.tsv,2022-03-22,7,5
ParlaMint-ES-CT-en_2022-03-23-2702-meta.tsv,2022-03-23,32,25
ParlaMint-ES-CT-en_2022-03-24-2703-meta.tsv,2022-03-24,26,27
ParlaMint-ES-CT-en_2022-04-06-2801-meta.tsv,2022-04-06,32,27
ParlaMint-ES-CT-en_2022-04-07-2802-meta.tsv,2022-04-07,27,20
ParlaMint-ES-CT-en_2022-04-27-2901-meta.tsv,2022-04-27,41,26
ParlaMint-ES-CT-en_2022-04-28-2902-meta.tsv,2022-04-28,19,13
ParlaMint-ES-CT-en_2022-05-10-3001-meta.tsv,2022-05-10,11,6
ParlaMint-ES-CT-en_2022-05-11-3002-meta.tsv,2022-05-11,28,24
ParlaMint-ES-CT-en_2022-05-12-3003-meta.tsv,2022-05-12,25,26
ParlaMint-ES-CT-en_2022-05-25-3101-meta.tsv,2022-05-25,24,29
ParlaMint-ES-CT-en_2022-05-26-3102-meta.tsv,2022-05-26,33,18
ParlaMint-ES-CT-en_2022-06-08-3103-meta.tsv,2022-06-08,9,5
ParlaMint-ES-CT-en_2022-06-08-3201-meta.tsv,2022-06-08,29,22
ParlaMint-ES-CT-en_2022-06-09-3202-meta.tsv,2022-06-09,28,27
ParlaMint-ES-CT-en_2022-06-28-3301-meta.tsv,2022-06-28,8,9
ParlaMint-ES-CT-en_2022-06-29-3302-meta.tsv,2022-06-29,30,25
ParlaMint-ES-CT-en_2022-06-30-3303-meta.tsv,2022-06-30,31,14
ParlaMint-ES-CT-en_2022-06-30-3401-meta.tsv,2022-06-30,6,4
ParlaMint-ES-CT-en_2022-07-06-3501-meta.tsv,2022-07-06,28,31
ParlaMint-ES-CT-en_2022-07-07-3502-meta.tsv,2022-07-07,28,28
ParlaMint-ES-CT-en_2022-07-20-3601-meta.tsv,2022-07-20,32,27
ParlaMint-ES-CT-en_2022-07-21-3602-meta.tsv,2022-07-21,31,21
