Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-IT-en_2013-08-05-LEG17-Senato-sed-88	ParlaMint-IT_2013-08-05-LEG17-Senato-sed-88.ana.u1	Report of the session of the Senate of the Italian Republic, Term 17, Sitting 88, Day (2013-08-05)	2013-08-05	Upper house	17 Legislatura	-	-	88 Seduta	-	Reference	English	Chairperson	MP	notMinister	PdL	Il Popolo della Libertà	Coalition	Centre-right	GasparriMaurizio	Gasparri, Maurizio	M	1956	
ParlaMint-IT-en_2013-08-05-LEG17-Senato-sed-88	ParlaMint-IT_2013-08-05-LEG17-Senato-sed-88.ana.u12	Report of the session of the Senate of the Italian Republic, Term 17, Sitting 88, Day (2013-08-05)	2013-08-05	Upper house	17 Legislatura	-	-	88 Seduta	-	Reference	English	Chairperson	MP	notMinister	SCpI	Scelta Civica per l'Italia	Coalition	Centre	LanzillottaLinda	Lanzillotta, Linda	F	1948	
ParlaMint-IT-en_2013-08-05-LEG17-Senato-sed-88	ParlaMint-IT_2013-08-05-LEG17-Senato-sed-88.ana.u13	Report of the session of the Senate of the Italian Republic, Term 17, Sitting 88, Day (2013-08-05)	2013-08-05	Upper house	17 Legislatura	-	-	88 Seduta	-	Reference	English	Regular	MP	notMinister	LN-Aut	Lega Nord e Autonomie	Opposition	Right to far-right	CrosioJonny	Crosio, Jonny	M	1962	
ParlaMint-IT-en_2013-08-05-LEG17-Senato-sed-88	ParlaMint-IT_2013-08-05-LEG17-Senato-sed-88.ana.u14	Report of the session of the Senate of the Italian Republic, Term 17, Sitting 88, Day (2013-08-05)	2013-08-05	Upper house	17 Legislatura	-	-	88 Seduta	-	Reference	English	Chairperson	MP	notMinister	SCpI	Scelta Civica per l'Italia	Coalition	Centre	LanzillottaLinda	Lanzillotta, Linda	F	1948	
ParlaMint-IT-en_2013-08-05-LEG17-Senato-sed-88	ParlaMint-IT_2013-08-05-LEG17-Senato-sed-88.ana.u15	Report of the session of the Senate of the Italian Republic, Term 17, Sitting 88, Day (2013-08-05)	2013-08-05	Upper house	17 Legislatura	-	-	88 Seduta	-	Reference	English	Regular	MP	notMinister	LN-Aut	Lega Nord e Autonomie	Opposition	Right to far-right	CrosioJonny	Crosio, Jonny	M	1962	
ParlaMint-IT-en_2013-08-05-LEG17-Senato-sed-88	ParlaMint-IT_2013-08-05-LEG17-Senato-sed-88.ana.u16	Report of the session of the Senate of the Italian Republic, Term 17, Sitting 88, Day (2013-08-05)	2013-08-05	Upper house	17 Legislatura	-	-	88 Seduta	-	Reference	English	Chairperson	MP	notMinister	SCpI	Scelta Civica per l'Italia	Coalition	Centre	LanzillottaLinda	Lanzillotta, Linda	F	1948	
ParlaMint-IT-en_2013-08-05-LEG17-Senato-sed-88	ParlaMint-IT_2013-08-05-LEG17-Senato-sed-88.ana.u17	Report of the session of the Senate of the Italian Republic, Term 17, Sitting 88, Day (2013-08-05)	2013-08-05	Upper house	17 Legislatura	-	-	88 Seduta	-	Reference	English	Regular	MP	notMinister	PD	Partito Democratico	Coalition	Centre-left	PaduaVenera	Padua, Venera	F	1957	
ParlaMint-IT-en_2013-08-05-LEG17-Senato-sed-88	ParlaMint-IT_2013-08-05-LEG17-Senato-sed-88.ana.u18	Report of the session of the Senate of the Italian Republic, Term 17, Sitting 88, Day (2013-08-05)	2013-08-05	Upper house	17 Legislatura	-	-	88 Seduta	-	Reference	English	Chairperson	MP	notMinister	SCpI	Scelta Civica per l'Italia	Coalition	Centre	LanzillottaLinda	Lanzillotta, Linda	F	1948	
ParlaMint-IT-en_2013-08-05-LEG17-Senato-sed-88	ParlaMint-IT_2013-08-05-LEG17-Senato-sed-88.ana.u19	Report of the session of the Senate of the Italian Republic, Term 17, Sitting 88, Day (2013-08-05)	2013-08-05	Upper house	17 Legislatura	-	-	88 Seduta	-	Reference	English	Regular	MP	notMinister	PD	Partito Democratico	Coalition	Centre-left	PaduaVenera	Padua, Venera	F	1957	
ParlaMint-IT-en_2013-08-05-LEG17-Senato-sed-88	ParlaMint-IT_2013-08-05-LEG17-Senato-sed-88.ana.u20	Report of the session of the Senate of the Italian Republic, Term 17, Sitting 88, Day (2013-08-05)	2013-08-05	Upper house	17 Legislatura	-	-	88 Seduta	-	Reference	English	Chairperson	MP	notMinister	SCpI	Scelta Civica per l'Italia	Coalition	Centre	LanzillottaLinda	Lanzillotta, Linda	F	1948	
ParlaMint-IT-en_2013-08-05-LEG17-Senato-sed-88	ParlaMint-IT_2013-08-05-LEG17-Senato-sed-88.ana.u21	Report of the session of the Senate of the Italian Republic, Term 17, Sitting 88, Day (2013-08-05)	2013-08-05	Upper house	17 Legislatura	-	-	88 Seduta	-	Reference	English	Chairperson	MP	notMinister	SCpI	Scelta Civica per l'Italia	Coalition	Centre	LanzillottaLinda	Lanzillotta, Linda	F	1948	
