Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-LV-en_2021-04-29-PT13-2242	ParlaMint-LV_2021-04-29-PT13-2242-U1	Latvian parliamentary corpus ParlaMint-LV-en, 13th Term, 2021-04-29	2021-04-29	Unicameralism	13. sasaukums	-	Regulārā	2021-04-29	-	COVID	English	Chairperson	MP	notMinister	JK	Jaunā konservatīvā	Coalition	Centre-right	Beitnere-LeGallaDagmāra	Beitnere-Le Galla, Dagmāra	F	-	
ParlaMint-LV-en_2021-04-29-PT13-2242	ParlaMint-LV_2021-04-29-PT13-2242-U14	Latvian parliamentary corpus ParlaMint-LV-en, 13th Term, 2021-04-29	2021-04-29	Unicameralism	13. sasaukums	-	Regulārā	2021-04-29	-	COVID	English	Regular	MP	notMinister	SASKAŅA	SASKAŅA	Opposition	Centre-left	AgešinsValērijs	Agešins, Valērijs	M	-	
ParlaMint-LV-en_2021-04-29-PT13-2242	ParlaMint-LV_2021-04-29-PT13-2242-U15	Latvian parliamentary corpus ParlaMint-LV-en, 13th Term, 2021-04-29	2021-04-29	Unicameralism	13. sasaukums	-	Regulārā	2021-04-29	-	COVID	English	Chairperson	MP	notMinister	JK	Jaunā konservatīvā	Coalition	Centre-right	Beitnere-LeGallaDagmāra	Beitnere-Le Galla, Dagmāra	F	-	
ParlaMint-LV-en_2021-04-29-PT13-2242	ParlaMint-LV_2021-04-29-PT13-2242-U16	Latvian parliamentary corpus ParlaMint-LV-en, 13th Term, 2021-04-29	2021-04-29	Unicameralism	13. sasaukums	-	Regulārā	2021-04-29	-	COVID	English	Regular	MP	notMinister	ZZS	Zaļo un Zemnieku savienība	Opposition	Centre to centre-right	TavarsEdgars	Tavars, Edgars	M	-	
ParlaMint-LV-en_2021-04-29-PT13-2242	ParlaMint-LV_2021-04-29-PT13-2242-U17	Latvian parliamentary corpus ParlaMint-LV-en, 13th Term, 2021-04-29	2021-04-29	Unicameralism	13. sasaukums	-	Regulārā	2021-04-29	-	COVID	English	Chairperson	MP	notMinister	JK	Jaunā konservatīvā	Coalition	Centre-right	Beitnere-LeGallaDagmāra	Beitnere-Le Galla, Dagmāra	F	-	
ParlaMint-LV-en_2021-04-29-PT13-2242	ParlaMint-LV_2021-04-29-PT13-2242-U18	Latvian parliamentary corpus ParlaMint-LV-en, 13th Term, 2021-04-29	2021-04-29	Unicameralism	13. sasaukums	-	Regulārā	2021-04-29	-	COVID	English	Regular	MP	notMinister	JK	Jaunā konservatīvā	Coalition	Centre-right	ŽunnaNormunds	Žunna, Normunds	M	-	
ParlaMint-LV-en_2021-04-29-PT13-2242	ParlaMint-LV_2021-04-29-PT13-2242-U19	Latvian parliamentary corpus ParlaMint-LV-en, 13th Term, 2021-04-29	2021-04-29	Unicameralism	13. sasaukums	-	Regulārā	2021-04-29	-	COVID	English	Chairperson	MP	notMinister	JK	Jaunā konservatīvā	Coalition	Centre-right	Beitnere-LeGallaDagmāra	Beitnere-Le Galla, Dagmāra	F	-	
ParlaMint-LV-en_2021-04-29-PT13-2242	ParlaMint-LV_2021-04-29-PT13-2242-U20	Latvian parliamentary corpus ParlaMint-LV-en, 13th Term, 2021-04-29	2021-04-29	Unicameralism	13. sasaukums	-	Regulārā	2021-04-29	-	COVID	English	Regular	notMP	notMinister	-	-	-	-	KazinovskisAndris	Kazinovskis, Andris	M	-	
ParlaMint-LV-en_2021-04-29-PT13-2242	ParlaMint-LV_2021-04-29-PT13-2242-U21	Latvian parliamentary corpus ParlaMint-LV-en, 13th Term, 2021-04-29	2021-04-29	Unicameralism	13. sasaukums	-	Regulārā	2021-04-29	-	COVID	English	Chairperson	MP	notMinister	JK	Jaunā konservatīvā	Coalition	Centre-right	Beitnere-LeGallaDagmāra	Beitnere-Le Galla, Dagmāra	F	-	
ParlaMint-LV-en_2021-04-29-PT13-2242	ParlaMint-LV_2021-04-29-PT13-2242-U22	Latvian parliamentary corpus ParlaMint-LV-en, 13th Term, 2021-04-29	2021-04-29	Unicameralism	13. sasaukums	-	Regulārā	2021-04-29	-	COVID	English	Regular	notMP	notMinister	-	-	-	-	ŠvecovaĻubova	Švecova, Ļubova	F	-	
ParlaMint-LV-en_2021-04-29-PT13-2242	ParlaMint-LV_2021-04-29-PT13-2242-U23	Latvian parliamentary corpus ParlaMint-LV-en, 13th Term, 2021-04-29	2021-04-29	Unicameralism	13. sasaukums	-	Regulārā	2021-04-29	-	COVID	English	Chairperson	MP	notMinister	JK	Jaunā konservatīvā	Coalition	Centre-right	Beitnere-LeGallaDagmāra	Beitnere-Le Galla, Dagmāra	F	-	
