ParlaMint-FR_2021-04-06-O1230.u1	The next item is the oral questions without debate.
ParlaMint-FR_2021-04-06-O1230.u12	Mrs Stéphanie Do has the floor to put her question, No. 1374, on the regional plan for waste prevention and management.
ParlaMint-FR_2021-04-06-O1230.u13	My question, which is addressed to the Minister for the Ecological Transition, relates to the distribution of the landfill of waste in Île-de-France. Since November 2019, the new regional waste prevention and management plan provides that the distribution of inert waste landfills must be balanced in the region. However, the Seine-et-Marne has nine of the nineteen sites in the region and this number will increase with the new facilities projects. While 65% of the inert waste from the region's building is buried in the Seine-et-Marne, 80% of those expected under the Grand Paris Express will also be buried in the Seine-et-Marne. To this alarming situation is added the increase of the deposits of wild waste in Seine-et-Marne, since more than 600 points were recorded in 2019. These two phenomena cause many negative consequences for the environment, health and safety. What are the means planned to better support communities in their waste management and to ensure the proper implementation of the new regional plan, with a fairer distribution of the management of inert waste in the territory of francilian?
ParlaMint-FR_2021-04-06-O1230.u14	The next speaker is the Minister for Transport.
ParlaMint-FR_2021-04-06-O1230.u15	As I cannot be present, the Minister of Ecological Transition has instructed me to answer you. The regional waste prevention and management plan, approved in November 2019, provides for a better balance in the distribution of waste storage facilities between the different departments. Above all, it is important to improve the recovery of waste, particularly from construction sites. A number of important actions are being launched, which join some of the lines proposed in the Ile-de-France regional plan. The decree to ensure better traceability of waste and excavated land was issued on 27 March. It will provide more guarantees to contractors who agree to develop these excavated lands on their construction sites. In addition, in accordance with the law of 10 February 2020 on the fight against waste and the circular economy, or anti-spousal law, work is under way to prepare the extended liability sector of the producer – or the REP sector – of building construction products and materials, in connection with the ADEME – Environmental Transition Agency – and all professionals in the sector. In particular, they aim to deploy new waste collection sites from the construction sector in order to encourage their recycling or re-use. These new waste recovery schemes will also help to combat the scourge of wild landfills. In this regard, the Anti-Gaspage Act has considerably improved the legal tools available to mayors. These include the possibility of designating the president of the grouping of communities or the public institution of communal cooperation as the only competent authority – instead of the mayor – for the application of the administrative waste police for the whole of the territory concerned. The Act has also strengthened the control capacity of communities by expanding the ability to detect waste offences to other public officials. Finally, the mayor now has the possibility of imposing an administrative fine of 15000 euros and a flat-rate fine of 1500 euros, which gives him a certain deterrent and coercive power. It is by mobilising all the actors, be they construction professionals, industrialists or local authorities, that we will be able to reduce the extensions of inert waste storage facilities and eradicate wild waste dumps. You can count on the Government's support in this regard.
ParlaMint-FR_2021-04-06-O1230.u16	Mr Jean-Michel Clément has the floor to put his question, No. 1387, on the strategy to combat soil artificialisation.
ParlaMint-FR_2021-04-06-O1230.u17	My question is for the Minister of Ecological Transition. I would like to return to the draft law on combating climate change and strengthening resilience to its effects, and in particular to its section 48, which provides for limiting the artificialisation of soils. While it is true that our country has taken time to realize that the consumption of space requires collective and responsible reflection in order to limit its excesses, the probable adoption of this article does not fail to cause concern to local authorities. They are already faced with severe restrictions on urban sprawl when drawing up their LRP – local urban planning plan – or their LPUI – local urban planning plan. They are sometimes deprived of any possibility of adding new constructions, even a modest garage on a plot already built. In this context, the objective of achieving an absence of any net artificialisation of the soil sounds for these communes as the end of any expansion, thus condemning them to agony. More new inhabitants, more youth, more children, more schools: this is what threatens rural communities and the rural world. A decree in the Council of State must lay down the conditions for the application of this article and establish a nomenclature of artificialized soils. However, local authorities whose LRPs are under review or are considering amending them are very legitimately concerned. While an increase in the number of inhabitants is expected in rural areas following the pandemic and the use of telework is becoming the daily life of many of our compatriots, are we going to stop this dynamic? What instructions will be given to the State services during the first phase of the implementation of the end-of-soil goal and regarding the ongoing or future changes of the PLU and PLUI so that they do not become a supreme sanction for mayors? What hope do you intend to give back to them, as well as to the rural world as a whole? And what assurances can the Government give to local authorities, at the time of their future, in order to involve them in the harmonious development of their territory and to prevent them from being a variable for adjusting the ambition to combat the artificialisation of the soil?
ParlaMint-FR_2021-04-06-O1230.u18	The next speaker is the Minister for Transport.
ParlaMint-FR_2021-04-06-O1230.u19	You are questioning the minister of ecological transition who, unable to be present, asked me to answer you. The climate and resilience bill sets an ambitious quantified goal: to achieve an absence of any net artificialization of soils in 2050. To this end, the text provides for an intermediate objective of dividing by two the rate of consumption of natural, agricultural and forestry areas over the ten years following the enactment of the law in relation to the previous ten years. With this bill, we are rethinking our patterns of urbanization. We want to recreate denser urban forms, giving our fellow citizens access to local services and shops and bringing more urbanity and social ties, while maintaining a quality of life and green spaces. As you mentioned, we must also encourage the development and conversion of areas for agriculture in the context of territorial food projects. The draft law thus provides for the gradual integration of this objective into the SRADDET – regional schemes for planning, sustainable development and equality of territories – and then into the territorial coherence schemes and the PLU and PLUI. The text also provides for account to be taken of the efforts already made in urban planning documents since the law ALUR – law of 24 March 2014 on access to housing and renovated urban planning – thanks to transitional measures. You have also rightly stressed the importance of rural communities in reviving the economy, particularly the construction sector. The recovery plan encourages and supports communities in the rehabilitation of land for housing and activities and in the renovation of vacant buildings, in particular by mobilising the EUR 300 million waste fund. Finally, you mentioned infrastructure, which has an impact on the consumption of space. With regard to projects of national or regional scope, it will of course have to be taken into account on a wide scale, that of a region, the perimeter of a SCOT – a territorial coherence scheme – or a PLUI, and therefore of each municipality. The manner in which the bill applies, which is based on the territorialization of the objective in the planning tools, is fully in line with this.
ParlaMint-FR_2021-04-06-O1230.u20	Mr Jean-Michel Clément has the floor.
ParlaMint-FR_2021-04-06-O1230.u21	I hear your answer and we understand the need to control the artificialisation of the soil. However, as I said, this legitimate concern is a cause for concern. Everyone is obviously convinced of the need to control urban sprawl, which we are doing today better than in the past. As a provincial elected minister, however, you measure the difference between Limoges and Bellac or other villages in your electoral district. Rural politicians are wondering if new homes can be built on their territory. Every day, I talk to an elected official to whom a resident said he couldn't build. The rules resulting from the ALUR law are already strictly applied and are therefore likely to be strengthened, which poses a fundamental problem in our campaigns. That concern had emerged from the great debate and I would not like it to continue to be expressed. In the end, life in our villages is a game. When schools close, there are no children. And without new constructions, there will be no more young inhabitants to have. It is an infernal spiral that we are facing: we are still going to oppose rural and urban worlds, even though they need each other intimately to live.
ParlaMint-FR_2021-04-06-O1230.u22	Mrs Valérie Six has the floor to raise her question, No. 1388, on air quality in schools.
ParlaMint-FR_2021-04-06-O1230.u23	My question is also addressed to the Minister of Ecological Transition. As part of the pandemic, the High Council for Public Health recommends regular renewal of the air in school premises, with a new air supply that may need to be increased, and continuous measurement of carbon dioxide concentration using sensors to assess air quality. Beyond the epidemic context, children may be exposed in schools and reception areas to concentrations of pollutants measured in the air, sometimes higher than in other places of life, due to the density of space and often insufficient air renewal. This can have effects on health and well-being, ranging from mere discomfort to the onset or worsening of pathologies. The Act of 12 July 2010 on national commitment to the environment – Grenelle Act 2 – made it mandatory to monitor indoor air quality in establishments receiving sensitive audiences. By the decree of 17 August 2015, deadlines were set for the implementation of this monitoring: 1 January 2018 for kindergartens and elementary schools, 1 January 2020 for colleges and high schools and 1 January 2023 for other schools. The regulatory framework shall include an assessment of the means of aeration by carrying out, at the option of an accredited body, a campaign for the measurement of pollutants or a self-assessment of air quality by means of a practical guide, supplemented by an action plan. However, the latest data published on the INERIS website – the National Institute of the Industrial Environment and Risks – show that a minority of establishments have so far carried out this assessment. Communities do not always have the financial means to comply with this requirement. The buildings are often old and have windows whose openings have sometimes been restricted by security rules. However, the issue of indoor air quality is very relevant in the context of the pandemic we are going through. Indeed, in the face of the risk of transmission of the virus by aerosol in enclosed places where several people are gathered, the monitoring and control of the CO rate allow to calibrate the aeration of the interior spaces around the triptych "air, ventilate, breathe". Can you therefore tell us how the State follows up on the implementation of this obligation and how it could accompany local and regional authorities, particularly with regard to the installation of CO-rate sensors?
ParlaMint-FR_2021-04-06-O1230.u24	The next speaker is the Minister for Transport.
ParlaMint-FR_2021-04-06-O1230.u25	You are questioning the minister of ecological transition who, unable to be present, asked me to answer you. As you said, many volatile pollutants are likely to be present in our environments. The average time spent in closed spaces, whether in the home, the workplace, the place of education or the means of transport, is 85% of the day, making this a public health concern. In order to improve air quality in enclosed spaces, it is recommended to open large windows in all rooms at least ten minutes a day, summer and winter, and during activities requiring solvent handling. With regard to housing, it is also important to have a ventilation system, in order to renew the air continuously, and to maintain it regularly. If followed, these recommendations are generally sufficient to ensure good indoor air quality. In the case of schools covered by the provisions of the Grenelle 2 Act, you indicate that a minority of schools have submitted their assessments to INERIS, but this does not mean that there are few schools that comply with the air quality monitoring regulations. Most of them chose to carry out an action plan on the basis of a self-assessment of indoor air quality on premises, whose current regulations do not require that the results be traced. After three years of application of this provision, 63483 measurement data have already been transmitted by 3609 establishments. Monitoring of indoor air quality in establishments receiving from the public is one of the actions that should be consolidated in the framework of the fourth national health-environment plan. Thus, the current monitoring system will evolve in favour of regular self-diagnosing and the implementation of indoor air quality measures at the key stages of a building's life, such as its construction, major renovations or the repair of the ventilation system. Assessment of ventilation and ventilation will remain mandatory. The new scheme will enter into force in 2021.
ParlaMint-FR_2021-04-06-O1230.u26	The next speaker is Mr Luc Geismar, to put his question, No. 1363, concerning non-conforming speed retardants.
ParlaMint-FR_2021-04-06-O1230.u27	Mr Minister-in-Office, I would like to ask you about a scourge that pollutes French roads. These are non-compliant slowers that have been increasing disproportionately on our roads for several years, misleading our vehicles and vertebrae. I agree that the speed of motor vehicles must slow down in the city and in the vicinity of dangerous points. The installation of slow-down devices is often legitimate in that it responds to important issues such as improving safety or reducing pollution and noise. However, in order to achieve these laudable objectives, the rules relating to slowers are sometimes – or often – ignored, whether in terms of height, length or shape. This failure to comply with the standards creates risks for some road users, especially two-wheelers, who can easily get hurt with this type of non-compliant equipment. More generally, it is all vehicles that are affected by greater wear and tear or even deterioration. Failure to comply with standards can also cause pain, especially for bus drivers, who complain about it. And it creates an increased risk for vehicles carrying injured people in response. These retarders and other non-regulatory shaking devices are thus a source of danger for drivers, but also of noise to the residents. The situation should therefore be taken up in order to regularize for the safety of all. All road users must be able to claim safety, motorists and bikers in the same way as others. Minister Delegate, what actions are you going to take to combat this situation?
ParlaMint-FR_2021-04-06-O1230.u28	The next speaker is the Minister for Transport.
ParlaMint-FR_2021-04-06-O1230.u29	Mr President, you are asking me about the supervision of the various types of road retarders. First of all, with regard to donkey-backed or trapezoidal retarders, their geometric and technical characteristics, in particular their dimensions, are described in a French standard of May 1994 to which all such retarders must respond, since the 1994 decree required compliance every five years, that is, in 1999. The road manager, who would not have taken the necessary steps, is now fully responsible. In the case of cushion-type or platform-type retardants, these are carriageway elevation devices designed to moderate the speed of vehicles in agglomeration, in order to protect vulnerable users of motorized vehicles. They shall not be aggressive for the vehicle and its occupants when the driver complies with the permitted speed and shall not cause excessive noise. However, they are not subject to the above-mentioned 1994 standard or decree, but are the subject of a recommendation of the Centre for Studies on Networks, Transport, Urban Planning and Public Constructions – CERTU – updated in 2010, which is not of regulatory value. However, a lack of maintenance of these slow-downs, which leads to a risk to users, also entails the responsibility of the manager. However, in the face of the appeals of citizens and elected associations that you are echoing today, I have asked my services to consider the advisability of specific regulation and regulation of these devices. I want this to lead quickly to concrete measures, and I will keep you informed personally.
ParlaMint-FR_2021-04-06-O1230.u30	Mr Luc Geismar has the floor.
ParlaMint-FR_2021-04-06-O1230.u31	Thank you for your action and I hope that we will have the opportunity to see the effects of your measures.
ParlaMint-FR_2021-04-06-O1230.u32	Mr Jean-Luc Lagleize has the floor to put his question, No 1362, on the aeronautics and air transport sectors.
ParlaMint-FR_2021-04-06-O1230.u33	My question is to the Minister delegated to the Minister of Environmental Transition responsible for transportation and is about the critical situation in the aeronautics and air transportation sectors. For more than a year now, the coronavirus has hindered the free movement of aircraft in France, of course, but also throughout the entire planet. According to the European Organisation for the Safety of Air Navigation and the International Air Transport Association, the recovery will be extremely slow, with air transport only expected to return to its 2019 level between 2023 and 2029. This air hole is the most important that the sector has ever experienced, far greater than the crisis caused by the attacks of 11 September 2001. It is a shock that puts the entire French aviation industry at risk, from contractors to subcontractors, endangering the know-how of this industry of excellence and its ability to bounce back and innovate, even though the continuity of technological progress has always been the heart of its success. Beyond this economic and social crisis, which will lead to failures and redundancies in our territories, the aviation sector and the aviation industry face the inevitable challenge of the ecological transition. If the support plan for the aviation sector announced last June, for more than EUR 15 billion in investment, loans and guarantees, is up to this economic and ecological challenge, why should we also tackle these sectors in front of us through the climate and resilience bill discussed this week in the House? The support plan aims to respond to the emergency by supporting firms in difficulty and protecting their employees; It plans to invest heavily in SMEs and midcaps to support the transformation of the sector and to design and produce tomorrow's devices in France. The climate and resilience bill provides for the prohibition of certain air routes, the restriction of airport expansion and the imposition of additional costs and constraints on airlines. Minister, aren't these objectives contradictory? Yes, we must act vigorously to green air traffic, which accounts for 3.9% of CO emissions in the transport sector, and therefore 1.6% of total emissions in France – although these rates are currently zero... Yes, the French and European aviation industry must pursue its objectives of decarbonizing global air traffic; But let us not forget that if the French aviation industry is the only one, along with that of the United States, to have all the capabilities to develop, produce and market civilian and military aircraft and helicopters, it raises the question of its own survival. My question will therefore be direct: what is your strategy to truly save the aviation and aviation sectors?
ParlaMint-FR_2021-04-06-O1230.u34	The next speaker is the Minister for Transport.
ParlaMint-FR_2021-04-06-O1230.u35	Mr. MP, you are asking me about the Government's strategy to support the aviation sector both in the face of the crisis and in the context of its necessary environmental transition. First of all, I would like to remind you that the Government and the majority consider the aviation and air sectors to be strategic sectors for France and that they do not wish to see this industry and its mode of transport declining or disappear. On the contrary, we plead – and, in particular, me, the first – for its decarbonation. I am convinced that it is through the transition of our industry and technological innovations that the sector will be able to make its necessary ecological transition. With the climate and resilience bill, we are not going to fight the air and aviation sectors; we organise the complementarity of modes and strengthen intermodality with the rail mode when it is relevant – this is the purpose of the measure to replace flights with good quality rail solutions, where they exist, for periods of less than two and thirty hours; We are launching a sustainable aviation fuel chain, a promise of high-value industrial jobs, everywhere in Hexagon, and even overseas; we are improving existing compensation programmes; Finally, we are defending an extraordinarily ambitious budget over the next two years, which will obviously require an extension to invent tomorrow's decarbonized aircraft. All of this involves not only working on aircraft as such – their aerodynamics, their components and their energy system – but also on air operations, in short, on the entire air ecosystem, which must, in its entirety, address the turn of the ecological transition. The state has always been a partner in what you have rightly described as an aeronautical flagship, and it will remain so. Since the beginning of the health crisis, the state has been at the rendezvous; it has accompanied each company and each airline, with measures under ordinary law and measures specific to the sector. A €15 billion plan was announced last June to combat the effects of the crisis, while embarking on the profound transformation that I mentioned. The sector can rely on the resources devoted to the research and development sectors and to the projects of the major groups, as well as on the €1.6 billion that will be mobilised over the next two years, as part of the France Relance plan, to develop carbon-free management as quickly as possible. The acts are there, Mr. Congressman. I know you are particularly involved with companies in your territory, and more generally in the Great West; I also know that it is together that we will succeed in achieving these desirable objectives.
ParlaMint-FR_2021-04-06-O1230.u36	Mr Jean-Luc Lagleize has the floor.
ParlaMint-FR_2021-04-06-O1230.u37	Attention: the Citizens' Convention for the Climate was installed in October 2019, as it were in another century...
ParlaMint-FR_2021-04-06-O1230.u38	Mr Alain Bruneel, speaking on behalf of the Group of the European People's Party, raised his question, No. 1368, concerning the Somain Yard.
ParlaMint-FR_2021-04-06-O1230.u39	My question is about the triage of Somain, located in the Douaisis, about which you are not the prime minister to be questioned. While we have been asking for a minister's visit to the site for more than ten years, we have had letters, promises, beautiful statements, but never concrete acts. Promised for a national future, this yard had approximately 600 employees in 2006; They're just a handful now. Petitions, demonstrations, meetings in the various ministries: I have shared all the struggles of the unions, elected representatives of all sides and citizens to save and develop the site. I was received by your firm a few months ago, to present to him the plans to revitalize and the promises of assets of this triage. I have also met several times the 4F alliance, "Fret Ferriaire Français du Futur", which tells me that Somain is not a priority in the immediate future, despite interesting prospects. Located on a highly industrialized territory, with three car manufacturers, Somain is the latest yard in the North connected to the network. The Seine-Nord Canal offers great potential, as well as the proximity of the last freight car manufacturing company. I also add the possibility of making this yard a hydrogen refuelling point, since the territory is working on the subject. What we believe is missing is the political will of the Government to prioritize Somain. The goal today is not to repeat the story. Nor is it to agree on the national freight strategy, which was to be presented to Parliament soon. Today I expect concrete and local: at a time when our Assembly is debating the environmental issue without a word on freight, will Somain and its triage finally be considered a priority by the Government, and if so, how?
ParlaMint-FR_2021-04-06-O1230.u40	The next speaker is the Minister for Transport.
ParlaMint-FR_2021-04-06-O1230.u41	Mr President, thank you for your question, which still obliges me to go back to the national rail freight strategy, with the aim of doubling its modal share. Not only is it low in France compared to the European average, but this European average is itself too low in relation to what it should be. Freight is therefore a priority for both the French Government and the European Union. Since last year, we have undertaken very structuring actions. In particular, the 2021 Finance Act provided EUR 170 million in support for rail freight, plus the freight-specific component of the recovery plan, with an investment programme of more than EUR 1 billion, which should be co-financed by Europe and local and regional authorities. This will allow for the creation of three new railway motorways, between Calais and Sète, Perpignan and Rungis, and on the western façade, between the northwest and Bayonne. In the longer term, the Government is committed to a strategy aimed at developing rail freight: it is the national strategy that will be presented to Parliament by the summer, in the form of a comprehensive programme of action based on all possible development levers. More specifically concerning the Somain station, about which I know you particularly mobilized, this site provides two essential functions: on the one hand, the sorting of wagons and the formation of trains for transport by single wagon; on the other hand, machine and driver relay operations, in the context of traffic management. Isolated car services have been identified as a critical and strategic issue for the attractiveness of rail freight. The EUR 170 million I mentioned will help to secure the operating subsidy, a message that I relayed to the European Council last week, since the other European operators are facing the same problem. As far as infrastructure is concerned, an action plan for the rehabilitation and maintenance of the service tracks of the Somain site necessary for train operations has already been drawn up for the period 2018-2022. As a result, investments of €1.7 million have already been made by SNCF Réseau between 2018 and 2020, and will continue in the coming years, with the contribution of the State, as part of the recovery plan. The national strategy for rail freight will fully integrate these challenges and the development potential of this station identified by the profession, in particular by the 4F alliance, which federates rail freight operators. So be assured, honourable Member, that the Government will be at the rendezvous of the history of rail freight and at your side for the future of the Somain railway station.
ParlaMint-FR_2021-04-06-O1230.u42	Mr Alain Bruneel has the floor.
ParlaMint-FR_2021-04-06-O1230.u43	Mr Minister, I have heard you well and I may have exaggerated my remarks, but this speech, I have heard for more than ten years, without ever seeing the concrete materialization of it.
ParlaMint-FR_2021-04-06-O1230.u44	You're exaggerating!
ParlaMint-FR_2021-04-06-O1230.u45	Far from the idea of questioning your word, but this yard suffers. His last client is the Roquette company and, if the company decides to leave the yard, the station will die. The isolated wagon was the strength of the Somain railway station, and I invite you officially, Minister, to come to Somain, to discuss it with the elected officials and railway unions.
ParlaMint-FR_2021-04-06-O1230.u46	Mrs Stella Dupont has the floor to raise her question, No. 1375, concerning the living conditions of migrants on the north coast.
ParlaMint-FR_2021-04-06-O1230.u47	Madam Minister Delegate to the Minister of the Interior, I would like to ask you about the living conditions of migrants on the north coast. I would like to associate my colleagues Bénédicte Pételle and Jacqueline Maquet with my question. Last February, I went to Calais and Grande-Synthe to better understand the issue. People settled along the coast in the hope of passing across the English Channel in a week, in a month, in a year. I had already gone to Calais and I knew the difficult living conditions: quasi-daily evacuations, the policy put in place to avoid what is called the fixation points. But the discovery of living conditions in Grande-Synthe surprised me, not to say shocked. Far from my idea of thinking that people in Calais live in decent conditions; I have noted, however, that there is access to a minimum of services deployed by the State. In Grande-Synthe, on the other hand, no access to sanitary facilities or showers is possible. The Puythouck camp has only one access point to drinking water, which was frozen during my visit. Similarly, no association was at that time mandated by the State to distribute meals, with humanitarian associations in front of them alone, and with the means of the board, responding to the request. Finally, if the problems of accommodation are similar in both territories, namely the refusal of those present to reach a reception centre far from the coast, I was able to note the existence of emergency accommodation within the framework of the great cold plan in Calais. This system, designed to provide emergency protection to those who wish to do so during particularly harsh weather periods, ensures that beneficiaries are located close to the English Channel. Beyond the urgency, it would seem to me interesting to deploy accommodation along the coast through small structures with scattered localization: only this solution would allow a dignified reception to be combined with the control of the situation. In view of these elements, I call on the State to deploy adequate hygiene and food services on the north coast, and in Grande-Synthe in particular. More generally, the deployment of dispersed accommodation adapted to the needs of people on the coast is necessary to break the current logics leading to the development of networks of smugglers. Madam Deputy Minister, can you tell me what actions will be taken to respond as quickly as possible to the vital needs of the population in these camps?
ParlaMint-FR_2021-04-06-O1230.u48	The Deputy Minister for Citizenship has the floor.
ParlaMint-FR_2021-04-06-O1230.u49	Mrs Dupont, I welcome your long-standing commitment on this difficult subject. In the Pas-de-Calais region, the State has in recent years set up a humanitarian scheme aimed at the migrant population in order to give them access to water, sanitation and essential care. This includes a capacity of 315 places for asylum seekers, plus 340 places created during the health crisis and emergency accommodation facilities that benefited 1158 vulnerable people in 2020. On the occasion of his visit to Calais in January 2018, the President of the Republic wanted to strengthen the scheme by setting up a food aid provision, i.e. nearly 1800 meals distributed daily. In 2021, the State will allocate €14.7 million to humanitarian support, or €60 million since 2017. In the North, the care system has been improved since last year: between January 2020 and February 2021, the total number of shelter spaces in the department was increased from 555 to 976. The result of this offensive action is that accommodation capacity has never been saturated and, since 1 January 2021, 2736 people present at Grande-Synthe have been offered shelter. As far as health care is concerned, a permanent medical device is provided through civil protection, which complements social actors such as the Red Cross or Médecins du monde, whose action I welcome, to ensure the permanent access to Dunkirk's care by managing transport from Grande-Synthe. Food aid has so far been based on local associations, with the support of the communal centre for social action, while the State has taken over all the arrangements, but the local consensus that has prevailed so far is no longer in place. That is why I have asked the Prefect of the North to put in place an offer of food aid for migrants present in Grande-Synthe, which will be financed by the State under the same conditions as in Calais. I confirm, however, that the orientation chosen is not to create a new place of accommodation on the coast, and more specifically in Grande-Synthe. Asylum-seekers are intended to be accompanied and referred to reception and examination centres. The new national scheme for the reception of asylum-seekers and refugees, which had been applied since the beginning of the year, provided that they could be subject to guidance throughout the national territory, in the best conditions of accompaniment and humanity which were the honour of the Republic.
ParlaMint-FR_2021-04-06-O1230.u50	Mrs Stella Dupont has the floor.
