ParlaMint-FR_2021-03-02-O1183.u1	The next item is the oral questions without debate.
ParlaMint-FR_2021-03-02-O1183.u21	The Ministry of National Youth and Sports Education of course ensures the equity of grants in public secondary school education, which it divides among academies on the basis of an analysis of resources at the national level, taking into account, inter alia, the weight of the academy, the demographics of pupils and geographical and social disparities. These provisions are also reflected in the Education Code. As such, several indicators reflect qualitative concerns: respect for the characteristics of the academic network, maintenance of public service in rural areas and academic success of pupils from the most disadvantaged social categories. For the re-entry of 2021, the finance law does provide for a reduction of 1800 teaching jobs in the second degree public, but this is largely compensated by 1847 full-time equivalents – FTEs – in HSA, i.e. in overtime. Therefore the means of teaching before pupils are well preserved in their entirety at the beginning of 2021. In addition, exceptional resources, amounting to around 650 FTEs in the HSA for the public sector, will be deployed to strengthen the vocational and post-baccalaureate courses under the "1 young person, 1 solution" scheme of the recovery plan. The aim is to provide answers to the students most vulnerable by the crisis and to ensure that bachelors can continue their studies in higher education by developing the BTS training card – a higher technician's certificate. In total, the means of education for pupils will increase significantly more than the number of jobs will decrease. It is in this context that the re-entry measure adopted by the Versailles Academy consists of an increase in the means of teaching of 145 FTEs. It should also be noted that the Academy will benefit from the allocation of exceptional resources under the Recovery Plan for the new school year 2021. Finally, it is up to the academic authorities to allocate the resources available to them between the different levels of education, with a view to ensuring the greatest equity for the benefit of the success of all our students. That is the meaning of our action. You finally mentioned, Madam Member, the split classes of CP and EC1, saying that we did not reach the number of twelve students. Well, if, ma'am, we're there...
ParlaMint-FR_2021-03-02-O1183.u22	No!
ParlaMint-FR_2021-03-02-O1183.u23	... since we have reached 100% of the target and we are already committed to the duplication of the major section classes.
ParlaMint-FR_2021-03-02-O1183.u24	You didn't answer my question!
ParlaMint-FR_2021-03-02-O1183.u25	The next speaker is Mr Charles de la Verpillière, to put his question, No. 1316, on learning to read.
ParlaMint-FR_2021-03-02-O1183.u26	Madam Secretary of State for Priority Education, I am a departmental councillor for Ain, like my colleague Damien Abad, and as such I participate in the boards of directors of the three colleges in the canton of Lagnieu. I learned with astonishment that, in one of them, 50% of the pupils who entered sixth in September 2020 did not master reading while none of the municipalities in the sector were part of a priority education network – REP. Let us not look at the face: if the disturbances related to the covid may have accentuated the phenomenon, it is deeper and older. A January 2021 briefing note from your department, written on the basis of sixth grade evaluations in public non-priority education colleges, reveals that 38.5% of students did not achieve a satisfactory score in French, I say well in French, and the results would have been even worse if reading and writing had been taken into account. This finding is terrible because, without a perfect mastery of reading, writing and the French language, it is the equal opportunity, the promise of the school of the Republic wanted by Jules Ferry, which is compromised. I have three questions to ask you: first, do you confirm these poor results from reading, writing and more generally from French to elementary school? Secondly, what do you think are the causes: are these programmes, methods, teacher training, insufficient hours? Thirdly – and most importantly – what steps do you intend to take to rectify the situation as quickly as possible, knowing that it will take several years to make them feel their effects?
ParlaMint-FR_2021-03-02-O1183.u27	Bravo!
ParlaMint-FR_2021-03-02-O1183.u28	The Secretary of State for Priority Education has the floor.
ParlaMint-FR_2021-03-02-O1183.u29	Since 2017, we have been fully committed to achieving a dual objective: on the one hand, raising the general level of students, on the other hand, social justice. To achieve it, it is first of all a question of ensuring, from primary school onwards, the mastery of basic knowledge: reading, writing, counting and respecting others. Primary school is a crucial step in building a successful school path, from kindergarten to high school. As Secretary of State for Priority Education to Jean-Michel Blanquer, our repeatedly reaffirmed desire to make the first level the fundamental axis of educational policy does not weaken. This commitment to the school has been reflected in many measures: the doubling of CP and EC1 classes and soon a large section in priority education to better accompany students when entering the learning of reading and writing; increasing the training time of teachers in French schools; provide them with reference guides to teach reading and writing, nourished by the knowledge of research in order to support their practices. We need to continue along this path and step up our efforts so far to see the effects on students' learning and success. National assessments of the learning outcomes of students in CP, CE1 and sixth are particularly important tools for improving learning and, above all, for measuring the skills of students. They provide very useful benchmarks, at all levels, from class to national level. In 2020, there was an improvement in the results of the evaluations made in the sixth year in comparison with 2019 and the new fluence test provided additional evidence for assessing pupils' reading skills at the end of the elementary school. These results enable teachers to refine the knowledge of each of their students' learning outcomes to best support them in their learning, and allow teaching teams to develop appropriate devices, as close as possible to each student's needs. This method also allows to accompany the pedagogical piloting in the schools as part of the continuity school-college. There is no doubt, honourable Member, that the whole educational community of the college you are talking about has already taken up this problem in order to remedy this situation as quickly as possible, because that is the objective of this test. To this end, we have mobilized all first- and second-degree supervisors to raise awareness of the importance of this acquisition and to help them adapt their professional practices accordingly. All periods of vocational training also include this subject, regardless of the disciplinary field. As you pointed out, the acquisition of fluid reading requires regular and daily work, so that each student can master this major skill in the long term. Thanks to the commitment of all the professors and the teams that support them, the measures implemented already produce significant effects. It is therefore a matter of continuing in this direction and of improving the work undertaken in order to lead our school to the highest level.
ParlaMint-FR_2021-03-02-O1183.u30	Well, we're not saved!
ParlaMint-FR_2021-03-02-O1183.u31	The floor is open to Mrs Michèle de Vaucouleurs to put forward her question, No. 1296, concerning the abandonment of the proposed terminal 4 in Roissy-Charles-de-Gaulle.
ParlaMint-FR_2021-03-02-O1183.u32	On February 11, the Government, through the voice of the minister of ecological transition, Barbara Pompili, asked the group Aéroports de Paris – ADP – to abandon the project to build a fourth terminal at Roissy-Charles-de-Gaulle airport. Launched to remedy the saturation of the two main terminals, Charles-de-Gaulle 1 and Charles-de-Gaulle 2, this expansion plan dedicated to Air France-KLM aimed to increase the capacity of the airport to 120 million passengers per year. According to the minister, whose comments were collected by the newspaper Libération in its 11 February edition, the reason for the necessary abandonment of this project is that it no longer corresponded to the government's environmental policy and to the demands of a changing sector, turned towards the green plane. The Government has therefore asked ADP to present a new project, which is more consistent with its objectives of combating climate change and protecting the environment. Mr Minister Delegate responsible for Transport, I would therefore like to know what the Government's expectations are and how it intends to consult. I will have four questions: Is the construction of a fourth airport terminal planned in the new project? If so, what new environmental objectives could it be conditioned on? Given the importance of environmental issues, could a new project be addressed through a public inquiry rather than through a simple consultation, as was the case with the existing project? Finally, can you explain to us the Government's vision of the development needs of the airport terminals in France?
ParlaMint-FR_2021-03-02-O1183.u33	The next speaker is the Minister for Transport.
ParlaMint-FR_2021-03-02-O1183.u34	It is important first of all to remember that air traffic has been heavily affected by the health crisis and that its recovery will be very gradual: it will not reach the level it had in 2019 until 2024. In the short term, the airport of Roissy-Charles-de-Gaulle will therefore not be saturated. In addition, the crisis invites us to rethink in depth this project as well as the role of ADP in the ecological transition. That is why, together with Bruno Le Maire and Barbara Pompili, we asked ADP to review its previous plans. The new project will have to contribute to achieving the goal of carbon neutrality by 2050. The aim is to promote the reduction of greenhouse gas emissions from air transport while contributing to the development of traffic, the preservation of French connectivity and the strengthening of the Parisian hub. In order to reconcile these objectives, it will need to integrate the new infrastructure needed for the decarbonized aircraft, whose emergence within the next 15 years is a strong ambition of the Government and the aviation industry. It will also need to strengthen the intermodality between the aircraft and the train, which will allow for a substantial increase in rail alternatives to air flights for connecting, in particular for internal routes. Finally, it is important that the new project be innovative in order to ensure the environmental performance of new terminals, exemplary from this point of view. As for the public consultations on this project, it is too early to determine the modalities of the project. Only once its main features are defined will it be subject to all the necessary consultation phases provided for in the regulations. In any case, I should like to see the elected representatives and local actors closely involved.
ParlaMint-FR_2021-03-02-O1183.u35	Mr Brahim Hammouche, speaking on behalf of the Group of the European People's Party, raised his question, No. 1298, concerning the system of sanitation in the Mosellan basins.
ParlaMint-FR_2021-03-02-O1183.u36	My question concerns the compliance of the sewerage system of the Fensch and Pays Haut Val d'Alzette basins in Moselle. The delay that it has taken has environmental consequences, with episodes of pollution of Fensch in rain. In addition, it will cost the inhabitants of this basin of life dearly because, in the absence of a collective network that complies with the European standards in force, they find themselves forced to invest in an autonomous sanitation network, which places them in inextricable financial situations. In the municipalities of the intercommunities concerned – Hayange, Aumetz, Angevillers, Tresange, Havange, Lommerange, Algrange, Neufchefchef, Nilvange, Halvange, Knutange and Fontoy – the real estate projects are suspended until the work to bring the collective network into conformity is carried out. In the absence of a prompt response, France is exposed to the pre-litigation procedure launched by the European Union in 2017 and risks financial penalties in the event of a conviction. The cost of the works, planned until 2030, now amounts to €66 million: €22 million for the Fontoy-Vallée de la Fensch – SEAFF inter-municipal water and sanitation union and €44 million for the Val de Fensch community of agglomeration. However, the funding plan is far from complete. The local authorities concerned are considering a substantial increase in the sanitation surcharge. The bill therefore promises to be salty for the inhabitants, far too much in the current context of economic and social crisis. I have been seized by the residents, grouped within the Fensch Creek and Bank Defence Association, who are alerting about the environmental consequences of technical problems and the recurrent pollution events that the network is experiencing in rain, specifically at the lift station. Current discharges and overflows pollute Fensch and contaminate the animal life of the creek. In this context, I welcome the fact that the Prefect will soon bring together all the actors and elected representatives and have expressed the hope that the State will be involved under the recovery plan and investment aid for the modernisation of drinking water and sanitation systems and sewage treatment plants. I would like to know all the measures the State intends to take to provide financial and technical assistance to the local authorities of Val de Fensch and Pays Haut Val d'Alzette in the maintenance and modernisation of the equipment for the transport and treatment of their waste water and in the strengthening of pumping capacity, especially in raintime, through the rapid establishment of a municipal sewerage system, without excessive cost.
ParlaMint-FR_2021-03-02-O1183.u37	The next speaker is the Minister for Transport.
ParlaMint-FR_2021-03-02-O1183.u38	Barbara Pompili asked me to answer you. At the end of 2017, the European Commission notified France of its failure to comply with the obligations of the Urban Waste Water Treatment Directive, known as the ERU, concerning 364 sewerage agglomerations. This notice was followed on 14 May 2020 by a reasoned opinion on 169 of these sewerage agglomerations, including the Hayange agglomeration you cited. This new stage of the procedure precedes a possible referral to the Court of Justice of the European Union, with a possible financial condemnation of France. That is why Mrs Pompili asked all prefects, by an instruction of 18 December, to implement all the measures available to them for a return to compliance as soon as possible. The actions undertaken by the Prefect of Moselle are perfectly within the framework of this instruction. We recognize that the work undertaken can be very costly for the communities involved. However, I would like to point out that the shortcomings which the Commission is accusing us of date back at least to 2014. In the case of Hayange, the community was even called in as early as 2011 by the prefect of Moselle. If the necessary work had been planned from that time onwards, it would probably have facilitated its implementation and financing. It is not understandable for a community to wait more than ten years to address the compliance of its sanitation system. However, I would like to reassure you that this work is indeed eligible for the measures accompanying the recovery plan. As a result, communities must apply to the water agency on which they depend as soon as possible.
ParlaMint-FR_2021-03-02-O1183.u39	Mr Brahim Hammouche has the floor.
ParlaMint-FR_2021-03-02-O1183.u40	Thank you for your answer, Minister Delegate. With regard to sanitation and environmental protection, I sincerely believe that environmental vigilance and recovery plan go hand in hand. Of course, I will not fail to provide the necessary information so that the local and regional authorities concerned can benefit from this funding in the interests of the environment, the residents and the communities of communes.
ParlaMint-FR_2021-03-02-O1183.u41	Mrs Danielle Brulebois has the floor to put her question, No. 1310, on the road link between Jura and Switzerland.
ParlaMint-FR_2021-03-02-O1183.u42	Mr Minister responsible for transport, I would like to ask you about the indispensable road link between the Jura department and Switzerland, which is still not included in the State-region plan contract 2021-2027. Currently, the link is made through the RN5, an accident-causing road that is impractical and inadequate for current communication needs. It crosses the heart of the city of Poligny, a small town of tomorrow, industrial city and student, at the crossroads of two national roads, the RN83 and, therefore, the RN5, which support intense and constantly increasing traffic: there are 13287 vehicles per day on the RN83, of which 8100 are found in Poligny, and more than 5500 vehicles on the RN5 in its crossing from Poligny towards Champagnole. The nuisances and safety problems are considerable. Since 1998, the department has benefited from a motorway service with the A39: a ramp was created especially from Bersaillin to Poligny by the Autoroutes Paris-Rhin-Rhône network – APRR – with the aim of extending the A39 motorway, in order to connect Dijon and Lausanne without passing through Besançon, a road node already saturated. It was because of this congestion that the State envisaged, as early as 1999, the creation of a Dijon-Lausanne express link through Poligny, Champagnole and Vallorbe. Studies have been launched and this route considered a priority has been included in the road network of regional interest, then in the regional scheme of development, sustainable development and equality of territories – SRADDET – of the Burgundy-Franche-Comté region. Since then, nothing more, the project has not yet come into being... The Jura department, the most industrial of the Burgundy-Franche-Comté region, will be landlocked, which constitutes a huge damage for the ski resorts, the important industrial basin of the Haut-Jura and the Premier Plateau. Jura is the only department in the Burgundy-Franche-Comté region that has not benefited from significant investments in mobility and road infrastructure. The Jura-Switzerland liaison project has been under consideration for twenty years; He must now see the light of day. Minister Delegate, can you tell me what is the state's thinking on the inclusion of this road project in the next State-Region Plan contract?
ParlaMint-FR_2021-03-02-O1183.u43	The next speaker is the Minister for Transport.
