ParlaMint-FR_2021-12-07-O1086.u1	The next item is the oral questions without debate.
ParlaMint-FR_2021-12-07-O1086.u12	Mrs Jeanine Dubie has the floor.
ParlaMint-FR_2021-12-07-O1086.u13	Thank you for the answer that you leave the door open. I hope that you will find a legal solution so that these operations can be carried out with respect not only for the interests of public finances but also for the people concerned. I hope that the solution can be found before the end of this Parliament.
ParlaMint-FR_2021-12-07-O1086.u14	Mrs Nicole Trisse, speaking on behalf of the Group of the European People's Party, raised her question, No. 1574, concerning the payment of the inflation allowance to cross-border workers in Moselle.
ParlaMint-FR_2021-12-07-O1086.u15	Madam Deputy Minister, I would like to draw attention to the situation of the Moselle frontier workers by two very specific and concrete questions. I would like to associate my colleague, Hélène Zannier, a constituency neighbour, who is present in the Chamber and who shares my concerns. The inflation premium is granted to 38 million French citizens receiving less than 2000 euros net per month. The way in which this bonus is awarded is now well understood for our students, employees and pensioners residing in France. It is less so for the 16500 French workers employed in German companies, who are nevertheless the first to be affected by the increase in the price of fuel because the car is often the only means of transport to go to work in Germany. In addition, many people make long journeys to work on a daily basis. Could you specify how this inflation premium will be paid to our frontier workers who would be eligible for it? On the other hand, I would like to alert you to the problem of the double taxation of French unemployed people who have been dismissed from a company based in Germany. Some of the unemployment benefits to which they are entitled are unduly paid by the German tax authorities, thereby reducing the amount of the benefit which is subsequently taxed in France. It's not a double, it's a triple penalty. In addition to the loss of his job, our frontier worker is subject to double taxation contrary to the tax treaties between France and Germany. What means do you intend to use to bring this absurd situation to an early end?
ParlaMint-FR_2021-12-07-O1086.u16	The next speaker is the Minister responsible for industry.
ParlaMint-FR_2021-12-07-O1086.u17	According to the Government's plan, inflation compensation is an exceptional and individual aid of 100 euros paid by the State, which will be paid to persons residing in France in order to preserve their purchasing power, provided that they receive an annual net income below a certain threshold. The payment will be made by employers for employees working in France. For operational reasons, however, it is not possible for inflation compensation to be paid by foreign employers for frontier workers. Consequently, for persons domiciled in France within the meaning of 1. a. of Article 4 B of the General Tax Code and receiving only income from foreign sources taxable in France, including frontier nationals, the payment of the compensation shall be effected by the Directorate-General for Public Finance (DGFIP). It should take place in February 2022 and be addressed to eligible users without intervention, directly by transfer to their bank account or by sending a cheque letter for those who have not communicated their bank details to the tax administration. All persons who would qualify for this allowance but would not have been selected by FIPB will naturally have the opportunity to approach their personal tax department to report their situation in order to obtain the transfer of the allowance. As far as partial unemployment benefits are concerned, you are absolutely right. These allowances paid to French residents working in Germany are subject to a flat-rate levy in Germany which is contrary both to the tax convention between our two countries and to European law. German practice also seems to ignore the principle of free movement of workers enshrined in the European Treaties, and a number of individual disputes have been brought by the workers concerned before the competent courts in Germany. The Government was fully aware of the difficulties that the situation created for the workers concerned and had brought this matter before the German Government in the summer of 2020. France insists on the damage caused to frontier workers and on the need not to call into question the balances found in the tax convention with Germany, because the solution cannot be through a waiver of our rights to impose. At this stage, the French authorities are still waiting for a return of the German social ministries, in a particular context as the German government is in the process of being set up. Be assured of our very great involvement in this issue.
ParlaMint-FR_2021-12-07-O1086.u18	Mrs Nicole Trisse has the floor.
ParlaMint-FR_2021-12-07-O1086.u19	Thank you, Madam Deputy Minister, for both of your answers. The first one is very clear, and I'll pass it on. As far as double taxation is concerned, I thank the Government for relaunching the discussion with the Germans: we can only expect a realization of what the Treaty of Aachen, signed by Chancellor Merkel and President Macron, suggests on the harmonization of tax rules between our two countries.
ParlaMint-FR_2021-12-07-O1086.u20	Mrs Zannier has the floor to raise her question, No. 1576, concerning frontier workers at the Ford plant.
ParlaMint-FR_2021-12-07-O1086.u21	Faced with the transformation of the automotive sector, Ford decided to drastically reduce its production in Saarland and thus to carry out a significant reduction of its staff. The Sarrelouis plant employs nearly 1,000 French frontier workers out of a total of nearly 7,000 jobs. She would consider closing the entire site. For the coal basin, a territory already hard hit by the end of coal mining in 2004, this eventual closure would be an economic and social disaster. The Ford Group has begun a restructuring of the site and nearly 2,500 jobs have been eliminated in recent years on both sides of the border. To date, departures have mostly been voluntary or related to unreplaced retirements. Nevertheless, we still have some hope: the Ford Group would consider keeping the future 100% electric model in Europe. The choice would be made between Sarrelouis and Valencia. One of the main criteria of this choice, which could take place at the beginning of 2022, would be the number of staff still employed on the site. The company offers very incentive severance benefits, especially for older employees. However, for these benefits to remain advantageous, the severance premium must be exempt from tax. It was in the case of the first departures, but the answer was very late for the next, which created a lot of uncertainty. We have recently received a confirmation of exemption from the Directorate-General for Public Finance (DGFIP), which I welcome for the employees. Could you confirm, Madam Deputy Minister, that the tax exemption for severance pay is valid? In general, how does the Government intend to act to simplify procedures, clarify or enforce tax agreements between European countries? Like my colleague Nicole Trisse, I really want to alert you to the difficulties faced by these workers. I would like to think about the development of a real statute for some 170,000 frontier workers.
ParlaMint-FR_2021-12-07-O1086.u22	The next speaker is the Minister responsible for industry.
ParlaMint-FR_2021-12-07-O1086.u23	You rightly call the Government's attention to the restructuring of the Ford site in Sarrelouis, Germany, which is the subject of a particularly close follow-up by the State services and ministers, given the number of French border workers involved. A few months ago, DGFIP did indeed receive a request to define the tax system for severance benefits paid in respect of the year 2021 to frontier workers working in Sarrelouis. As you rightly point out, it was legitimate for the tax administration to secure this restructuring plan by confirming to the taxpayers concerned the tax treatment relating to the various allowances provided. I would also like to take this opportunity to recall the transformation undertaken at DGFIP in the context of the relationship of trust, which results in an increased mobilisation of the tool of the tax rescript. In 2020, despite the health crisis, more than 20,000 requests for tax rescripts were processed by DGFIP within an average of eighty-seven days. We can always do better, but it is important to share these statistics. We need to deepen this movement and further generalize this instrument of legal security for businesses and individuals. In the case of the severance benefits at the Ford plant, the final parts required for the examination of the file were obtained in early October. This is also why the processing time has been long. Following receipt of these documents, a response was provided by the local service of DGFIP on 29 October 2021. Essentially, this response is in favour of employees. The subject is therefore closed, unless the interpretation of the administration is challenged before the judge. The administration thus confirmed that the compensation paid under three of the four departure programmes, coordinated with the works council on the basis of strict voluntary work, constituted breaches of a contract of employment of a conventional type and therefore fell within the exemption provided for in Article 80 duodecies of the General Tax Code. On the other hand, the administration considered that the so-called bridging allowance constitutes an allowance equivalent to a progressive retirement scheme which does not fall within the requirements of that exemption and therefore remains taxable. I believe, Madam Member, that the content of this reply has been communicated to you and I hope that it will fully address the concerns you have raised. I confirm it so that there is no ambiguity in this matter.
ParlaMint-FR_2021-12-07-O1086.u24	Mrs Hélène Zannier has the floor.
ParlaMint-FR_2021-12-07-O1086.u25	Thank you, Madam Deputy Minister, for these answers. It is always better to obtain confirmation. For having been in a lot of contact with the unions, however, I would like to reiterate that this is a very complicated situation for the workers. The delay in the supply of the necessary parts to DGFIP can only be explained by the differences in regulation between Germany and France. As a result, the uncertainty that prevailed for more than a year was a source of great anxiety for employees. That is why I insist: we should think collectively about the development of a real statute for the borderers of Moselle and elsewhere – France has many borders.
ParlaMint-FR_2021-12-07-O1086.u26	The floor is open to Mr François Jolivet, to put his question, No. 1575, concerning the end of Orange's Femtocell offer.
ParlaMint-FR_2021-12-07-O1086.u27	In asking this question, I speak for many rural mayors and homes in my department of Indre, particularly Hervé Jeunesse, mayor of the commune of Nuret-le-Ferron. These territories benefited from an application called Femtocell, developed for Orange, which allowed, with the help of a mini transmitter, to optimize mobile coverage. The Orange telephone operator decided to put an end to this offer, which the inhabitants were informed by a simple note, even before new antennas were deployed. Currently, residents can no longer use their mobile phones. In France, some 200,000 households – or 600,000 people – would be affected. The operator advises them to use the "Wi-Fi calls" function, which allows them to make and receive calls on their mobile phone via the Wi-Fi box. Even if they have compatible devices to do so, they still need to have access to a box and an Internet throughput sufficient to carry voice, which is not the case in all territories. I am aware of the Government's involvement in this area: thanks to the New Deal mobile, the antennas are deployed throughout the territory, allowing unprecedented coverage. However, it is surprising that an application is closed before the new antennas are installed. How can one return to common sense and prevent operators from closing an application in advance? In case of early closure, people no longer have a telephone until the new antenna is installed.
ParlaMint-FR_2021-12-07-O1086.u28	The next speaker is the Minister responsible for industry.
ParlaMint-FR_2021-12-07-O1086.u29	By February 2021, the Orange operator had announced its intention to terminate its Femtocell offer, which allowed 160,000 subscribers to connect a device to their fixed internet box, in order to improve the quality of their mobile network. As a result of this announcement, the operator communicated on alternatives such as the use of the voice device on wifi and offered its customers internet support and a green number. This decision is subject to the commercial freedom of operators. Nevertheless, I am aware that it causes inconvenience for some users, because of the need to adapt to the abandonment of this technology by Orange but also by some of its competitors. I cannot force operators to maintain a particular service or technology, but the evolving digital coverage of the territories, for which the Government is responsible, allows users to benefit from more efficient electronic communications services. First, as you indicate, very high-speed fixed coverage has been significantly improved in Indre. It allows mobile phones to be used through voice technology on wifi or by applications with a voice communication function. Secondly, with regard to mobile coverage of the territory, the implementation of the New Mobile Deal has the effect of generalizing 4G throughout France, including within buildings. The aim of this programme is to remove both white areas – no operator – and grey areas – a limited number of operators – in terms of 4G. The choice is thus left to the territories to prioritise white or grey areas, which favours a certain flexibility and thus a better adaptation to local characteristics. When a white area is prioritized locally, the four operators are obliged to pool their infrastructures within the framework of RAN-sharing – radio access network sharing or radio access sharing. Where a grey area is prioritised, the scheme can complement the coverage by involving operators not present at this stage and thus contribute to the coverage of the territory concerned by all operators. The Autorité de régulation des communications électroniques, des postes et de la distribution de la presse (ARCEP) regularly monitors compliance with these deployment obligations and publishes the results on its website on a quarterly basis. It states that in the first quarter of 2021 the Indre Department was covered in 4G at 99% by at least one operator, which represents a significant increase over the previous year. I understand that the impatience of our fellow citizens is great, but I want to assure you, honourable Member, that the government's mobilization to ensure that the territory is covered is complete. In five years, we have moved from a situation of fragility to a situation of very high coverage. Already very competitive in terms of prices, our telecommunications services thus improve their position on the European level with regard to quality.
ParlaMint-FR_2021-12-07-O1086.u30	Mr François Jolivet has the floor.
ParlaMint-FR_2021-12-07-O1086.u31	Thank you, Madam Deputy Minister, for this information. I do not dispute the unprecedented commitment of the Government, whose consequences my department perceives. Nevertheless, the Government should remind Orange – which it cannot compel – that the operator's front-office services are quite defective when its customers request specific information. Orange warned its customers in January 2021 that this service was going to disappear, but it would also have been necessary to create a back-up mechanism at the time of this abolition. I would therefore like to draw your attention to this point, while acknowledging the Government's commitment to digital aerial or wired coverage – it is exceptional, especially in my department. Still, people are waiting.
ParlaMint-FR_2021-12-07-O1086.u32	Mr Frédéric Petit, speaking on behalf of the Group of the European People's Party, raised his question, No. 1563, on the modernization of consular services.
ParlaMint-FR_2021-12-07-O1086.u33	My question is for several ministers, in particular for Europe and foreign affairs. It starts from the observation that it is still difficult for French people living abroad to access the administrative services of our State. I understand the logics of rationalisation and security, which I explain to my compatriots. However, I find inconsistencies, bureaucratic chills, contradictory and uncoordinated circulars... It's a long list. The most irritating is to be confronted with opposing interpretations of identical texts by different consulates. We had another example this weekend, regarding the colour of the envelopes used for elections. To establish the identity card of a child born abroad, a consulate will tell you that this is a legal decision, while another will simply ask for your identity card. Other things seem incomprehensible to us. Why can't a national identity card travel safely, unlike a passport? Why does it take three months to authenticate a birth certificate? At the same time, I welcome the progress made. The French consular platform represents a great step forward, although it remains to be confirmed that it will involve all ministries and state services, that it will be a service platform and not just a referral platform. We should also be reassured about the pace of its deployment. At a time when it is possible to open a bank account in five minutes and where large platforms are rapidly developing on the planet, we find it difficult to understand that the French state needs more than two years to deploy this tool. I also welcome the commitment of the people, whom we observed during the crisis of the Covid-19. In the light of this experience, it seems clever to me to want to redeploy human resources in order to free up targeted time for the citizens who need it. We worked a lot with the ministry. We have the network and the resources to do better. I would also like to highlight the particular role that cooperation between the French and German consular services could play. Article 13 of the Treaty of Aix-la-Chapelle invites us to coordinate what we call the irritants of everyday life. It is possible to envisage an extension of the cross-jurisdiction between, for example, the Bürgerbüro and the consular services. Why should we trust the consulate of a remote country more than, for example, a large German town hall? It is important to modernize consular services, to make them more coherent and effective, which requires profound reorganization. Simplicity, speed and conviviality must be pursued. We don't live on Mars. We also need the same services as other French people because we too are really in love with our spouses and we love our children. Some of our fellow citizens are considering taking the other nationality – I remind you, it takes three days to get an identity card in Bulgaria. Mr. Secretary of State in charge of tourism, French abroad and French-speaking France, what avenues do you envisage in order to accelerate the modernization of our services to French settled abroad?
ParlaMint-FR_2021-12-07-O1086.u34	The next speaker is the Secretary of State for Tourism, the French from abroad and the French-speaking world.
ParlaMint-FR_2021-12-07-O1086.u35	We share the same ambition to improve consular administrative services for French nationals living abroad, and like you, I welcome the action of women and men who, throughout the eighteen months of the health crisis, have faced the difficulties by accompanying our fellow citizens, by deploying the exceptional measures taken by the Government, including the occasional relief of solidarity (SOS), and by repatriating the French from abroad. You mentioned the France Consulaire platform, the new information service for consular procedures by telephone or by e-mail. Its creation testifies to our ambition to offer French abroad an ever more effective service. The platform's call rate is 98.5%. The response to users was much weaker when the calls were managed by consulates, each of which had limited resources for its information service. With these good results, the Government intends to gradually deploy the France Consular platform throughout the world. We will also continue to simplify the procedures and I have called on the Minister of the Interior, Gérald Darmanin, to move forward with the dematerialization of passport renewal. France would not be France if it were not able to implement such a mechanism, which avoids displacements of sometimes several hundred kilometres. I also asked the Minister of the Interior about the possibility of extending secure mail to national identity cards. Secure postal mail, now possible for passports, will be expanded to 13 additional countries beyond the thirty-eight already covered, which is a step forward. I also know that there is a very high demand for appointments. Some situations are not satisfactory. It is not normal, for example, to have to get up in the middle of the night to get an appointment. A new application is therefore being finalized and will be put into service at the beginning of next year. Please be aware, honourable Member, that many other projects are under way and that we are far from having developed all our ideas to improve consular administrative services. With you, we will continue to act at the service of our compatriots established outside France!
ParlaMint-FR_2021-12-07-O1086.u36	Mr Loïc Prud'homme spoke about his question, No. 1565, concerning the accompaniment of pupils with disabilities.
ParlaMint-FR_2021-12-07-O1086.u37	My question is simple: how many disabled children in our country are no longer accompanied by the State to meet their needs? Behind this figure is the reality: children left to themselves in the school environment, overcrowded teachers and families who feel abandoned. When I asked the director of the departmental services of national education of the Gironde on this subject, he cynically replied that the departmental houses of disabled persons (MDPH) are "machines to notify". Your administration thus denies the work of its own educational teams, which, following the reasoned requests of the parents, fill out guides to assess the need for compensation for schooling (GEVA-sco files) in order to determine the number of hours of accompanying students with disabilities (AESH) required or to provide for reception in a specialized system. Why is the personalized project of schooling thus determined by the professionals of the CDMH not implemented by the national education, which refuses to equip itself with sufficient human resources and practices the sprinkle by mutualizing here or there eight hours of accompaniment when it would take twenty, thus causing situations of suffering? Hide this problem that I cannot see: this is the answer given to parents, children and teachers who simply demand that the law of 11 February 2005 on equal rights and opportunities, participation and citizenship of persons with disabilities be respected. The truth is that national education has no plans for these students, except for the lowest possible cost, in deafening silence. There are also no projects for AESHs who follow several children in different schools, without proper training and for an income below the poverty line. The truth is that this situation is the result of the brutal dismantling of the public service of education, dismantling which you organize: the end of the system "more teachers than classes", the planned disappearance of the networks of specialized aids to pupils in difficulty (RASED), become "resource poles", and teachers who run after the means... Mr. Secretary of State in charge of tourism, French from abroad and the Francophonie, since you must be contacted directly to obtain answers, I reiterate my question: how many children with disabilities recognized by the CDMH and benefiting from a personalized school enrolment project (PPS) are deprived of any support for national education – whether it is the presence of an AESH or a localized school enrolment unit for school inclusion (ULIS) or an educational and educational therapeutic institute (ITAP) – in violation of their right under the law?
ParlaMint-FR_2021-12-07-O1086.u38	The next speaker is the Secretary of State for Tourism, the French from abroad and the French-speaking world.
ParlaMint-FR_2021-12-07-O1086.u39	Everything that's excessive is in vain, Mr. Prud'homme. If there is one area in which children's daily lives have changed, it is that of accompaniment for students with disabilities. I remember a conference held 14 years ago in the National Assembly. At the time, Sophie Cluzel, Secretary of State for Disabled Persons, was president of an association and we discussed the status of school life assistants (AVS), who then accompanied disabled children. Look at everything that has been done since and even since 2017! You want figures, MP: 400,000 students with disabilities are now welcomed to school, an increase of 19% in five years – yes, the French school is now more inclusive! AESHs are now 120000 and enjoy a more protective status. We will recruit an additional 4000 AESH in 2022. Since 2017, 27,000 full-time equivalents (FTEs) have joined schools, an increase of more than 50%. The numbers are clear! It is natural to want to do politics, but the situation has progressed significantly and I want to re-establish the facts. In Gironde, the inclusive school is also a reality since 7,300 students with disabilities are in regular school and 1415 positions have been created since 2017. Everything is probably not perfect, but recognize the progress made! I am thinking in particular of the AESHs, whose routes have been secured. Thanks to the law of 26 July 2019 for a school of trust, the Government has transformed the aided contracts into CDS and then CDI after six years. Finally, since September 2021, these staff have benefited from a revamped index grid, with an automatic progression every three years and an increase of 9 index points at the beginning of their career. In total, the resources dedicated to inclusive school represent more than 3.5 billion euros, an increase of more than 66% since 2017. Moreover, within the scope of the Ministry of Europe and Foreign Affairs, I am making sure that this ambitious policy also applies to French education abroad. In the 2022 finance bill, an allocation will be made next year to finance the support of more students with disabilities from the Agence pour l'enseignement du français à l'étranger (AEFE). Frankly, honourable Member, the facts and figures are clear! Beyond the numbers, human lives have changed. It is always possible to do better, but our determination is complete and you cannot deny it.
ParlaMint-FR_2021-12-07-O1086.u40	Mr Loïc Prud'homme has the floor.
ParlaMint-FR_2021-12-07-O1086.u41	It's all right, Mr. Secretary of State! Yet the facts are there.
ParlaMint-FR_2021-12-07-O1086.u42	I called them back!
ParlaMint-FR_2021-12-07-O1086.u43	Massive appeals to the administrative court; proceedings against national education concerning the non-assignment of AESH and systematically won on the grounds of a lack of resources: you deny the reality and refuse to devote the necessary resources to the accompaniment of pupils with disabilities! The new academic director of the Gironde told me that it was very difficult to recruit new AESHs. It's not surprising when you know the salary proposed for this position! Either we deny the reality of the facts and we do not solve the problems; We either look them in the face and we unlock sufficient budgetary resources!
ParlaMint-FR_2021-12-07-O1086.u44	That's what we did!
ParlaMint-FR_2021-12-07-O1086.u45	The means are not enough, Secretary of State!
ParlaMint-FR_2021-12-07-O1086.u46	An increase of more than 50%!
ParlaMint-FR_2021-12-07-O1086.u47	They're not...
ParlaMint-FR_2021-12-07-O1086.u48	Thank you, dear colleague.
ParlaMint-FR_2021-12-07-O1086.u49	... to meet the needs of parents and students!
ParlaMint-FR_2021-12-07-O1086.u50	Mrs Olga Givernet has the floor to put her question, No. 1578, on the use of animals for scientific purposes.
ParlaMint-FR_2021-12-07-O1086.u51	The European Directive 2010/ 63/EU calls for the development of alternative methods for the progressive replacement of animals used for scientific purposes. These provisions were transposed into French law by Decree No. 2013-118 of 1 February 2013, as well as by four decrees adopted on the same date. However, since 2013, the number of animals used for scientific and educational purposes has not decreased. On the contrary, it is constantly increasing: it has increased by 47% between 2015 and 2018. Excluding animals killed for their tissues or organs and those used to create and maintain colonies of genetically modified animals, our country "eats" about two million animals each year. Mr. Secretary of State for Tourism, French Foreigners and Francophones, the morals of a society are also judged by the way animals are treated there. You know the advances made by the majority in favour of animal welfare. This issue concerns the French and French, especially the younger generations, and it is up to my department, the Ain, since it is the students of Lamartine High School in Belley who brought this subject to my attention. To reduce the number of animals used for experimental purposes, alternative methods exist and must be applied. We can be pleased in France that the third paragraph of Article 48 of the Research Programming Act 2021-2030 provides for a scientific centre dedicated to the principle of 3R – replacement, reduction, refinement – that is to say, the improvement of the welfare of the animals used. This is a real step forward, but the text is unclear, in particular on governance and the resources allocated, as well as on the nature and ambition of the objectives. So these are my two questions. What means will they be committed to supporting the development of animal-free research methods and promoting the 3R principle? Furthermore, will non-governmental organizations (NGOs) be involved in the design of the French strategy for the development of alternative methods for the replacement of animals used for scientific purposes?
ParlaMint-FR_2021-12-07-O1086.u52	The next speaker is the Secretary of State for Tourism, the French from abroad and the French-speaking world.
ParlaMint-FR_2021-12-07-O1086.u53	In spite of animal-free research methods and the promotion of the 3R principle, you mentioned the increasing number of animals used for scientific purposes. Good news, in fact, in recent years we have seen an inflection in this development. The curve reversed, to use a known expression, albeit a little connoted. In 2020, 27,000 uses of animals for education or training were registered. So we came back below the 2015 figure of 28000, after reaching 41000 uses in 2018. As you can see, the trend is encouraging. Similarly, for all areas of use of animals for scientific purposes, and not only for education and training, which represent more marginal numbers, we now see a decrease: the number of uses of animals has increased from 1.9 million in 2015 to 1.650 million in 2020. This reflects the efforts made in France to reduce the number of animals used for scientific purposes. Our efforts are beginning to bear fruit! As you pointed out, the Research Programming Act 2021-2030 provided, through an amendment adopted by the National Assembly at the initiative of Fannette Charvier, for the creation of a centre dedicated to the application of the 3R principle. The centre was established in September 2021 and already has a first commitment from the National Institute of Health and Medical Research (INSERM) and the National Centre for Scientific Research (CNRS), mandated for its creation. Work is continuing with the Ministry of Higher Education, Research and Innovation to finalize the Centre's roadmap and to clarify its tasks and resources. The NGOs concerned will be fully involved in the operation of the centre, providing it with their expertise and participating in the formulation of its main strategic directions. These are the elements that I wanted to provide in response to your legitimate concern, Madam Member, and that of the young people at Lamartine High School in Belley.
ParlaMint-FR_2021-12-07-O1086.u54	The floor is open to Mr. Pierre Vatin, to put his question, No. 1584, concerning the mediated meeting points of the Oise.
ParlaMint-FR_2021-12-07-O1086.u55	My question is to Mr. Custody of Seals, Minister of Justice. When the Family Court has made a decision to allow access by parents-children or grandparents-grandchildren to families torn apart by life, this right is exercised in dedicated parent-child meeting spaces, run by associations approved by the State. In 2019, in the Oise, the spaces of Creil and Senlis closed due to lack of funding. Only two sites, in Compiègne and Beauvais, continued in a department with 850,000 inhabitants. It can therefore only be seen that waiting times for a publicised reception have increased. Thus, in the Oise, it takes almost a year to get a first appointment. It is very long for a child who, during this time, cannot meet his or her parent. This situation is only partly due to the confinements due to covid-19. It is mainly due to the fact that the number of court decisions has exploded. In spite of all the efforts of the associations, which I would like to thank for their total commitment, it is therefore necessary to wait ten to twelve months, as I said, to get a first publicised appointment in the Oise. The following appointments are limited to two meetings of one hour per month. Justice must therefore adapt, since the range of measures available to family judges is effectively reduced to the detriment of children, their parents and grandparents. In 2019, to contain longer waiting times for mediated meeting spaces, the Ministry of Justice had allocated less than 10000 euros per department per year. This remains insufficient to supplement the payments made to these associations by the National Fund for Family Allowances (CNAF). As a result, the associations sound the alarm bell. In view of the suffering of the children, do you intend to allocate additional funding to the associations managing the parent-child meeting spaces?
ParlaMint-FR_2021-12-07-O1086.u56	The next speaker is the Secretary of State for Tourism, the French from abroad and the French-speaking world.
