ParlaMint-FR_2021-05-11-O1270.u1	The next item is the oral questions without debate.
ParlaMint-FR_2021-05-11-O1270.u12	What a chance!
ParlaMint-FR_2021-05-11-O1270.u13	You did well to come, Minister!
ParlaMint-FR_2021-05-11-O1270.u14	[[Smile]] Mr Jean-Félix Acquaviva may also have something to hand over to the Minister of Agriculture; In any event, he has the floor to state his question, No 1453, concerning nutri-score and signs of protected designation of origin (PDO) or protected geographical indication (PGI).
ParlaMint-FR_2021-05-11-O1270.u15	Mr Minister for Agriculture and Food, the nutrient-score nutrition labelling system is currently based on the voluntary work of producers and industry, but its generalisation under discussion at Community level gives rise to fears, particularly among farmers, which I would like to share with you. While the use of a logo to enhance transparency on the nutritional value of a product may be relevant to the consumer, there are several counterproductive effects of this device. Indeed, the scale and method of calculation of the nutrient-score are such that high-quality products, made from simple natural ingredients thanks to ancestral production methods, get the mark D, or even E. For example, our brocciu or our olive oil island or the Maroilles du Nord. Some 93% of the products under protected designation of origin or protected geographical indication would be classified D whereas producers must comply with binding specifications which are regularly checked by the competent authorities, guaranteeing a single quality, in a transparent manner for consumers. On the other hand, products such as some industrial cheeses can get a much better rating. Let us admit that this is a striking paradox: at a time when we have to develop short circuits, improve traditional local production, revitalize rural and mountain areas, push for the installation of young breeders and farmers in our territories and countries, and simply promote good natural products, nutri-score would directly or indirectly enhance certain industrial products with multiple substitute ingredients. If the methods of implementing the nutrient-score did not change, we would have to deal with a confusion and a form of indexing of our farm products, which would reveal an erroneous vision of the culinary heritage of our territories. You will understand that this is not acceptable: we cannot push the consumer to choose over-processed products, whose harmful and hidden health effects are not always taken into account. Are you ready to weigh in the European negotiations on nutri-score, in order to find an exemption or adjustment solution to the scale and to take into account the real quality of identity products? Otherwise, the situation would be very worrying.
ParlaMint-FR_2021-05-11-O1270.u16	The next speaker is the Minister for Agriculture and Food.
ParlaMint-FR_2021-05-11-O1270.u17	In the current state of law, nutrient-score is used on a voluntary basis. It is fairly widely supported by consumers, as evidenced by its growth, confirmed by consumer studies. In substance, everyone agrees that the indication of the nutritional quality of the food to the consumer is a good idea. After all, to paraphrase Hippocrates, diet is the first medicine. It is therefore quite normal to communicate this information to the consumer. As you said, nutri-score is the subject of debate at European level. I share the two concerns that you have expressed about the phenomena of on-board effects or circumventions that the use of this logo could cause. What are the two points that need to be dealt with with with great attention if we want nutrient-score to spread even more widely? First of all, the debate must be conducted at European level: if nutri-score were ever to become compulsory, it could only be done at European Union level. Why? Because if a consumer has the choice, on a stall, between a French food graded orange and a food graded from I don't know where, which would probably have been noted red but has no indication because it is not subject to the nutrient-score, he will probably opt for the product blank of any logo in order to avoid the orange label, even though the nutritional quality of the product without a logo is probably inferior to that of the French product. This seems to me to be very important: to avoid circumvention of the scheme, we must ensure that the debate on nutrient-score is held on a European market scale and not just on the national market. Then, as you pointed out, we need to go much further on methodology. The latter is currently based on the consumption of a certain quantity of product. But I don't know many people who drink 100 millilitres of olive oil at breakfast – it can happen, but it doesn't seem common to me. If the nutrient-score is based on the putative consumption of 100 millilitres of olive oil each morning, it will obviously display a bright red colour, without any connection to the actual consumption of the product concerned. Seven European countries are currently expressing interest in the issue of nutrient-score, on which several scientific committees are also working. For my part, I am determined: if we wish, in accordance with your wishes, to provide fair and equitable information, we must, on the one hand, deal with the issue at European level and, on the other hand, improve the methodology to ensure that the quantities on the basis of which the analyses are carried out are in line with the actual consumption of the products and not merely defined in the laboratory. I am therefore fully aware of the concerns you are raising and I am working to address them.
ParlaMint-FR_2021-05-11-O1270.u18	Mr Jean-Félix Acquaviva has the floor.
ParlaMint-FR_2021-05-11-O1270.u19	[[Smile]] Thank you, Minister. I did not bring a Corsican charcuterie to conclude this positive exchange – perhaps I will do so next time.
ParlaMint-FR_2021-05-11-O1270.u20	I can bring the wine...
ParlaMint-FR_2021-05-11-O1270.u21	You have grasped the issue: destroying PGIs and PDOs at a time when we want to relocate production systems would be a truly deadly paradox.
ParlaMint-FR_2021-05-11-O1270.u22	Mr Pascal Brindeau has the floor to put his question, No. 1457, on the pollinator protection plan.
ParlaMint-FR_2021-05-11-O1270.u23	The Government is committed to developing, by 2021, a pollinator protection plan, with the legitimate and shared objective of ensuring better protection of bees during flowering periods and better taking into account pollinator-related issues when placing new plant protection products on the market. The National Agency for the Safety of Food, the Environment and the Labour (ANSES) has made recommendations which raise fears for agricultural professionals that the rules will be extremely tightened, which promises to be very penalizing for agricultural production. Among the measures mentioned are the prohibition of any plant protection treatment during flowering or the tightening of the processes for obtaining authorisations for the placing on the market of new sanitary products, although these products are generally less harmful than those they are intended to replace. The cumulation and indiscriminate application of such measures would have serious consequences on many plant productions in France, thus on the future of thousands of farms. In addition, there is a real threat of distortion of competition between France and other countries, including members of the European Union, which are not subject to such standards. In the face of these ecological, agricultural and economic challenges, it seems essential that the pollinator plan be carried out in consultation and co-construction with the agricultural world. The needs identified for better protection of bees are broader than those only binding measures: for example, ensuring the availability of bees' food resources throughout the year, ensuring better knowledge and management of species likely to attack hives, in particular hives, promoting good agricultural practices, or improving crop protection. Several working groups from the agricultural world have been set up. They have already exchanged a great deal and made proposals, both at French and European level. Are you ready to work in co-construction with the agricultural world to develop the pollinator plan and to take into account not only the ecological and protection issues of the pollinators, but also the conditions and the time that farmers will need to adapt to the new situation in the future?
ParlaMint-FR_2021-05-11-O1270.u24	The next speaker is the Minister for Agriculture and Food.
ParlaMint-FR_2021-05-11-O1270.u25	You have summed up the situation: the issue of pollinator protection is very important for ecosystems, for the environment and for the agricultural world. That is why the Government has committed itself to deploying a plan for pollinators comprising several actions, carried out in collaboration with the Ministry of Ecological Transition: the protection of hives and bees, the development of bees, which includes a feeding issue – it is known, for example, that there are shortages in the bees' food areas in the spring and that we can provide answers – and the revision of the conditions for the use of certain herbicides, fungicides and acaricides, as defined in a decree of 27 June 2011. On this last point, I can assure you that a great deal of consultation and consultation has been carried out, even though a few points still need to be refined, in particular concerning spraying schedules and small-scale production. It seems to me important to do so, because it is essential to take into account the constraints of each other: farmers cannot be asked to produce in a certain way without taking into account their constraints or those relating to nature, living and climatic conditions. I therefore confirm that I, like my colleagues, am committed to ensuring that the pollinators' plan, which is to be finalized shortly, is in a spirit of consultation and consultation. This method of work seems absolutely essential to me.
ParlaMint-FR_2021-05-11-O1270.u26	Mr Pascal Brindeau has the floor.
ParlaMint-FR_2021-05-11-O1270.u27	Thank you for this answer and for your willingness to consult with the agricultural world. I will simply take an example that may seem anecdotal, but shows how important it is to be attentive to the way in which these provisions are applied. To force farmers to spray at night, between an hour and three in the morning, in addition to being technically and humanly difficult to imagine, could above all give rise to suspicion among our fellow citizens, some of whom already do not understand that products are sprayed in the fields and who might be surprised that farmers do so at such a late hour. It will therefore be necessary to ensure the clarity and intelligibility of the measures to be taken.
ParlaMint-FR_2021-05-11-O1270.u28	The next speaker is Mr Patrick Loiseau, to put his question, No. 1428, on the management of agricultural crises. Like the previous ones, it is addressed to the Minister for Agriculture and Food, whom I thank for responding so precisely without reading her sheets. This is rare enough to be stressed.
ParlaMint-FR_2021-05-11-O1270.u29	[[Minister for Agriculture and Food]] Minister, I keep in my office a few bottles of Mareuil wine, which I unfortunately did not think of bringing you today – the time seemed a little too early. You seem to be listening to the difficulties of farmers, as evidenced by the successive regulatory adjustments implemented and the consequent budget devoted by the State to the management of agricultural disasters. Aid is mobilised through the recovery plan, amounting to EUR 100 million dedicated to adaptation to climate change. In 2019, France experienced a succession of episodes of late frost and hail, followed by two episodes of exceptional heat wave and the almost total absence of precipitation for five months. In 2020, farmers faced a third drought. Last April, as you know, orchards and vineyards struggled against frost. In my department, Vendée, the nights of the wine growers I met were agitated. The vineyard of Chantonnay, located in my constituency, has been particularly affected. If, in the face of urgency, the public response is to be prompt, however, the effectiveness of existing provisions in terms of the importance of the issues can be questioned. Global warming leads to the emergence of new dangers. The increase in climate accidents is particularly detrimental to agricultural yields and the sustainability of certain agro-systems. These risks deserve full recognition, in order to secure the means of prevention and compensation, for the time being insufficient for the producers concerned. In France, risk management tools are limited to the crop insurance offered by the National Agricultural Fund for the pooling of health and environmental risks (FMSE) and the compensation of agricultural disasters. The fund created in 2018 to deal with the latter has not awarded compensation for environmental incidents, and responsibility for combating major epidemics remains with the State. Despite the increasing levels of public subsidies granted by the State and the European Union to private insurance contracts, this system of taking over non-economic agricultural risks demonstrates its inadequacy. Insurers themselves confirm the mismatch between the contributions received and the allowances paid. As for the system of compensation for agricultural disasters, which is purely national and is financed by a tax on insurance contracts, it does not compensate arable crops more than vines and often has very long periods of payment to farms. That is what the wine growers in my constituency have confirmed to me. Finally, European legislation provides that funds such as the ISR – an income stabilization instrument – apply only to the fruit and vegetable sector. My question is therefore simple: what is the proposal of the Government, of which I know that it has already worked a great deal on this subject, to improve risk management in agriculture?
ParlaMint-FR_2021-05-11-O1270.u30	The next speaker is the Minister for Agriculture and Food.
ParlaMint-FR_2021-05-11-O1270.u31	Finding a solution to improve risk management will probably be the most important issue in the coming months. Let us put ourselves in the place of young farmers – bearing in mind that half of the farmers will retire over the next five years and that they will have to be replaced: while they will already have to get into debt to take over a farm, they will have to live with a sword of Damocles above their head, that is, the fear of losing one to two years of production in five due to potential hazards related to climate change. This situation becomes unmanageable. Improving it is therefore one of the main challenges – perhaps even the most important. What are the possible solutions to deal with them? In this sector, insurance is for the moment much less developed in France than in other countries: it covers 30% of field crops and vines, 6% of arboricultural areas and only 1% of grasslands. As you have said, there are a number of schemes, such as the system of agricultural disasters – which, however, some sectors, particularly those that are described as insurable, are not eligible – the crop insurance and, sometimes, the FMSE that you mentioned. Several stakeholders believe that certain criteria need to be changed, which has been being tried over the last ten years, considering that this could even make the system more attractive, which would lead to an increase in the number of contributors, thus reducing contributions. Having done a lot of work on this issue, I believe that in fact this is not the right solution. On the one hand, the 30% of insured persons, which are fairly representative of all farmers, are already faced, as you have indicated, with a deficit scheme; On the other hand, it is not by slightly changing the scope of the crop insurance that we can develop it more satisfactorily. We must therefore, first of all, completely rethink the system by having a much stronger ambition, by imagining co-insurance and reinsurance schemes, in line with what your colleague Frédéric Descrozaille has proposed, which I have mandated on the subject. Secondly, it must be assumed that the agricultural world is not in a position to finance such a project on its own, either from its own budget or from the common agricultural policy (CAP). We must therefore accept the idea that national solidarity must be used to accompany the agricultural sector, which I think is legitimate because it is the sovereignty of our country. There is no strong country without strong agriculture, there is no agriculture without farmers and farmers need a safety net.
ParlaMint-FR_2021-05-11-O1270.u32	Mr. Patrick Loiseau has the floor.
ParlaMint-FR_2021-05-11-O1270.u33	As suggested to me by the wine growers in my department, would it not be preferable, especially in the face of freezing episodes – since climate disruption will obviously, and unfortunately, continue – to put in place preventive measures rather than ex posteriori repayment measures? I imagine, minister, you've already had this idea.
ParlaMint-FR_2021-05-11-O1270.u34	Yes, we have to do both!
ParlaMint-FR_2021-05-11-O1270.u35	Mrs Nicole Dubré-Chirat has the floor to raise her question, No. 1439, concerning the abolition of funeral taxes.
ParlaMint-FR_2021-05-11-O1270.u36	Minister for Agriculture and Food, my question is not really about your area of attribution. The Court of Auditors, in one of its excellent recommendations, proposed further abolition and simplification of low-yield taxes. The removal of municipal funeral taxes – a total of €5 million – meets the objectives of removing a compulsory levy, reducing the burden on municipal treasurers and simplifying legislation by putting an end to inequalities between regions. This deletion was voted and acted on by section 121 of the Finance Act for 2021. This immediate implementation measure has a significant impact for about 700 municipalities in France, including Montreuil-Juigné in Maine-et-Loire. The tax on the cremation and dispersal of ashes was a financial resource of around EUR 280 to 300 000 per year, i.e. 3.5% of its operating budget and a third of its self-financing capacity. Montreuil-Juigné, who owns the second crematorium of Maine-et-Loire, is asked to do so by its residents and by those of the agglomeration and part of the department. Some municipalities had organized their fees or increased the costs of funerals and burials as a result of this change. Montreuil-Juigné did not and did not intend to do so in a significant and brutal manner this year to avoid penalizing modest families. The mayor, like the Association of Mayors of France (AMF) wanted to smooth this increase over two years or get partial compensation out of 2021. Do you think, Mr Minister, that this municipality, like others without a doubt, is being penalized by this measure, that it is possible to provide for aid or compensation arrangements this year to facilitate the transition in this field of activity which has been very much in demand for a year and a half?
ParlaMint-FR_2021-05-11-O1270.u37	The next speaker is the Minister for Agriculture and Food.
ParlaMint-FR_2021-05-11-O1270.u38	First of all, I would like to apologize for the absence of my colleague Jacqueline Gourault, Minister for Territorial Cohesion and Relations with Local and Regional Authorities, who asked me to provide you with the following answers. An amendment to the Finance Act for 2021 abolished the so-called funeral taxes for convoys, burials and cremations as of 1 January. In particular, this measure is the result of the Court of Auditors' recommendations for the abolition and simplification of low-yield taxes. This reform seems justified by the fact that, in practice, these taxes obviously represent an additional cost to families, since they are in addition to the price of concessions in cemeteries. Therefore, and as the Court of Auditors advocated in its reference to the Prime Minister dated 3 December 2018 – which you know – the community has every freedom to replace this tax with other resources, for example by increasing the price of funeral and film concessions. In addition, this tax applies to a limited number of communities for a minority share of their revenues. In 2019, 437 municipalities and two public institutions for inter-municipal cooperation recorded a revenue from funeral taxes in their accounts for a cumulative amount of €6.1 million, which remains fairly low. However, this product represents a maximum of 5%, and on average 0.1%, of the actual operating revenues of the communities concerned for 2019. For this reason, the Government does not intend to offset this loss of revenue by an increase in the overall operating budget. However, an analysis is currently being carried out to objectiveize the impact of this loss of revenue on the financial situation of some municipalities.
ParlaMint-FR_2021-05-11-O1270.u39	Mrs Nicole Dubré-Chirat has the floor.
ParlaMint-FR_2021-05-11-O1270.u40	Thank you for that answer and for that clarification. I welcome the launch of an impact assessment on the situation of the few municipalities that have been penalised. They do not wish to call into question the abolition of taxes but call for progressive adjustment.
ParlaMint-FR_2021-05-11-O1270.u41	Mrs Mathilde Panot has the floor to put her question, No. 1432, on trade union repression at RATP.
ParlaMint-FR_2021-05-11-O1270.u42	Mr Secretary State responsible for pensions and occupational health, there are violations of the law on which you are not heard. Silence when RATP sets up illegal files to track unionists, sick agents or strikers, but RATP obviously has the right not to comply with the laws. Silence when RATP punishes layoffs without pay Patrick, François, Yassine, and Ahmed only because they were on strike against your odious pension reform. Silence when RATP decides to revoke Alexandre El Gamal, one of the main union leaders CGT, again for strike action. However, the labour inspectorate has declared his dismissal illegal, but RATP clearly has the right to flout the constitutional right to strike and the right to work. It was already known that RATP considered itself above the law, but now its leadership is crossing a new threshold in its fierce repression against trade unionists and all those who defend their rights. Yesterday, Ahmed Berrahal, CGT trade unionist and harasser, appeared before a disciplinary board for sanctions up to dismissal. What's wrong with him? Reported a sexual assault on one of his colleagues. Do you think the RATP would have summoned the sexual attacker? No, not at all. The company preferred to sue Ahmed, the one who issued the alert. Better: she spent 50,000 euros on legal fees to justify her fake accusations. Secretary State, I would have liked you to hear yesterday the testimonies of those brave women who dared to break the silence so that, at last, shame would change sides. I am thinking of this woman, defended by Ahmed, who was touched by the breasts and was forcibly kissed, or Christelle, who was sexually assaulted at the end of her service by two colleagues three years ago. On that day, she said, she was robbed of her dignity. Were the two attackers punished? No, the case was closed and, in addition, it was she who had to change the deposit. You could also have heard the testimony of N'dylia who, two weeks after telling her leader that she was pregnant, was dismissed. The motive? She would have crushed a cyclist with her bus. After five months of suffering fighting for the truth, she miscarried and lost her twins. RATP then acknowledged that it had lied, that N'dylia had not crushed anyone, and offered her, as if nothing were happening, to return to the company. I wish you'd heard that woman yesterday explaining how she was destroyed as a mother and as a woman. All these women were defended and accompanied by Ahmed Berrahal. Following his summons to the Disciplinary Board, thirty-one women spoke to denounce gender-based and sexual violence in the company. But RATP prefers to silence the one who warns and defends his colleagues. And you, in the Government, still don't say a word. Ah, it is beautiful, the great cause of the quinquennium, equality between women and men! Secretary State, I have a first scoop for you: Elizabeth Borne is today Minister of Labour; She's no longer CEO of RATP. And I have a second one: Ahmed, Alex and all the others are trade unionists, not delinquents. Those who, like them, commit themselves to others and to the defence of our collective rights are the honour of our Republic. My question is simple: when are you finally going to act against this rogue company?
ParlaMint-FR_2021-05-11-O1270.u43	The next speaker is the Secretary of State for Pensions and Occupational Health.
ParlaMint-FR_2021-05-11-O1270.u44	First of all, let me put aside the readily controversial tone of your inquiry. I will provide you with some specific answers regarding the situations you have mentioned, in particular those of two RATP employees. Firstly, Mr Alexandre El Gamal, the recipient machinist, who has been employed since 2006, who has served as a member of the staff delegation to the Social and Economic Committee (SEC) and as a member of the group committee, was the subject of an application for authorisation for dismissal on disciplinary grounds addressed to the labour inspectorate on 28 September 2020. You yourself recalled that this request was refused by the Val-de-Marne Labour Inspectorate on 23 November.
ParlaMint-FR_2021-05-11-O1270.u45	That's right!
ParlaMint-FR_2021-05-11-O1270.u46	On 21 January 2021, RATP then filed a hierarchical appeal, which was instructed by the Directorate-General for Labour, which will give rise to a ministerial decision, notified to the parties, within the next few days. This instruction, which dealt with the legality of the decision of the labour inspectorate, the procedure followed and the complaints made against the employee, guarantees a thorough examination of the situation and, moreover, allowed to examine all aspects of the case. I come to the second employee you mentioned, Mr. Ahmed Berrahal. A case has been brought against him for misconduct. It has just begun with the holding of the internal disciplinary committee at RATP on Monday, 10 May, and it will be up to the head of the RATP centre concerned to take a decision. If it follows the procedure, you know, the SSC, and then the labour inspectorate, will in turn have to be seized. As the procedure is in progress, you do not expect me to comment on this situation. In any case, both the Labour Inspectorate and the Directorate-General for Labour will investigate all of these cases with the same rigour, in particular whether this is the first procedure or the second – I think you will agree.
ParlaMint-FR_2021-05-11-O1270.u47	Mrs Mathilde Panot has the floor.
ParlaMint-FR_2021-05-11-O1270.u48	I didn't hear you on the illegal files, which would have been quite interesting. We will indeed see how these procedures follow their course. I still have the impression that the Government is not saying anything about the violations of the law committed by RATP. The reality is that RATP trade unionists have been at the forefront of the fight against pension reform and that opening up to competition, which will penalise employees and users, is a big deadline. It's convenient to scare the whole challenge. This helps to prevent people from mobilizing for their rights. This is the goal of RATP with its fierce repression. I'm saying here, we won't let you do it.
ParlaMint-FR_2021-05-11-O1270.u49	Mrs Marietta Karamanli has the floor to put her question, No. 1454, on the consequences of the health crisis in the cultural sector.
ParlaMint-FR_2021-05-11-O1270.u50	My question is to the Minister of Culture. Access to culture is now in crisis; It is called into question by the health measures taken to combat the pandemic. The crisis has been going on for some time, and some say that the return to normal will not take place until the summer of 2022. While national structures and established cultural institutions such as museums, theatres and major facilities are logically supported today and may hope to have recovered at a time when public financial support will come back, the question arises of what is called the third sector, the non-profit sector and associations. Restrictions on artistic and cultural events and groups affect associations, institutions, artists and intermittents that give life to this right for many citizens. The State and local and regional authorities must play a key role in safeguarding an important economic sector for all. In Le Mans, the theatre of the Jacobins has been occupied for several weeks by the intermittents of the show. The recovery policy launched by the European Union and France must take culture and this third sector into account in accordance with the European Parliament's resolution on the cultural revival of Europe, highlighting, among other things, the preponderance of small structures with irregular incomes. The conditions of employment and social protection for intermittent entertainment should be a priority. Proposals have been made to this effect by the organisations representing the enterprises and bodies in the sector. In order to avoid a lasting deterioration of the cultural landscape and to help maintain its diversity, some neighbouring countries have decided to compensate, at least on a flat-rate basis, for the usual or expected loss of income – ticketing, etc. – cultural actors in the third sector. A special fund to help the non-market sector should be activated and could even be financed, at least in part, by the taxation of digital giants. Whether it is at national level or at European level, the crisis makes it all the more legitimate, given that the revenues of GAFA – Google, Amazon, Facebook, Apple – are generally little or no taxed, in particular from the sale of cultural products from which they derive a large profit. At the end of April, the Parliamentary Assembly of the Council of Europe adopted a resolution on digital taxation to extend social protection for precarious workers. What measures does the Government intend to take in favour of precarious workers in the third cultural sector in order to link urgent temporary aid to financing on a broader and more sustainable basis?
ParlaMint-FR_2021-05-11-O1270.u51	The next speaker is the Secretary of State for Pensions and Occupational Health.
ParlaMint-FR_2021-05-11-O1270.u52	I apologize for the absence of my colleague Roselyne Bachelot. I will be able to answer your question on the basis of the information she has given me. It is pointless to recall that the cultural sector has been one of the most affected by the health crisis. You have also pointed out that the Government has deployed significant financial support on which you will allow me to return for a few moments: more than 7 billion cross-cutting aid, 1.2 billion sectoral aid, 946 million euros for the white year for intermittents since March 2020. This demonstrates the Government's commitment to the role of cultural actors. The whole of the third sector, and more specifically your question, is the subject of specific support measures. Third sector and intermediate locations are also fully integrated into the recovery plan. The DRACs, the Regional Directorates for Cultural Affairs, have received €3 million in funding for third-party venues and have been invited to support the largest number of structures such as those you mentioned. In terms of intermittance, a real challenge, the white year has been essential, agreeably, in terms of social protection and preservation of artistic and technical capabilities. A consultation was launched with professional organizations following the presentation of André Gauron's report on the follow-up to this mechanism. You also mentioned the taxation of digital giants. Cultural taxation has been adapted for several years to better involve digital players in the financing of creation, notably through the film, audiovisual and multimedia support fund. Thus, the tax on the distribution of audiovisual content in physical and online video to finance this fund has been recast by the abolition of the differentiated taxation between historical linear broadcasters and new actors, in particular the video-on-demand platforms that have been growing for several years now. Finally, the draft decree implementing the order transposing the directive on the provision of audiovisual media services sets a high level of ambition for the financing of film and audiovisual production by the platforms, since they will have to devote 20% or 25% of their turnover in France and thus, as you wish, support French cultural creation. This is also the commitment of Roselyne Bachelot, Minister of Culture.
ParlaMint-FR_2021-05-11-O1270.u53	The floor is open to Mr. Régis Juanico, to put his question, No. 1455, concerning the strength of the national police in Saint-Étienne.
