ParlaMint-FR_2021-07-13-E1009.u1	The next item is the question to the Government.
ParlaMint-FR_2021-07-13-E1009.u36	My question, which I associate with Xavier Paluszkiewicz, concerns the fight against tax evasion and tax fraud: it is fighting all the time, all the time. On November 6, 2017, Minister of the Economy, you expressed your views on tax evasion by saying that this is an unacceptable attack not on the Treasury alone but on democracy and on tax consent. Like vaccination against covid, paying taxes, it's accepting our social contract, it's accepting to be a company. The illegal passengers of vaccination and tax undermine our ability to live together and defend a common project for France. The adoption, in spring 2019, of the French digital services tax to ensure that large companies in the digital sector pay taxes in France was a strong marker of our policy, pending the conclusion of international negotiations at the OECD (Organization for Economic Co-operation and Development). France wanted to show the way; We did not want to resign ourselves to inactivity and passivity. Our perseverance has paid off – that of France, yours, Minister, that of the President of the Republic and that of our fellow citizen Pascal Saint-Amans, responsible for tax policies at the OECD, whom I would like to pay tribute to here. This is where we are: a historic agreement was reached this weekend at the G20 Finances of Venice, where 132 states agreed on a new international tax architecture around two pillars, including the minimum taxation of multinationals of 15%.
ParlaMint-FR_2021-07-13-E1009.u37	Only!
ParlaMint-FR_2021-07-13-E1009.u38	At the same time, the European Union was preparing its digital tax project to finance the European Recovery Plan. However, following Janet Yellen's visit to Brussels yesterday, Europeans decided to freeze work on this European digital tax. [[Applause on the benches of the LaREM group and on several benches of the Agir ens group]] Mr Minister, can you explain to us here the undersides and the meaning of this European decision? Diplomacy is nothing simple, as Jérémie Gallon reminds us in his essay, Henry Kissinger, the European, who invites Europe to no longer think foreign policy in silos, separating diplomacy from economics and trade. This event only confirms his reasoning.
ParlaMint-FR_2021-07-13-E1009.u39	The next speaker is the Minister for Economic Affairs, Finance and Recovery.
ParlaMint-FR_2021-07-13-E1009.u40	Last Saturday, in Italy, the twenty richest states on the planet finally agreed to put in place a new tax architecture for the twenty-first century. It's the culmination of four years of combat...
ParlaMint-FR_2021-07-13-E1009.u41	No, eight years!
ParlaMint-FR_2021-07-13-E1009.u42	...of four years of diplomacy and fierce negotiations, often against winds and tides, against many of our partners. It's a victory,...
ParlaMint-FR_2021-07-13-E1009.u43	From Biden!
ParlaMint-FR_2021-07-13-E1009.u44	[[Applause on the benches of the LaREM, Dem and Agir ens groups]] ... a victory for France, for the French and for this majority and the President of the Republic, who have supported the project unwaveringly since the first day.
ParlaMint-FR_2021-07-13-E1009.u45	Thank the Americans!
ParlaMint-FR_2021-07-13-E1009.u46	It is a victory of justice against this injustice according to which the digital giants escaped tax,...
ParlaMint-FR_2021-07-13-E1009.u47	It's always the case!
ParlaMint-FR_2021-07-13-E1009.u48	...where French and European SMEs had to pay their fair share of taxes. With this agreement, all digital giants, without exception, will finally pay their taxes. It is a victory of efficiency against this tax evasion that allowed multinationals to make profits in France, Germany, Italy, Belgium or elsewhere and to relocate their profits to tax havens or to countries that practice tax optimisation, to pay less taxes than they had to.
ParlaMint-FR_2021-07-13-E1009.u49	Thank you, Biden!
ParlaMint-FR_2021-07-13-E1009.u50	Thanks to this agreement, we are putting an end to tax evasion and optimisation.
ParlaMint-FR_2021-07-13-E1009.u51	You're not putting an end to anything!
ParlaMint-FR_2021-07-13-E1009.u52	Multinationals will pay the tax they owe to the French Treasury. The rate remains, as you have indicated, to be determined. The President of the Republic and I have been very clear: 15% is a minimum but if we can get more, we will have more. But I want to tell you this forcefully and seriously: we have finally, with determination, invented the tax system we needed for the 21st century.
ParlaMint-FR_2021-07-13-E1009.u53	That's it!
ParlaMint-FR_2021-07-13-E1009.u54	[[Applause on the benches of the LaREM groups and Action ens]] This system owes a great deal to France, to you and to the President of the Republic.
ParlaMint-FR_2021-07-13-E1009.u55	Mr Patrick Hetzel has the floor.
ParlaMint-FR_2021-07-13-E1009.u56	The vaccination campaign launched by the Government over the past several months has resulted in delays, failures and delays. All of this has prevented the French population from being widely vaccinated and now obliges us to take decisions in the face of a situation largely created by government mistakes. [[Claims on several banks of the LaREM Group]] National education is by far the first public employer in France. At a time when the Government is wondering about the vaccination obligation, it is my duty to ask you, Mr. Minister of Education, about your personnel health policy. Indeed, the public sector should lead by example, and even more so, since you are directly responsible for a million public servants. However, the upsurges are very worrying. No data are available on the rate of vaccination of teachers and, more importantly, by digging up the question, it appears that you have done nothing to inform teachers and encourage them, on a voluntary basis, to be vaccinated, through targeted actions.
ParlaMint-FR_2021-07-13-E1009.u57	That's not true!
ParlaMint-FR_2021-07-13-E1009.u58	Why did you remain inert on such a strategic issue? Yet, long before the covid, we had strongly alerted you about the need to recruit doctors in national education and to carry out a genuine public health policy within your ministry. The bottom line is that you do not have any leadership tools in this area and that your department is totally unable to provide data that is essential to informed decision-making. [[Applause on the benches of the LR group. – Mr. Eric Coquerel also applauds]] What do you intend to do to remedy this situation and finally set an example, even before you say that it is up to the students to immunize themselves?
ParlaMint-FR_2021-07-13-E1009.u59	The next speaker is the Minister for National Education, Youth and Sport.
ParlaMint-FR_2021-07-13-E1009.u60	I'll answer you very calmly, because you're looking for a polemic where you don't have to look.
ParlaMint-FR_2021-07-13-E1009.u61	As always!
ParlaMint-FR_2021-07-13-E1009.u62	With regard to your general appreciation of the vaccination policy, I will allow the Minister of Health to repeat what he has already said widely. Secondly, as far as teachers are concerned, there is obviously, from the beginning, a policy of monitoring this subject on a daily basis,...
ParlaMint-FR_2021-07-13-E1009.u63	They didn't really see her!
ParlaMint-FR_2021-07-13-E1009.u64	Wet-fingered politics!
ParlaMint-FR_2021-07-13-E1009.u65	[[Applause on several benches of the LaREM and Dem groups]] ... policy which, moreover, started before the vaccines – for example, we distributed 130 million masks, plus tests and self-tests. If there had not already been this policy of "testing, alerting, protecting", we could not, as you know, be the only OECD country able to open its schools throughout the year. Moreover, according to the studies of Public Health France, teachers are a category less contaminated than the average population.
ParlaMint-FR_2021-07-13-E1009.u66	You tampered with the numbers!
ParlaMint-FR_2021-07-13-E1009.u67	So you're looking for a polemic where there's been a success.
ParlaMint-FR_2021-07-13-E1009.u68	The legendary modesty of Mr. Blanquer...
ParlaMint-FR_2021-07-13-E1009.u69	[[Mr Jean-Christophe Lagarde exclaimed]] We are following the issue of vaccinations. As you know, as soon as possible, and by remaining consistent with the vaccination policy of giving priority to the most vulnerable, we have opened priority corridors, especially for teachers over 55 years of age. Contrary to what you have just said, there have been campaigns, particularly in June, aimed at both students and teachers to encourage them to get vaccinated. There is also an incentive to immunize during the summer – that is the meaning of all the messages we spread. The work carried out by the Minister of the Public Service in the public sector as a whole, with the installation of barnums in various public places, for example, is obviously part of this strategy. At the beginning of the year, as the President of the Republic said yesterday, we will continue to be able to intervene in institutions. [[Applause on the benches of the LaREM group and on a few benches of the Dem, UDI-I and Active ens groups]] There is therefore, of course, a rational, logical and, above all, calm vaccination policy, free from all the polemics aimed at instrumentalizing a health crisis in political terms. It is regrettable that you do it. As for us, we seek efficiency and serenity.
ParlaMint-FR_2021-07-13-E1009.u70	Mr Patrick Hetzel has the floor.
ParlaMint-FR_2021-07-13-E1009.u71	[[Applause on several benches in the LR group]] In this case, why are you unable to tell us what the vaccination rate of teachers is? The question is as simple as that, but you don't answer it because you don't have any steering tools!
ParlaMint-FR_2021-07-13-E1009.u72	Bravo!
ParlaMint-FR_2021-07-13-E1009.u73	Mrs Mathilde Panot has the floor.
ParlaMint-FR_2021-07-13-E1009.u74	You had to dare! Dare to say on television, last night, at 8 p.m., without shouting, that in less than two weeks, we could not go anywhere without being vaccinated! The defense counsel is your playroom, where you juggle with the life of the French. You extend the state of health emergency until December, you speak to both French and children. This summer, Jacques said, no vaccine, no train. Jacques said no vaccine, no coffee. No vaccine, no shops. This summer, if you get vaccinated, but not your children, they'll be waiting for you in front of the restaurant. After the clothing police, Macron invents the sanitary police! This summer, your sanitary pass will be checked by unvaccinated police officers and you are asking coffee bosses to improvise emptyers – but, be assured, Macron promised us that the vaccine will not be mandatory. Welcome to Absurdia!
ParlaMint-FR_2021-07-13-E1009.u75	Demagogy!
ParlaMint-FR_2021-07-13-E1009.u76	[[Protests on the benches of the LaREM group]] Prime Minister, do not caricature us: we believe in science. The vaccine is one of the solutions to fight the epidemic, but the World Health Organization (WHO) itself tells us that we must convince rather than compel. Now with you, for the vaccine as for the rest, it's a truncheon! You let caregivers work in garbage bags, you gassed them when they were asking for more money, and now you stigmatize them to get vaccinated. And the pompon: the poor are most exposed to covid, those who die the most, those who have the least access to vaccination. So, logically, you're disbursing the PCR test. [[Exclaims on the banks of the LaREM Group]] Prime Minister, not everyone belongs to the Republic on the move. The virus doesn't check people's wallets before it contaminates them!
ParlaMint-FR_2021-07-13-E1009.u77	It's shameful!
ParlaMint-FR_2021-07-13-E1009.u78	The poorest will have, as a bonus, a social death, with the reform of unemployment insurance and the reform of pensions. On the other hand, jackpot for Big Pharma, for whom the party continues! [[Applause on the benches of the FI group]] We warned you: with 800 million euros of savings for the public hospital, the closures of beds, the lack of healthcare staff, where are the means for the caregivers? Where are the air purifiers? How does breaking our freedoms help to fight the epidemic?
ParlaMint-FR_2021-07-13-E1009.u79	The Minister for Solidarity and Health has the floor.
ParlaMint-FR_2021-07-13-E1009.u80	[[Protests on the benches of the FI group]] Madam Member, there is a saying that the opposition can ignite enthusiasm, but it never converts. By comparing the 18% score obtained by the president of your group in the presidential election and the 6% voting intentions attributed to him today by the polls,...
ParlaMint-FR_2021-07-13-E1009.u81	What is this answer?
ParlaMint-FR_2021-07-13-E1009.u82	... and considering your political line,...
ParlaMint-FR_2021-07-13-E1009.u83	Polemic!
ParlaMint-FR_2021-07-13-E1009.u84	[[Applause on several benches of the LaREM and Dem groups]] [[Long exclamations on the benches of the FI group]] ... that of the systematic opposition and the absence of the courage necessary to accompany the Government and the French in the decision-making to protect the population, I think it is never too late to change your mind – but still you should have an opinion!
ParlaMint-FR_2021-07-13-E1009.u85	Politician's response!
ParlaMint-FR_2021-07-13-E1009.u86	Remember your score at the regionals in the North! And in Île-de-France!
ParlaMint-FR_2021-07-13-E1009.u87	Ladies and gentlemen, please! Mr. Corbière, please adjust your mask!
ParlaMint-FR_2021-07-13-E1009.u88	In this case, the Prime Minister has asked you several times to join all the political groups around the table to discuss your proposals and to help us get out of the health crisis, but you have practiced the policy of the empty chair.
ParlaMint-FR_2021-07-13-E1009.u89	Veran, arrogant!
ParlaMint-FR_2021-07-13-E1009.u90	[[Exclaims on FI banks]] You have been consulted in writing, and you expect to know what we are going to say in order to be able to challenge us better. For four years now, you have invented a new concept in this House: that of automatic voting. We propose confinement to save the French: it's no. The state of emergency: it's no. We're getting out of the state of emergency: it's no.
ParlaMint-FR_2021-07-13-E1009.u91	Exactly the opposite of you!
ParlaMint-FR_2021-07-13-E1009.u92	You're talking about ways for the hospital, but when you had the opportunity to vote 9 billion euros more salary per year for caregivers, that was no.
ParlaMint-FR_2021-07-13-E1009.u93	We never said masks are useless!
ParlaMint-FR_2021-07-13-E1009.u94	[[Applause on the benches of the groups LaREM, Dem, IDU-I and Activité ens]] You have had the opportunity to vote 19 billion euros in investments for hospitals with Ségur: still no. You have been offered to extend Segur's measures to medico-social: re-no! Madam Member, everyone is free, but, at the time of the review of your parliamentary mandates, I will look carefully, if only in the field of social affairs, at all the negative votes and I will communicate them to the French.
ParlaMint-FR_2021-07-13-E1009.u95	Stop with your sufficiency!
ParlaMint-FR_2021-07-13-E1009.u96	Honestly, we don't have to blush!
ParlaMint-FR_2021-07-13-E1009.u97	Veran, minister of arrogance and ill health!
ParlaMint-FR_2021-07-13-E1009.u98	One can object intelligently and constructively. The time is serious for the population, and the French expect us to live up to it.
ParlaMint-FR_2021-07-13-E1009.u99	Really? Do we remind the regionals of Dupond-Moretti's score?
ParlaMint-FR_2021-07-13-E1009.u100	[[Applause on the benches of the groups LaREM, Dem, IDU-I and Action ens. – Long exclamations on the benches of the FI group]] A little national unity never harms in such a context!
ParlaMint-FR_2021-07-13-E1009.u101	[[Same movements]] Colleagues, please feel calm. I remind you that here, the questions are free, and the answers are free.
ParlaMint-FR_2021-07-13-E1009.u102	We are deputies as much as you, Mr Ferrand!
ParlaMint-FR_2021-07-13-E1009.u103	Mr Olivier Becht has the floor.
ParlaMint-FR_2021-07-13-E1009.u104	[[Applause on the banks of the Action ens and LaREM groups]] Mr Prime Minister, on behalf of the Group of the European People's Party, I would like to welcome the speech of firmness and clarity which the President of the Republic delivered last night before the French and French.
ParlaMint-FR_2021-07-13-E1009.u105	There are some who want to enter the government...
ParlaMint-FR_2021-07-13-E1009.u106	As our country is unfortunately preparing to face a fourth wave of covid-19, courageous measures must be taken if we are to avoid new, generalized confinements and curfews. [[Applause on a few benches of the LaREM group]] There is still a need to speed up vaccination, especially of those whose primary purpose is to protect us. It is necessary to extend the sanitary pass, not to enquire about the French and French, but to protect them.
ParlaMint-FR_2021-07-13-E1009.u107	Girouette!
ParlaMint-FR_2021-07-13-E1009.u108	The health pass is not just the vaccine: it is also the tests, because it is even more necessary to isolate people who can be contagious, especially those who return from countries where the virus is very circulating. It will take legislation to transcribe these measures. We are waiting today for clarifications on the timetable and, above all, on how the French and French will be able to organise their holidays. [[Applause on the benches of the Action ens, LaREM and IDU-I groups]] As far as the political side is concerned, I would also like to welcome the President of the Republic's willingness to continue the reform of pensions, but to give himself time for a new consultation so that it can be voted on after the health crisis. I would also like to welcome the intergenerational pact, which provides for guaranteed income for young people on the one hand and a reform of autonomy on the other. Can you give us more details on the timetable for the implementation of these measures expected by the French and French? The majority is behind you!
ParlaMint-FR_2021-07-13-E1009.u109	What an insolent question!
ParlaMint-FR_2021-07-13-E1009.u110	The Prime Minister has the floor.
ParlaMint-FR_2021-07-13-E1009.u111	Mr Becht, I would like to thank you very much for your appreciation, which seems to me to set out the issues before us, as well as the seriousness of the situation we are experiencing and the means we are collectively giving ourselves to deal with them. [[Applause on the benches of the LaREM, Activité ens and IDU-I groups]] Our first imperative is simple: to vaccinate, to vaccinate and to vaccinate again! Of course, ladies and gentlemen, encouraging vaccination remains the core of our policy.
ParlaMint-FR_2021-07-13-E1009.u112	Incitement? No, the constraint.
ParlaMint-FR_2021-07-13-E1009.u113	[[Applause on the benches of the groups LaREM, Dem, Agir ens and IDU-I]] And it is bearing fruit since yesterday's evening alone, following the intervention of the President of the Republic, 926000 of our fellow citizens made a voluntary appointment on Doctolib to get vaccinated, five times more than last Monday and twice as many as in the last record – which, in memory, was back on May 11, 2021. We should all rejoice.
ParlaMint-FR_2021-07-13-E1009.u114	Of course!
ParlaMint-FR_2021-07-13-E1009.u115	That sounds weird!
ParlaMint-FR_2021-07-13-E1009.u116	We must act quickly, as you said, Mr Becht, especially with regard to the health pass, which, I say clearly, is a strong incentive to get vaccinated – we are consistent. We will act by decree when the legislative authority that you have given us allows us: from 23 July, for all sectors already covered by the health pass, we will lower the threshold of attendance from 1000 to 50 and, until then, we will obviously discuss with the professional sectors concerned, to extend the perimeter of the vaccination pass.
ParlaMint-FR_2021-07-13-E1009.u117	You're improvising!
ParlaMint-FR_2021-07-13-E1009.u118	Of course, here too, we will discuss with the professionals to give all the details to the French and French from this week. To do so, we need a law, and it is pleased that the legislator, representing national sovereignty, is addressing these issues.
ParlaMint-FR_2021-07-13-E1009.u119	To obey?
ParlaMint-FR_2021-07-13-E1009.u120	You will therefore have the opportunity, with full transparency and responsibility, to say what you want, what you think about vaccination, compulsory vaccination, the health pass and all the subjects that contribute to the effectiveness and acceptability of a vaccination policy in a country like ours.
ParlaMint-FR_2021-07-13-E1009.u121	That's not what the President of the Republic said last night!
ParlaMint-FR_2021-07-13-E1009.u122	We wonder what his statement can be used for...
ParlaMint-FR_2021-07-13-E1009.u123	[[Applause on the benches of the LaREM group, Acting in and IDU-I]] The President of the Republic has assumed his responsibilities by convening Parliament in an extraordinary session, and we hope that, in the last days of July, if the Assembly and the Senate so decide, this new law will be passed so that we can bring it into force and give all the necessary clarifications to our fellow citizens.
ParlaMint-FR_2021-07-13-E1009.u124	It's good to anticipate!
ParlaMint-FR_2021-07-13-E1009.u125	Mr Guillaume Garot has the floor.
ParlaMint-FR_2021-07-13-E1009.u126	Prime Minister, the President of the Republic announced last night new measures on vaccination and the health pass. Getting vaccinated against covid is, of course, an individual responsibility to protect oneself and others. It is also our collective responsibility to do everything we can to regain our freedoms and save lives. These measures are therefore necessary,...
ParlaMint-FR_2021-07-13-E1009.u127	Bravo!
ParlaMint-FR_2021-07-13-E1009.u128	... and they will have to be implemented with respect and, above all, with sufficient human and logistical means, while caregivers are exhausted and replacements in hospitals and medical offices are increasingly complicated.
ParlaMint-FR_2021-07-13-E1009.u129	That's right.
ParlaMint-FR_2021-07-13-E1009.u130	But – because there is a "but" – President Macron has also announced that he wants to step into force for the reform of unemployment insurance and pension reform, despite the unanimous and repeated oppositions and warnings of workers' unions. To want to combine health issues with the electoral campaign, he has therefore taken the risk of weakening a national cohesion which is indispensable if we are to succeed in the vaccination of as many of our fellow citizens as possible. Prime Minister, after the year and a half that we have just lived, our country needs calming, no additional tension and tension: this is the way you have chosen. [[Hubert Wulfranc applauds]] [[Applause on the SOC and GDR benches]] The presidential campaign that is opening does not allow us to mix everything: the priority of summer is health, and it alone must mobilize our energies. Beyond last night's announcements, what means do you plan to deploy to facilitate mass vaccination this summer?
ParlaMint-FR_2021-07-13-E1009.u131	The Minister for Solidarity and Health has the floor.
ParlaMint-FR_2021-07-13-E1009.u132	Thank you, honourable Member: I have sufficiently criticized the lack of national cohesion and unity when the situation was serious so as not to highlight consensus when it seems to emerge – subject, of course, to the legitimate parliamentary debate that will take place, and to which you will take your full part. The Socialist and related group expressed its support, under conditions, for the compulsory vaccination of caregivers and the extension of the health pass in order to avoid a new confinement, and sent its proposals to the Prime Minister. This consensus is a strong sign for the French of a particular moment in the history of the pandemic. You legitimately worry about the ability of our healthcare teams to hold on to life and to vaccinate the French massively this summer. Be aware that in Mayenne, a territory ahead of the national average, more than 70% of adults have received at least one injection, and I can confirm that the eight vaccination centres, which make 18,000 daily injections, will remain open. I have also signed a decree that further expands the list of persons authorized to vaccinate. Thus, not only will vaccination centres remain open, but we will deploy even more ingenuity to get the furthest from vaccination, through what is called "go-to" approaches. Finally, the President of the Republic spoke not only yesterday evening about the health crisis – and it is quite normal: he spoke about France of tomorrow, France of 2030, the reasons why we must invest in innovation and research, but also continue to make France an attractive country, which, for the second consecutive year, is the most attractive in Europe for the establishment of companies. It also requires strengthening our social model: the "whatever it costs" has been, and is still, an unprecedented social measure in our country. It allows the French to see their shops and restaurants reopen after months of confinement; partial unemployment has allowed them not to lose their jobs or purchasing power. [[Applause on a few benches of the LaREM group]] It is therefore normal to strengthen our model, to continue the reforms not against but with the parliamentary debate: this is the case with pension reform, if the improvement of the health situation allows it. As for the reform of unemployment insurance, both its essence and its functioning are totally democratic. The President of the Republic has wanted it to apply from 1 October, because INSEE and all the relevant employment institutes tell us that the conditions are in place to do so.
ParlaMint-FR_2021-07-13-E1009.u133	Mr Jean-Louis Thiériot has the floor.
ParlaMint-FR_2021-07-13-E1009.u134	I would like to associate my colleague Jean-François Parigi, who has just been elected Chairman of the Seine-et-Marne departmental council. Because the horror happened in my department, I want to ask you, Prime Minister, about the murder of the young Théo in Claye-Souilly. I hope that Theo's name will resonate in this House, for his memory, for his parents. He had life in front of him, he had just passed his baccalaureate, he was the beautiful youth of France who chose to work. He was inhabited by the promises of dawn when he crossed the road of a barbaric who, for a handful of euros, stabbed him unswervingly. The press reports that the perpetrator is reported to be a foreigner in a regular situation until 20 July, a Senegalese who is unfavorably known to the police, apparently mentioned in the file of judicial history (TAJ). What do we know about him? Did he have a criminal record? Where was the examination of his residence permit renewal file? [[Applause on the benches of the LR group. – MM. Meyer Habib and Philippe Vigier also applaud]] More broadly, what do you intend to do to put an end to the ensavement of the world? No one here can claim that, in business, there would be no more Theo case. But a criminal policy must walk on its two legs: one police officer, the other judicial. In order to put an end to this scourge, when a policy of zero tolerance and imprisonment from the first violent act if the justice decides so? When was a major real estate policy to build the 15,000 promised prison places, of which only 2000 were created? [[Applause on the benches of the LR and IDU-I groups]] Prime Minister, enough white steps! In order for every week not to scratch the glamour of the regalian who is delusional, we need actions: if Theo died for nothing, let him not be further victim of our indifference and inaction.
ParlaMint-FR_2021-07-13-E1009.u135	The next speaker is Mr Custody of the Seals, Minister of Justice.
