Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-SI-en_2018-05-07-SDZ7-Izredna-63	ParlaMint-SI_2018-05-07-SDZ7-Izredna-63.ana.u1	Minutes of the National Assembly of the Republic of Slovenia, Term 7, Extraordinary Session 63, (07. 05. 2018)	2018-05-07	Lower house	7. mandat	-	Izredna	-	-	Reference	English	Chairperson	MP	notMinister	SMC	Modern Centre Party	Coalition	Centre to centre-left	BrglezMilan	Brglez, Milan	M	1967	
ParlaMint-SI-en_2018-05-07-SDZ7-Izredna-63	ParlaMint-SI_2018-05-07-SDZ7-Izredna-63.ana.u12	Minutes of the National Assembly of the Republic of Slovenia, Term 7, Extraordinary Session 63, (07. 05. 2018)	2018-05-07	Lower house	7. mandat	-	Izredna	-	-	Reference	English	Chairperson	MP	notMinister	DeSUS	Democratic Party of Pensioners of Slovenia	Coalition	Centre to centre-left	HainzPrimož	Hainz, Primož	M	1947	
ParlaMint-SI-en_2018-05-07-SDZ7-Izredna-63	ParlaMint-SI_2018-05-07-SDZ7-Izredna-63.ana.u13	Minutes of the National Assembly of the Republic of Slovenia, Term 7, Extraordinary Session 63, (07. 05. 2018)	2018-05-07	Lower house	7. mandat	-	Izredna	-	-	Reference	English	Regular	MP	notMinister	DeSUS	Democratic Party of Pensioners of Slovenia	Coalition	Centre to centre-left	PriklUroš	Prikl, Uroš	M	1972	
ParlaMint-SI-en_2018-05-07-SDZ7-Izredna-63	ParlaMint-SI_2018-05-07-SDZ7-Izredna-63.ana.u14	Minutes of the National Assembly of the Republic of Slovenia, Term 7, Extraordinary Session 63, (07. 05. 2018)	2018-05-07	Lower house	7. mandat	-	Izredna	-	-	Reference	English	Chairperson	MP	notMinister	DeSUS	Democratic Party of Pensioners of Slovenia	Coalition	Centre to centre-left	HainzPrimož	Hainz, Primož	M	1947	
ParlaMint-SI-en_2018-05-07-SDZ7-Izredna-63	ParlaMint-SI_2018-05-07-SDZ7-Izredna-63.ana.u15	Minutes of the National Assembly of the Republic of Slovenia, Term 7, Extraordinary Session 63, (07. 05. 2018)	2018-05-07	Lower house	7. mandat	-	Izredna	-	-	Reference	English	Regular	MP	notMinister	SMC	Modern Centre Party	Coalition	Centre to centre-left	DolinšekMarjan	Dolinšek, Marjan	M	1962	
ParlaMint-SI-en_2018-05-07-SDZ7-Izredna-63	ParlaMint-SI_2018-05-07-SDZ7-Izredna-63.ana.u16	Minutes of the National Assembly of the Republic of Slovenia, Term 7, Extraordinary Session 63, (07. 05. 2018)	2018-05-07	Lower house	7. mandat	-	Izredna	-	-	Reference	English	Chairperson	MP	notMinister	DeSUS	Democratic Party of Pensioners of Slovenia	Coalition	Centre to centre-left	HainzPrimož	Hainz, Primož	M	1947	
ParlaMint-SI-en_2018-05-07-SDZ7-Izredna-63	ParlaMint-SI_2018-05-07-SDZ7-Izredna-63.ana.u17	Minutes of the National Assembly of the Republic of Slovenia, Term 7, Extraordinary Session 63, (07. 05. 2018)	2018-05-07	Lower house	7. mandat	-	Izredna	-	-	Reference	English	Regular	MP	notMinister	SDS	Slovenian Democratic Party	Opposition	Right	BreznikFranc	Breznik, Franc	M	1970	
ParlaMint-SI-en_2018-05-07-SDZ7-Izredna-63	ParlaMint-SI_2018-05-07-SDZ7-Izredna-63.ana.u18	Minutes of the National Assembly of the Republic of Slovenia, Term 7, Extraordinary Session 63, (07. 05. 2018)	2018-05-07	Lower house	7. mandat	-	Izredna	-	-	Reference	English	Chairperson	MP	notMinister	DeSUS	Democratic Party of Pensioners of Slovenia	Coalition	Centre to centre-left	HainzPrimož	Hainz, Primož	M	1947	
ParlaMint-SI-en_2018-05-07-SDZ7-Izredna-63	ParlaMint-SI_2018-05-07-SDZ7-Izredna-63.ana.u19	Minutes of the National Assembly of the Republic of Slovenia, Term 7, Extraordinary Session 63, (07. 05. 2018)	2018-05-07	Lower house	7. mandat	-	Izredna	-	-	Reference	English	Regular	MP	notMinister	SDS	Slovenian Democratic Party	Opposition	Right	GorenakVinko	Gorenak, Vinko	M	1955	
ParlaMint-SI-en_2018-05-07-SDZ7-Izredna-63	ParlaMint-SI_2018-05-07-SDZ7-Izredna-63.ana.u20	Minutes of the National Assembly of the Republic of Slovenia, Term 7, Extraordinary Session 63, (07. 05. 2018)	2018-05-07	Lower house	7. mandat	-	Izredna	-	-	Reference	English	Chairperson	MP	notMinister	DeSUS	Democratic Party of Pensioners of Slovenia	Coalition	Centre to centre-left	HainzPrimož	Hainz, Primož	M	1947	
ParlaMint-SI-en_2018-05-07-SDZ7-Izredna-63	ParlaMint-SI_2018-05-07-SDZ7-Izredna-63.ana.u21	Minutes of the National Assembly of the Republic of Slovenia, Term 7, Extraordinary Session 63, (07. 05. 2018)	2018-05-07	Lower house	7. mandat	-	Izredna	-	-	Reference	English	Regular	MP	notMinister	SDS	Slovenian Democratic Party	Opposition	Right	GrimsBranko	Grims, Branko	M	1962	
ParlaMint-SI-en_2018-05-07-SDZ7-Izredna-63	ParlaMint-SI_2018-05-07-SDZ7-Izredna-63.ana.u22	Minutes of the National Assembly of the Republic of Slovenia, Term 7, Extraordinary Session 63, (07. 05. 2018)	2018-05-07	Lower house	7. mandat	-	Izredna	-	-	Reference	English	Chairperson	MP	notMinister	DeSUS	Democratic Party of Pensioners of Slovenia	Coalition	Centre to centre-left	HainzPrimož	Hainz, Primož	M	1947	
ParlaMint-SI-en_2018-05-07-SDZ7-Izredna-63	ParlaMint-SI_2018-05-07-SDZ7-Izredna-63.ana.u23	Minutes of the National Assembly of the Republic of Slovenia, Term 7, Extraordinary Session 63, (07. 05. 2018)	2018-05-07	Lower house	7. mandat	-	Izredna	-	-	Reference	English	Chairperson	MP	notMinister	SMC	Modern Centre Party	Coalition	Centre to centre-left	BrglezMilan	Brglez, Milan	M	1967	
