ParlaMint-FR_2019-10-08-O1015.u1	The next item is the continuation of the discussion of the bioethics bill (No. 2187, 2243).
ParlaMint-FR_2019-10-08-O1015.u17	Disfavorable, for the reasons set out earlier on Mrs Obono's amendment. However, I will comment on the three-month deadline. I understand very well the concern of the authors of this amendment: it is a matter of avoiding the need for medical teams to assign a sex to the child as a matter of urgency, pressed by the civil declaration. Very often, however, the three-month delay does not correspond to the medical reality. In some cases, the assignment of sex can only be made beyond this time limit, so that it seems a little arbitrary and quite distant from the medical reality of the situations in question. Practitioners may be held hostage by the need to declare the sex of the child to civil status, but it is not because the three-month period will be extended that the desire to assign a sex will not quickly lead to the realization of therapeutic acts. So the approach you are proposing is probably not the right one, Mr Gérard; I would also suggest that you withdraw your amendment in favour of point 2334, which you will defend earlier.
ParlaMint-FR_2019-10-08-O1015.u18	What is the Government's opinion?
ParlaMint-FR_2019-10-08-O1015.u19	This amendment poses a challenge to me, honourable Member, because it is not strictly a sensu part of the bioethics bill. It points to the suffering of children, which we all recognize; But if we have to legislate on medical care, our reflection on the conditions for registration is not sufficiently advanced. As the rapporteur has said, any delay seems to me to be incompatible with the reality of the medical needs of these children: the timescale in this matter is well over three months, and it may even be several years. Consideration is probably needed on this issue, but not in the context of this bill. I therefore propose that we accept the amendment that you will submit at a later stage. As for this one, I ask you to withdraw it. Otherwise, the opinion would be unfavourable.
ParlaMint-FR_2019-10-08-O1015.u20	Mr Raphaël Gérard has the floor.
ParlaMint-FR_2019-10-08-O1015.u21	I thank you for these explanations: those of the Minister convince me more than those of the rapporteur. It is true that the amendment raises a matter of civil status rather than bioethics. If we have proposed a three-month deadline, it seems to be in line with the 2011 circular and what is observed in practice. Many doctors testify that, after a few days and different tests, it is possible to decide in most cases. The aim of the amendment was to follow the recommendations of the Council of State and to include them in the law. The bioethics bill is probably not the ideal support, I give it to you. I therefore withdraw the amendment.
ParlaMint-FR_2019-10-08-O1015.u22	I have before me eight amendments, Nos 1813, 2134, 2427, 2498, 1046, 1792, 2164 corrected and 2168, which can be discussed jointly. Amendments Nos 2134, 2427 and 2498 are identical. On these identical amendments, I have received a request for a public vote from the La France group. The vote is announced in the National Assembly. I call Mr Hervé Saulignac to support Amendment No. 1813.
ParlaMint-FR_2019-10-08-O1015.u23	I am reluctant to present this amendment, given what has just been said on Amendment No 2134...
ParlaMint-FR_2019-10-08-O1015.u24	No, no, no, no, no, no, no, no, no, no, no, no,
ParlaMint-FR_2019-10-08-O1015.u25	Too bad, because I was ready to withdraw No. 1813 for the benefit of No. 2134... I will therefore introduce my amendment, in which we recognise the need for medical procedures, especially when life is at stake. However, we note, like our colleagues, that certain surgical acts continue to be carried out with the aim of defining the sexual characteristics and conforming the appearance to the declared sex, when they are traumatic and irreversible. It is time to put an end to these practices, and there is an urgent need to act. We are told studies and reports, I hear well, but I am always puzzled when we are invited to patience because they will come to enlighten us: the subject is not new, the literature is provided and, if the legislator had to act, he would have it for a long time. This argument therefore does not convince me. In fact, because the subject is about civil status, it gives rise to immense caution. However, it will have to be decided to suspend the mention of sex to civil status until a child is able to freely say what his or her choice is. Sooner or later, we will have to resolve it.
ParlaMint-FR_2019-10-08-O1015.u26	He's right!
ParlaMint-FR_2019-10-08-O1015.u27	I hear those who point to the difficulty that there may be in flourishing at an early age without knowing precisely, in civil status, what its sex is; But a being who comes into the world feels like a little girl or a little boy, and I don't have a lot of anxiety about him. The most important thing is not to decide for him and to give him the time he needs to make his own choice, so that no mistakes are made and surgeons do not decide on his behalf. That is what this amendment is about, and I can guess what happens to it. I will therefore pay close attention to the one which will be reserved for Amendment No 2334.
ParlaMint-FR_2019-10-08-O1015.u28	Mr Raphaël Gérard has the floor to support Amendment No. 2134.
ParlaMint-FR_2019-10-08-O1015.u29	It is the result of a joint reflection within the National Assembly's study groups on children's rights and youth protection, and on discrimination and LGBTQI-phobias around the world, which explains the identical amendments tabled by the various groups that participated in these study groups. We tabled these amendments before Amendment No 2334, the wording of which is probably a little finer. However, they make it possible to ask the question of the system in its current operation. It provides that children are referred to reference centres and that multidisciplinary commissions meet and exchange on the most complicated cases. In reality, we find that wild operations are still carried out on children who are not addressed to the reference centres. Similarly, the consent of the child is not sought, even where possible. On the other hand, early operations do not always obey the principle of vital urgency: I am thinking in particular of cases of congenital hyperplasia of the adrenals, in which surgical treatments such as reduction of clitoris or vaginoplasties – mentioned earlier by our colleague Mrs Obono – can be performed, whereas only the loss of salt requires therapeutic treatment. The aim of this amendment is therefore to draw attention to current dysfunctions and to denounce decisions taken in place of children: they will have very serious consequences on their physical and psychological development and on their adult lives. The precocity of interventions is problematic, as is the small number of cases of the child's consent. We have already had this debate in committee, but it is useful to open it again in committee, because these concerns are shared on all sides, which is very good news.
ParlaMint-FR_2019-10-08-O1015.u30	Mr Alexis Corbière has the floor to support Amendment No. 2427.
ParlaMint-FR_2019-10-08-O1015.u31	Our colleague Gérard has made some comments which we agree with. Our amendment seeks to insert, after the seventh paragraph of Article L. 1111-4 of the Code of Public Health, a paragraph reading as follows: "Without immediate vital necessity, no medical act of irreversible sexual conformation aimed at changing sexual characteristics may be carried out on a minor until the person concerned is able to express her consent by herself after having received information adapted to his age. » A result of a joint work carried out by members of the group of studies on discrimination and LGBTQI-phobias in the world, as well as by the group of studies on the rights of the child and the protection of young people, this amendment also aims to ensure that any medical act of irreversible sexual conformation, except in cases of vital emergency, is postponed to be subject to the consent of the person himself – that is the least of the things –, personally expressed after the person has received appropriate information. The Council of State also recalls this in its report on the revision of the bioethics law submitted to the Prime Minister in 2018: some health professionals carry out medical acts aimed at conforming the primary or secondary sexual characteristics of persons with variations in sexual development, and this outside the legal framework of article 16-3 of the Civil Code. It is in the name of a necessary precautionary principle that we must refrain from intervening on the body of the person concerned without vital emergency, I insist, and without his free and informed consent. The French State was called to order in this regard by three committees of the United Nations: the Committee on the Rights of the Child in January 2016, the Committee against Torture in May 2016, the Committee on the Elimination of Discrimination against Women in July 2016. I understand the context in which parents can find themselves at the time of birth and the psychological pressure to which they are likely to be subjected, but we cannot, as legislator, accept the consequences when they are of this order. [[Applause on the benches of the FI group]] This is the meaning of the proposed amendment to article L. 1111-4 of the Public Health Code.
ParlaMint-FR_2019-10-08-O1015.u32	Mrs Maud Petit has the floor to support Amendment No. 2498.
ParlaMint-FR_2019-10-08-O1015.u33	As the colleagues who spoke before me have explained perfectly, this amendment is the result of an exchange of views and a joint trans-party work within the framework of the study group on discrimination and LGBTQI-phobias and the study group on children's rights and the protection of young people. There is now a real social injunction for a child to have a defined sex as soon as possible: it is necessary to conform to the point of view of society. Fortunately, however, emerging voices are gradually redefining the concept of gender and the principle of its determination. It seems to us that it is the duty of the legislator to deal with the matter. The most important thing is to move forward, even if only gradually. The amendment therefore aims to postpone any medical act of sexual conformation, except in cases of immediate vital emergency, so that the minor concerned can express his or her informed consent – it may take a little time, but it is necessary – having received adequate information on the consequences of these operations. The stake here lies in the right to have a choice. Certain medical acts carried out in France on infants are irreversible. If we do not doubt the intention to act in the interests of the child, and probably also in the interests of the parents, why do we do so immediately when it is possible to leave to the child, a being in full construction, the right to understand who he is and who he wants to become? Already in 2017, the Defender of Rights mentioned the need to change the care of intersex persons with respect for human rights, namely the integrity of the body and the free disposition of oneself. The right to decide for one's own body is a fundamental right which is unfortunately not respected in early, non-emergency interventions on which the consent of the child is not sought. According to article 12 of the International Convention on the Rights of the Child, which France ratified 30 years ago next year, "States parties shall guarantee to a child who is capable of discernment the right to express his or her views freely on any matter affecting him or her, with due regard to the child's age and maturity". [[Applause on several benches of the MODEM and LaREM groups. – Mrs Danielle Obono also applauds]] It is true that the context of birth is difficult for parents, subject, I repeat, to an injunction from society. However, we propose that this type of irreversible intervention be subject to the minor's personal consent. Deciding to perform such an operation engages the future life of the child, the life of the adult that he or she will become. Is it therefore not legitimate for him to decide for himself, while obviously being accompanied and informed in his decision?
ParlaMint-FR_2019-10-08-O1015.u34	I call Mr Maxime Minot to support Amendment No. 1046.
ParlaMint-FR_2019-10-08-O1015.u35	Its objective is to put an end to actual genital mutilation, both physically and psychologically, of children born without a truly determined sex.
ParlaMint-FR_2019-10-08-O1015.u36	I call Mr Matthieu Orphelin to support Amendment No. 1792.
ParlaMint-FR_2019-10-08-O1015.u37	It goes in the same direction as those who have just been defended; So I will not prolong the debate.
ParlaMint-FR_2019-10-08-O1015.u38	Mr Jean-Louis Touraine has the floor to support Amendment No. 2164 as corrected.
ParlaMint-FR_2019-10-08-O1015.u39	What we have heard repeatedly during the numerous hearings of the persons concerned which we have conducted has shown us that the legislation currently in force is insufficiently precise and protective. This is also the opinion of the Council of State. The situation should therefore be improved. Thank you, Minister, for announcing that the children concerned can be systematically referred to specialized centres: this is a positive point. But this is not enough because it does not guarantee the implementation of protective practices for these children. I believe that two additional measures are necessary. The first is to wait until the child can express an approval; This seems to me to be the right of the patient, who, even as a child, must be able to give his or her opinion. The second, which will be the subject of a sub-amendment, is the establishment by a decree in the Council of State of the list of professionals competent to participate in the consultation meetings on this subject – health professionals, but also other people, because this matter cannot be put into the hands of the few doctors specialized in the field. It is important that persons with variations in sexual development should not be subject, of course, to a surgical act which directs their sexuality through an intervention on their genitals until they are able to consent to it, especially since about one third of those who have undergone similar intervention before being able to express their point of view consider at the time of puberty that they have not been oriented towards the sex that corresponds to them.
ParlaMint-FR_2019-10-08-O1015.u40	Mrs Sylvia Pinel has the floor to support Amendment No. 2168.
ParlaMint-FR_2019-10-08-O1015.u41	We have all been affected, during the hearings of the Special Committee, by the situation of children with variations in genital development, and we all agree that this text provides us with an opportunity to improve their care. Our goal must be to put an end to the treatment and operation of the genitals performed on newborns or on young children outside of any medical necessity. You wish, Madam Minister, to better direct these children to the reference centres; we want to trust you on this point; That is the meaning of my next amendment, point 1521. However, we believe that it is necessary, beyond accompaniment and guidance, to make the voice of the person concerned heard, in this case the child: what is his or her opinion, what is his or her choice, an expression of his or her freedom? That is why we propose that the minor be involved in the medical decisions that concern him or her if he or she is able to express his or her will and participate in the decision, after having received information adapted to his or her age. We understand that these operations are carried out to improve the well-being of the child, but we cannot remain deaf to the demands of those who have become adults. Their consent must therefore be obtained to the extent possible.
ParlaMint-FR_2019-10-08-O1015.u42	What is the committee's opinion on these amendments?
ParlaMint-FR_2019-10-08-O1015.u43	Without going back to some of the arguments put forward by their advocates, I will focus on one point that you have been many to address: the fact of taking age into account in obtaining consent – and, consequently, the possibility that for some time the children concerned will be considered to be of indeterminate sex, which is not necessarily a good thing for them. There are cases where, without urgency, the informed consent of the child who has received information appropriate to his or her age cannot be expected. I will give one example, already mentioned in a special committee. In some pathological variations of sexual differentiation, there is an intra-abdominal testicle and an also intra-abdominal ovary; These are cases where it is difficult, objectively and clinically, to say from the outset whether the child is a boy or a girl, even if there are imaging means available to detect gonads of different sex. The risk of cancerization is therefore very high, not immediately but a few years after birth. It is important to consider this type of clinical or pathological situation. In this case, it is very complex to ask a five-year-old child whether he or she agrees with the removal of either the testicle or the ovary; It would therefore be difficult to obtain the informed consent you propose to include the collection in the law. Of course, the question can be asked of parents, guardians, the judge, but it will always be a third person who will decide for the child. These very special cases are a problem. I heard your argument, Mrs. Pinel; It is fully admissible. We will try to ensure by law that professionals can obtain the consent of the child because he or she has been accompanied and informed to the extent that his or her age permits; pedopsychiatrists or pedopsychologists can contribute to this. However, and this is essential, it is not necessary to formally enshrine in the law that one will wait to intervene if the child has been able to give his or her consent. I repeat, I am not referring here to medical emergencies, but to cases where, unfortunately, intervention is required during childhood. Unfavorable opinion.
ParlaMint-FR_2019-10-08-O1015.u44	What is the Government's opinion?
ParlaMint-FR_2019-10-08-O1015.u45	I believe that the purpose of these amendments affects all of us. We are obviously very sensitive to the need to collect the consent of these children when possible, and as soon as possible. But I fully agree with what the rapporteur has just said. Indeed, there are clearly intermediate situations in which the decision of the person concerned cannot be decently expected, but also a whole panel of ambiguity which goes from the smallest to the most severe. Reducing interventions to life-threatening cases alone would leave 99% of situations unsolved. On the other hand, having to wait can mean exposing the child to situations where, if his life is not at stake, the functional prognosis of certain organs can be so, with a risk of cancerization – this is the case, in particular, of testicles when they have not gone down to the scholarships. These amendments reflect a twofold binary logic, distinguishing on the one hand the situation where the life prognosis is committed and the situation where it is not, and on the other hand the intermediate case where the child has an equivalent ambiguity on both sides and the case where ambiguity is not equivalent. The reality is much more complex. That is why I would like all the children concerned to be cared for in reference centres, with a view to ensuring the traceability of decisions, and also of course that the medical and multidisciplinary team takes into account the will of the child whenever possible, that is, when it can postpone the intervention until then. It seems to me, however, that any legislation that prohibits intervention until its consent has been obtained would endanger a number of them, even in the absence of immediate vital danger, and would not resolve situations that are sometimes quite simple to resolve,...
ParlaMint-FR_2019-10-08-O1015.u46	No, no, no, no, no, no, no,
ParlaMint-FR_2019-10-08-O1015.u47	[[Applause on a few benches of the LaREM group]] ... when it is not a really intermediate ambiguity between boy and girl, but only small anomalies. I am therefore against all of these amendments.
ParlaMint-FR_2019-10-08-O1015.u48	Mr Loïc Prud'homme has the floor.
ParlaMint-FR_2019-10-08-O1015.u49	The rapporteur, Madam Minister, I say to you with seriousness: you deny the evidence. You deny it by hiding behind technical arguments. The obvious is more than 20,000 operations in 2017, without consent or vital emergency. Not only do you deny this evidence, but you also say incoherent and false things. You have mentioned the risks of cancerization, but be clear, then, about what you mean by "vital emergency"! Finally, not only do you deny the obvious, but you also deny the words of the people concerned. I think this is even more serious, as several of my colleagues have reminded me before. We are talking very well about mutilation: it is a question of principles that is a haystack of technical arguments. Respect for the integrity of people's bodies and obtaining their consent are indeed absolute principles. It's not negotiable, we can't deal with it. And you cannot, with all the bad technical arguments that you develop, override this principle. [[Applause on the benches of the FI group]] However, I would like to point out that this issue, which is the subject of wide-ranging discussions throughout this House, represents more than two years of work. You cannot sweep it with a back of your hand: it would not be respectful of the parliamentary work, nor of the words of the people concerned, who have been heard at length by many Members.
ParlaMint-FR_2019-10-08-O1015.u50	Mr Xavier Breton has the floor.
ParlaMint-FR_2019-10-08-O1015.u51	This is a complicated subject because it is for the few people who are experiencing this situation. I remember hearings, particularly in the context of the fact-finding mission on the revision of the bioethics law that my colleague Jean-louis Touraine and I conducted – I take this opportunity to wish him a happy birthday, since we still have a little time before midnight –,...
ParlaMint-FR_2019-10-08-O1015.u52	Thank you!
ParlaMint-FR_2019-10-08-O1015.u53	...where we gathered truly poignant testimonies. I was rather open to Amendment No 2127 by our colleague Raphaël Gérard, but unfortunately he withdrew it. It planned to take into account cases of total ambiguity where the doctor cannot immediately decide on the probable sex, and to allow time before declaring sex to civil status, not in a gender neutral logic but in order to avoid premature enrolment. It was a proposal that could be heard, given exceptional cases. As far as this series of amendments is concerned, it can also be heard at first, but the arguments then exchanged show that the debate is not that simple. I am thinking in particular of the argument of our colleague Maud Petit when she introduced the notion of gender, saying that we were forced to conform to the masculine gender or the feminine gender – as if it were a curse. I believe that the problem can be taken either from an activist point of view, from a gender perspective, by considering that intersex people are in the direction of fighting that denies gender difference, or from a body reality, on which I am relying with several of my colleagues. I absolutely do not want to speak for my group, of course these are personal positions, but I subscribe to this conception: there is a body reality that makes one have a man's body or a woman's body, and then a few cases that present an ambiguity. From that point on, we must not have militant answers but practical answers to what these people are experiencing. That's why for years, decades, even, medicine thought it was right to do these sexual reassignment operations. It was then thought that it was necessary to define the child's sex at an early stage. It is not a question of condemning those who practiced them, their intentions were good, but there is very clearly a development in society on which we must agree, namely that children, because of their present maturity, must now be able to choose, not their "gender", but their sex. That's my design. It is very complicated to set a minimum age or a limit age, since a carcan would then be imposed on the basis of specific cases. In any case, the following amendment by Mr Gérard, No 2334, seems interesting to me – unlike some of the sub-amendments to which he is subject – because it opens a framework at the end of a real reflection and proposes a course. [[Applause on various benches]] With regard to this first set of amendments, in view of the temptations to interpret cases of intersexuality according to the concept of gender in which I am fighting the introduction into our law, I am personally unfavorable. But I will be very open to discussion on Amendment No 2334.
ParlaMint-FR_2019-10-08-O1015.u54	All right!
ParlaMint-FR_2019-10-08-O1015.u55	Mrs Danièle Obono has the floor.
ParlaMint-FR_2019-10-08-O1015.u56	I am shocked by what our colleague has just said, because he recognises the reality of these situations without drawing the necessary conclusions. First of all, I would point out that these are not a few cases, but 1.7% of births and therefore thousands of operations. And on the pretext that this would be an militant argument, you, Mr. Breton, refuse to go to the end of a logic that you seem to have grasped. This "ambiguity", as you call it, this indefinition, these variations, exist biologically. And I really find it a pity that you blame some of us for using certain terms to explain their vote when each one justifies it on the basis of his own vision. Whatever you think of the theory of gender, that's not what this is about. What we are talking about is the reality of people who are mutilated, and that is not a militant term: it is a term used in many reports on the issue.
ParlaMint-FR_2019-10-08-O1015.u57	You don't understand! That's not what he meant!
ParlaMint-FR_2019-10-08-O1015.u58	I come to what the rapporteur and the minister have said, namely the risk of cancer, even in the absence of an immediate vital emergency. In this case, there is always medical follow-up: it is not a question of leaving these people alone with the risk of diseases to which they are exposed. I would also remind you, the rapporteur, Madam Minister, that the consequences of these operations make it necessary to follow very heavy, physically, physiologically and psychologically. Postoperative complications of genital surgery are common: unsatisfactory cosmetic result; urethral failure; fistula; dehiscence; mictional difficulties; stenosis; ureterocele; sexual difficulties such as persistent curvature of the penis or erectile dysfunction in boys, and vaginal stenosis in girls. It is not pathologies that call into question the vital diagnosis, but they weigh heavily in the lives of those concerned. And you cannot ignore the possibility of medical follow-up since, even when the person is not a victim of the consequences that I have just listed, there is one, accompanied by medication. When we propose to restrict unconsented operations to vital emergencies, we do so by being aware that children and their parents will not be left without accompaniment, without very careful follow-up. Your arguments on this point therefore do not hold. The minister accuses us of being binary. But, on the contrary, we say that given the diversity of the types of variations or ambiguity – call them as you like – we must allow the determination to appear, including, my colleague Breton, by choosing his own assignment; The person must be able to check the box where he or she recognizes himself or herself. It is not a question of erasing the past, and it should correspond to your point of view, since it is a question of allowing the person to assert a well-defined identity – even if this notion may seem too limited – but by allowing him the freedom to do so, even if he does not choose – but it is another debate. It is really very difficult to hear pseudo-technical arguments when, in truth, we are talking about cases that are being followed and that still deserve the greatest attention. I hear, however, once again denying their word, when, I repeat, we are not just talking about a few cases. We will take the time to get back to it, because this is not the first time that we have addressed this issue, and we finally have a recognition of its legitimacy, at least in terms of bioethics. Today we are given the opportunity to take a real step, a step that would not only be symbolic because it would have a direct impact on the lives of the people concerned. Our amendments, which inspired those of members of other groups, have been "lined", thought to ensure that doctors and medical teams can decide, in the event of a vital emergency, to perform the necessary operations. [[Applause on the benches of the FI group]] So we have here a legislative tool that holds the road, and it would really be a shame for the legislator, and disastrous for many people, that our assembly would refuse to take this step.
