ParlaMint-FR_2019-09-24-E2009.u1	The next item is the question to the Government.
ParlaMint-FR_2019-09-24-E2009.u59	In our country, there are 9.7 million people over the age of seventy.
ParlaMint-FR_2019-09-24-E2009.u60	And they vote!
ParlaMint-FR_2019-09-24-E2009.u61	Some 680000 of them receive assistance for the employment of home helpers, either because they are dependent or because they are dependent and elderly.
ParlaMint-FR_2019-09-24-E2009.u62	Three quarters are women!
ParlaMint-FR_2019-09-24-E2009.u63	One of the issues we need to address is to support this development in our society. It will be – I mentioned it at the moment – through the reform of the accompaniment of old age and dependency, which Agnes Buzyn will present next year. Mr Naegelen, you have also mentioned the subject of employment, particularly the issue of black work. At present, a person hiring a home helper – a home helper, but also a driver or gardener, because if it is most often a matter of performing household chores, some hire three or four people to help them at home – pays a net salary of 200 euros each month for five hours a week. The actual cost is 367 euros. Thus, even with the tax credit and the decrease in expenses, the cost paid in fine by the employer is in the order of 167 euros. That will not change. Moreover, the reform did not address this aspect of the issue. The aim was to encourage the retention of the elderly at home, to better accompany them and, at the same time, to develop employment at home. On the other hand, I would like to say here that there was no risk that the proposed measure would lead to an increase in black work, because the actual cost paid by the employer, both yesterday and tomorrow, with or without the inclusion in the finance bill of the amendment that we have prepared with the Prime Minister and with the Minister of Public Action and Accounts, is in any case less than the net cost. That's not the point. [[Applause on a few benches of the LaREM group]] It seems to me that we must take the time for reflection and debate this subject together.
ParlaMint-FR_2019-09-24-E2009.u64	The Prime Minister just said he was withdrawing the measure! That's a dead-end answer!
ParlaMint-FR_2019-09-24-E2009.u65	Mr Jean-Pierre Cubertafon has the floor.
ParlaMint-FR_2019-09-24-E2009.u66	Madam Minister for Territorial Cohesion, a few days ago, you presented the Government's action plan, known as the "rural agenda", and its 173 measures. Your stated goal is to make "hand-sewn" for rural areas.
ParlaMint-FR_2019-09-24-E2009.u67	Marketing, more like that!
ParlaMint-FR_2019-09-24-E2009.u68	The last two years of the mandate have shown this: the expectations of rural areas are enormous. Between an accelerating globalization and a widening territorial divide, we do not wish, we even fear that our rural life will be distanced. Today our territories suffer from many ills: lack of doctors, partial telephone coverage, enclave, desertification and ageing of the population.
ParlaMint-FR_2019-09-24-E2009.u69	What a record of failure!
ParlaMint-FR_2019-09-24-E2009.u70	Like many elected representatives from rural areas, former mayor of a commune of 1000 inhabitants, I therefore welcome this rural agenda with great hope. Hopefully, it is the result of intense consultation with the rural territories. This method is the right one! Your ministry has listened to local elected representatives, the first spokespersons for our rural areas. Hope, because many measures on the rural agenda have long been expected: support for shops, medical workers, allowed at 1 euro. Finally, hope because rural life will be the subject of an ambitious policy adapted to its specificities. The MODEM Group is convinced that this plan will restore attractiveness and dynamism to rural areas and restore a better territorial balance. [[Applause on the benches of the MODEM group]] But, Madam Minister, as you know, rural areas are still wary of announcements. Too often, they have received beautiful words without concrete follow-up. So they have only one expectation: to see the acts. Minister, can you specify the timetable for this rural agenda? When will rural areas be able to experience its effects in practice?
ParlaMint-FR_2019-09-24-E2009.u71	The Minister for Territorial Cohesion and Relations with Local and Regional Authorities has the floor.
ParlaMint-FR_2019-09-24-E2009.u72	[[Exclaims on the benches of the LR group]] You are right, honourable Member: for too long, rural areas have been used to the great speeches and announcement effects that did not translate into real changes on the ground.
ParlaMint-FR_2019-09-24-E2009.u73	Especially with you!
ParlaMint-FR_2019-09-24-E2009.u74	With this rural agenda, built by rural elected representatives, the Government has a different ambition: to meet the concrete needs of rural residents.
ParlaMint-FR_2019-09-24-E2009.u75	Those are words!
ParlaMint-FR_2019-09-24-E2009.u76	This is why some of the measures on this rural agenda will take effect as early as 2020, as announced by the Prime Minister at the foundations of the small towns of France as well as at the Congress of the Association of Rural Mayors of France. [[Applause on the banks of the MODEM group and several benches of the LaREM group]] I am thinking in particular of the measures to support small businesses in municipalities with less than 3500 inhabitants, which have been included in the finance bill for 2020. I am also thinking of the plan for the revitalization of small towns, designed to strengthen their centrality function, which will be deployed as soon as the municipal councils are renewed. New France Service houses will be opened in the cantons. Beyond these immediate measures, we must also act in the longer term to provide in-depth answers. This is why rural elected representatives have requested a new priority geography of rural territories, which will be applied from 2021 onwards. Mr President, we are setting an agenda: this is the first time that a government has chosen to provide rural areas not only with immediate answers, but above all with lasting answers.
ParlaMint-FR_2019-09-24-E2009.u77	That's a lot of complacency!
ParlaMint-FR_2019-09-24-E2009.u78	[[Applause on the banks of the MODEM group and several benches of the LaREM group]] If, in some cases, there is indeed an urgent need, it is not for us to temporarily heal the wounds, but to sew our territories in order to restore its full meaning to the idea of cohesion of the territories and the development of our country.
ParlaMint-FR_2019-09-24-E2009.u79	And how do you finance all this?
ParlaMint-FR_2019-09-24-E2009.u80	Mr Pierre Dharréville has the floor.
ParlaMint-FR_2019-09-24-E2009.u81	Mr. High Commissioner for Pensions, finally here you are! It's not that we're looking forward to seeing you attacking our right to retirement, but we've believed for months that you'd be unable to account for us. For a good year, you have warmed up, and now you enter the field to play the watch and continue to prepare the opinion. That's why you're organizing a new big debate, on the mode of the previous...
ParlaMint-FR_2019-09-24-E2009.u82	It's a fictional job, finally!
ParlaMint-FR_2019-09-24-E2009.u83	...to make the heads fit that regression would be inevitable. But the country is rumbling. Work stoppages, demonstrations... You have not heard any oppositions or proposals. You continue to undermine social protection – and for cause, you want to limit pension funds to their current volume and you want to individualize rights by increasing each and every one that they or they will be among the winners. Under the pretext of a systemic reform, you will change all the parameters: while the right to retirement has already been so damaged, you want to steal from the employees of this country their best years of retirement, you want to make us work more, you want to lower the level of pensions, you want variable retirement, you want to definitely blur any notion of age.
ParlaMint-FR_2019-09-24-E2009.u84	That's the opposite!
ParlaMint-FR_2019-09-24-E2009.u85	Your differences with the President of the Republic do not deceive anyone: they are revealing. You step by step with velvet, you speak half-word, you outline only half of your designs. In doing so, you prepare the great quinquennium scam. [[Applause on the benches of the GDR, SOC and FI groups]] So don't serve us your usual speech, answer the French and French, tell us when you're going out of this smoke strategy. Tell us when we're going to have a real confrontation of ideas and projects. Tell us when you will finally play cards on the table and when you will assume the reality of your intentions – unless, Prime Minister, on your move, you are wisely giving up your plans!
ParlaMint-FR_2019-09-24-E2009.u86	The next speaker is the High Commissioner for Pensions.
ParlaMint-FR_2019-09-24-E2009.u87	Pensioners talk to pensioners!
ParlaMint-FR_2019-09-24-E2009.u88	Mr President, I know how much the Group of the Democratic and Republican Left is committed to social dialogue; I believe that time spent with trade union organisations, citizens, interested journalists is never wasted. You're already bringing us to trial.
ParlaMint-FR_2019-09-24-E2009.u89	[[Laughs]] Be careful, Jean-Paul, it's two minutes, not two hours!
ParlaMint-FR_2019-09-24-E2009.u90	Our fellow citizens look at the current system extremely sharp: they regard it as unfair and unreadable. We are defending a project of a society that is more solidary, more legible, simpler. Together with the trade union organisations, we will propose – it is written in the report in a completely transparent way – answers in favour of women, in favour of the precarious,...
ParlaMint-FR_2019-09-24-E2009.u91	Which ones?
ParlaMint-FR_2019-09-24-E2009.u92	... in favour of the 40 % of pensioners who have the lowest pensions. [[Applause on the benches of the LaREM and MODEM groups. – Exclaims on the banks of the GDR and FI groups]] I invite you to debate this, argument against argument. We will find what you defended in 1945: a hope of society that is a common house, where the same rules apply to all!
ParlaMint-FR_2019-09-24-E2009.u93	Mr Daniel Labaronne has the floor.
ParlaMint-FR_2019-09-24-E2009.u94	[["We have to put the means in it! » on the benches of the LR group]] In France, more than a third of the population lives in rural areas, and it is growing faster than in the city. 81% of French people consider living in the countryside to be an ideal way of life. However, the lack of schools, doctors, access to services, internet connection, transport and social links is all too often denounced.
ParlaMint-FR_2019-09-24-E2009.u95	You've been in power for three years!
ParlaMint-FR_2019-09-24-E2009.u96	On Friday morning, at the Congress of the Association of Rural Mayors of France, in the North, the Prime Minister unveiled the action plan "Our campaigns, territories of the future". This plan contains 173 of the 200 recommendations resulting from the mission entrusted to me by the Prime Minister, as well as four other local elected representatives, at your initiative, the Minister for the Cohesion of the Territories, in order to prepare the rural agenda announced by the President of the Republic. This is the first time that a national plan has relied so much on the work of a mission of elected officials. I'm glad. Our report "Ruralities: an ambition to share" is based on a premise: in addition to being the source of our food and biodiversity, our rural areas are conquering. They provide a fertile ground for innovation and promise for our economy and social cohesion. "This millennial France, which its nature, its activity, its genius had made essentially rural," said General de Gaulle. After three months of work and 180 people interviewed, the proposals we have put forward are at the service of the inhabitants and elected representatives of our campaigns, and are aimed at equal opportunities between the territories. This government plan for rural areas reflects a real paradigm shift in the conduct of public policies. After the policy of the city and the support of the neighbourhoods in difficulty, the rural territories will benefit from a specific policy. [[Applause on the benches of the LaREM group]] Can you, Madam Minister, tell us how the lives of the inhabitants of these territories will improve with this action plan? Do you subscribe to the word of Aragon: "The future is a campaign"?
ParlaMint-FR_2019-09-24-E2009.u97	The Minister for Territorial Cohesion and Relations with Local and Regional Authorities has the floor.
ParlaMint-FR_2019-09-24-E2009.u98	First of all, honourable Member, let me welcome the quality of the report of the "Rural Agenda" mission of which you are one of the co-authors.
ParlaMint-FR_2019-09-24-E2009.u99	Cirage!
ParlaMint-FR_2019-09-24-E2009.u100	As proof of this, you have made 200 proposals, and the Government has decided to give a positive follow-up to 173 of them in the rural agenda announced by the Prime Minister before the rural mayors of France at the end of the week. With the rural agenda, the daily lives of French people living in our countryside will be improved. This is for three reasons: firstly, the rural agenda is the first action plan for the countryside, which is based on the needs of the field, and which is not designed since Paris; Secondly, it covers all the concerns of the daily lives of the inhabitants of rural areas – health, education, mobility, housing, ecological transition, employment, economic development or security...
ParlaMint-FR_2019-09-24-E2009.u101	What about closing cash?
ParlaMint-FR_2019-09-24-E2009.u102	Finally, the rural agenda will make a real difference in the daily lives of the inhabitants, as we will ensure that it is applied in practice on the inter-ministerial committees to the rural areas which the Prime Minister will chair. Between each interdepartmental committee, I will convene a follow-up committee to which you will be associated, with the co-sponsors of the report. For, beyond the announcements, it is really the daily life of the inhabitants of the countryside that we intend to improve.
ParlaMint-FR_2019-09-24-E2009.u103	It's an inventory at the Prévert!
ParlaMint-FR_2019-09-24-E2009.u104	[[Applause on the benches of the LaREM and MODEM groups]] I agree, honourable Member, with your beautiful quote from Aragon, and I am convinced that the countryside is a territory of the future.
ParlaMint-FR_2019-09-24-E2009.u105	It is not enough to quote Aragon, we must implement this precept!
ParlaMint-FR_2019-09-24-E2009.u106	Mr Franck Marlin has the floor.
ParlaMint-FR_2019-09-24-E2009.u107	France is experiencing an unprecedented increase in attacks on firefighters. On September 4, 2018, firefighter Geoffroy Henri lost his life on mission, stabbed. Not a week goes by without a fireman being attacked. On the only weekend of 14 and 15 September, four attacks took place in Essonne, bringing the number of complaints in this department to more than fifty-six. In this House, our indignation is unanimous in the face of these acts to which these women and men are victims of duty. We assure them, I am sure, of our full support, and denounce in unison these inadmissible acts against public service custodians. We want to accompany these daily heroes in the exercise of their mission. In Etampes, my commune, thugs who assaulted, a few weeks ago, two firefighters were promptly arrested by the police, and one of them was heavily condemned. I welcome – and I am sure we all welcome – this decision. You have engaged, Minister, a reflection and work against this gangrene of the Republic. But moral support and reflection work are no longer enough, neither are the measurements. We need action, and strong action. Firefighters no longer have the sacred fire, and it is not the announcements you made at their national congress that will reassure them. You agree, Minister, that our emergency and relief system is out of breath and requires profound reform. But it is up to the State to ensure the safety of its servants, for the soldiers of fire can no longer do so. You also did not respond to the strike movement that has persisted since June, and you did not stem the vocation crisis that is affecting this profession. [[Applause on the benches of the LR and FI groups]] Minister, the Republic and national representation require concrete and immediate responses.
ParlaMint-FR_2019-09-24-E2009.u108	The next speaker is the Minister for the Interior.
ParlaMint-FR_2019-09-24-E2009.u109	Last week there were 1274 attacks in our country in the previous months. It's totally unbearable, it's unacceptable, I'm happy to use your words. I would point out, however, that this figure does not necessarily reflect an increase or aggravation, but above all the extremely firm will that is ours, shared by the firefighters, to ensure that none of these attacks, whatever their form, is considered to be insignificant and that everyone is systematically the subject of a complaint. This is the first of my demands in this area. In the case of L'Essonne, which you mentioned, a quick investigation did indeed lead to the provision of justice and an exemplary conviction – which I do not have to comment on – to fifteen months in prison, for the perpetrator of the assault of two firefighters. They were intervening for a leak of water, and it was by fulfilling their commitment that they were threatened. Through this example of the leak of water, it is the whole meaning of the intervention of firefighters that deserves to be questioned: they are increasingly called for interventions that do not correspond to their commitment. We need to undertake a comprehensive reflection, particularly on the management of mobilisations. Together with the Minister of Solidarity and Health, we have appointed two experts who will, by the end of the year, have to make extremely firm and precise proposals to move forward on these issues. [[Applause on a few benches of the LaREM group]] More broadly, we owe protection to our firefighters. I have asked that all the departments concerned establish, as was done very quickly in Essonne after the events you mentioned, an operational plan of protection for the interventions of our firefighters. But that is not enough. I signed the decree that provides for the use of pedestrian cameras, which will protect firefighters and allow the justice system to provide firm answers. Our overall action plan goes as far as the bulletproof vests, necessary to protect our firefighters.
ParlaMint-FR_2019-09-24-E2009.u110	Mr Guillaume Kasbarian has the floor.
ParlaMint-FR_2019-09-24-E2009.u111	The President of the Republic wanted us to build a productive pact, allowing us to aim for full employment in 2025. Madam Secretary of State, Agnès Pannier-Runacher, you are fully mobilized on the industrial side of this productive pact. Our work on the ground has brought out a brake: France puts sticks in the wheels of those who seek to open factories. Creating a new industrial site in France is not a health walk, it is a journey of the fighter. The creators of industry are drowned in the meandering of multiple administrations, a situation that we must rectify as quickly as possible. Yesterday, alongside you, I submitted to the Prime Minister a report aimed at simplifying and speeding up industrial installations, pursuing five projects while at the same time strengthening our ecological ambition. Let's stop opposing ecology and economy. We can facilitate the journey of industry creators without abandoning a high degree of environmental requirement. Secure project promoters in the face of regulatory changes in the course of the procedure; anticipate procedures, by upstream evaluation of industrial land on an archaeological and environmental level; fluidize the industry's journey, with digital tools and a culture of support to all levels of the administration; accelerate deadlines on a case-by-case basis, taking into account the specificities of the territories; Piloting procedures and improving the coordination of administrations by the prefectural body: these solutions seem of common sense, yet their implementation on the ground is a real challenge. [[Applause on several benches of the LaREM group]] It will take time and determination to achieve this. Madam Secretary of State, I know that your mobilization for industrial reconquest is unwavering. How do you intend to carry out these projects? On what horizon can we hope to simplify and accelerate the creation of industry and achieve what we all want, full industrial employment?
ParlaMint-FR_2019-09-24-E2009.u112	The Secretary of State to the Minister for Economic Affairs and Finance has the floor.
ParlaMint-FR_2019-09-24-E2009.u113	Thank you, Mr Kasbarian, for your report, which forms part of the productive pact's industry working group. The answers you propose are based on the following observation: France ranks 117th out of 140 in the rankings of the World Economic Forum for Administrative Complexity; in our country, it takes twice as much time than in Sweden – a country that cannot be considered less-so-called in the environmental field – to install a new industrial site; according to Ernst &amp; Young, one of the main obstacles to the installation of foreign industries in France is administrative complexity. You are right, we must not oppose industry and ecology. First of all, we need to look at the procedures and ensure that they succeed quickly. That is why we intend to take back your proposals, first and foremost that of anticipating procedures in order to deliver almost turnkey industrial sites since they have already been the subject of environmental studies and archaeological excavations – this is time saved without falling back on our ambitions. My colleague Jacqueline Gourault and I will apply it immediately through the Industrial Territories system. With regard to the need to fluidise the industry's path, you are right, we will create a single digital project monitoring window, open to administrations and project promoters.
ParlaMint-FR_2019-09-24-E2009.u114	It's com, it doesn't work!
ParlaMint-FR_2019-09-24-E2009.u115	We have just appointed those responsible for this project. Secondly, the Government supports the idea of giving prefects the opportunity to adapt authorization procedures to individual situations. We'll work on it. [[Applause on several benches of the LaREM and MODEM groups]] Finally, securing project promoters in the face of regulatory changes under investigation requires legislative changes to which Parliament will be associated.
ParlaMint-FR_2019-09-24-E2009.u116	Mr Adrien Quatennens has the floor.
ParlaMint-FR_2019-09-24-E2009.u117	[[Applause on the benches of the FI group]] Prime Minister, since our assembly I offer fraternal greetings to those who are moving against your pension reform project. I say to the French and French who would still look at the strikes and demonstrations with dismay that they too have an interest in these mobilizations because everyone will lose out on the case. [[Applause on the benches of the FI group]] Before being a technical question, retirement raises the question of our model of society and the distribution of value. You say it as if it were obvious: because we live longer, we will have to work longer. But where's the evidence? It is in particular because working time has decreased that life expectancy has increased! If we produce faster than in the past, what good is it to work longer than the time it takes to produce what we need?
ParlaMint-FR_2019-09-24-E2009.u118	All you have to do is stop working right now!
ParlaMint-FR_2019-09-24-E2009.u119	[[Applause on the benches of the FI group]] Even though you start all your speeches on the subject with a concert of praises addressed to the model by distribution, it is its circumvention that you are preparing. By choosing to keep the share of pension funding to 14% of GDP while everything indicates that the number of seniors will increase, you are preparing for a general decline in pensions. The cake will remain the same as we will always be at the table. This is the truth you never tell the French! In order to have a decent pension, it will be necessary to work longer, even if one in two seniors is no longer in employment at the age when they are supposed to retire. Of course, the legal age will be maintained, but if you leave at 62, it will be with a retreat of misery! [[Applause on the benches of the FI group]] You make of the forty-two special regimes the scarecrow pushing the French to jealousy each other, whereas these regimes only affect 3% of the population. Progress is not about working life. By raising wages, using corporate financial revenues, ending wage inequalities between women and men and creating jobs, we could finance a retirement system in which the starting age would be 60. [[Applause on the benches of the FI and GDR groups. – Luc Carvounas also applauds]] Prime Minister, tell the French the truth about your reform: with the exception of insurers and banks that manage the funded systems, who will win it?
ParlaMint-FR_2019-09-24-E2009.u120	The next speaker is the High Commissioner for Pensions.
ParlaMint-FR_2019-09-24-E2009.u121	[[Applause on a few benches of the LaREM group]] Mr Quatennens, I have heard you say on several occasions that the less we work, the longer we lived. I told you that in order to complete your reasoning, you had to retire at the age of 20: you would live up to 120 years... In considering a universal pension system, attention must first be paid to young people and to employment. We were very struck by the late entry into the labour market, including for non-graduates. Under the current system, if you start working at 22 years of age and contribute 42 years, the full starting age is 64 years. [[Applause on several benches of the LaREM and MODEM groups]] Our concern, to which you may subscribe, is to respond to the thirst for fairness of our fellow citizens. Will the calculation of my retirement be the same as that of my neighbor? Will my retirement reflect my work? And our goal is to ensure that whatever the status, whatever the profession, with identical income, identical retirement; with the same occupation, identical retirement.
ParlaMint-FR_2019-09-24-E2009.u122	Retired, the High Commissioner!
ParlaMint-FR_2019-09-24-E2009.u123	Mr Paul Molac has the floor.
