ParlaMint-FR_2019-09-26-E2014.u1	The next item is the continuation of the discussion of the bioethics bill (No. 2187, 2243).
ParlaMint-FR_2019-09-26-E2014.u12	Mr Thibault Bazin has the floor.
ParlaMint-FR_2019-09-26-E2014.u13	As you can see, ladies and gentlemen, the LDC for all leads us to this kind of ethical impasse. I observe, moreover, that we must not put gametes and embryos on the same plane; and paragraph 6, he, mixes both. But could we return to the interests of the child, an issue that has disappeared somewhat from our debate, especially since this morning?
ParlaMint-FR_2019-09-26-E2014.u14	That's right!
ParlaMint-FR_2019-09-26-E2014.u15	If, on the day of insemination, the father has died for several months, how can the child who came from it imagine himself and build himself? Doesn't he have the absolute right to have his two parents alive at the time of insemination? With the post-mortem LDC, society will commit public resources to deliberately create orphaned children.
ParlaMint-FR_2019-09-26-E2014.u16	Oh!
ParlaMint-FR_2019-09-26-E2014.u17	The bereaved woman may also be under very high pressure. One can even speak of personal torment to qualify his decision to have or not to have this child, especially since the in-laws could try to influence him in one direction or the other. As we know, what is allowed is not always desirable. Don't we take the risk of putting the child in the position of the one born of mourning? This is a factor in psychological difficulties. Are we not going to assign to the child the role, real or supposed, of the replacement of the deceased man, when he should only be welcomed for himself? Will the woman's desire to procreate after the death of her spouse not be dictated by the illusory desire to see her survive through her child? Isn't she in danger of closing herself in her own mourning? The overprotection of the child by the mother, the idealization of the deceased father may also prove to be factors of fragility, especially at the time of adolescence. Trust in women, yes, but the law must protect them from pressure. As a precaution, here too, let the ethics of the child's vulnerability prevail by refusing the post-mortem AMP.
ParlaMint-FR_2019-09-26-E2014.u18	All right!
ParlaMint-FR_2019-09-26-E2014.u19	Mr Patrick Hetzel has the floor.
ParlaMint-FR_2019-09-26-E2014.u20	To address the post-mortem LDC, please refer to the 2018 State Council Report. The issue is discussed on page 70. The Commission considers that "the approval of the post-mortem AMP appears to raise four levels of difficulty. » "First, it would allow for the birth of a child when his father died even before his conception, in the case of gametes, or before the beginning of his gestation, in the case of embryos. It would therefore be raised only by one parent, which is a vulnerability in itself. » "In addition, the fact of being born in a context of mourning is a situation that could mark the "identitarian narrative" of the child necessarily impacted by his father's mourning. » "In such a context, it may also be difficult to create the conditions for a soothing decision on the part of the mother, who may be influenced both by family pressures and by the impact of a very recent mourning, which makes it necessary to allow several months after the death before obtaining the consent of the woman. » "Lastly, in legal terms, if this technique were allowed, the law of filiation and the law of succession should be adjusted in order to fully integrate the child into the lineage of the deceased, while recalling that it has neither the object nor the effect of making the embryo or gametes preserved as subjects of law. » It is clear from this that your project poses more problems than it seems to solve. Our role as legislators is to arbitrate. Well, by weighing the pros and cons, we realize that there are obviously far more disadvantages than benefits to go in the direction you propose.
ParlaMint-FR_2019-09-26-E2014.u21	That's your opinion!
ParlaMint-FR_2019-09-26-E2014.u22	It is therefore probably not desirable for the law to make it possible for fatherless orphans to be born. Here too, reason should lead us to a little more measure. [[Mr. Thibault Bazin applauds]] Finally, all this is a perfect illustration of the domino effect of the text: from the moment the LDC is extended to women's couples and to women alone, the question of the post-mortem LDC arises. That is why we are opposed to this extension.
ParlaMint-FR_2019-09-26-E2014.u23	Mr Marc Le Fur has the floor.
ParlaMint-FR_2019-09-26-E2014.u24	We are dealing with one of the most delicate and cruel questions raised by the bill, and far from me the idea of caricature of each other's positions. I fully understand the widow's request for a child. I still think it is our duty to say no. It is very difficult to say no to someone who is unhappy but it is sometimes the duty of society and third parties. I very much appreciated your words, Madam Minister of Solidarity and Health: it is not the woman who is fragile, it is the widow – and the widower is also so. I don't like to talk about my personal experience, but everyone comes here with their story. I was in mourning for a woman I loved and loved me. I know what that means. For several days, several months, you think, you live, you dream with her. We like to review the photographs, hear the voice recorded by chance, a few hours before, on its answering machine. We like to go where she liked to go. We like to meet the people she loved to meet. Similarly, we like to meet people who tell you about her – we don't know it, but it's very true. All this can justify the need, the child requirement. Just as we like to find, in children already born, their mother's face. But one must be able to mourn – one speaks now of a work of mourning –, express one's love in an intense way but by putting an end to this mourning. Life must prevail; "Let the dead bury the dead." We need to plan for the future. However, by giving her the opportunity to pursue the AMP, the young widow is forbidden to project herself into the future. We must thank the brother, the sister, the son, the daughter, the parents, the friend who explained to you that we had to turn the page. A child exists for himself. He is not meant to be a substitute for a being who has left us.
ParlaMint-FR_2019-09-26-E2014.u25	All right!
ParlaMint-FR_2019-09-26-E2014.u26	That's not what's being considered at all!
ParlaMint-FR_2019-09-26-E2014.u27	A baby is not meant to console a brother or sister: it exists for itself; you have to give him every chance; It's not just the image of the being who left us. [[Applause on the benches of the LR group. – Mrs Monique Limon, Brigitte Liso and Agnes Thill also applaud]] For all these reasons, I really believe, in spite of the cruelty, perhaps, of this answer, which must be said no, because it is our social duty and because we are here for that.
ParlaMint-FR_2019-09-26-E2014.u28	Mrs Michèle de Vaucouleurs has the floor.
ParlaMint-FR_2019-09-26-E2014.u29	The debate on the post-mortem MPA, following the opening of the MPA to single women, is fully legitimate. At the same time, I understand the psychological difficulty of having a child born to a deceased person and the setting of a deadline seems very arbitrary. How long does it take to mourn: three months, six months, one year, two years? What time frame is it then reasonable to use the MPA? I am aware that each situation has its own specificity: whether or not to resort to the gametes of the deceased; taking into account the path of medical assistance; whether or not there is a sibling... Difficulties related to filiation and succession arise. With regard to the prosecution of an MPA by a woman who has become a widow, I will defend at some point the idea that it is possible only in the event that it is carried out without the gametes of the deceased spouse and that the filiation is established in the name of the woman in question alone. With regard to the continuation of a project with the gametes of the deceased and taking into account the previous remarks, I find it preferable to rely on the case law to examine each situation in its particularities. [[Ms. Monique Limon applauds]] Finally, I come to the pursuit of a project by donating gametes or embryos for the benefit of another couple, and to the hypothesis that the resulting child might want to meet the donor. If gametes have been set aside or an embryo has been set aside in the specific context of a couple's project, then they should simply be destroyed in the event of the death of one of the spouses.
ParlaMint-FR_2019-09-26-E2014.u30	Mrs Martine Wonner has the floor.
ParlaMint-FR_2019-09-26-E2014.u31	Since we opened the LDC last night to all women, it seems to me to be consistent that women can complete the parental project. And I don't want to talk about "PMA post mortem", but rather about "PMA giver of life". Beyond a concern for technical coherence, our debates make us hear testimonies that reflect life paths, emotions. So everyone will be able to vote consciously. I would like to reply to Mrs Genevard, who quoted Pierre Lévy-Soussan. Remember that this psychoanalyst nevertheless contributed to the Black Book of the alternating guard.
ParlaMint-FR_2019-09-26-E2014.u32	A sad reference.
ParlaMint-FR_2019-09-26-E2014.u33	After questioning this form of support for children, he asked about the adoption of children by persons of the same sex. How, then, can we imagine that Mr Lévy-Soussan, among other well-known psychoanalysts, can approve the measure we have been discussing since this morning – with a great sensitivity and serenity that I greet? I would like us to talk together about the best interests of the unborn child, which is fundamental. Other psychoanalysts – especially Mrs. Françoise Dolto, who wrote a lot about all forms of families, whether they are classic, recomposed, single-parent, and I pass by – tell us that what matters for the balance of the child is not so much the reality of the father's presence as his presence in the mother's speech. It is well known that even in a classic family configuration, fathers may be absent – in the evening, when the child goes to bed, or in the morning, when he gets up. They are absent for professional reasons or because of life choices. In this case, I repeat, it is the father's presence in the mother's speech that is essential. We can therefore trust the women concerned, especially since in committee we have secured the composition of the clinicobiological team that will accompany them during various interviews. We have, remember, removed the psychological assessment for the benefit of interviews with a multidisciplinary team – including savoirs, nurses, psychologists or psychiatrists – that will make it possible to decide, in full consciousness, whether to accompany the project until the end – I do not mention the question of the delay. [[Applause on many benches of the LaREM group]] Thank you for listening to me. Be sure that it is in full awareness that I, for my part, will vote in favour of the life-giving LDC.
ParlaMint-FR_2019-09-26-E2014.u34	Mr Jean Lassalle has the floor. Ladies and gentlemen, twenty-seven of you have yet to speak, do not be impatient: everyone will speak in turn!
ParlaMint-FR_2019-09-26-E2014.u35	That will be my only intervention, Mr. President. I welcome the serenity of this debate, which is reflected in the listening we have just given to Mrs Wonner's plea. I remember another debate, at the time of the government led by Mr Manuel Valls, during which the latter and all the ministers present denied with the utmost determination the possibility that the Assembly might one day discuss the LDC or the gestation for others – GPA. How many times have we heard these denials? This shows that the commitments made today to ease our fears will not prevent them from becoming a reality in less than three years' time. Everyone is led, like me, to ask themselves the following question: how far will we go in our challenge to nature? Have we not paid enough for certain overflows that seemed anodizing? Are we in a society so happy that it can afford similar experiences? I really enjoyed what our colleague Le Fur said. When he or she left, we like what he did, what she did. Remembering is an essential thing, but she or he died, and with that death all the plans worked out together have disappeared. Of course, the plan to make a child is superior to all others, but, like the others, he is dead. Because of my very long experience as a departmental adviser on adoption issues, I have been passionate about the evolution of the attitude of adopted children over the last ten years, particularly under the influence of social networks. Yesterday, the adopted child was synonymous with happiness – it still sometimes remains – but it has become, many times, synonymous with misfortune. After talking to other children and surfing the web, he ends up saying one night to his father and adopted mother: "Why did you rip me off from the streets of Hanoi, Saigon or Algiers? That was where my life was; It's a selfish project on your part! » However, adoption has proved its worth in so many wars and misfortunes. Basically, there was no other choice. Today, as you know, there are hundreds of thousands of children who are no one's. If we did the same research as we did fortunately about the women who fall under the blows of their husbands, we would discover the incalculable number of children who are no one's, even in France. Would it not be so much better, so much stronger, so much more ethical, so much in line with the long anthropological history of man, that they are adopted? I wish with all my heart wrong, but the day comes when after happiness, questions come. I saw families ruin themselves and destroy themselves because they had sacrificed everything, for years, to adopt. But when the child knows that Dad was dead, or that a stranger gave his sperm, if he didn't sell it, that he had a surrogate mother – I'm talking about tomorrow, but the GPA is inevitable – what will his reaction be? I think the child is himself, and we don't have rights to him who didn't ask for anything.
ParlaMint-FR_2019-09-26-E2014.u36	Mrs Bénédicte Pételle has the floor.
ParlaMint-FR_2019-09-26-E2014.u37	With this very sensitive subject, we are on a ridge line. It should be recalled, however, that it concerns only a dozen cases in ten years. I understand all the arguments put forward, in particular the absurdity of destroying the embryos of her own husband or companion to make a LDC with an anonymous donor. However, one can also imagine that the woman concerned will experience another story, another meeting, another conception. I wonder about the notion of choice. How to make a real choice, how not to be pressured? On the other hand, I'm not very comfortable with the argument in the phrase "Let's be progressive! Nor with the notion of progress in this matter. Whether you are a man or a woman in the 19th, 20th or 21st century, you remain human and fragile. [[Applause on several benches of the LaREM group]] Finally, in the best interests of the child, how can an orphaned child be conceived? There is a difference with the case of a pregnant woman who becomes a widow, because in this latter situation the embryo is already implanted. How can the orphan child not become the repairing child, the one who fills a mourning? What will be the psychological consequences for him of being caused by a deceased relative? I will vote against the amendments.
ParlaMint-FR_2019-09-26-E2014.u38	Mr Jean-François Eliaou has the floor.
ParlaMint-FR_2019-09-26-E2014.u39	As I explained during the debates in the Special Committee, I was first of all in favour of the post-mortem LDC for the sake of consistency, and I had thus expressed myself in a report on behalf of the Parliamentary Office for the Evaluation of Scientific and Technological Choices. However, the hearings, the meetings and the discussions led me to change my mind, and I would like to briefly explain the reasons for this. First of all, there are legal problems. Mrs. Keeper of the Seals has made them very clear. There is then the argument of the repairing child, even if it is tricky to handle, for lack of being able to put himself in the place of a child who was not born. I was also very touched by the testimony of our colleague Marc Le Fur. I would also like us to reflect on the difficulty for the legislator in setting the deadline beyond which widows would no longer be allowed to use the post-mortem LDC. To put it simply and sincerely, even as a Member of Parliament, I do not feel the right to include in the law what I consider to be family privacy. I would also like to mention a practical fact: failure is more frequent than success in LDCs. In other words, the probability that the widow will see her attempt fail is greater than that of success, which can be considered a double or even a triple sentence. Indeed, each failure may increase his or her sense of guilt. I come to the position of saying: frozen embryos, yes; frozen sperm, no. There have been amendments to that effect. Let's imagine that a man who is going to die did not have time to make an appointment or to go to a centre for the study and conservation of eggs and semen – CECOS – for an in vitro fertilization: why refuse a woman to use the frozen sperm of her deceased spouse? [[Applause on several benches of the LaREM and LR groups]] Finally, could we not imagine dissociating the status of families according to whether or not they already understand children born naturally?
ParlaMint-FR_2019-09-26-E2014.u40	Mrs Laëtitia Romeiro Dias has the floor.
ParlaMint-FR_2019-09-26-E2014.u41	Let me start from a concrete illustration so that we can weigh our collective decision together. Catherine and Pierre want to have a child, the fruit of their love. Unfortunately, Peter has just learned that he is seriously ill and that he must undergo heavy treatment that will make him sterile. He therefore takes the precaution to freeze his sperm. Together, Catherine and Pierre decide that illness and its risks do not call into question their desire to give themselves a child to love. They are therefore embarking on a path of LDCs. In vitro fertilization starts well, and an embryo, their embryo, exists. All we have to do is implant her at Catherine's, hoping for a pregnancy. But a few days before the implantation, Pierre died. Of course, his widow could legitimately decide to move on to another project, or even to abandon, at least immediately, the idea of having a child. The law already allows him to make this choice. However, Catherine, for personal reasons, decides that the late absence of her spouse does not call into question her will to be a mother, her willingness to welcome the embryo into her body. She is aware that the parenting project originally conceived can no longer be the same and that it must necessarily be different, but she thinks that the embryo – her embryo – does not have to be destroyed. Unfortunately, the law does not allow him to have this thought. She has no choice: she must accept the destruction of the embryo or abandon it to another woman; It must give up the idea of being a mother or be implanted with an embryo conceived with an unknown donor. Ladies and gentlemen, I have a number of questions about this concrete situation. In the name of what can we tell a bereaved woman that she is no longer able to carry an embryo and raise the child she is waiting for? In the name of what can we say that another woman will be more able to do so? I heard the arguments about the interests of the child, but is it in the child's best interest not to be born? Aren't we wrong about this? It is not so much a question of whether it is appropriate for a woman who has lost her spouse to pursue her parenting project. This question, for my part, I am unable to answer it theoretically. It depends on multiple parameters, such as personal history, personality, or the way each person experiences mourning. The question we have to answer, on the other hand, is whether it is appropriate to leave the choice – I insist on this word – to these women whether or not to pursue their parenting project, the latter having necessarily evolved with the death of their spouse, but nevertheless remaining theirs. Personally, it seems to me better that the legislator should not pretend to be able to appreciate what should be done when a woman loses her spouse. I am both admiring and slightly afraid of those who are able to predict that a woman will necessarily weigh the weight of her mourning on the child and that she will necessarily project on him her desire to see his spouse survive. As for me, I will opt for a wiser and humbler position. I am not, as a Member of Parliament, the best place to appreciate all situations and I recognize that, despite all my conceptualization efforts, it is impossible for me to do the generalized psychoanalysis of women facing the loss of their spouse.
ParlaMint-FR_2019-09-26-E2014.u42	Then it's the whole law that has to be overturned!
ParlaMint-FR_2019-09-26-E2014.u43	It is they who are best placed to assess the opportunity to be implanted this embryo which is also theirs. Let us therefore take a step forward, ladies and gentlemen: with these amendments, it is not a question of encouraging the post-mortem LDC, but of leaving it to those concerned to appreciate the opportunity. In addition, it is a matter of avoiding Catherine from meeting in eighteen years against a young adult raised in another family and coming to thank her for her embryonic gift, when she wanted to keep this child and we deprived her of it. [[Applause on many benches of the LaREM, SOC and FI groups. – Mr Pascal Brindeau also applauds]] Let us adopt a position of humility and support these amendments, in particular Amendment No 2218, which proposes an appropriate framework for the post-mortem LDC.
ParlaMint-FR_2019-09-26-E2014.u44	Mrs Sereine Mauborgne has the floor.
ParlaMint-FR_2019-09-26-E2014.u45	On the occasion of this bill, significant developments have taken place on the issue of post-mortem MPA. Personally, it was after a seminar at the Ministry of Health that I became in favour of it, and then changed my mind again. We, along with some of our colleagues here, have been considering authorizing it for our soldiers in external operations, potentially concerned with the conservation of gametes. But, as we have seen, sometimes the best is the enemy of good for the legislator. When we approached the issue with the military on the ground, they expressed strong opposition to that idea.
ParlaMint-FR_2019-09-26-E2014.u46	Very interesting!
ParlaMint-FR_2019-09-26-E2014.u47	We are not always in the best position to decide certain issues. I hope, for my part, that this law on bioethics will be revised in five years' time, because, as Mrs Buzyn has pointed out, opening up to gamete conservation risks multiplying the cases for which the question of post-mortem MPA will arise. [[Applause on a few benches of the LaREM group]] I have proposed in committee that a report be drawn up and that we keep a close eye on the demands of the families. We must also prepare the law of succession in the perspective of the next law and a possible change of approach on the issue of post-mortem MPA.
ParlaMint-FR_2019-09-26-E2014.u48	Mrs Anne-Christine Lang has the floor.
ParlaMint-FR_2019-09-26-E2014.u49	As many speakers have pointed out, the situations we are talking about are particularly painful and cruel. Death comes abruptly to interrupt a couple's story and a parenting project that has matured for many years, with all that this implies of hope, disappointment and often perseverance. Is the possibility of re-implanting an embryo a matter of women's rights and individual freedom, as I have heard in this House? Although ardent feminist, I don't think so. In my view, the post-mortem LDC is asking more about the relationship of our society to death. Forgive me for this truism, but death is part of life. It is the end, as it is, in the case of the death of a spouse, the end of the couple, the end of the parental project, the end of the ability to procreate. Beyond the interests of the child, the anthropological question at the heart of our debates is therefore the following: Is there an end? In other words, do we have to accept an end?
ParlaMint-FR_2019-09-26-E2014.u50	That's right!
ParlaMint-FR_2019-09-26-E2014.u51	It is essential that we accept death as the end. This is what makes our human condition, regardless of the pain experienced when death marks the end of a story and the ability to procreate. As you will understand, ladies and gentlemen, I will not vote for these amendments. We must give time to mourn and form the hope that life will reserve for women bereaved by other promises, other opportunities, other love stories and other parenting projects, different from the original project and this time entirely life-oriented.
ParlaMint-FR_2019-09-26-E2014.u52	All right!
ParlaMint-FR_2019-09-26-E2014.u53	[[Applause on several benches of the LaREM group]] In my view, there is no contradiction between what we voted in Article 1 and our opposition to the post-mortem LDC: we hope that all bereaved women can form a new parenting project.
ParlaMint-FR_2019-09-26-E2014.u54	Mrs Monique Limon has the floor.
ParlaMint-FR_2019-09-26-E2014.u55	I will be brief, since the interventions which preceded me have clearly presented the different positions in this debate, imbued with our own experiences and our particular paths. As for me, I am in the best interests of the child, and I say it quite clearly: I am not in favour of the post-mortem LDC because it weighs too much on the child. It will be impossible for him to build himself in a grieving family and his identity building will be hindered. To transmit life from a residue of death, even if the gametes were preserved from the living of the deceased spouse, leads, symbolically, to deliberately deprive a newborn child of a living paternal reference, in the line of filiation.
ParlaMint-FR_2019-09-26-E2014.u56	Bravo!
ParlaMint-FR_2019-09-26-E2014.u57	[[Applause on several benches of the REM and LR groups]] Which, ethically, for me, is simply unacceptable.
ParlaMint-FR_2019-09-26-E2014.u58	Mrs Sylvia Pinel has the floor.
ParlaMint-FR_2019-09-26-E2014.u59	This morning, before leaving us, you invited us, the Minister of Solidarity and Health, to reflect with humanity and reason. It is in this same spirit that I would now like to respond to the arguments that you and the Minister of Justice presented to us. With regard to the fears of possible deviations from the post-mortem AMP that you have expressed, Mrs Buzyn, and the consequences of her authorization in the best interests of the child, I find your arguments unconvincing. The amendment I tabled with several members of my group concerns only the embryo, not the gametes. The fact that the bill opens up for wider gamete conservation is therefore not an appropriate response. I heard Ms. Keeper of the Seals refer to the legal problems related to filiation and succession, which she described as "complex." They are, indeed, but they are not insurmountable. This is demonstrated by the opinion of the Council of State, which is concerned about the consistency of the reform and recommends that the Government authorize embryo transfer and post-mortem insemination if two conditions are met. First, the parenting project must be verified to ensure the consent of the deceased spouse or partner. This is reflected in a number of amendments tabled today for our debate. Next, a framework must be provided in time, with minimum and maximum time from the death to use the post mortem AMP. It is precisely a question of avoiding the problems of succession that you mentioned, Madam Keeper of the Seals, hence the amendments that we tabled to limit the use of the post-mortem MPA in time. In practice, succession periods are often much longer than those we propose. With good reason, that is, by identifying the legal problems that arise and by providing solutions, and with humanity, because all human situations are different and painful, it is therefore not a question of inciting post-mortem reproduction, but of giving women, if they consider themselves capable of pursuing the parenting project, the opportunity to complete the approach they have initiated with their deceased spouse. [[Applause on the benches of the LaREM group]] This is a new freedom and right that we must offer them. I will therefore personally vote in favour of the amendments allowing the post-mortem LDC.
ParlaMint-FR_2019-09-26-E2014.u60	Mr Pierre Dharréville has the floor.
ParlaMint-FR_2019-09-26-E2014.u61	Of the extremely sensitive situations that we are talking about, I will inevitably speak with dishoursiness, as they are heavy with considerable dramas and upheavals in the lives of individuals confronted with the break-up or, as has just been said, in the end. When a spouse dies in a couple, many things stop and change. Even when committed, the parenting project itself suffers the consequences of this death. It can only be modified by such a upheaval and changes in nature. The intentions that drive us and have been expressed today in our assembly are generous. I heard them and no one called them into question. I also heard the question, "Who are we to ban the post-mortem LDC? "Who are we to authorize it?" " But we must go beyond these questions.
ParlaMint-FR_2019-09-26-E2014.u62	Bravo!
ParlaMint-FR_2019-09-26-E2014.u63	We must assume our share of responsibility and explore other issues. What limits do we set? What limits do we respect? What limits do we accept? As I have already said in committee, I am troubled by all these questions and my reservations are numerous. We are setting foot on a very slippery terrain – as evidenced by the amendments aimed at setting a limit to this practice, without really knowing where to set it or why to set it... Indeed, it is clear that such a measure would alter our report to the AGP: I am thinking in particular of the possibility of following forward-looking management logics. My view is consistent with what I said on Tuesday evening in the general discussion and with the positions we are defending during the discussion of the text. Contrary to what has been said, the paradox would be even stronger if access to the MPA had not been opened to women alone; In this case, any insemination would be impossible, unless the widow did her life again, what was happening and what we could hope for many women facing this situation. The opening of the MPA to single women, which we decided yesterday, is therefore quite consistent. We can all cite personal experiences: many people around us, when it is not ourselves, have been confronted with such difficulties. What makes me think a lot is that the post mortem AMP puts the woman, or rather the surviving spouse, in the face of an extremely painful, dizzying dilemma, in a way cruel and perhaps even unsustainable. We can already see the very delicate questions that arise today when a spouse dies while a child is on the way, both in the person concerned and in his family and, more broadly, in his or her surroundings. [[Applause on many benches of the LaREM and LR groups. – Mr Dominique Potier also applauds]] Ultimately, this is a somewhat exorbitant extension of human capacities, which would lead to the knowing birth of a child of a deceased father. For my part, I believe that other projects may be created – we are allowing them in this bill. These amendments raise questions of meaning that are too heavy and too much of a reservation to allow me to vote on them.
ParlaMint-FR_2019-09-26-E2014.u64	Mrs Coralie Dubost has the floor.
