ParlaMint-FR_2019-05-28-O1250.u1	The next item is the oral questions without debate.
ParlaMint-FR_2019-05-28-O1250.u12	Madam Member, please excuse Muriel Pénicaud's absence. The aid for driving licences has entered into force since 1 January 2019. It is intended for major apprentices enrolled in a driving school to pass their licence and, as you point out, is intended to facilitate travel between their home, their apprentice training centre and their employer. The following cumulative conditions must be met on the date of application: be at least 18 years of age; be the holder of an apprenticeship contract in progress; be engaged in the preparation of the tests of the driving licence authorizing the driving of category B vehicles. The aid, amounting to EUR 500, is financed by France responsibilities, which enters into an agreement with the Service and Payment Agency. The Apprenticeship Training Centres – CFA – provide assistance to the Apprentice or his driving school, and the Agency is responsible for paying assistance to the CFA, by reimbursing the assistance already paid to the Apprentice. An attempt is made to simplify the administrative "piping" for the apprentice: it is a source of readability of the device. This EUR 500 aid complements other existing schemes. It can be combined with all other aids received by the apprentice, including those related to transport, which may be paid by the communities or by the professional branches. For example, young people who will carry out a voluntary engagement mission proposed by an association identified by the Auvergne-Rhône-Alpes region and working in areas such as the fight against poverty, support for sick or disabled people, the link between generations, will be rewarded for their commitment: the region will be able to finance part of their driving licence or the transition from the certificate of aptitude to the functions of facilitator, BAFA. As you rightly mention, in Burgundy-Franche-Comté, young people between 16 and 25 years of age, registered in a Burgundy or franc-comtoise car school, engaged in a professional career or job seekers, attached to the parental tax home or emancipated fiscally, can obtain aid to finance the B permit, up to 500 euros, in order to facilitate their access to autonomy. This aid can be combined with the permit aid. The Hauts-de-France region also offers a loan to help 18-30-year-olds pass their driver's license. In practical terms, this aid takes the form of a loan of up to EUR 1000, paid in two times and non-renewable. It can be combined with other devices. Linked to ANFA, the National Association for Automotive Training, through a branch agreement, IRP Auto provides social protection for professionals and supports young apprentice employees. Apprentices can benefit from a car permit of up to EUR 300 and an additional EUR 200 if they take part in a road safety awareness session. The application must be made before the driver's licence is obtained, during the period of professional learning. Everyone is mobilizing to complete these aids. The 1 euro licence is a loan whose interest is borne by the State. It has been set up by the State, in partnership with lending institutions and driving schools, to help young people between the ages of 15 and 25. It allows them to benefit from a payment facility. The total cost of licensing training does not change, but the financial institution advances the money and the government pays the interest. The driver's licence grant applies to young people between the ages of 18 and 25, in particular those who do not have sufficient personal or family resources to finance their preparation for the driver's licence. It consists in the taking over by the municipality of the place of residence of part of the cost of training, in return for an activity of collective interest for 40 to 50 hours, carried out in an identified structure. As you can see, every effort is made to promote professional mobility, which is so important for successful integration into the labour market.
ParlaMint-FR_2019-05-28-O1250.u13	Mrs Fadila Khattabi has the floor.
ParlaMint-FR_2019-05-28-O1250.u14	Thank you for all this information, Madam Secretary of State. Thank you for the collaborative work of the public authorities, in order to meet the expectations of our citizens and to facilitate their administrative task. As we know, mobility is the first key to successful integration into the labour market.
ParlaMint-FR_2019-05-28-O1250.u15	Mrs Valérie Bazin-Malgras has the floor to put her question, No 748, on the labour market.
ParlaMint-FR_2019-05-28-O1250.u16	Full employment in Germany, the United Kingdom and the Netherlands; lowest unemployment rate in the United States over the last 50 years, with a rate around 3%; The average of 5.2% for OECD countries: one might say that the labour market is doing well in Western economies and that the crisis is now a distant painful memory. Yet France has an unemployment rate of 8.8%! It also has the highest compulsory levy rate in the OECD, at more than 46%, or 12 points above average. What the statistics teach us, the French also tell us in the territories: work does not pay enough! I'm from a winery. Too often, it is found that the difference between the SMIC and the level of social benefits received by unemployed persons is insufficient to encourage someone to take up a job as a harvester, for example. However, these sectors are badly understaffed and need to recruit large numbers of workers from Eastern countries. In the Aube department, many wine growers have to call on service providers to hire several thousand posted workers during the harvest period. Employers did not detract from having to do this, when there is mass unemployment in our country. They would rather mobilize the local labour force to support local wine traditions and the territory, rather than employing a labour force from far away. However, in France, artisans, traders and SME employers all show difficulties in recruiting. There would be between 200000 and 330000 offers which would not find takers for lack of candidates. There are inactivity traps in France that do not encourage our fellow citizens to return to work. What answers does the Government propose to ensure that work really pays off, and that efforts and merit are fully rewarded? How do you intend to tackle the inactivity traps that hinder the dynamism of the labour market?
ParlaMint-FR_2019-05-28-O1250.u17	The Secretary of State for Disabled Persons has the floor.
ParlaMint-FR_2019-05-28-O1250.u18	Madam Member, the problem you are raising is at the heart of the work of the Ministry of Labour. To solve this, it is necessary to stimulate growth, to make it rich in jobs and inclusive, and to ensure that work pays. This is the meaning of the Government's reforms since its entry into power. The ordinances for the strengthening of social dialogue have thus reduced the fears of TPEs and SMEs to be hired. Moreover, by improving the skills of low-skilled workers, the law on the freedom to choose one's professional future, which increased the amount of the personal training account allocated to low-skilled workers, bringing it to 800 euros per year, compared with 500 euros previously, and the plan for investment in skills, intended for the training of 2 million job seekers who have little qualifications and are far from the labour market, will improve access to more skilled jobs, which is therefore better paid. In fact, we are already seeing the first results, with the unemployment rate falling to 8.7%, one point less than two years ago. In order to amplify the impact of these reforms, we are launching, under the authority of the Prime Minister, the national and territorial mobilisation for employment, aimed at solving, together with local and regional authorities and the social partners, the concrete problems on the ground. This includes removing barriers to employment, such as the search for a dwelling, a means of transport, an apprentice or a child care provider. On the other hand, the reform of unemployment insurance, which is being drafted, will help to combat precarious employment more effectively. Finally, according to a study by the Observatoire français des conjunctures économiques, OFCE, French households will earn an average of 850 euros in purchasing power in 2019, including 440 euros directly linked to government measures. This is the largest increase since 2007. I conclude by adding that today we are present at the Fair Handicap, employment &amp; responsible purchases, in order to encourage companies to hire, even more than they do, disabled workers, by making available to them all the accompanying employment benefits.
ParlaMint-FR_2019-05-28-O1250.u19	Mrs Valérie Bazin-Malgras has the floor.
ParlaMint-FR_2019-05-28-O1250.u20	Thank you for your answer, Madam Secretary of State, but she is not telling us anything about how to mobilize people who are unemployed, for example, to do the harvest, a task that everyone can do and for which almost 10,000 posted workers are brought to Champagne. This is our concern in the department: how can we make people who are unemployed work in the vineyards, when the wine growers need them?
ParlaMint-FR_2019-05-28-O1250.u21	Mrs Valérie Lacroute has the floor to put her question, No 747, on the Fontainebleau police station.
ParlaMint-FR_2019-05-28-O1250.u22	The particularly dramatic situation of the police station in Fontainebleau, whose state of old age does not allow officials to work and receive users in dignified conditions, calls for an urgent response from the Ministry of the Interior. The context has become alarming in recent months, with the collapse of a wall of enclosures that has put seven civil servants' vehicles out of service and destroyed a modular public reception building, forcing some units to work in other police stations in the district. Worse still, as a result of recent storms, some of the ceilings of the offices on the floors fell under pressure of water leaks. I have repeatedly stressed, with the support of the elected representatives, that the police could not work in good conditions. Victims and criminals coexist: it is unimaginable and unacceptable. There is also a need for reconstruction of the Fontainebleau police station. Two sites are envisaged, one of which is located in Avon, near the SNCF station of Fontainebleau-Avon, 1.5 km from the centre of Fontainebleau city and in the centre of the police station's intervention perimeter. This option, the most reliable and technically successful option, is recognized by the SGAMI – General Secretariat for the Administration of the Ministry of the Interior – in a report issued in 2017. In addition, funding would largely be provided by a competition fund from the city of Avon, which is an asset in this period of constrained budget. In view of the report delivered by the SGAMI, I call on the Minister of the Interior to decide as soon as possible on the location of the future police station.
ParlaMint-FR_2019-05-28-O1250.u23	The Secretary of State to the Minister of the Interior has the floor.
ParlaMint-FR_2019-05-28-O1250.u24	Every day, police officers commit themselves, with courage and a high sense of public interest, to enforcing the laws and protecting the French, in an increasingly difficult and violent context. The working conditions of the police officers are a major concern for the Minister of the Interior. The latter must, in fact, be able to benefit from police stations that meet the requirements and their very important operational commitment. In this regard, the quality of the reception of victims is also at stake. However, too many police facilities are still inadequate, outdated. That is why the Government has decided to mobilize significant financial resources. The National Police has a real estate budget of almost €200 million per year under three-year programming. This effort will obviously not be enough to meet all needs, but ambition is there. Efforts are being made for the direct benefit of field police officers, who will gradually see the face of their police stations change. With regard to the situation at the Fontainebleau police station, the Ministry has carried out work to ensure that the officers are in good working conditions and to guarantee them all the necessary safety. As a result, work was carried out to develop and consolidate the building, as well as to carry out more extensive rehabilitation work. A structural audit of the building, carried out by a specialised company, is also under way. The work that will be identified as necessary will be carried out without delay. Visual diagnoses of the building were already carried out on 16 May 2019 by a design office, whose findings do not call into question the operation of the building as it is. A report was also submitted in early 2019 on electrical installations, which do not raise any particular concerns. With regard to the more structuring decisions that you have mentioned, which could lead to larger-scale work, you have also pointed out for many years, different hypotheses are under consideration. The Ministry of the Interior has updated these options, and the Prefect of Seine-et-Marne is mandated to investigate the case and report its recommendations to the Minister. On this issue, which is now old, the aim is to have clear prospects by the end of the year. Be assured, Madam Member, that the situation at the police station in Fontainebleau has the full attention of Christophe Castaner and mine.
ParlaMint-FR_2019-05-28-O1250.u25	Mrs Valérie Lacroute has the floor.
ParlaMint-FR_2019-05-28-O1250.u26	Thank you for your answer, Secretary of State. The Government, as we are well aware, has undertaken urgent work in this police station, and I thank you for that. But you did not escape the fact that a police union and agents marched down the streets of Fontainebleau last week to warn about the dangerous conditions in which they work. It's still a big first. It has not escaped you either that the communities, beginning with the city of Avon, have presented, for the reconstruction of the building, a financial file that holds the road. This is an issue between the two municipalities concerned, but according to the file I have just mentioned, the police station, which must be insisted on, would be located at the heart of its scope of intervention, that is to say, near the station, a place where people sometimes have to deplore situations of danger. Last night I also learned of information which I am particularly concerned about and which will certainly be discussed in the next few days: the consolidation of the police stations of Fontainebleau, Nemours, Montereau-Fault-Yonne and Moret-Loeng-et-Orvanne, which would therefore have a common direction.
ParlaMint-FR_2019-05-28-O1250.u27	Thank you, my dear colleague.
ParlaMint-FR_2019-05-28-O1250.u28	I do not know if this initiative comes from the Government, but it only raises the concerns of the elected officials and officials concerned.
ParlaMint-FR_2019-05-28-O1250.u29	Mrs Agnès Firmin Le Bodo has the floor to raise her question, No. 758, on the daily security police in Le Havre.
ParlaMint-FR_2019-05-28-O1250.u30	In February 2018 the daily security police was officially launched. The aim was to "place the service of the citizen at the heart of the action of the security forces" by strengthening the police presence in the areas of republican reconquest and by providing for DCPPs – delegates to police-population cohesion – to make the link between the population and the security forces, in particular through preventive actions. Provision was also made for additional staff. In Le Havre, two republican reconquest districts, Mare-Rouge and Mont-Gaillard, have been designated in this context. However, after a little more than a year, expectations remain high, combined with the fear of seeing only a stacking of devices rather than the increase of forces in the presence. Of course, two DCPPs are working together and in close proximity, but for the time being the numbers have not been increased and impatience is growing. In addition, the Minister had announced enhanced collaboration with local authorities and municipal police, including through experiments on the opening of the driver's licence file and the registration file. What are the results? If they are positive, as we understand it, when will it be possible to extend this solution to other cities? Finally, we must be extremely vigilant about the transfer of police forces which, in order to effectively strengthen their presence in certain neighbourhoods, would be lacking in others, where trafficking and other crime could therefore migrate. I would therefore like clarification as to when the reinforcements will arrive in Le Havre, in the districts of the Mare-Rouge and Mont-Gaillard.
ParlaMint-FR_2019-05-28-O1250.u31	The Secretary of State to the Minister of the Interior has the floor.
ParlaMint-FR_2019-05-28-O1250.u32	As you know, deputy, the Government has made security a priority. This action is based in particular on the daily security police, reinforced, in certain areas facing particular crime problems, by the republican reconquest districts. In this respect, the city of Le Havre benefits from a QRR in the Mont-Gaillard and Mare-Rouge sectors, and the system is rising. ATV patrols have been operating since 1 January, and a systematic police presence on QRR neighbourhood committees strengthens the relationship with residents. Thanks to the police-population cohesion delegates you mentioned, partnerships with associations and individuals are intensifying: signing in January of a convention with the AVRE 76 victim support association; setting up operational partnership groups to combat drug trafficking in building halls or urban rodeos. The daily security police also rely on additional human resources, with net reinforcements. As a result, the Public Safety District of Le Havre will be strengthened, both to upgrade it, with 28 additional positions planned, and to ensure the full deployment of the QRR, with 20 additional positions. From June 17, 2019, to get to one of your questions, ten additional police officers will be mobilised, to which thirty-eight others will join as of September 1, 2019. With regard to the access of municipal police to the information contained in the national register of driving licences and in that of registrations, it is the subject, as you have recalled, of an experiment initiated since the beginning of 2019 in eleven voluntary communes, divided between nine metropolitan departments. Some municipal police officers, after individual designation by the mayor and authorization by the prefect of the department, were able to consult the data on driving permits. Due to technical constraints, they were only able to access registration certificate data a month later. As a result of this experiment, computer work was carried out to put into operation an advanced version of the web portal from which the two files are consulted. Its deployment will therefore be possible – in any case the target – in June 2019; We will therefore ensure that this is ensured gradually. The mobilization of personnel in a number of territories, you are right, must not be at the expense of other territories. In fact, the deployment of dedicated personnel in the republican reconquest districts does not mean that the other neighbourhoods should be abandoned. I would also point out that the anti-narcotics unit, which gangrene our neighbourhoods, is intended to work in all the departments where the republican reconquest districts are located.
ParlaMint-FR_2019-05-28-O1250.u33	Mrs Agnès Firmin Le Bodo has the floor.
ParlaMint-FR_2019-05-28-O1250.u34	Thank you, Secretary of State, for that very precise answer. Forty-eight additional officers, as I have noted, will arrive in the Territory in two waves: ten on June 17, and thirty-eight in September. As a former Security Assistant, I would like to acknowledge the importance and effectiveness of the work of linking the police and the population within the QRRs, formerly known as "ZSPs" – priority security areas. The result is proof of this.
ParlaMint-FR_2019-05-28-O1250.u35	Mrs Caroline Janvier has the floor to raise her question, No. 739, on the recognition of the state of natural disaster for certain communes in the Loiret.
ParlaMint-FR_2019-05-28-O1250.u36	I would like to warn about the difficult human and financial situation of families living in communes in the Loiret which have not been recognized in a state of natural disaster following the phenomenon of drought and soil rehydration in the summer of 2018. There are many documented testimonies from households that see heavy, often irreversible, degradations of their homes: the collapse and destructuration of walls, serious cracking, through-slits that allow air and humidity to pass, the collapse of pavements, and no longer functioning oilworks. Some houses are supported by summers in order to avoid their collapse. The situation of these families must challenge us, because reparations are so large that they cannot hire them themselves. However, the abnormal intensity of the natural agent causing the damage fully attests to the exceptional nature of these events. In 2016, the communes of the Loiret department were affected by major floods, followed since 2017 by significant drought episodes. For the months of September and October 2018, the rain deficit was 82%. Therefore, since 12 October 2018, the Loiret prefecture has recognised the case of force majeure with regard to drought. The non-recognition of some municipalities, which are strongly affected by these phenomena, has a sense of injustice and abandonment. This status quo cannot continue. A review of the criteria implemented by the ministers responsible for drought and soil rehydration was expected to be completed by the end of 2018. Like the many families in the Loiret region concerned, I would like to know what could be the outcome of the files of the homes affected in the areas still unrecognised. What, moreover, is the state of work aimed at refining criteria and measures in order to better map the victims and enable them to be accompanied by their insurers?
ParlaMint-FR_2019-05-28-O1250.u37	The Secretary of State to the Minister of the Interior has the floor.
ParlaMint-FR_2019-05-28-O1250.u38	An episode of drought and soil rehydration affected metropolitan territory in the second half of 2018. For the department of Loiret, 191 communal applications for recognition of the state of natural disaster were submitted in this capacity. In order to decide on the recognition of a municipality in a state of natural disaster, the administrative authority is obliged to decide on the abnormal intensity of the natural agent causing the damage, and not on the extent of the damage. Recognition occurs only when the exceptional nature of the event is proven in accordance with the criteria in force. The interdepartmental approach to adopting new criteria for drought-rehydration of soils has been successful: a circular setting out the content of the new methodology was circulated on 10 May 2019 to departmental prefects. This revision makes it possible to take into account, in the analysis of communal applications, the technical information most relevant from the scientific point of view, by integrating the most recent progress made by Météo-France in the field of hydrometeorological modelling. Improved modelling allows for better representation of the physical processes governing water in soils. The new method will thus make it possible to use the latest scientific knowledge by mobilising the most efficient Météo-France modelling tools; to retain the most scientifically sound geotechnical and meteorological criteria to characterize the intensity of a drought event in the soil while ensuring its legibility by the affected; better characterize drought-rehydration episodes of soils during autumn and winter periods; to significantly shorten, which answers your question, the time taken to process communal applications through the adoption of a weather criterion that can be implemented in a calendar year. These new criteria are used this year to analyze applications for the 2018 drought-rehydration season. The actual investigation of the 4271 files filed in metropolitan France began in May 2019. Government services are mobilized to ensure that the bulk of applications are processed by the summer.
ParlaMint-FR_2019-05-28-O1250.u39	Mrs Caroline Janvier has the floor.
ParlaMint-FR_2019-05-28-O1250.u40	Thank you, Secretary of State, for that clarification. I will therefore carefully follow the 191 requests from the Loiret, hoping that, by this summer, the families concerned will get very precise answers.
ParlaMint-FR_2019-05-28-O1250.u41	Mrs Véronique Hammerer, speaking on behalf of the Committee on the Environment, Public Health and Consumer Protection, raised her question, No 740, concerning the testing of methanisation by mixtures of sludge.
ParlaMint-FR_2019-05-28-O1250.u42	On 1 February 2018, Mr.Nicolas Hulot launched a working group on methanization, which was set up to define policy guidelines and measures to promote the development of this sector. In this way, the objective of accelerating methanisation projects has emerged in order to "decrease production costs and develop a French sector". This proposal is based on a number of means, including the generalisation of sludge methanization at large sewage treatment plants and the widening of the deposits for methanization. According to the press kit in support of this project, the methanogenic potential of these sludges is important in that they represent a strong deposit. The same document states that "mixtures of inputs will therefore become possible because they are necessary for the good performance of methanization but only under enhanced security conditions for agricultural land in the event of application of the digestate." However, some voluntary structures to develop this type of methanization do not obtain the necessary authorisations. For my part, I am convinced that experiments that follow both the precautionary principle and specific criteria would allow us to take a clear position on the subject. The wastewater treatment plant in Porto, the intermunicipal drinking water supply union in Cubzadais-Fronsadais, which is in my constituency, is the initiator of an ambitious methanization project that can feed 300 households. Located in a territory without other competitive methanizers, it would operate by local supply of biowaste, with a defined maximum rate. These criteria, together with the requirement to control the methanizers, a framework and a permit to return to the ground via a plan of application, would allow a safe test of methanization by mixing sludge with inputs. I share the view that the necessary ecological and solidarity transition must be based on local solutions that respect the precautionary principle. In this respect, it seems to me that experimentation allows innovation. That is why I would like to know the experimental and territorial framework that the department intends to put in place to allow methanization to contribute to the diversification of the energy mix.
ParlaMint-FR_2019-05-28-O1250.u43	The Secretary of State to the Minister of State, Minister for Ecological and Solidarity Transition, has the floor.
ParlaMint-FR_2019-05-28-O1250.u44	Madam Member, you are quite right to draw my attention to the difficulties encountered by some producers of methanizer projects who wish to be able to feed them by mixing food waste produced by households with sewage sludge. Methanisation is, as you pointed out, a promising sector with multiple benefits, both in environmental terms and in terms of job creation. Biogas production must indeed take an important part in the energy transition, relying in particular on the obligation to generalise the sorting at source of biowaste, which was put forward at the end of 2023 by the revision of the European Framework Directive on waste management. These bio-wastes have a high potential for recovery. Their sorting at source is therefore essential for recovery in the form of methanisation and then reuse as a high quality fertilizer. As a result, the sector has both strong support from the Government and a regulatory framework adapted to its challenges. Following the work, which you recalled, of the working group on the development of methanization launched by Nicolas Hulot and successively taken over by Sébastien Lecornu and then myself, the Government took action at the beginning of this year on the mixtures upstream of methanization, which take into account the feedback of all relevant stakeholders. It is clear from this that the mixing of sludge from different treatment plants will be made possible even though it is prohibited to date, unless a prefectural derogation is made, which is often obtained after an administrative procedure which is too cumbersome. It is also planned to facilitate the mixing of these sludges with other similar organic waste from sanitation, which represents a significant potential for the development of methanization. This facilitated pooling between several wastewater treatment plants will also contribute to the diversification of renewable energy production resources. However, the mixing of sludge from urban wastewater treatment plants with bio-waste does not appear to be relevant in view of the rise in the power of an independent bio-waste sector, which allows for high-quality use, provides higher guarantees for pollution prevention and therefore an increased economic value of the resulting digestates. It is for these reasons that the new European Waste Framework Directive of 2018 will ban such mixtures within a few years. It therefore does not seem appropriate to allow the emergence of methanisation projects whose economic model would be based solely on the mixture of sludge from sewage treatment plants and biowaste, whereas this practice will eventually be banned at European level. On the other hand, any methanization project based primarily on sludge from sewage treatment plants or related to agricultural activity can be supported.
ParlaMint-FR_2019-05-28-O1250.u45	Mrs Véronique Hammerer has the floor.
ParlaMint-FR_2019-05-28-O1250.u46	Madam Secretary of State, thank you for your answer. I would have liked to have been able to experiment with this process, but I understand that we are taking the path of the impossibility of mixing inputs and sludge. I very much regret this, because the Porto station in my constituency could have had a very interesting tool in carrying out this type of project. I take note of that.
ParlaMint-FR_2019-05-28-O1250.u47	Mr Rodrigue Kokouendo has the floor to put his question, No 743, on waste management in the work of Greater Paris.
ParlaMint-FR_2019-05-28-O1250.u48	I would like to draw the attention of the Minister of State, Minister for the Ecological and Solidarity Transition, to the issue of waste in the context of the work of the Greater Paris and the Olympic and Paralympic Games of 2024. More than 40 million tonnes of inert waste will be generated by the 300 construction sites in Greater Paris and those in the Olympic Games. The Seine-et-Marne, which has efficient waste storage and treatment facilities, now receives more than 80% of this non-hazardous waste associated with the economic activities produced in Île-de-France. Due to a "limit to annual storage capacity for non-hazardous non-inert waste" under the Environmental Code in 2020, the annual storage capacity for non-hazardous non-inert waste must not exceed 70% of the quantity of non-inert non-hazardous waste admitted to storage in 2010. In 2025, it must not exceed 50% of the quantity of non-hazardous non-inert waste allowed in storage facilities also in 2010. These exceptional yards therefore require significant additional storage capacity, which contravenes the law of 17 August 2015 on the energy transition for green growth. I am also concerned about how this waste can be treated on a regular basis. Given that the capacity of storage centres is limited, and that regulatory limits or administrative refusals that are not always well-reasoned hinder requests for extension, there is a concern that wild waste disposal may increase sharply. I would therefore like to know how the management of this waste, in its financial and territorial aspects, has been organised.
ParlaMint-FR_2019-05-28-O1250.u49	The Secretary of State to the Minister of State, Minister for Ecological and Solidarity Transition, has the floor.
ParlaMint-FR_2019-05-28-O1250.u50	Mr President, you have asked Mr François de Rugy: he cannot be present, so he asked me to answer you. Your question concerns the waste generated by the two major projects: the realization of the Grand Paris Express and the hosting by France of the Olympic and Paralympic Games of 2024, and their impact on the storage capacities of non-hazardous waste. I am very sensitive to waste management issues in our territories. The linear "manufacture, consume, throw" model is facing the depletion of the planet's resources and increased impacts on our ecosystems and on our citizens. It is therefore necessary to change the model and improve the performance of our waste collection and treatment systems, not only on a daily basis, but also during exceptional events such as the Olympic Games of 2024. First of all, waste management in Greater Paris is a dimensional subject of the project, which the Société du Grand Paris has clearly measured the stakes. Today, the vast majority of the waste generated is waste that can be recovered as part of development or quarries projects in Île-de-France or neighbouring regions or, failing that, be admitted to inert waste storage. The shipment of waste remaining in storage facilities for non-hazardous waste must therefore remain the exception. For their part, the Olympic and Paralympic Games of 2024 were designed and planned from the outset to be exemplary in environmental terms. My services work alongside the management of environmental excellence of the Olympic Games Organizing Committee to anticipate the specificities of such an event and to support the deployment of innovative solutions. As far as infrastructure is concerned, waste from construction sites will have to be reduced to a minimum by means of preventive work. Thus, in his application, the petitioner voluntarily committed himself to recycling 95% of the waste generated, which goes beyond the 70% imposed by the regulations. Finally, with regard to the management of waste resulting from exceptional use during the Games, I will be particularly careful, together with the Minister of State, that the solutions implemented minimise the production of waste at the source and avoid food waste, and that a systematic sorting at the source is introduced.
ParlaMint-FR_2019-05-28-O1250.u51	Mr Rodrigue Kokouendo has the floor.
ParlaMint-FR_2019-05-28-O1250.u52	I thank the Minister of State, Minister of Ecological and Solidarity Transition, and you, Madam Secretary of State, for your interest in the treatment of waste. As everything about ecology and the environment becomes paramount, we hope that these issues will be dealt with properly.
ParlaMint-FR_2019-05-28-O1250.u53	The floor is open to Mr. Jacques Cattin to put his question, No. 746, concerning the hydro-electric concession of Lake Noir d'Orbey.
