ParlaMint-FR_2019-01-29-O1128.u1	The next item is the oral questions without debate.
ParlaMint-FR_2019-01-29-O1128.u12	Mr Jean-Luc Poudroux has the floor.
ParlaMint-FR_2019-01-29-O1128.u13	Minister, you have not answered me about any changes in the perimeter of the marine reserve. Do you intend to change the route to allow the renaissance of the seaside areas?
ParlaMint-FR_2019-01-29-O1128.u14	The minister has the floor.
ParlaMint-FR_2019-01-29-O1128.u15	I would remind you that protected areas represent a tremendous wealth for La Réunion. The protection of biodiversity is one of the battles that we must wage, and that is what we do, while working on prevention and creating a series of devices. It is necessary to return the sea to the young and old people of Reunion; That is why there are protected areas, and we will continue to preserve them through the Government's investments in communities. But we must also realize that the risk remains real and that, as you suggest, it is not necessarily linked to protected areas, one of the wealth of the overseas territories.
ParlaMint-FR_2019-01-29-O1128.u16	Mr Mansour Kamardine has the floor to put his question, No. 546, on the infrastructure necessary for economic and social development in Mayotte.
ParlaMint-FR_2019-01-29-O1128.u17	Minister for Overseas Affairs, Mayotte is the last department in France, in the broadest sense of this word: it is the 101st poorest, with more than 84% of its population living below the poverty line; it is the youngest, with more than 50% of its inhabitants under the age of 17; the youth unemployment rate reaches ceilings, with more than 46%; or even, the rate of equipment in all fields is the lowest in France. Finally, social assistance is the lowest in the whole Republic, while we pay taxes like the others. This observation is that of the Prime Minister, who has recognized before the Senate that Mayotte is a deserted territory and that the challenge to be met is unheard of. However, the Mayotte plan decided in May 2018, which the Government has taken to every corner of the street, is mainly intended to deal with the migration invasion, since it is a matter of offering social housing to migrants whom you will regularize and a school to their children. On the other hand, this government plan does not address the sustainable development concerns of the territory, which requires several construction sites. For starters, the construction of the long runway at Pamandzi Airport – which you refuse us at the same time as you build one in Rodrigues with the help of AFD, the Agence française de développement – could revive tourism in Mayotte and promote mobility. The creation of a third dock at the port of Longoni would enable it to better position this infrastructure as one of the economic lungs of this sub-region of the South-West Indian Ocean. The university centre should also be transformed into a full university to train our youth. In addition, national roads should be upgraded to promote internal mobility. Etc. During the examination of the draft budget 2019, before the delegation to the overseas countries, the Secretary of State to the Minister of Action and Public Accounts stated that he had studied with you a plan for the development of structural infrastructure in Mayotte. But the budget is finally adopted without this plan. The same can be said of the budgets of the Maori communities, which are 60 per cent lower than those of other local authorities. My question is simple: why refuse to adopt a sustainable development plan for Mayotte, including the construction of these infrastructures and the catch-up of local government budgets? Madam Minister, should I remind you that Mayotte is also France?
ParlaMint-FR_2019-01-29-O1128.u18	The next speaker is the Minister for Overseas Affairs.
ParlaMint-FR_2019-01-29-O1128.u19	Mr Kamardine, you did not need to conclude your remarks in this way, because Mayotte, as I said and will come back to it, has my full attention, as indeed the whole of the overseas territories. I am and will continue to be the voice of the overseas people in this Government. Mayotte faces two challenges: the social emergency – as in other territories but with even greater difficulties – and the preparation of his future. The State's commitments have been renewed and formalized in the State's action plan for the future of Mayotte and its inhabitants: as a reminder, it is more than 3 billion euros in favour of this territory during the quinquennium; This is a major commitment of the Government. All the years of lack of support in Mayotte, however, cannot be caught up in this period, but we will do our utmost. The Prefect of Mayotte, a delegate of the Government, organizes regular steering committees to inform me of progress in the processing of cases, this plan being inter-ministerial. I would also point out that, since last October, the action plan has had the site transparenceoutremer-mayotte.gouv.fr, which allows all Mayotte citizens to see the steady progress in the implementation of the plan. I find this normal and I have taken the same decision for La Réunion. We owe transparency to all our citizens. The measures cover the whole scope of public action as well as the single budget line, which has been abounded to EUR 10 million since 2018. This high level of commitment to Mayotte will continue in 2019. In addition, the credits for school construction, which you mentioned, were increased in 2019 to improve coverage of the territory's needs. My question, and my anguish, is that all the announced appropriations made available are consumed, both in Mayotte and in other overseas territories. In addition, a significant part of the EIF – the exceptional investment fund – now worth €110 million, is dedicated to Mayotte. It's normal, because it's the territory that needs it the most. Then, since you have mentioned the state endowments, we are reviewing them to see how to take more account of the specificities of each territory. On the other hand, do not use an amalgam that would suggest to the Mahorese and Mahorese that the state would prefer the surrounding foreign islands in Mayotte. It is true that the Agence française de développement made a bank loan to the Rodrigues. This is part of our foreign policy: we support developing countries. But let us not let it be thought that this is done at the expense of the overseas territories, that it is a subsidy, whereas it is a loan. With the Government, I am at the side of Mayotte and all the overseas territories. We will fulfill the mission we have entrusted ourselves for the quinquennium.
ParlaMint-FR_2019-01-29-O1128.u20	Mr Mansour Kamardine has the floor.
ParlaMint-FR_2019-01-29-O1128.u21	I note with regret that you are not answering my question about the launch of a sustainable development and catch-up plan for Mayotte. You're announcing a $3 billion plan for Mayotte, but it's actually only $1.3 billion. As far as Rodrigues is concerned, I do not oppose the communities between them and I do not act as an amalgam. Nevertheless, the environmental reasons you objected to refusing the extension of the runway from Pamandzi Airport to Mayotte could also have been invoked for the granting of a loan to Rodrigues through AFD. You could also have instructed AFD to finance this extension, as it would have helped to deal with social emergencies, particularly youth unemployment in Mayotte, which is about 46%.
ParlaMint-FR_2019-01-29-O1128.u22	Mrs Bessot Ballot has the floor to put her question, No 533, on the storage of water.
ParlaMint-FR_2019-01-29-O1128.u23	Mr Minister for Agriculture and Food, my question concerns the storage of water in anticipation of climate crises, which seriously affect so-called rural areas, particularly farms. We all know that in 2018 an episode of drought severely affected many parts of the territory, including eastern France, mainly the department of Haute-Saône. This episode has had serious consequences for people and for farmers, who have faced major difficulties, such as restrictions on the use of water or a lack of fodder to feed their farms. When I went to the farms on the Saône plains, I was able to see their difficult situation. In the face of this unprecedented crisis, the Government has urgently mobilized to help farmers who are suffering, including by providing them with visibility and cash to anticipate the winter. Of course, this has been welcomed with optimism. However, climate change is no longer to be demonstrated and, in the years to come, the territories will no longer be immune to new drought episodes. That is why we need to find ways of remedying these crisis situations, particularly for French agriculture, now. A 2015 report by the Food and Agriculture Organization of the United Nations, FAO, already called for better policies and more investment, in particular to adapt agriculture to climate change, by improving water storage, wastewater collection and recycling, and research to build more resilient agricultural production systems for small farms. Indeed, the storage of water, for example in winter or in flood, would make it possible to use the available water in the event of new episodes of crisis. Minister, in addition to the urgent financial support measures for farmers, can you please tell us what measures the Government plans to take in the coming years to promote the storage of water and to put in place a real long-term water policy that responds to the agricultural, economic and environmental challenges of our territories?
ParlaMint-FR_2019-01-29-O1128.u24	The next speaker is the Minister for Agriculture and Food.
ParlaMint-FR_2019-01-29-O1128.u25	Mrs Bessot Ballot, thank you for your very important question. The water problem is a global issue. It is well known that in many countries access to water is very complicated, whether it is drinking water or water for irrigation and agriculture. This year in particular, as you said, a terrible drought has affected much of France: the whole North and East of the country, especially your region. The Government had mobilized very early in the summer to respond to the concerns of herders, especially those who, owing to the lack of water, had to resort to their stock of fodder and straw. The problem is simply that this drought came late. The first cut lasted all summer until September and, in the end, new seedlings could not be raised. The State was present, the Government was present: I decided to convene four exceptional meetings of CNGRA, the National Committee for Agricultural Risk Management, and the next one will be held next month. We have responded to all the distress of farmers, mobilising more than 150 million euros and exempting them from the property tax on unbuilt properties. But that's not the point. Your question is more structural, namely how to ensure that we can meet these challenges. As you said, climate change is going to be an increasingly crucial issue. Farmers must respond and agriculture must evolve in its practices. It is already doing so: French agriculture currently consumes 30% less water than 15 years ago. Yet this is not enough. As I have already had the opportunity to explain on behalf of the Government, we cannot continue to watch the water fall from the sky for six months to search for it for the next six months. To give you a clear answer, Madam Member, in the framework of the water foundations, together with my colleague François de Rugy, I proposed, on the occasion of the presentation to the Government of the report of the Prefect Pierre-Étienne Bisch, the establishment of new water reservoirs, collines. We cannot build large dams, large reservoirs, as we have been able to do in the past. But it is essential that, within the framework of the territorial plans of priority actions of the water agencies, in agreement with farmers, associations and populations, we re-establish collinary reservoirs to capture the water from the sky when it falls and then return it during the summer when it is needed. We will ensure that water agencies have the financial means to do so. I really count on all the actors – parliamentarians, of course, as well as agricultural and associative actors – to consider together a new plan of water reservoirs efficient for irrigation and watering.
ParlaMint-FR_2019-01-29-O1128.u26	Mrs Barbara Bessot Ballot has the floor.
ParlaMint-FR_2019-01-29-O1128.u27	Indeed, it was necessary to extinguish the fire, in any case in order to cope with the episode of last spring. Structural reforms – multi-year, as it has become customary to say – are really important to meet the challenges ahead tomorrow. Agriculture must be able to accept these challenges in order to steer us all together towards a better future for all.
ParlaMint-FR_2019-01-29-O1128.u28	The floor is open to Mrs Marie Guévenoux to put forward her question, No. 543, relating to the communal woods enclosed in the building.
ParlaMint-FR_2019-01-29-O1128.u29	Mr Minister for Agriculture and Food, I would like to ask you about the management of communal timber, in particular those who, in many of the towns of Ile-de-France, are enclaved in the building, are asking for a very special management. The forest regime provides a legal framework to protect our forests from clearing, degradation and overexploitation. This regulation is essential for the 11371 communes with forest heritage. Communal woods represent a sixth of our forests, which is considerable, especially since they are places of walking and activity very much appreciated by our fellow citizens. The 2016-2020 Communal Forest Charter, signed in December 2016, clarifies the relationship between elected officials and the National Forestry Office, which is very positive, I would like to welcome. However, mayors are regularly confronted with a problem: the method of managing large forest areas does not always meet the needs of urban and peri-urban municipalities. Maintenance, cutting, securing and harvesting needs involve a profound change in the wood and are often at the expense of the habits of residents and walkers. It is impossible to manage communal woods as gardens, but it is also likely difficult to manage them as large forest spaces. I know that the National Forestry Office is already taking these specificities into account and is trying to diversify. But wouldn't it be possible, minister, to define the category of "locked wood in the building" better and to propose a very specific management method, which facilitates the NFB's work while taking better account of the needs of the populations, who are very attached to their communal woods?
ParlaMint-FR_2019-01-29-O1128.u30	The next speaker is the Minister for Agriculture and Food.
ParlaMint-FR_2019-01-29-O1128.u31	Mrs Guévenoux, this issue is a great deal of discussion in our forested territories. The NFB is responsible for the implementation of the forest regime in public forests, as you know, but I want to remind you precisely. It carries out this task on the basis of the planning documents which specify the different interventions in the forest and their phases. For a community's forest, the development document must obtain community approval before it is formally approved by the Regional Prefect. As you mentioned, this is a bit complex but indispensable for framing. A community's forest management document is consistent with the regional plan for sustainable land development and takes into account the ecological, economic and public uses of the forest. That is the important point of your question. In forests that are heavily frequented by the public, particularly in peri-urban areas, such as those you refer to, preservation and acceptance of management by the public are priorities for the NFB. A cut plate is therefore proposed, but not imposed, on the forest-owner community as part of the development document. I know that's a question right now. For these peri-urban forests, the NFB pays close attention to the public's commitment to forest harvesting, which is nevertheless necessary for the economic, environmental and climate vitality of forests, it is necessary to be clear and to have the courage to say so. The NFB's 2016-2020 target and performance contract provides for public awareness actions to improve understanding and ownership of the interest in timber harvesting. In addition, the municipality may also contract with the NFB, subject to compliance with the rules of the public order, for additional missions on certain parcels. The very specific case of logging management, according to criteria closer to forest parks than forests – a situation that occurs in these small, landlocked forests in urban areas – is a perfect illustration of this. Thus, both the existing regulations and the directions given to the NFB make it possible to take into account the specificities of forests, including small communal forests enclaved in the building, without the need to create a specific category of development for them.
ParlaMint-FR_2019-01-29-O1128.u32	Mr Gilbert Collard, speaking on behalf of the Group of the European People's Party, raised his question, No. 561, on unfair competition with respect to agriculture in Garda.
ParlaMint-FR_2019-01-29-O1128.u33	Mr Minister for Agriculture and Food, my question concerns a subject which you are well aware of and which you have already been concerned about, in answer to one of my written questions, which I thank you for: the unfair technical competition experienced by farmers and representatives of the wine sector in Garda, and more generally those in Occitanie. This unfair competition relates first of all to plant protection products, some of whose imported goods are wasted while their use is prohibited in France. I think essentially, as you understand it, of Spanish wines, which benefit from the bans on French products by infringing them. Unfair competition also lies in the misleading labelling of certain products marketed by large retailers. In the Gard, we see Spanish wines with labels evoking the most beautiful regions of Camargue or Gard! This is a deception, not to say a scam on the product, which has nothing poetic. Unfair competition is finally taking place at the social level, with the reform of seasonal workers, resulting from the latest law on the financing of social security. Although my question seems simple, it is difficult, I know, to answer it in the current context: what financial, legal or technical means can the Government put in place to combat the adverse consequences of this unfair, technical or legal competition, which leads the people of the workers of the Gard land to very great anger?
ParlaMint-FR_2019-01-29-O1128.u34	The next speaker is the Minister for Agriculture and Food.
ParlaMint-FR_2019-01-29-O1128.u35	Thank you for your question, Mr. Collard, because it will allow me to clarify the position of the Government. We recognize that unfair competition and tax and social dumping are real. I said it in this House during the debate on the finance bill, and I repeat it without difficulty this morning. On the other hand, I do not know whether the Government will provide the answer you want because our positions diverge. For the Government, solving the problem requires a more integrated, stronger Europe, a Europe that harmonizes social policies. If Europe were to break up, competition would be even more unfair, know that. That is why social models need to be improved. With regard to social competition and seasonal workers, reference had been made to abolishing the scheme for casual workers seeking employment – TODE. After listening to the majority, I insisted that this measure be reintroduced. I can tell you that the balance sheet is largely positive for French agriculture as a whole. Garda winemaking, in particular, will finally earn an additional 90,000 euros in 2019. In addition, the many wine growers in your region, who employ permanent workers, are winning as the wage burden has fallen. The reduction in the use of plant protection products, which you mentioned, is essential, as is the use of antibiotics in livestock farming. Farmers, regardless of their orientation, are now moving in this direction for a number of reasons. First, it is an irreversible societal demand: our fellow citizens are asking us for better quality products, containing fewer plant protection products. Secondly, farmers, who live in the countryside on land, know that much of our soil is depleted, no longer absorbs nitrogen and no longer allows crop rotation. So we have to go in that direction. Of course, this can lead to a difficulty: seeing imported products compete with ours. Thus, when, three years ago, France banned dimethoate, cherries could no longer be treated in the Drôme, as in your home, Mr. MP, while Spanish cherries, treated with this product, entered France. That is all we need to care about. Yesterday, in Brussels, at the Council of Agriculture Ministers, we referred to the reduction in the use of plant protection products, as well as to a different organisation of the CAP, the common agricultural policy. With regard to the labelling of wine products, the situation you describe for some imported products is unacceptable. We raised this subject yesterday and, almost unanimously, the Council of Ministers for Agriculture refused the entry of new forms of wine. The European Union, the Ministers of Agriculture and the European Commission will further strengthen their vigilance on this point, which is a deception for the consumer. We need to defend our culture, our viticulture, our agriculture, our market gardening and our arboriculture, and we will give ourselves even more resources.
ParlaMint-FR_2019-01-29-O1128.u36	Mr Gilbert Collard has the floor.
ParlaMint-FR_2019-01-29-O1128.u37	Minister, I listened with great interest to your answer, which contained very wise and highly admissible arguments. However, we are obliged to recognize, if we have the diploma of the BSP – common sense peasant – that today's Europe, while waiting for what it will give tomorrow, makes it easy to swindle our farmers and wine growers.
ParlaMint-FR_2019-01-29-O1128.u38	Mr David Habib has the floor to put his question, No. 556, concerning the reclassification of communes in the Pyrénées-Atlantiques to mountain areas.
ParlaMint-FR_2019-01-29-O1128.u39	Mr Minister for Agriculture and Food, first of all I welcome your answer to the question of water storage. We have waited a long time for an answer of this nature. However, I wish you courage to implement this decision, with the majority that is yours... I will now ask you about another agricultural issue which has shown the bankruptcy of this majority: that of the classification of agricultural areas in a disadvantaged position and the special situation of the Pyrénées-Atlantiques. In this case, which you know perfectly well – no need to draw a drawing – the Government considered it normal to classify Biarritz, Saint-Jean-de-Luz and Anglet into less-favoured areas, without adding the hillsides of the Béarn. Look for the mistake! Eighty-one communes in the department of the Pyrénées-Atlantiques must therefore be removed from the classification as a simple disadvantaged area, of which seventy-six are working with CAP beneficiaries. A total of 344 farms are affected. For the Pyrénées-Atlantiques, the total annual loss is estimated at 1.86 million euros, representing an average loss of 5,410 euros per holding. First, Mr.Minister, could you elaborate on the alternative plan that prefectural services and farmers have developed? If adopted, this would provide a real response to the current anxiety of farmers and elected representatives, concerned about the fate of these farms. To go quickly, could you confirm to us the announcements that will be made by the departments of the Ministry of Agriculture or the prefecture of the Pyrénées-Atlantiques regarding the accompaniment, authorisations and derogations to the classification? Secondly, could you clarify the classification in mountain areas of certain communes now classified as a simple disadvantaged area? The number of these municipalities is the subject of debate. Knowing that it is reduced every week, will they be seven, five or four? I would like to hear from you on this point, Minister, to finally know when the Government intends to make the ranking known, for the rest of the Hexagon as well as for the Pyrénées-Atlantiques.
ParlaMint-FR_2019-01-29-O1128.u40	The next speaker is the Minister for Agriculture and Food.
ParlaMint-FR_2019-01-29-O1128.u41	Mr Habib, you can always say that the government of Édouard Philippe has shown its bankruptcy, but I do not believe that this is correct, nor that your department's municipalities have been the subject of favouritism. For simple disadvantaged areas, zoning and eligibility conditions are confirmed and validated by the European Commission. It is planned to classify 14210 communes as simple less-favoured areas, compared with 10429 in the current zoning, so close to 4000 additional communes will benefit from the scheme. As often happens, those who win do not thank – they do not have to – but we hear more those who lose. However, the ranking was not carried out at the head of the client, but according to criteria, which I do not intend to detail because my speech would become too technical. My concern now goes to the farms of the 1293 communes leaving the zoning, which a transition plan will accompany. I have asked my administration to follow this file as closely as possible. An audit will also be carried out, partly financed by the Ministry, with an important help from the local and regional authorities concerned. A few weeks ago, on your territory, the hillsides of the Béarn, I announced for the first time that degressive aid will be paid to all these farms in 2019 and 2020. It will reach 80% in 2019 and 40% in 2020 of ICHN's 2014-2019 reference amount, the natural disability compensation. Both elected officials and farmers seemed to appreciate the scheme. Similarly, we will try to help them with additional agri-environmental and climate measures, as part of the major investment plan, the IPF. My objective is indeed to support these communes and farmers, not that they suffer a double penalty. In this context and in your territory, Mr.Le Béarn, they will be really helped. With regard to your request for classification in mountain areas, again, the changes are limited. Six of the seven municipalities mentioned – Cardesse, Cuqueron, Gan, Lasseube, Monein and Saint-Faust – meet the conditions. I have ensured that this ranking can come into force as of the 2019 aid campaign. So you can reassure these recipients, as the department will. As for the last commune, Bosdarros, it does not fulfil the conditions allowing its classification in its entirety. After your request, I asked my services to assess whether a partial classification of the municipality was possible. I cannot answer you right now, but, given this complementary work and subject to the results, it is likely that entry into this ranking will only be possible as of the 2020 campaign. Finally, I have noted your request for the implementation of the major agro-environmental project and I am working in this direction.
ParlaMint-FR_2019-01-29-O1128.u42	Mr. David Habib has the floor.
ParlaMint-FR_2019-01-29-O1128.u43	Thank you, Minister, for your attention to these matters. With regard to the municipality of Bosdarros, I am sure that we will be able to reach an agreement with you and its mayor, Jean-Pierre Lannes.
ParlaMint-FR_2019-01-29-O1128.u44	Mr Stéphane Trompille has the floor to put his question, No. 537, on space defence.
ParlaMint-FR_2019-01-29-O1128.u45	As you know, the military occupation of space began in 1960 with the sending of spy satellites as part of the space race during the Cold War. Since then, some 20 countries have invested space by sending satellites into the Earth's orbit. France, in particular, has acquired not only a launch capacity through the European Ariane programme, but also a satellite production capacity, in particular through the Airbus Defence and Space programme. As the recent conflicts in the Near and Middle East have shown, satellites are now indispensable tools of military intelligence: any large-scale military operation requires their input, in order to identify and locate potential threats. Beyond the military aspect, many acts of our daily life depend on satellites – air and maritime transport, telephone, television, internet or banking transactions. If our satellites were attacked, all these elements would become dysfunctional, causing real chaos. More than ever, space is a central geostrategic issue, marked by the appearance of new actors, whether they are private actors such as Space X or new major state actors such as China, which, in carrying out the third alumni of history, reminds us that it has the capacity to militarize space. These various geostrategic developments remind us that outer space is an area as vulnerable as it is accessible to malicious actions, de facto exposing States and their people. Faced with the first-rate strategic interest of the occupation and security of space, and with respect for the 1967 United Nations Space Treaty, which laid the legal basis for a non-bellicistic exploration of space, defending our civilian and military satellites in this place represents a real challenge of national and European sovereignty. New means are in fact needed for the French army. It is in this sense that the Minister of the Armed Forces stated on June 21, 2018: "We must be able to invest in space more than we do, in order to be able to monitor this space and prevent it from becoming a space of major confrontations. » As an author, together with Olivier Becht, of an information report on the defence space sector, presented to the Defence Committee on 15 January, I ask you, on the one hand, what are the avenues envisaged by the Government in order to guarantee the autonomy of space assets for the French army and, on the other hand, what will be the major future projects for the defence space sector?
ParlaMint-FR_2019-01-29-O1128.u46	The Secretary of State to the Minister of Armed Forces has the floor.
ParlaMint-FR_2019-01-29-O1128.u47	As you pointed out, Mr Trompille, France's strategic autonomy in outer space must be at the heart of our concerns. This is why a very important effort is devoted to this in the military programming law: it is thus 3.6 billion euros that will be invested between 2019 and 2025 to renew our entire space component, including the launch of eight satellites. But we need to go further, as the threats in space accumulate and the dependence of our societies and our daily lives on this environment is growing. At the request of the President of the Republic, Florence Parly, Minister of Armed Forces, initiated work to define a space defence strategy. This work has now been completed and its conclusions, which have been handed over to the President of the Republic, are structured around three axes: a comprehensive system of space monitoring, in partnership with other European countries; capabilities to support global operations but also autonomous action in space; specific governance, including the creation of an ad hoc command, and the legal framework necessary to implement our ambitions. This strategy seems to be the best response to those who would like to attack us. It will also allow France to retain its full position in the leading platoon of space powers.
ParlaMint-FR_2019-01-29-O1128.u48	Mrs Isabelle Florennes, speaking on behalf of the Group of the European People's Party, raised her question, No. 554, on the reform of the status of condominiums.
ParlaMint-FR_2019-01-29-O1128.u49	Madam Secretary of State to the Minister of the Armed Forces, a circular issued on January 7 of this year lists the various measures contained in the so-called "ELAN" law – on housing, planning and digital development – and specifies, among them, those which are of immediate application and those which require regulations. We now have very precise information on the deployment of the measures and, consequently, on the implementation of the law. However, it is a subject whose contours are not yet very clear: the reform, by ordinance, of the status of co-ownership. The Act provides several elements to address the very broad issue of the renovation of certain condominiums. I am thinking in particular of simplifying the so-called "ORCOD" procedure – operations to requalify degraded condominiums. In this regard, I would like to point out that almost 15% of condominiums would present or be likely to present a danger in view of their state of old age – the subject is unfortunately still relevant. But this is only part of the answer. Indeed, a fundamental reform of French condominiums requires a transformation of their status. The ELAN Act contributes in part to this, since its article 215 empowers the Government to make two orders. The first, which distinguishes several co-ownership schemes, is expected in November 2019. The second, which provides for the creation of a co-ownership code, is expected to be adopted one year later, in November 2020. It's about the latter that I'm wondering. According to the ELAN Act: "The Government may... make such changes as may be necessary to ensure respect for the hierarchy of norms and the consistency of the drafting of such texts, to harmonize the rule of law, to remedy any errors and to repeal the provisions which have become irrelevant. » This clarification does not dispel the shadow of the content of the future order, Madam Secretary of State. The drafting of a code of co-ownership does not seem to be possible under constant law. Thus, there is still the question of what changes the Government might make. Could you clarify the Government's intentions in this area?
ParlaMint-FR_2019-01-29-O1128.u50	The Secretary of State to the Minister of Armed Forces has the floor.
