ParlaMint-FR_2019-10-04-O1011.u1	The next item is the continuation of the discussion of the bioethics bill (No. 2187, 2243).
ParlaMint-FR_2019-10-04-O1011.u13	The purpose of this amendment is to consolidate the arrangements provided for in Articles 1 and 16 on the fate of embryos in the event of the death of one of the members of the couple. It follows on from our amendment to Article 1. We know that the question asked is not simple. Everyone here knows how difficult it is to legislate on a subject as delicate as the death of any relative. This is a matter of the intimate; No one can know in advance the impact of a disappearance on his own psyche. That is why we disapproved of the original mechanism of the bill, which provided that the surviving member would be solely responsible for the decision after the death of his or her partner. We therefore propose that each year, when the couple is consulted on the maintenance of their parenting project, they should also be asked about the fate of the embryos in the event of the death of one of the two members, and be able to consent to the embryo being given to the reception or research, if this eventuality would occur. In the event of the death of one of the members of the couple, it will be the will of the upstream couple that must be respected, unless the surviving member revokes his consent. The preservation of embryos will then be terminated. Finally, if there is still a disagreement between the members of the couple as to the fate of their embryos, the preservation of the embryos will be terminated in the event of the death of one of the members of the couple.
ParlaMint-FR_2019-10-04-O1011.u14	What is the opinion of the committee?
ParlaMint-FR_2019-10-04-O1011.u15	This amendment does indeed complement an amendment voted in Article 1. The committee voted in favour of it.
ParlaMint-FR_2019-10-04-O1011.u16	What is the Government's opinion?
ParlaMint-FR_2019-10-04-O1011.u17	This amendment is linked to No 2053, adopted in Article 1. It explains how both members of the couple can consent to the future of embryos kept in the context of an MPA project – reproductive medical assistance – in the event of the death of one of them. It is a matter of changing the current law, which provides that in the event of the death of one of the members of a couple engaged in an AMP journey, it is the surviving member to make the decision as to the future of the embryo. This amendment provides that the two members of the couple shall specify at the annual consultation whether they maintain their parenting project, whether they consent to the acceptance of embryos by another couple or an unmarried woman, or whether they are the subject of research in the event of the death of one of them. This ensures that the responsibility for this difficult decision does not lie with the surviving member alone, the surviving member still retaining the possibility of revoking his consent. I am in favour of this amendment, which concludes the balanced arrangements adopted in Article 1.
ParlaMint-FR_2019-10-04-O1011.u18	Amendment No 179 by Mrs Annie Genevard is being defended. What is the opinion of the committee?
ParlaMint-FR_2019-10-04-O1011.u19	This amendment is the first in a series of others that call into question the use of embryonic stem cells in clinical research, as medicines, when they are already used for this purpose, with the first successes that we have pointed out earlier. Unfavorable opinion.
ParlaMint-FR_2019-10-04-O1011.u20	What is the Government's opinion?
ParlaMint-FR_2019-10-04-O1011.u21	This use is indeed one of those already made of embryonic stem cells, in clinical trials. Most of these trials use stem cells derived about 20 years ago, without the use of embryos. There would be no point in stopping this very promising research. I am therefore of course against this amendment.
ParlaMint-FR_2019-10-04-O1011.u22	I have before me two identical amendments, Nos 1182 and 1853. I call Mr Patrick Hetzel to support Amendment No. 1182.
ParlaMint-FR_2019-10-04-O1011.u23	It is forbidden, because of the time programmed.
ParlaMint-FR_2019-10-04-O1011.u24	I call Mr Thibault Bazin to support Amendment No. 1853.
ParlaMint-FR_2019-10-04-O1011.u25	I wonder about the wording of paragraph 5. The members of the couple, it says, may consent that cells derived from their embryos "enter into a preparation for cell therapy or for an innovative therapy drug for exclusively therapeutic purposes". What is the current state of science in this field? Can we let the couple who would give their embryo for the research that it will be used to cure patients? Are we talking about the embryos that exist or the future embryos that do not yet exist, in relation to a parenting project? What is the scientific and medical reality of therapeutic preparations or medicines, today and in the next five years?
ParlaMint-FR_2019-10-04-O1011.u26	What is the opinion of the committee on these two identical amendments?
ParlaMint-FR_2019-10-04-O1011.u27	Unfavorable.
ParlaMint-FR_2019-10-04-O1011.u28	What is the Government's opinion?
ParlaMint-FR_2019-10-04-O1011.u29	You wish, Mr. Bazin, to prohibit the use of embryonic stem cells derived from an embryo proposed for research in a clinical cell therapy trial. However, clinical trials using these cells are already underway – you mentioned Professor Menashé's – for heart failure or infarction. You invoke the lack of progress in this area. Be aware that another clinical trial is underway on the subject of AMD, age-related macular degeneration, which, along with diabetes, is one of the first causes of acquired blindness. These amendments would therefore block a promising path, more so for the treatment of very serious diseases. These methods now make it possible to repair disabling lesions, especially those of the retina. This is a great source of hope. So I can only express an unfavorable opinion.
ParlaMint-FR_2019-10-04-O1011.u30	Mr Thibault Bazin has the floor.
ParlaMint-FR_2019-10-04-O1011.u31	If I am your reasoning, minister, we need to extract embryo stem cells to treat patients. Will new embryos be needed to do this, or can these cells be taken from the existing stock? That's a real question.
ParlaMint-FR_2019-10-04-O1011.u32	The minister has the floor.
ParlaMint-FR_2019-10-04-O1011.u33	We have had the opportunity to discuss this with Article 1: 19,000 embryos are already frozen for research, of which only 2000 to 3000 have been used since it was authorised. There are, therefore, a very large number of them. As you know, it is forbidden in France to produce embryos for research. There is therefore no reason for us to do so, but today there is no objection to what a couple proposes and gives embryos for research. Next week, perhaps, couples who no longer have parental projects with some of their embryos will propose them for research.
ParlaMint-FR_2019-10-04-O1011.u34	I call Mr Thibault Bazin to support Amendment No. 1854.
ParlaMint-FR_2019-10-04-O1011.u35	We need to be careful and avoid the drifts that have taken place, or may take place, in countries that do not respect our principles. In particular, care must be taken not to develop property rights in products derived from the lineage – the question has arisen in the United States – even though the principle of the non-patrimoniality of the human body must theoretically prevent it. We have already discussed this subject, but, as a matter of caution, should paragraph 5 not be clarified by supplementing it with the words "and without commercial use"? That is the meaning of this amendment.
ParlaMint-FR_2019-10-04-O1011.u36	What is the opinion of the committee?
ParlaMint-FR_2019-10-04-O1011.u37	The intention is satisfied with the embryo. For the rest, I would like to point out that these are clinical trials involving drugs, since that is the nature of these cells. It certainly does not seem useful to me to deprive myself of the treatments resulting from such research. Unfavorable opinion.
ParlaMint-FR_2019-10-04-O1011.u38	What is the Government's opinion?
ParlaMint-FR_2019-10-04-O1011.u39	Same opinion.
ParlaMint-FR_2019-10-04-O1011.u40	Mr Patrick Hetzel has the floor.
ParlaMint-FR_2019-10-04-O1011.u41	We are still troubled. It is clear that this research does not lead to therapies, whereas the question of continuing them has arisen for twenty-five years. This race forward without justification disturbs.
ParlaMint-FR_2019-10-04-O1011.u42	The minister has the floor.
ParlaMint-FR_2019-10-04-O1011.u43	I cannot let you say, Mr Hetzel, that this research on cells does not lead to therapies when I have just said exactly the opposite. I will therefore repeat what I have just explained to you: a clinical trial has already been completed for heart failure; A clinical trial is underway for AMD-related blindness, and other clinical trials are scheduled.
ParlaMint-FR_2019-10-04-O1011.u44	I have before me three identical amendments, Nos 272, 526 and 1855. Mr Alain Ramadier has the floor to support Amendment No. 272.
ParlaMint-FR_2019-10-04-O1011.u45	This amendment by my colleague Breton is intended to supplement paragraph 5 with the following sentence: "Consent is attached to the research protocol authorized by the Biomedicine Agency. »
ParlaMint-FR_2019-10-04-O1011.u46	I call Mr Patrick Hetzel to support Amendment No. 526.
ParlaMint-FR_2019-10-04-O1011.u47	Defendant! I cannot say more because of the scheduled legislative time.
ParlaMint-FR_2019-10-04-O1011.u48	I call Mr Thibault Bazin to support Amendment No. 1855.
ParlaMint-FR_2019-10-04-O1011.u49	Defendant! Due to the scheduled legislative time...
ParlaMint-FR_2019-10-04-O1011.u50	Mrs Agnès Thill has the floor to support Amendment No. 1395.
ParlaMint-FR_2019-10-04-O1011.u51	He's forbidden.
ParlaMint-FR_2019-10-04-O1011.u52	What is the opinion of the committee?
ParlaMint-FR_2019-10-04-O1011.u53	You want us not to put an end to the preservation of embryos, but I don't see who would bear the costs. The opinion is therefore unfavourable.
ParlaMint-FR_2019-10-04-O1011.u54	I have before me two identical amendments, Nos 527 and 1856. I call Mr Patrick Hetzel to support Amendment No. 527.
ParlaMint-FR_2019-10-04-O1011.u55	Defendant! Due to the scheduled legislative time.
ParlaMint-FR_2019-10-04-O1011.u56	I call Mr Thibault Bazin to support Amendment No. 1856.
ParlaMint-FR_2019-10-04-O1011.u57	Defendant! Also due to scheduled time.
ParlaMint-FR_2019-10-04-O1011.u58	Do not insist too much on the time programmed, otherwise I will remind you of how it was instituted in our Rules of Procedure.
ParlaMint-FR_2019-10-04-O1011.u59	[[Smile]] We know that!
ParlaMint-FR_2019-10-04-O1011.u60	What is the opinion of the committee on these two identical amendments?
ParlaMint-FR_2019-10-04-O1011.u61	Their purpose is now satisfied by article 14. The opinion is therefore unfavourable.
ParlaMint-FR_2019-10-04-O1011.u62	Mrs Agnes Thill has the floor to support Amendment No. 1574.
ParlaMint-FR_2019-10-04-O1011.u63	This clarification is intended to exclude post-mortem pregnancy.
ParlaMint-FR_2019-10-04-O1011.u64	What is the opinion of the committee?
ParlaMint-FR_2019-10-04-O1011.u65	We didn't allow post-mortem insemination. The opinion can therefore only be unfavourable.
ParlaMint-FR_2019-10-04-O1011.u66	Amendment No 1578 by Mrs Agnes Thill is being defended.
ParlaMint-FR_2019-10-04-O1011.u67	Amendment No 966 by Mrs Annie Genevard is being defended. What is the opinion of the committee?
ParlaMint-FR_2019-10-04-O1011.u68	Unfavorable opinion.
ParlaMint-FR_2019-10-04-O1011.u69	What is the Government's opinion?
ParlaMint-FR_2019-10-04-O1011.u70	This editorial amendment is intended to replace the words "researched" with the words "in respect of which the two members of the couple, the unmarried woman or, in the event of the death of one of the members of the couple, consented to their search". Although I understand the legitimate intention to avoid any reduction of the human embryo to a good, the semantic richness of the verb "give" does not give it the reification effect that you attribute to it. We therefore prefer the current wording. Unfavorable opinion.
ParlaMint-FR_2019-10-04-O1011.u71	Mr Thibault Bazin has the floor.
ParlaMint-FR_2019-10-04-O1011.u72	Thank you for these semantics, minister. In the meantime, my great curiosity has prompted me to learn about Professor Menashé's trial of heart failure, which you mentioned. From what I have read, it was not continued beyond Phase 1, on non-toxicity. Professor Menashé himself says that there is nothing we can do about it and that there will be no phase 2.
ParlaMint-FR_2019-10-04-O1011.u73	On Article 16, I have a request for a public vote before the La République en marche group. The vote is announced in the National Assembly. I call Mr Thibault Bazin to support Amendment No. 2263.
ParlaMint-FR_2019-10-04-O1011.u74	This is a very important amendment for me. As recognized by the NCCE – the National Ethics Advisory Committee – the embryo is "potentially human." Provision should be made for the establishment of a common procedure for the end of embryo conservation as a worthy incineration. This would reflect the idea that what is cremated is not trivial. Respectful practices already exist in some centres that I have been able to visit – in Nancy for example – but I have also heard some say that they were "swinging" them, which shocked me. This amendment proposes that they should be generalised, which would mean taking ethics into account.
ParlaMint-FR_2019-10-04-O1011.u75	What is the opinion of the committee?
ParlaMint-FR_2019-10-04-O1011.u76	This amendment was rejected by the committee.
ParlaMint-FR_2019-10-04-O1011.u77	I have before me three identical amendments, Nos 273, 528 and 1857. Amendment No 273 by Mr Xavier Breton is being defended. I call Mr Patrick Hetzel to support Amendment No. 528.
ParlaMint-FR_2019-10-04-O1011.u78	Defendant!
ParlaMint-FR_2019-10-04-O1011.u79	I call Mr Thibault Bazin to support Amendment No. 1857.
ParlaMint-FR_2019-10-04-O1011.u80	I do not understand, Madam Minister: my previous amendment was only intended to generalize good practice. At least tell us what you think!
ParlaMint-FR_2019-10-04-O1011.u81	I put Rule 16 to the vote.
ParlaMint-FR_2019-10-04-O1011.u82	The result of the vote is as follows: Number of voters 33 Number of votes cast 31 Absolute majority 16 For adoption 28 Against 3
ParlaMint-FR_2019-10-04-O1011.u83	Mrs Agnes Chill has the floor to support Amendment No. 104.
ParlaMint-FR_2019-10-04-O1011.u84	Defendant.
ParlaMint-FR_2019-10-04-O1011.u85	What is the opinion of the committee?
ParlaMint-FR_2019-10-04-O1011.u86	The clarification you are proposing, Ms. Thill, is quite unnecessary since article L. 2152-2 of the Public Health Code already makes this prohibition. In addition, this amendment is contrary to the purpose of the bill to authorize the use of the molecular scissor or genome editing technique, which uses the so-called "Crispr-Cas9" technique in research into the in vitro embryo, in accordance with the Oviedo Convention. The opinion is therefore unfavourable.
ParlaMint-FR_2019-10-04-O1011.u87	I have before me four identical amendments, Nos 274, 529, 1582 and 1860. Mr Alain Ramadier has the floor to support Amendment No. 274.
ParlaMint-FR_2019-10-04-O1011.u88	Defendant.
ParlaMint-FR_2019-10-04-O1011.u89	I call Mr Patrick Hetzel to support Amendment No. 529.
ParlaMint-FR_2019-10-04-O1011.u90	Defendant! Due to the scheduled legislative time...
ParlaMint-FR_2019-10-04-O1011.u91	Amendment No 1582 by Mrs Agnes Thill is also being defended. I call Mr Thibault Bazin to support Amendment No. 1860.
ParlaMint-FR_2019-10-04-O1011.u92	Paragraphs 1 and 2 of Article 17 provide for the replacement of the second paragraph of Article L. 2151-2 of the Public Health Code – "The creation of transgenic or chemeric embryos is prohibited" – the following wording: "The modification of a human embryo by the addition of cells from other species is prohibited. If I understand correctly, this substitution means that researchers will be able to create transgenic and chimeral embryos in the laboratory.
ParlaMint-FR_2019-10-04-O1011.u93	What is the opinion of the committee?
ParlaMint-FR_2019-10-04-O1011.u94	By removing the prohibition on the design of transgenic and chimeral embryos, article 17 pursues two objectives. The first is to secure the research carried out within the in vitro framework – I insist on this term – involving a targeted modification of the genome. However, research carried out in the context of an MPA that could give birth to a child is still totally prohibited. The explanatory report of the Oviedo Convention provides some guidance on the scope of the prohibition set out in Article 13. If he recalls that genetic modifications cannot be made on sperm or ova intended for fertilization, he accepts that medical research is eligible on the double condition that it is carried out in vitro and with the approval of an ethics committee and any other competent authority. Unfavorable opinion, therefore.
ParlaMint-FR_2019-10-04-O1011.u95	What is the Government's opinion?
ParlaMint-FR_2019-10-04-O1011.u96	I will take the time to respond because of the concern that this article visibly raises. With regard to the prohibition on the creation of chemeric embryos, I would like to remove any possible ambiguity: the bill reaffirms the current prohibition by clarifying its scope without in any way changing the applicable law. As the Council of State has pointed out, this prohibition applies and will continue to apply to the human embryo, as is the case with the other provisions of the Public Health Code in which it is inserted. It is therefore a measure of clarification, all the more necessary since a fundamental ethical principle is involved. The legitimate question of the framework for the insertion of human material into an animal embryo is also dealt with in the text. With regard to transgenic embryos, I note that in recent years we have witnessed major scientific developments, in particular the considerable progress of genomic publishing. They are a source of hope, but they also warrant vigilance with regard to ethical issues. In this regard, and as noted in the prior opinions, clarification was required in the face of a law whose terms had become inappropriate. Several research teams working on embryo development, like other international teams, want to be able to use the targeted modification techniques of the Crispr-Cas9 genome with full legal and ethical certainty in order to better appreciate its effectiveness, safety and usefulness, but also for embryonic development research, which may have an interest in understanding certain mechanisms of tumour genesis, particularly paediatric ones. However, I would like to stress one point: this possibility, which the bill makes explicit the terms, is open only for the purposes of in vitro scientific research and with all the guarantees provided by the legal framework for embryo research in France. On the other hand, the prohibition of changes likely to be passed on to the offspring remains, of course, absolute. This is a satisfactory balance and provides the necessary guarantees. Therefore, I do not think it is justified to question it as you propose, for it could deprive us of major advances in knowledge in the interests of medicine and the sick. For all these reasons, I am against these amendments.
ParlaMint-FR_2019-10-04-O1011.u97	Mr Thibault Bazin has the floor.
ParlaMint-FR_2019-10-04-O1011.u98	I thank you, Madam Minister, for taking the time to answer us: it is important for our debates, especially since the scheduled legislative time forces us to be very brief in defending our amendments. If I understand you correctly, the text does not allow the introduction of animal cells into the human embryo – no man-animal chimera, therefore – but the opposite – animal-human chimera – will be possible. The use of the molecular scissor will be allowed, but framed. However, this framework seems a little too succinct as only "amendment of a human embryo by adding cells from other species" will be prohibited. It should be more precise, especially since it raises the question of what the objectives of using the molecular scissors will be: if it can have a medical purpose, it can also serve transhumanistic objectives. You certainly want to frame it, but how can we guarantee that there will be no drifts?
ParlaMint-FR_2019-10-04-O1011.u99	Mr Patrick Hetzel has the floor.
ParlaMint-FR_2019-10-04-O1011.u100	Various jurists believe that article 17, by deleting – or at least rewriting – two major prohibitions, relating to the creation of transgenic embryos in particular, could result in a change in humanity's genetic heritage. Do we have any guarantees that such an eventuality will not occur? You explain that the modification of the human genome will only be possible in the laboratory, but can you assure that it will not take place in vivo?
ParlaMint-FR_2019-10-04-O1011.u101	The minister has the floor.
ParlaMint-FR_2019-10-04-O1011.u102	There are two guarantees that perfectly frame the research we are talking about. First, embryos on which it is possible to edit the genome for research purposes are exclusively grown in vitro and cannot be re-implanted. Secondly, genetic changes transmissible to the human genome are subject to an absolute ban. These two prohibitions protect you from the fears you have expressed.
ParlaMint-FR_2019-10-04-O1011.u103	We will discuss this in paragraphs 4 and 5!
ParlaMint-FR_2019-10-04-O1011.u104	Amendment No 530 by Mr Patrick Hetzel is being defended. What is the opinion of the committee?
ParlaMint-FR_2019-10-04-O1011.u105	In the course of the discussions we have just had and the arguments that have just been put out remarkably by the minister, I express an unfavorable opinion.
ParlaMint-FR_2019-10-04-O1011.u106	What is the Government's opinion?
ParlaMint-FR_2019-10-04-O1011.u107	Same opinion.
ParlaMint-FR_2019-10-04-O1011.u108	I have before me four identical amendments, No 537 corrected, 752 corrected, 1782 corrected and 1868 corrected. Amendment No 537 corrected by Mr Patrick Hetzel is being defended. Mr Alain Ramadier has the floor to support Amendment No. 752, as corrected.
ParlaMint-FR_2019-10-04-O1011.u109	Its purpose is to supplement Article 17, by adding to the prohibition on the creation of transgenic or chemeric embryos, already included in the text, the prohibition on the creation of genetically modified embryos. The techniques of genome modification are diverse and continue to develop, causing obvious ethical but also anatomical, psychological and scientific problems. When a modification is made on the genome of a human being at the beginning of his development, it is transmitted to his progeny. Indeed, an in vitro modification affects the future gametes of genetically modified human beings.
ParlaMint-FR_2019-10-04-O1011.u110	The identical amendments No 1782 corrected by Mrs Emmanuelle Ménard and Mr Thibault Bazin's corrected amendments No 1868 were defended. What is the opinion of the committee on these four identical amendments?
ParlaMint-FR_2019-10-04-O1011.u111	We do not prohibit the use of in vitro molecular scissors for research purposes, but do prohibit any transfer of genetically modified embryos – unlike China's modification of the CCR5 gene. Unfavorable opinion.
ParlaMint-FR_2019-10-04-O1011.u112	What is the Government's opinion?
ParlaMint-FR_2019-10-04-O1011.u113	The rapporteur has just made it clear – as I did on the previous amendments – that all the necessary guarantees are here. It is forbidden to re-implant embryos that have been the subject of a genome edition, so they remain in vitro. Genetic changes that may be transmitted to the offspring are also prohibited. It is in order to further clarify these issues that we have voted on Amendment No 2332 by Mr Guillaume Chiche to Article 14. All guarantees are put together to allow only genetic modifications by genome editing for research purposes, with the aim of studying the development of cells within the embryo.
ParlaMint-FR_2019-10-04-O1011.u114	I have before me four amendments, Nos 276, 531, 1861 and 1913, which can be discussed jointly. Amendments Nos 276 by Mr Xavier Breton, 531 by Mr Patrick Hetzel and 1861 by Mr Thibault Bazin are identical, and all three are defended. Amendment No 1913 by Mr Jean-Louis Thiériot is also being defended. What is the committee's opinion on these four amendments?
ParlaMint-FR_2019-10-04-O1011.u115	We have already discussed animal-human chimeras: we do not prohibit them, in particular because researchers need to test in vitro, in Petri's box and with animal trophoblastic cells, the pluripotence of human cells used in laboratories. On the other hand, the creation of man-animal chimeras is totally excluded. Unfavorable opinion.
ParlaMint-FR_2019-10-04-O1011.u116	What is the Government's opinion?
ParlaMint-FR_2019-10-04-O1011.u117	Same opinion.
ParlaMint-FR_2019-10-04-O1011.u118	I have before me three identical amendments, Nos 279, 532 and 1862. Amendment No 279 by Mr Xavier Breton is being defended. I call Mr Patrick Hetzel to support Amendment No. 532.
ParlaMint-FR_2019-10-04-O1011.u119	These three amendments are aimed at securing practices, because we are neither convinced nor reassured by many of your arguments. You say that the manipulations will be done in vitro, and never in vivo. However, a number of scientists clearly state that the value of in vitro research is to be transposed, sooner or later, to in vivo research. China has crossed this red line.
ParlaMint-FR_2019-10-04-O1011.u120	Mr Thibault Bazin's amendment No. 1862 is being defended. What is the opinion of the committee on these three identical amendments?
ParlaMint-FR_2019-10-04-O1011.u121	We have already answered these arguments: unfavorable opinion.
ParlaMint-FR_2019-10-04-O1011.u122	What is the Government's opinion?
ParlaMint-FR_2019-10-04-O1011.u123	Same opinion.
ParlaMint-FR_2019-10-04-O1011.u124	Mr Patrick Hetzel's identical amendments No 534 and Mr Thibault Bazin's corrected amendments No 1865 were defended. What is the opinion of the committee?
ParlaMint-FR_2019-10-04-O1011.u125	Disadvantaged, since research on the differentiation of cells into gametes is covered in articles 14 and 15, which we have just adopted.
ParlaMint-FR_2019-10-04-O1011.u126	What is the Government's opinion?
ParlaMint-FR_2019-10-04-O1011.u127	Same opinion.
ParlaMint-FR_2019-10-04-O1011.u128	Identical amendments Nos 286 by Mr Xavier Breton, 535 by Mr Patrick Hetzel and 1866 by Mr Thibault Bazin are being defended. What is the opinion of the committee?
ParlaMint-FR_2019-10-04-O1011.u129	These amendments deal with the creation of embryos for research purposes, which we have already stated is strictly prohibited. Unfavorable opinion.
ParlaMint-FR_2019-10-04-O1011.u130	What is the Government's opinion?
ParlaMint-FR_2019-10-04-O1011.u131	Same opinion.
ParlaMint-FR_2019-10-04-O1011.u132	Identical amendments Nos 288 by Mr Xavier Breton, 536 by Mr Patrick Hetzel, 1584 by Mrs Agnes Thill and 1867 corrected by Mr Thibault Bazin are defended.
ParlaMint-FR_2019-10-04-O1011.u133	I would point out that Amendment No 1584 is being defended because of the time programmed.
ParlaMint-FR_2019-10-04-O1011.u134	What is the opinion of the committee?
ParlaMint-FR_2019-10-04-O1011.u135	These amendments were satisfied, and the opinion was unfavourable.
ParlaMint-FR_2019-10-04-O1011.u136	What is the Government's opinion?
ParlaMint-FR_2019-10-04-O1011.u137	Same opinion.
ParlaMint-FR_2019-10-04-O1011.u138	I have before me three amendments, Nos 816, 1078 and 2314, which can be discussed jointly. Amendments Nos 1078 and 2314 are identical. Mr Alain Ramadier has the floor to support Amendment No. 816.
ParlaMint-FR_2019-10-04-O1011.u139	It is intended to clarify, as a result of paragraph 2, that the modification of the physical characteristics of a human embryo is prohibited.
ParlaMint-FR_2019-10-04-O1011.u140	Identical amendments Nos 1078 by Mrs Marie-Christine Dalloz and 2314 by Mr Arnaud Viala are defended. What is the opinion of the committee?
ParlaMint-FR_2019-10-04-O1011.u141	I will not go back to the qualification of eugenics in the explanatory memorandum for these three amendments. In fact, when it comes to treatment, eugenics cannot be mentioned. Driven to the extreme, your amendments would prohibit any practice of gene therapy, which would be dramatic. Unfavorable opinion.
ParlaMint-FR_2019-10-04-O1011.u142	What is the Government's opinion?
ParlaMint-FR_2019-10-04-O1011.u143	These amendments are intended to avoid any drift, which you call "eugenic", linked to the use of genome modification techniques – an objective that we all share in principle. However, the addition you are proposing does not seem to be necessary, for two reasons. On the one hand, the prohibition of eugenic practices is already strongly affirmed in our law, in particular in article 16-4 of the Civil Code. On the other hand, the framework for the publication of the genome set out in the bill has neither the purpose nor the effect of authorizing the practices that you legitimately denounce. It is simply a question of allowing research teams to use targeted genome modification techniques to better appreciate their effectiveness, safety and utility, but also to advance in the interest of embryonic development research. In the long term, patients could benefit, especially if they have certain genetic diseases. I would like to stress one point: this possibility is open only for the exclusive needs of in vitro scientific research, without re-establishment, and with all the guarantees provided by the legal framework for embryo research in France – including respect for fundamental ethical principles. On the other hand, I repeat, the prohibition of changes that may be passed on to progeny remains the rule. For these reasons, your fears are unfounded. Unfavorable opinion.
ParlaMint-FR_2019-10-04-O1011.u144	I have before me three identical amendments, Nos 281, 533 and 1863. Amendment No 281 by Mr Xavier Breton is being defended. I call Mr Patrick Hetzel to support Amendment No. 533.
ParlaMint-FR_2019-10-04-O1011.u145	Fortunately, gene therapy can be done without necessarily destroying embryos!
ParlaMint-FR_2019-10-04-O1011.u146	Mr Thibault Bazin's amendment No. 1863 is being defended. What is the opinion of the committee on these three identical amendments?
ParlaMint-FR_2019-10-04-O1011.u147	They are of the same nature as the previous ones: unfavourable opinion.
ParlaMint-FR_2019-10-04-O1011.u148	What is the Government's opinion?
ParlaMint-FR_2019-10-04-O1011.u149	I forgot to say earlier that Amendment No 2332 to Article 14 had been accepted and adopted in order to clarify, if necessary, that it is prohibited to re-implant genetically modified embryos. I believe that we now have all the guarantees and that any fear can be evacuated in this regard. Unfavorable opinion.
ParlaMint-FR_2019-10-04-O1011.u150	Identical amendments No 293 by Mr Xavier Breton, No 538 by Mr Patrick Hetzel and No 1869 by Mr Thibault Bazin are being defended. What is the committee's opinion on these amendments?
ParlaMint-FR_2019-10-04-O1011.u151	We are proposed to delete paragraphs 3 to 5 of article 17. I will not give you all the arguments that lead us to believe that this would not necessarily be a good idea, but, in order to stick to the technical and semantic level alone, the deletion of the word "genetics" corresponds to a desire to harmonize with the terms used in the Oviedo Convention. Unfavorable opinion, therefore.
ParlaMint-FR_2019-10-04-O1011.u152	I have before me two amendments, Nos 1870 and 127, which can be discussed jointly. I call Mr Thibault Bazin to support Amendment No. 1870.
ParlaMint-FR_2019-10-04-O1011.u153	Minister, you want to amend section 16-4 of the Civil Code. What does this article say today? "Without prejudice to research into the prevention and treatment of genetic diseases, no transformation of genetic characteristics may be carried out with the aim of altering the offspring of the person. » You propose to add the words "diagnosing", which refers to the debate on the diagnosis we have had, and to delete the word "genetics", so we would look for things other than genetics, including diagnostics. Let us try to assess the domino effect of such a provision in the light of what has already been adopted. Article 14, paragraph 2, states: "Research carried out in the context of medical reproductive assistance may be carried out... on the embryo conceived in vitro before or after its transfer for gestation. » What we are going to allow here is a diagnosis of the embryo before its possible transfer, including aspects that would not be genetic. It is a matter of concern to us, because such interventions may have the direct or indirect, anticipated or accidental consequence of changing the genetic characteristics of the person, even if it was not the original intention – and the article commentary, which is very well done, only increases this concern.
ParlaMint-FR_2019-10-04-O1011.u154	Amendment No 127 by Mrs Annie Genevard is being defended. What is the committee's opinion on these two amendments?
ParlaMint-FR_2019-10-04-O1011.u155	Unfavorable opinion: it is out of the question of prohibiting gene therapy, especially given its first results. It is necessary to distinguish two practices: the first, which is strictly prohibited – it does not suffer any discussion – is gene therapy which is aimed at germ cells, therefore transmissible, hereditary; The second is somatic gene therapy, which is aimed at non-germinal, therefore non-communicable cells. This one, it would be extravagant to ban it.
ParlaMint-FR_2019-10-04-O1011.u156	What is the Government's opinion?
