ParlaMint-FR_2019-05-21-O1242.u1	The next item is the oral questions without debate.
ParlaMint-FR_2019-05-21-O1242.u24	My question is for the Minister of Solidarity and Health. The subject I'm going to talk to you about is not new. I had already alerted him for the first time, by a letter dated 7 December 2017, on the particularly harmful consequences of the resumption of the profits of the CITS – a tax credit on the tax on wages – for the institutions of hospitalisation associations and mutualists. This issue, which arose during the consideration of the Social Security Financing Bill for 2018, generated a debate at the end of which the Government committed itself not to undertake this resumption on the funding mechanisms. However, ESPICs, which, I would remind you, meet the same public service obligations as public structures, are currently the only hospitals whose rates will fall by 0.1%. This decline occurs even though their counterparts will benefit from a 0.2% increase in their tariffs. Based on the reaffirmed need for the resumption of the CITS, this decrease is inexplicable, especially since in practice the CITS has replaced all the other existing mechanisms for compensating for the burden differentials – compensation necessary since private institutions bear, at equal wages, significantly higher wage costs than public institutions. In other words, the solution that had been found to compensate for the charge differential borne by ESPICs with the creation of the CITS has gradually been diluted, so much so that there is no mechanism to compensate for the charge differential. However, since the revenues of the public and the private sector are no longer the same, asymmetry becomes inequitable. ESPICs suffer the combined effects of several years of price increases and a 0.8% decrease in revenues, while they still bear 6% additional wage costs. Madam Secretary of State, the resumption of the CITS undermines the financial balance of the ESPICs and raises very clearly the question of the compensation of the existing inequality between public and private non-profit institutions. During his campaign, the President of the Republic praised the virtues and effectiveness of the ESPIC model. So what measures does the Government intend to take to support these institutions and enable them to carry out their missions in optimal conditions?
ParlaMint-FR_2019-05-21-O1242.u25	The Secretary of State to the Minister for Solidarity and Health has the floor.
ParlaMint-FR_2019-05-21-O1242.u26	Mrs Florennes, I share your commitment to private not-for-profit health facilities. To date, however, no comprehensive study has been able to demonstrate that there is a structural differential in charges that is unfavourable to establishments in this sector compared to public structures. I would like to remind you that the overall financial situation of public health institutions is much worse than that of private non-profit institutions on the same tariff scale. The choice of partial resumption of the wage tax credit since 2018 is simply a fairness measure. The recovery of the financial benefits of the introduction of the CITS for non-profit institutions is legally necessary, as the effects of the liability pact and the CICE – the competitiveness and employment tax credit – have already been fully recovered for private for-profit institutions that benefited from it. It would therefore not be fair to retain for some what has been fully taken up to others. However, as with for-profit institutions, we wanted to make the recovery very gradual: in 2017, non-profit institutions were able to benefit from the full effects of the CITS; in 2018, only 20% of this profit was taken back to them; In 2019, the recovery only reached 50% of their gain. With regard to 2019, it should also be stressed that, thanks to the strengthening of tax and social relief, private non-profit institutions will benefit from the various reliefs, including by integrating the additional recovery of the benefits of the ITSC. Indeed, since January 1st, the ITSC has been converted into a more favourable reduction in employer contributions, which will be further expanded on October 1st. Thus, far from weakening this sector to which the French are so attached, the general policy led by the Government contributes to providing new financial space for private non-profit health institutions.
ParlaMint-FR_2019-05-21-O1242.u27	Mrs Isabelle Florennes has the floor.
ParlaMint-FR_2019-05-21-O1242.u28	Madam Secretary of State, I thank you for this answer which, however, does not convince me. I had the opportunity to discuss regularly, in particular with the director of an ESPIC located in my constituency – the Foch Hospital in Suresnes – the good financial situation of the ESPICs, which the President of the Republic had stressed, but they find themselves penalized, in fact, by this measure. The director of this institution also told me that he was not convinced of the legal need for convergence with regard to the resumption of the financial advantages brought about by the transition from the CICE to the CITS for the two categories of institutions, which has not been proven. The discussion continues on this subject, particularly in the Senate. I will continue to support the ESPICs because I cannot be completely satisfied with your answer.
ParlaMint-FR_2019-05-21-O1242.u29	Mrs Pires Beaune, speaking on behalf of the Committee on the Environment, Public Health and Consumer Protection, raised her question, No 724, concerning the establishment of accommodation for elderly people dependent on Riom.
ParlaMint-FR_2019-05-21-O1242.u30	Madam Secretary of State to the Minister of Solidarity and Health, I would like to ask you about a matter which you may not know personally but which your services know well: that of the EHPAD hospitalier de Riom, which is called "Les Jardins". The long-standing state of this institution, installed within the Riom hospital centre, has led to the development of a reconstruction project in order to restore dignified and secure reception conditions for the residents – I insist on this point – while significantly improving the particularly difficult working conditions of the staff. Studies are ready, land is under control; lack of funding. For many years, together with local elected representatives, professionals and families of residents, we have been increasing our interventions in order to obtain financial support from the state that will allow the reconstruction on site of a new EHPAD, still under hospital management, which would also help to sustain the activity of the hospital centre in Riom. At the end of 2017, to the general satisfaction, the ARS – the regional health agency – and the departmental council had each announced a grant of €1.5 million to accompany the project. However, in the course of 2018, the Ministry of Economy and Finance expressed its disagreement about the proposed financial arrangement for the project, rightly considering, moreover, that the financial situation of the hospital centre was insufficiently sound. The Minister for Solidarity and Health has also received a letter from your colleague Gérald Darmanin on this subject. On March 28, you were given the conclusions of the Libault report on age and autonomy. One of its flagship proposals is to devote €3 billion over ten years to the rehabilitation and reconstruction of public EHPADs. Does the Government intend to implement this recommendation of the Libault report and according to what timetable? In addition, what criteria for prioritizing projects do you intend to select? This long-awaited plan would provide concrete support for the implementation of the most urgent projects, such as that of Riom, by continuing the public management of these establishments accessible to all our citizens – all places of the EHPAD of Riom are entitled to social assistance.
ParlaMint-FR_2019-05-21-O1242.u31	The Secretary of State to the Minister for Solidarity and Health has the floor.
ParlaMint-FR_2019-05-21-O1242.u32	Ms Pires Beaune, the hospital in Riom runs a 149-bed EHPAD divided between two buildings. One of them has been the subject of an unfavorable opinion of the Security Committee for several years – as you mentioned – and no longer presents satisfactory conditions for the reception of dependent elderly people. It was therefore decided to opt for the single-site reconstruction of a new 120-bed EHPAD for an amount of approximately 17 million euros. The very deteriorating financial situation of the CH – the hospital –, which did not have the capacity to borrow, led in 2016 to consider the use of a partnership market. To consolidate this operation, the Auvergne-Rhône-Alpes ARS and the Puy-de-Dôme departmental council, you recalled, have committed themselves to accompany it to the tune of 1.5 million euros each. In accordance with the provisions of the Ordinance of 23 July 2015 and the Decree of 25 March 2016, the draft partnership was submitted to the opinions of the ministries responsible for finance and the budget. If a favourable opinion has been given on the appropriateness of the method of implementation chosen, the Budget Directorate has delivered an unfavourable opinion on its budgetary sustainability in view of the deteriorating financial situation of the institution. The Minister of Action and Public Accounts confirmed the refusal to use a partnership contract in a letter to the Minister of Solidarity and Health dated 17 December 2018. Despite the many aids provided by the RSA, the institution's financial situation has not recovered. It should be recalled that the ARS supported CH's health activities to the tune of 4.5 million in 2018 and fully funded the facility's emergency reconstruction project. Despite these multiple aids, the institution's draft estimate of revenue and expenditure for 2019 showed an accounting deficit of €1.8 million, representing 3.9% of operating income. The French Mutualité Puy-de-Dôme has expressed its interest in a possible resumption of the management of EHPAD by maintaining it on the site and within the framework of the gerontological sector of Riom. It confirmed its commitment by a vote of its board of directors on February 18. This option is strongly supported by the Mayor of Riom, Chairman of the CH Supervisory Board, who makes the reconstruction of EHPAD a priority. The CH Supervisory Board, for its part, approved, at its meeting on 9 April, the principle of working on this issue with Mutuality. The departmental council and the ARS are in full agreement on the management of this case, in particular on the search for a concerted solution between the CH and the Mutuality, as evidenced by the letter from the president of the departmental council to the minister dated February 15. You also asked me about the Libault report. You have not escaped that all of its recommendations are taken into account in the bill being drafted, which will be introduced in the fall: they will be studied and worked on, particularly with parliamentarians. This text will deal with the territorial network of care for the elderly, particularly in EHPAD.
ParlaMint-FR_2019-05-21-O1242.u33	Mrs Pires Beaune has the floor for a brief reply.
ParlaMint-FR_2019-05-21-O1242.u34	Madam Secretary of State, my question was essentially about the Libault report on the basis of a concrete case: that of the EHPAD de Riom. Be aware that neither the staff nor the representatives of the families, nor myself, are in agreement with the project of the French Mutuality, which already manages, in the Puy-de-Dôme, four EHPADs, in which there is not a single place authorized for social assistance: I say well, not one! Is the French Mutuality ready to commit to ad vitam aeternam on the empowerment of 120 places for social assistance? No! We are in total disagreement. Don't rob public EHPADs! We look forward to taking into account the recommendations of the Libault report, particularly those relating to the reconstruction of public EHPADs. I still have hope, because the numbers show it and they are terrible, the issue of ageing is before us. Let's get this. I'm counting on you.
ParlaMint-FR_2019-05-21-O1242.u35	Mr Thierry Benoit has the floor to put his question, No. 725, concerning the eligibility criteria for the 1 euro canteen scheme.
ParlaMint-FR_2019-05-21-O1242.u36	Madam Secretary of State to the Minister for Solidarity and Health, I would like to go back to the strategy for preventing and combating poverty, in particular the 1 euro canteen scheme, by relaying questions from a number of mayors. Everyone is naturally aware of the importance of food and nutrition, for adults but especially for young people, children, especially in schools. Think that one student in three goes to school empty stomachs: the public authorities must therefore take an interest in this issue. This problem concerns children from disadvantaged backgrounds, but not only: some have the means but are not aware of the importance of nutrition. The Government has indicated that it wishes to grant the municipalities which commit themselves a State aid of 2 euros per meal, knowing that it costs on average 4.50 euros. Nevertheless, many issues remain outstanding, at this stage, among the mayors. First, you announced that up to 10,000 municipalities could be affected by this device. What are the specific eligibility criteria? On the other hand, what considerations will prevent access? Secondly, the mayors would like to know the financing arrangements chosen, which will have an impact on communal finances, and thus on public finances. Furthermore, how will the scheme relate to the social policies pursued by the municipalities? In each municipality, there is a CASC – a communal centre for social action – in which municipal teams pursue a social policy to support disadvantaged or difficult families, in particular to pay for the canteen. Finally, when will the device be officially put in place?
ParlaMint-FR_2019-05-21-O1242.u37	The Secretary of State to the Minister for Solidarity and Health has the floor.
ParlaMint-FR_2019-05-21-O1242.u38	Mr Benoit, the meal in the canteen is a central support point for public health policies and anti-poverty policies, and is part of the poverty prevention and anti-poverty strategy. It provides at least one full and balanced meal per day. It promotes the smooth running of learning by contributing to the concentration of pupils, and also contributes to the learning of living together, to the evolution of the child's view of his or her school environment and to the improvement of the school climate. The social pricing of school canteens, including the scheme known as "one-euro canteen", consists of charging meals to families according to a progressive fee schedule taking into account their level of resources. It is the sole decision of the municipalities or inter-communities concerned and is in line with the objective of the strategy for preventing and combating poverty aimed at ensuring access to food for all. Indeed, a study points out that children from disadvantaged families are twice as many who do not eat in the canteen as students from favoured and highly favoured families, you have alluded to it. In a spirit of territorial equity and attention to budgetary constraints, the Government has offered support that is intended to be an incentive, while targeting the most fragile territories, the least likely to bear the cost of social pricing alone. In the case of municipalities which have transferred their school competence to the inter-municipal level, a criterion for the integration of EPCIs has been defined, in view of the proportion of their population living in a fragile municipality. In any event, the measures will be based on the voluntary work of the municipalities concerned. Eligible communities are the municipalities eligible for the target portion of the rural solidarity grant – the DSR – that have retained academic competence as well as the PECI with academic competence, where at least two thirds of their population live in a municipality eligible for the target SRD. The aid will amount to 2 euros per meal charged to the lowest slice. It will be paid to the municipalities on two conditions: a social fee for canteens with at least three tranches must have been set up; the lowest part of this fee should not exceed 1 euro per meal. Finally, the Government wishes to point out that municipalities and EPCIs are free to set meal rates in the canteen, and that the financial support of the State must enable communities wishing to join the social pricing approach to be supported. This measure has been operational since April 1, 2019. It requires a simple form and a deliberation of the municipality which takes charge of the tariffs. Municipalities already offering adapted social rates can also benefit from this reimbursement of 2 euros by the State. For being a social worker, managing a CASC and acting as assistant to a CASC, I can tell you that the optional CASA grants can continue to be paid to the municipalities up to 1 euro or 1.50 euro, when the cost of the meal is 4.50 euros. In this regard, on 13 May, I received all the associations representing the communities, including the Association of Rural Mayors of France, and the dialogue will continue. I also received representatives of the parents' federations. Finally, we are setting up a monitoring committee for this measure.
ParlaMint-FR_2019-05-21-O1242.u39	Mr Thierry Benoit has the floor for a very brief reply.
ParlaMint-FR_2019-05-21-O1242.u40	I would like to draw the Government's attention to the sustainability of the scheme.
ParlaMint-FR_2019-05-21-O1242.u41	Until 2022!
ParlaMint-FR_2019-05-21-O1242.u42	The change in school rhythms by the previous government has been a fiasco, let us remember: now, one part of the territory applies the week of four days, and the other that of four and a half days. But the country needs cohesion, and the mayors need readability. So we will see to the use!
ParlaMint-FR_2019-05-21-O1242.u43	Mr Dominique Da Silva, speaking on behalf of the Committee on Legal Affairs and Citizens' Rights, raised his question, No. 703, on the supervision of judicial representatives of adults protected by a guardianship measure.
ParlaMint-FR_2019-05-21-O1242.u44	Madam Keeper of the Seals, I would like to draw your attention to a situation which is of particular concern to me in my constituency: that of a major, protected by a guardianship measure, whose judicial agent clearly failed in his duties and failed in his duties. Some protective measures such as guardianship or guardianship provide, as you know, that the financial management of the property is the responsibility of a judicial agent outside the family. It is responsible for the payment of the weekly sum allocated by the guardianship judge, as well as the payment of all expenses and the administration of real property. Although supposed to be closely controlled by a magistrate, the impeccable management of the accounts of the protected major is not fully guaranteed. In this particular case, the family alerted the guardianship judge on several occasions in order to report the deplorable living conditions of the protected adult and his wife, aggravated by the misadministration of their assets. After analysis of the case, the more than doubtful nature of the management was proved, and the guardianship judge ordered a change of judicial agent. First of all, I would like to know the safeguards available to families, in order to ensure the most complete transparency in the management of property by the guardian. Secondly, I would like to ask you about the new mechanisms that make possible a more direct link between the family of the protected adult and his or her legal representative.
ParlaMint-FR_2019-05-21-O1242.u45	The next speaker is Ms. Custody of Seals, Minister of Justice.
ParlaMint-FR_2019-05-21-O1242.u46	The protective measures imposed by a judge are carried out under the continuous supervision of the latter and also of the public prosecutor. Any third party informed of a malfunction in the exercise of a measure can therefore alert the guardianship judge. In addition, an order of 17 January 2018 organises the administrative control of the activity of natural persons exercising the functions of judicial agents for the protection of adults. It expressly provides for the information of the public prosecutor and the court of guardianship when the health, safety or physical or moral well-being of the protected person is threatened or compromised by the conditions for the exercise of the judicial protection measure. These new provisions therefore allow, without prejudice to Articles 416 and 417 of the Civil Code, the exchange of information between the persons responsible for the supervision of professionals and the judicial authority responsible for the supervision of the measure. Moreover, the law of 23 March 2019 on programming 2018-2022 and reform for the justice system has maintained this obligation of supervision and reformed the arrangements for the control of management accounts, in order to guarantee their effectiveness. Where more than one person exercises protection as a contributor, guardian and assistant guardian or guardian and subrogated guardian, including family members, they must jointly establish and certify management accounts; either may, therefore, refer any difficulty to the judge. The judge may also decide to appoint a qualified professional to monitor the accounts when the income or assets of the major so warrant; Again, referral to the judge is always possible in order to punish, where appropriate, a failure by the person in charge of protection. In your question, you refer to the isolated behaviour of a judicial agent in the protection of adults. I would like to take this opportunity to pay tribute to the quality of the work of the vast majority of judicial agents, who, it should be recalled, carry out almost half of the judicial protection measures, when the adult's entourage cannot take care of them. I am aware, however, that abuses or suspicions exist, but I consider that the legislation in force makes it possible to punish such acts, as has been the case in this case, since the judge has dismissed the professional. Beyond the control exercised by judges and administrative control, the civil or criminal liability of the agent may always be called into question in order to punish wrongful conduct. The relationship between the family and the judicial agent must, of course, be promoted, to the extent possible, but the measure must also be exercised in a serene and trustworthy framework. This specific point is the subject of reflection in the working group on the professional ethics of judicial officers, led by the Ministry of Solidarity and Health, in which the Ministry of Justice participates.
ParlaMint-FR_2019-05-21-O1242.u47	I call Mr Sacha Houlié to speak on his question No. 709 on the social security affiliation of the beneficiaries of detainees.
ParlaMint-FR_2019-05-21-O1242.u48	Madam Keeper of the Seals, my question is not only about access to care, but also about access to the rights of the right-holders of detained persons. They are automatically affiliated with the social security system through the National Centre for the Management of Social Protection of Failed Persons. During their detention, they are therefore removed from the general regime. Articles L. 380-30 et seq. of the Social Security Code regulate their social protection but omit the situation of their beneficiaries, including their children. Children of those in prison, who do not live with prisoners – fortunately not provided for by law after 18 months – are removed from social security when their second parent does not take care of them. Thus, in my constituency, where the Poitiers-Vivonne detention centre is located, they cannot be reimbursed when they go to pharmacies, which effectively excludes them from the social protection scheme provided for in France. The CMU-C scheme – supplementary universal health insurance – may be granted to an incarcerated person if the conditions are met, upon express request, but this provision does not resolve the question of the affiliation of the beneficiaries, who are not attached to them. It would therefore be appropriate to provide for an automatic affiliation of minor children of a person in prison – often the mother, because she is in charge of it. In this case, should they be affiliated with the general scheme or with that of the prisoners?
ParlaMint-FR_2019-05-21-O1242.u49	The next speaker is Ms. Custody of Seals, Minister of Justice.
ParlaMint-FR_2019-05-21-O1242.u50	Mr Houlié, you have recalled, since 2017, the health insurance rights of the people in prison are managed by two primary health insurance funds, the Lot and the Oise, which constitute the national centre for the management of the social protection of the people in prison, the CNPE. This has made it possible to harmonise procedures and dematerialise the exchange of information, thus facilitating the process of affiliation: the institutions now have well-identified interlocutors, dedicated staff and trained in the primary health insurance fund taking care of the prisoners. The latter are all members of the general health insurance scheme: they are covered by health care costs and have access to the CMU-C, the supplementary universal health insurance, for the financing of the remainder of dental and optical expenses. You raise the issue of the rights holders of detained persons. Since the introduction of universal health protection on 1 January 2016, only minor children have been considered entitled beneficiaries, as adults are affiliated individually provided that they reside in France on a stable and regular basis. When a minor child is attached to his or her parent, he or she is affiliated, at the time of his or her imprisonment, with the fund of his or her place of residence, in order to ensure community management. In concrete terms, it is the CNPE that ensures the link with the caisse of the place where the child resides to engage this local connection. The CNPE has five days to join the person in the general scheme; It also forwards to the CPAM – the primary health insurance fund – of the children's place of residence a file for their inclusion. Only minors under 18 months of age who remain with their imprisoned mother are directly managed by CNPE because of their presence in a prison. Therefore, as it is organized, the system should not at any time leave the minor child of an unaffiliated person. As a result of the attachment of a prisoner to the general scheme, managed by the CNPE, if a difficulty arises for one of his minor children, recourse must be made to the CPAM of the place of residence. In view of the difficulties mentioned, I will draw closer to my colleague Agnès Buzyn in order to complete the methodological guide, so that the five-day deadline for the CNPE for the affiliation of the imprisoned person is also the time limit within which the CPAM of the place of residence of the minor child must comply with the latter's affiliation. That is how we can overcome the difficulties you have described.
ParlaMint-FR_2019-05-21-O1242.u51	Mr Sacha Houlié has the floor.
ParlaMint-FR_2019-05-21-O1242.u52	Thank you for your response and for the steps you are going to take to clarify the way in which MAPCs are to be affiliated, within five days, with children between 18 months and 18 years of age who are not affiliated with the CNPE. For my part, I will come closer to the CPAM of Poitiers, to which it is for the children whom I have spoken to you within the time limit that you have indicated.
