ParlaMint-FR_2019-09-26-E2013.u1	The next item is the continuation of the discussion of the bioethics bill (No. 2187, 2243).
ParlaMint-FR_2019-09-26-E2013.u14	This issue was the subject of much discussion last night. According to INSEE's latest figure, of the 8 million families with minors, 23% are single parents. These, it is true, often have median incomes lower than the families living in a couple and must be accompanied: this requirement is also at the heart of the mechanism that we are putting in place. There should be no amalgamation between families that would no longer include an adult, for whom the difficulties stem less from lone parenthood than from socio-economic factors, lack of social support or conflict between parents, and families that are single parents by choice, when the woman, after careful reflection on her project, has taken the active decision to have a child. These journeys are not simple: they are often the result of in-depth intimate reflections. That social accompaniment, which is already organised for heterosexual couples and which will obviously be extended tomorrow, is important in order to mature the child-care project is one thing, but that it becomes a criterion of access to the LDC leading to its refusal for any woman alone is another, which seems to us not acceptable. Let's think of the millions of single-parent families and the millions of children who have been raised there for many years! In addition, single women have been able to adopt for many years.
ParlaMint-FR_2019-09-26-E2013.u15	It's still rare!
ParlaMint-FR_2019-09-26-E2013.u16	Let me finish, Congressman! As part of my duties and as part of the mission that I entrusted to one of your colleagues, Monique Limon, and to Senator Corinne Imbert of the Republican Group, on the subject of adoption, I have met many adopted children in single-parent families, whose development and development come to light when conversing with them. We want to open the LDC to unmarried women, because French society, we are convinced, has evolved towards a family model that is no longer limited to a single configuration. New family forms must be welcomed, without stigmatizing or endangering them. Women were putting themselves at risk in order to found a family, and the LDCs would provide them with a secure framework for health and parenthood. That is why we want to implement this development and give an unfavorable opinion on the amendment.
ParlaMint-FR_2019-09-26-E2013.u17	Mr. Éric Poulliat has the floor.
ParlaMint-FR_2019-09-26-E2013.u18	I thank you for your reply, Mr Secretary of State, but I fear confusion, as the amendment respects both rights and does not in any way call into question the access of unmarried women to the LDC. It merely makes a legal distinction between couples and unmarried women, in order to be able to change one or the other of these situations in a different way, without removing access to the LDC from either of these two statutes. I hear the arguments on unmarried women, but that is not the subject of the amendment. He claims that there are, on the one hand, couples and, on the other hand, unmarried women by extension, so that, in the future, these two situations can change distinctly in legal terms.
ParlaMint-FR_2019-09-26-E2013.u19	Mrs Valérie Bazin-Malgras has the floor to support Amendment No. 1388.
ParlaMint-FR_2019-09-26-E2013.u20	[[Mr Maxime Minot applauds]] The amendment aims to clarify that the LDC is accessible to all women, of course, whether they are married or not, provided they are adults.
ParlaMint-FR_2019-09-26-E2013.u21	What is the opinion of the committee?
ParlaMint-FR_2019-09-26-E2013.u22	Article 1, paragraph 8, which provides that the age requirements for entry to the LDC shall be defined by decree, satisfies your amendment. Unfavorable opinion.
ParlaMint-FR_2019-09-26-E2013.u23	What is the Government's opinion?
ParlaMint-FR_2019-09-26-E2013.u24	Same unfavorable opinion. The draft law provides that a decree will set the age requirements for access to the LDC.
ParlaMint-FR_2019-09-26-E2013.u25	Mrs Valérie Bazin-Malgras has the floor.
ParlaMint-FR_2019-09-26-E2013.u26	It would be preferable to set age conditions in the law. This question would be decided and behind us.
ParlaMint-FR_2019-09-26-E2013.u27	Mr Thibault Bazin has the floor.
ParlaMint-FR_2019-09-26-E2013.u28	Mr Secretary of State, are there many single women who adopt? The answer to this question may be of interest to the House. In addition, what age conditions do you wish to include in the decree? We wish to be reassured.
ParlaMint-FR_2019-09-26-E2013.u29	I call Mr Maxime Minot to support Amendment No. 1065.
ParlaMint-FR_2019-09-26-E2013.u30	It aims to remedy a semantic problem, which has been exposed, inter alia, by family law lawyers at the hearings of the committee. Indeed, the terminology of "unmarried women" can be regarded as stigmatizing or even discriminating, particularly against persons living in cohabitation or pacsées. The institutional model of the couple, introduced in the Civil Code twenty years ago, no longer represents the reality of today. Moreover, since 1999, family law has tended to eliminate inequalities in the treatment of rights conferred by marital union and those of other forms of union. The inclusion of this term in the Public Health Code would therefore run counter to the evolution that has been taking place in the Civil Code for several years. We suggest replacing the words "unmarried" with the word "unmarried".
ParlaMint-FR_2019-09-26-E2013.u31	What is the opinion of the committee?
ParlaMint-FR_2019-09-26-E2013.u32	The committee gave an unfavorable opinion on this amendment, on which the Minister of Justice spoke in committee. In legal matters, particularly with regard to filiation, it is better to confine ourselves to the term "unmarried woman".
ParlaMint-FR_2019-09-26-E2013.u33	The Minister of Justice, the guardian of the seals, has the floor to give the opinion of the Government.
ParlaMint-FR_2019-09-26-E2013.u34	Forgive me for repeating myself, honourable Member: we wanted to retain, at the request of the Council of State, the words "unmarried" because of the legal implications they have for filiation. I understand what you mean: in common language, the use of these terms may seem curious, but marriage has different consequences for filiation, because, as we have pointed out on several occasions, it is not possible for a married woman to have access to the AMP without the husband being informed, since he would become, by the presumption of paternity, the father of a child that he might not have wanted. That is why we need to legally distinguish the marital or non-marital state from the woman who uses the AMP.
ParlaMint-FR_2019-09-26-E2013.u35	Mrs Marine Brenier has the floor.
ParlaMint-FR_2019-09-26-E2013.u36	I hear your arguments, minister, and the Council of State's interpretation may seem valid in public law, but, in private law, it is important, as confirmed to me by family law professors, to clarify the notions. That of celibacy, which I had included in an amendment, was rejected in committee, but that of "woman alone" is, in family law, more explicit and would facilitate the interpretation of the judicial judge.
ParlaMint-FR_2019-09-26-E2013.u37	I don't think so.
ParlaMint-FR_2019-09-26-E2013.u38	I have before me two amendments, Nos 2195 and 1392, which can be discussed jointly. I call Mrs Genevard to support Amendment No. 2195.
ParlaMint-FR_2019-09-26-E2013.u39	Article 1, paragraph 3, provides: "Any couple made up of a man and a woman or two women or any unmarried woman shall have access to reproductive medical assistance". I propose to replace the words "have access to reproductive health assistance" with the words "may access reproductive health assistance upon authorization". Indeed, access to the MPA is not a enforceable right, but a possibility offered under certain conditions.
ParlaMint-FR_2019-09-26-E2013.u40	Very good amendment!
ParlaMint-FR_2019-09-26-E2013.u41	Mrs Valérie Bazin-Malgras has the floor to support Amendment No. 1392.
ParlaMint-FR_2019-09-26-E2013.u42	As my colleague Annie Genevard has said, people who wish to benefit from the LDC need to talk to the medical profession. These discussions are a condition, as access to the LDC is not certain. The change of wording seems to me to be very opportune.
ParlaMint-FR_2019-09-26-E2013.u43	Mr Jean-Louis Touraine, rapporteur of the special committee responsible for examining the bioethics bill, has the floor to give the committee's opinion.
ParlaMint-FR_2019-09-26-E2013.u44	The opinion is against Amendment No 2195: of course, the MPA is not a enforceable right and is the result of an exchange between the family and the multidisciplinary medical-biological team evaluating the child-care project. The drafting of the Government seems preferable to me. For the second amendment, which is more nuanced, I express a wisdom opinion, because the shade is weak between "have" and "may have". I leave it to everyone to decide as he or she pleases.
ParlaMint-FR_2019-09-26-E2013.u45	What is the Government's opinion?
ParlaMint-FR_2019-09-26-E2013.u46	The opinion is against both amendments. The current wording is as follows: "Any couple made up of a man and a woman or two women or any unmarried woman shall have access to reproductive medical assistance after the individual interviews of the applicants with the members of the multidisciplinary clinical-biological medical team in accordance with the procedures provided for in article L. 2141-10". This writing seems to us to be clear and relevant, as access to the MPA is well conditioned by the interview with the medical team. There is no question of providing for an authorization – it is not in the spirit of our approach – nor is there any question of establishing an enforceable right: medical assessment is indeed necessary and does not necessarily result in an authorization.
ParlaMint-FR_2019-09-26-E2013.u47	Mrs Valérie Bazin-Malgras has the floor.
ParlaMint-FR_2019-09-26-E2013.u48	I do not agree with you, Secretary of State: the use of the word "have" evacuates the existence of a condition, hence our proposal to write "may have".
ParlaMint-FR_2019-09-26-E2013.u49	Semantically, she's right!
ParlaMint-FR_2019-09-26-E2013.u50	Mr Thibault Bazin has the floor.
ParlaMint-FR_2019-09-26-E2013.u51	We had this discussion in committee with Minister Agnès Buzyn. This is a substantive subject: at the hearings, psychiatrists told us that sometimes an LDC is carried out when they have given an unfavourable opinion. These are heterosexual couples. Even if there is only 0.05 per cent chance that the LDC will succeed, it is very difficult for the medical profession to oppose it. We must be attentive to the rights that we create: if you open new ones, we must allow, within their framework, the possibility of refusing certain parental projects, in order to avoid – I say without wishing to shock anyone – any procreational ardour, if there is almost no chance that a child will be born at the end of the journey, or if the conditions for its success are not fulfilled. Otherwise, we risk increasing that the right that we open will be fulfilled, regardless of the outcome of the interviews with the medical profession.
ParlaMint-FR_2019-09-26-E2013.u52	I call Mr Patrick Hetzel to support Amendment No. 1557.
ParlaMint-FR_2019-09-26-E2013.u53	In preparing a bill, the opinions of the experts consulted must be taken into account. During the hearings conducted by the Special Committee, many family specialists, including children's issues, drew our attention to the psychological dimension of the topic. We approached her last night, under the prism of taking into account otherness in the best interests of the child. In any event, the hearings clearly identified the need for a specific assessment of the psychological – and not strictly medical – dimension of the parental project. That is why the amendment we are proposing is intended to explicitly include in the text a medical evaluation "and psychological". We have heard several arguments, according to which, since a multidisciplinary team is planned, this will automatically be the case. If we wish to ensure that the best interests of families, especially of the child, are respected, the psychological dimension of the parenting project must be clearly and precisely included in the text. This is the subject of this amendment.
ParlaMint-FR_2019-09-26-E2013.u54	What is the opinion of the committee?
ParlaMint-FR_2019-09-26-E2013.u55	As Mr Hetzel pointed out, a medical evaluation of the parental project does indeed include an assessment of its psychological dimension. To include it expressly in the law seems to us to have a somewhat painful connotation for the woman concerned – as if one were assessing her psychic abilities to undertake a parenting project. The truth is, it's a whole. It is good to retain the idea of a multidisciplinary team including a clinician, a biologist, as well as psychologists or psychiatrists, in order to focus on the parental project a global appreciation. To evaluate, to measure the psychic ability to undertake a parenting project, is to go a little far. Moreover, it is not clear why this would be done for women's couples, whereas it is not done for heterosexual couples. The situation seems to me to have to be comparable in all cases, without discrimination, distinction or difference. In all cases, the multidisciplinary medical team will conduct a dialogue with the family concerned. It is together that the continuation or abandonment of the parental project will be decided. Unfavorable opinion.
ParlaMint-FR_2019-09-26-E2013.u56	What is the Government's opinion?
ParlaMint-FR_2019-09-26-E2013.u57	For the reasons stated by the rapporteur, the Government's opinion was unfavourable.
ParlaMint-FR_2019-09-26-E2013.u58	Mr Patrick Hetzel has the floor.
ParlaMint-FR_2019-09-26-E2013.u59	Mr rapporteur, the coordination conjunction "and" is indeed conjunctive! The proposed amendment is therefore not exclusive, but inclusive. Very clearly, you have a problem with the psychological dimension of the subject!
ParlaMint-FR_2019-09-26-E2013.u60	No!
ParlaMint-FR_2019-09-26-E2013.u61	You throw the anathema on the opposition, saying that the provision we are proposing is superfluous and may cast reproach on a particular one. If that is the case, you could have been consistent by proposing an amendment providing for its application to all couples. It is clear that this is a willingness not to assume clearly the fact that the provisions that we are discussing strongly pose a psychological issue.
ParlaMint-FR_2019-09-26-E2013.u62	I call Mrs Emmanuelle Ménard to support Amendment No. 1510.
ParlaMint-FR_2019-09-26-E2013.u63	It is similar to what Mr Hetzel has excellently defended at the moment.
ParlaMint-FR_2019-09-26-E2013.u64	Amendment No 2212 by Mr Jean-Louis Touraine, rapporteur, is drafting.
ParlaMint-FR_2019-09-26-E2013.u65	I have before me seven identical amendments, Nos 1153, 1712, 2086, 2153, 2213, 2257 and 2258. I call Mr Yannick Favennec Becot to support Amendment No. 1153.
ParlaMint-FR_2019-09-26-E2013.u66	Minister, your text opens up reproductive medical assistance to women's couples and unmarried women. I don't think he's going far enough. My amendment therefore seeks to clarify that transgender people will not be excluded from this opening of the MPA. Access to it must relate to all parent projects. Such a measure is all the more justified since sterilization is no longer required since 2016 for the change of sex to the civil status of a transgender man. Therefore, a person registered as a man in civil status may be able to carry a child. The principle of opening the MPA to any person capable of carrying a child should be included in Article 1 of this text. At the time of its consideration in committee, I had tabled an amendment to that effect, which was declared inadmissible. Minister, as you move forward on the path of non-discrimination between women's and single women's couples, you cannot leave transgender people on the edge of the AMP journey. The argument of making sex on the civil register the reference to whether or not to bear a child is irrelevant, since a transgender man who has not entered his change of sex on the civil register will be considered a single woman or living in a relationship with a woman, and will therefore have access to the MPA, unlike a transgender man who has registered his change of sex on the civil register. Therefore, for the sake of non-discrimination, coherence, humanity and responsibility, transgender men must also have access to the MPA.
ParlaMint-FR_2019-09-26-E2013.u67	Mrs Marie-Noëlle Battistel has the floor to support Amendment No. 1712.
ParlaMint-FR_2019-09-26-E2013.u68	Similar to the previous one, it was developed within the framework of the trans-party working group, as well as by members of the Discrimination and LGBTQI-phobia study group around the world. We believe that it is necessary to ensure consistency with the law of 18 November 2016 on the modernization of justice of the 21st century, which provides that transgender persons can change the mention of their sex to the civil status without having to undergo sterilization. So we are in a situation where a transgender man can be able to carry a child and bring it to life. It therefore seems important to us to clarify in this bill opening up new rights that changing the reference to civil sex is not an obstacle to the realization of an LDC. That is the proposal of our group.
ParlaMint-FR_2019-09-26-E2013.u69	On identical amendments Nos 1153, 1712, 2086, 2153, 2213, 2257 and 2258, I have received a request for a public vote from the La France group. The vote is announced in the National Assembly. I call Mrs Vanceunebrock-Mialon to support Amendment No. 2086.
ParlaMint-FR_2019-09-26-E2013.u70	We all know the subject we are discussing here. However, I would like to make a reminder. In the event of altered fertility, it is possible to self-conservate its gametes with a view to a subsequent realization of an MPA for its own benefit – this detail is important. What some may know less, or do not know, is that transgender people have been able, since 2016, to have their sex changed in civil status without undergoing a sterilization procedure. So they can keep their gametes. So – pay close attention to the following, ladies and gentlemen – women who have changed their sex in civil status, who are therefore transgender men, are able to carry a child, if they have not gone until the transition, and this legally. Moreover, there are already transgender men carrying children. There is a need to understand the process. [[Applause on several benches of the LaREM group]] Failure to make the proposed amendment in the text would therefore be tantamount to withdrawing a right to such persons, including a general prohibition by omission.
ParlaMint-FR_2019-09-26-E2013.u71	Mr Raphaël Gérard has the floor to support Amendment No. 2153.
ParlaMint-FR_2019-09-26-E2013.u72	It is identical to the previous and, like them, transparant. I will add to what my colleagues have said on one point. In this debate, we focus on the subject of transgender men in a position to bear a child, which is a very good thing. However, I would like to draw attention to all other situations. Some occur in the context of natural reproductions, for example in the case of couples of women made up of a cisgender woman and a transgender woman, who can already procreate. There are precedents, which pose problems for judges, when it comes to registering children in civil status. We know – as experience shows – that there are support programmes for the LDC for heterosexual couples of a female cisgender and a male transgender. The CECOS – centres for the study and conservation of human eggs and semen – which have led them for many years, demand in return the sterilization of transgender humans, even though France was condemned in 2017 by the European Court of Human Rights – ECHR – for eugenics, on the grounds that it required the sterilization of persons before the change of the mention of their sex to civil status. There are, therefore, many invisible cases that need to be dealt with in this bill. Tomorrow, if a homosexual couple, made up of a female cisgenre, in a position to bear a child, and a transgender woman, presents themselves to a CECOS, there will be no objective reason to deny him access to the LDC, as it will be part of the couples of women with access to the LDC. [[Applause on several benches of the LaREM group]] I believe it is necessary to introduce this dimension into the text in order to ensure that everyone's rights are recognized. That, I believe, is the spirit of this bill.
ParlaMint-FR_2019-09-26-E2013.u73	Mr Jean-Louis Touraine has the floor to support Amendment No. 2213.
ParlaMint-FR_2019-09-26-E2013.u74	I am, of course, in my personal capacity, expressing a favourable opinion on all of these amendments.
ParlaMint-FR_2019-09-26-E2013.u75	I have given you the floor not to give the committee's opinion on these identical amendments but to present yours, especially since some of these amendments have not yet been tabled.
ParlaMint-FR_2019-09-26-E2013.u76	I'm coming, Mr. President. Discrimination against some of our fellow citizens includes discrimination not only on the basis of sex, sexual orientation and many other factors, but also on gender identity. We have heard a significant number of transgender people and representatives of the associations concerned. All of us have told us their suffering to feel marginalized in society. Several even compared it to that of homosexuals thirty or forty years ago, who were then considered to be on the margins of society, suffering from a disease or pathology, and falling within the scope of abnormality. These people only ask for one thing: to lead a normal life. Their purpose, they told us, is not to be the head of a little light magazines, nor to be prostituted in a wood or another, but to have a simple and normal life, with office work, a family, a companion or a companion, and children to cherish. Their request seems perfectly legitimate to me. There's nothing against it. [[Applause on the benches of the LaREM and FI groups]] The arguments set out above are very specific. They describe the conditions under which the question arises, a fundamental question of non-discrimination. We need to hear the suffering of these people. History will make us right. It is obvious that transgender people cannot be kept in an abnormal situation. They do not suffer from any pathology. They have not chosen their situation, which is the product of nature. It is time, I believe, to give them the same rights as heterosexuals and homosexuals.
ParlaMint-FR_2019-09-26-E2013.u77	I call Mr Eric Coquerel to support Amendment No. 2257.
ParlaMint-FR_2019-09-26-E2013.u78	In this debate on ethics, it is the principle of equality that must guide our reflections. Section 1 of the bill provides access to medically assisted reproductive technologies for all persons who can and want to do so. It would therefore be paradoxical if the identity of a person on the civil register were to create discrimination: it would be a breach of equality with many already existing cases. Thus, today, the LDC is practiced for heterosexual couples including a transgender man, with a gamete gift, as for any heterosexual couple; Similarly, a transgender man who did not make a change in civil status would have access to AMP techniques. We must therefore follow what is already being done in other European countries, where it is not the identity of the person who defines whether we can have access to the technologies of LDCs, but the possibility of procreation. That is why we call for gender change in civil status not to be an obstacle to reproductive health assistance.
ParlaMint-FR_2019-09-26-E2013.u79	I call Mr Bastien Lachaud to support Amendment No. 2258.
ParlaMint-FR_2019-09-26-E2013.u80	It is as chairman of the study group on discrimination and LGBTQI-phobias in the world that I defend this amendment. I am pleased that, within this group and even beyond, we have been able to carry out trans-partisan work on this important issue, and that we are arriving today before the National Assembly with an amendment, declared admissible, which is an amendment of justice and equality. Today, it has been said, transgender people are far more often precarious than others, because they are rejected and marginalized by our society. Equality must be total: these people have not chosen to be trans; the transition is a complicated, long and difficult passage: society must accompany these people by guaranteeing them, at every moment, where possible, equal rights. This amendment is aimed only at this: equality. Since 2016, men have been able to give birth in our country. Why do they not have access to the LDC? In the name of what? This is not an ethical question: it is already possible, the question has already been decided in 2016. [[Applause on the benches of the FI group as well as on several benches of the LaREM group]] They'll be as good parents as anyone else. They keep telling us that we need studies, studies, studies. But there is one: the Myosotis study, conducted by David Cohen and Agnes Condat, devoted to the psycho-affective development of children conceived by medical assistance in procreation whose father is transgender. It shows that the gender identity of the parents has no impact on the development of the children.
ParlaMint-FR_2019-09-26-E2013.u81	What is the committee's opinion on these amendments?
ParlaMint-FR_2019-09-26-E2013.u82	The committee did not accept a comparable amendment. It is true that the discussion had been much less thorough than today, and many of the very precise data that have just been indicated must lead everyone, I believe, to pronounce themselves in his soul and conscience. It is therefore now important, even if the committee has not accepted these amendments, to issue an opinion of wisdom. Everyone, now well informed by the present discussion, can decide whether to remove this discrimination which still persists against transgender people.
ParlaMint-FR_2019-09-26-E2013.u83	The rapporteur must give the opinion of the committee, not his, Mr President!
ParlaMint-FR_2019-09-26-E2013.u84	I have noted that there is no opinion of the committee but an opinion of the rapporteur. What is the Government's opinion?
ParlaMint-FR_2019-09-26-E2013.u85	Vanceunebrock-Mialon recalled that since the law of 18 November 2016 on the modernization of justice in the 21st century, proof of medical or surgical intervention is no longer required to change her first name and sex in the civil state. This, I believe, is a great step forward: the civil state can be changed without a physical transition. We now recognize the transition as a mature and accompanied choice, and the majority of transgender people are proud, I believe, to be fully recognized in the genre they have chosen, because they feel it deeply. The provision you are contesting merely draws the consequences of this decision. In civil life, only the identity in the civil state of a person is taken into account: for example, a woman who has become a man in civil status, even having retained her female reproductive apparatus, is a man. As a result, he is also a man with regard to reproductive medical assistance. In the bill, a man in the civil registry cannot have access to the MPA or as a couple with another man; of course, if he is in a relationship with a woman who will carry the child after insemination or transfer of the embryo. Thus, changing sex is not an obstacle as such: everything depends on the sex registered in the civil registry at the time of the request for access to a particular technique. Transition is a long process, and the vital status of the person at the time of application is a determining factor. That is why, in line with the discussions you may have had in committee on the subject with the Minister of Solidarity and Health, and although the Government is happy to hear this debate, we express an unfavourable opinion.
ParlaMint-FR_2019-09-26-E2013.u86	Mr Fabien Di Filippo has the floor.
ParlaMint-FR_2019-09-26-E2013.u87	[[Exclaims on FI banks]] [[Same movements]] I am reassured by the opinion just given by the Secretary of State: some safeguards can still be preserved. The long-term consequences of all the provisions contained in this bill are not measured. That's the whole problem! You manipulate concepts that will eventually turn against you, and against your own arguments: in the name of equality, you want men to be able to give birth; It is the door open for the authorization, tomorrow, of pregnancy for others – GPA – for couples of men, to which you will not be able to forbid to give birth. Fatally, it will happen, either here or in front of the judge! Yes, you said the same thing as you did today at the time of marriage for all, and today we are discussing the LDC: don't shake your head that way, ladies and gentlemen! I don't judge everyone's choices of life; I don't judge anyone's ability to be a parent, absolutely not. But imagine the ubiquitous situation in which we will find ourselves: a person who has become a man will be the child's mother! No. Here's what you're offering us for tomorrow. The choice to change marital status has consequences. Of course, if this man is in a relationship with a woman who wants to carry a child, it is quite possible. But rights cannot be pushed as far as these amendments propose; Otherwise, inevitably, you will go beyond the boundaries you say today, which is absolutely not desirable, neither for our children, nor for parents, nor for our society.
ParlaMint-FR_2019-09-26-E2013.u88	Mrs Annie Genevard has the floor.
ParlaMint-FR_2019-09-26-E2013.u89	This debate gives rise to vertigo. In your interventions, you only emphasize the right of adults, and never the child's point of view. It is still very difficult for a child to understand that his father is also his mother! Moreover, this question, which is agitating our debates today, arises in other European countries. I agree with the Government's position: it is wise, and the French will fully understand it. It is not an attack on transgender rights. We must place ourselves from the point of view of the child, who must build himself psychologically on otherness. How can we make him understand that the same person is both one parent and the other? There is something that revolts common sense and insults the precautionary principle that must govern our decisions.
ParlaMint-FR_2019-09-26-E2013.u90	Mr Pascal Brindeau has the floor.
ParlaMint-FR_2019-09-26-E2013.u91	I am also against opening up the LDC to transgender people, single women and married women. However, I recognize the absolute consistency of those who have tabled these amendments in the name of the principles of non-discrimination and equality: this argument is almost impassable, as we transform a medical starting technique into a social technique that allows us to live up to a child's desire. This is the inextricable gear in which the bill brings us. In the name of this non-discrimination, in the name of this equality of desire for a child and of the ability to raise a child regardless of the kind of persons who raise it, the same persons, who have tabled these amendments, should table others, aiming at multi-parentality. That would be logical, since one relies on the will alone, since you want to disconnect parenthood and marital status from all likelihood and all appearances of connection with biology. This, I believe, is the reason why the Government is against these amendments: problems related to filiation already arise today in the case of transgender parents. I have already quoted yesterday a judgment of the Montpellier Court of Appeal, which granted the request of a man who became a woman and who, having participated in the procreation of a child born before the change of civil status, claims the status of second mother of the child. That the case law deals with such particular and difficult problems in relation to filiation seems obvious to me. On the other hand, to include such possibilities in the law by adopting these amendments would be, de facto, to produce situations in which civil status and filiation would be questionable, and contested, by either member of a couple who, like others, might be forced to separate. In my view, that is not desirable: I therefore agree with the Government's position. However, I would like to emphasize once again the consistency of these amendments, which are tabled in the logic followed by those who support this bill and which is neither mine nor that of many Members here.
ParlaMint-FR_2019-09-26-E2013.u92	Mrs Danièle Obono has the floor.
ParlaMint-FR_2019-09-26-E2013.u93	Since the beginning of this debate, I have heard a confusion: because we are talking about equality, we would open the door to everything and anything. I would like to reiterate that the issue of GPA does not arise in this ethical debate. It is not a question of allowing it for everyone, since it is prohibited for everyone: there is therefore no discrimination against anyone in the area of GPA. Here we are talking about a technique that can be used by people who, yes, have a trans identity and can, yes, carry children. Yes, Mrs. Genevard, today there are children whose parents have an identity that does not correspond to the one society has accepted for a very long time. It is already a reality: it is simply a question of recognizing it. It certainly upsets the understanding of some, here and throughout society: it reflects, however, the progress of understanding both of the diversity produced by nature – nature to which so many of our colleagues belong – and of the multiplicity of identities, which are much more varied than what one would like to make believe. You say that, since we have gained a first recognition of transgender people – the fight is not over, and we have tabled amendments on this point – we should be content with this little step forward and stop demanding equal rights. It is in my view very hard to deny the people we are talking about the same rights as others, on the pretext that they have already been granted social and legal recognition. This would deny the reality of the diversity of situations and make it even more difficult to secure children's filiations.
ParlaMint-FR_2019-09-26-E2013.u94	You don't care, kids!
ParlaMint-FR_2019-09-26-E2013.u95	It would be to refuse the advances defended by the movements of transgender people. Again, the march towards equality implies accepting this non-binarity. The Government would honour itself by issuing at least one opinion of wisdom, because this is a choice that everyone must make in conscience, bearing in mind that we are talking about realities.
ParlaMint-FR_2019-09-26-E2013.u96	Mrs Laetitia Avia has the floor.
ParlaMint-FR_2019-09-26-E2013.u97	We understand, of course, that this debate can destabilize, but we must take into account the reality of the situation: today, a transgender man who has retained a uterus and who is in relation to a man can have a child in a carnal way. Such a situation exists in our society, it is a reality.
ParlaMint-FR_2019-09-26-E2013.u98	Exactly!
ParlaMint-FR_2019-09-26-E2013.u99	If we persist in ignoring it, it may lead to a situation in which a transgender person – who has undertaken this transition but, having not changed his or her civil status, remains a woman in the eyes of the administration – could have access to the LDC, while someone who has completed the administrative process would not be entitled to the LDC. In order to avoid this completely ubiquitous situation, we need to be consistent.
ParlaMint-FR_2019-09-26-E2013.u100	If you open the LDC to men, you'll have GPA.
ParlaMint-FR_2019-09-26-E2013.u101	[[Applause on several benches of the LaREM group]] Of course, it can destabilize and stifle our way of thinking things, but it is a reality. If we face these crucial problems of bioethics, it is good to take into account the reality of situations which are, it is true, extremely marginal, but for which we cannot endorse discrimination.
ParlaMint-FR_2019-09-26-E2013.u102	Mr Raphaël Gérard has the floor.
ParlaMint-FR_2019-09-26-E2013.u103	Having this debate more often would avoid certain language inaccuracies. I am always surprised, in particular, to hear about choices about transidentity. The only choice that trans people face is that of living on the basis of their perceived identity and succeeding in freeing themselves from the mention of sex which is recorded in their civil status. We are talking about people who live in our country, who we frequent very regularly in the streets, in society, and for whom the words we speak in this chamber can be extremely hurtful. On the other hand, to echo what Mr. Brindeau said on the issue of civil status, the Montpellier Court of Appeal delivered a judgment, but, by consecrating the notion, a little exotic in law, of a biological parent, this judgment merely appeals to the legislator. The court will have to rule, so that the judge, who will increasingly have to decide such cases, can rely on a clear legislative doctrine. [[Applause on a few benches of the LaREM group]] The judge is there not to make the law but to say the law, and if the legislator is not able, when the time comes, to make choices of society which, at the risk of upsetting certain convictions, are adapted to the present state of our society and to the way in which families and individuals can live in full agreement with their identity, we will encounter more and more problems and our debates will be sterile, because we will not be able to make those choices.
ParlaMint-FR_2019-09-26-E2013.u104	Mr Xavier Breton has the floor.
