ParlaMint-FR_2019-09-27-E2017.u1	The next item is the continuation of the discussion of the bioethics bill (No. 2187, 2243).
ParlaMint-FR_2019-09-27-E2017.u13	What goes without saying goes better by saying it, Mr. Secretary of State...
ParlaMint-FR_2019-09-27-E2017.u14	And by writing it!
ParlaMint-FR_2019-09-27-E2017.u15	[[Smiles – Patrick Hetzel applauds]] ...and enshrine it in the law. I appreciate the wise opinion of the rapporteur, whose concern is well known not to be too liberal with regard to our amendments: if the rapporteur gives an opinion of wisdom, it is almost worth a favourable opinion of the Government.
ParlaMint-FR_2019-09-27-E2017.u16	Mr Raphaël Gérard has the floor.
ParlaMint-FR_2019-09-27-E2017.u17	I generally agree with our rapporteur, but I would like to highlight one point. I understand the intention behind your amendment, Mrs Genevard, and I do not lend you any other one, but I would like to stress one point that I have already mentioned several times since the beginning of this debate: by invisivising part of our population – especially trans people – we end up generating collateral effects that can be harmful. Unfortunately, yesterday, we misunderstood the intention of my amendment, which tended to allow a couple of gay women made up of a cisgenre woman and a trans woman who would have kept her gametes, and thus her sperm, to make an MPA from the gametes available within the couple. Mr Bazin and I, yesterday, nevertheless agreed that the gametes available within the couple should be used as a matter of priority.
ParlaMint-FR_2019-09-27-E2017.u18	You didn't listen to everything I said!
ParlaMint-FR_2019-09-27-E2017.u19	The Government has repeatedly reiterated that it is the reference to sex in civil status that must determine the possibility of access to a medical practice. I can understand that, even if I do not necessarily agree with this position – it is in any case the one that has been recalled several times by the keeper of seals and the Minister of Solidarity and Health. I fear that by adding an amendment like this to this provision, it will be possible to prohibit the future use of the gametes available in a homosexual couple who would have male gametes and female gametes at their disposal.
ParlaMint-FR_2019-09-27-E2017.u20	It makes me want to vote even more!
ParlaMint-FR_2019-09-27-E2017.u21	If the criterion of access to the LDC was civil sex, a trans woman, considered a woman by civil status, but with male gametes, would not be able to complete her parenting project.
ParlaMint-FR_2019-09-27-E2017.u22	The amendment does not address the issue of civil status.
ParlaMint-FR_2019-09-27-E2017.u23	No, but the text confirmed that it is the civil status that determines the gender of the person: male or female. In this case, it will be a couple of two women in civil status with male and female gametes. I understand that this is not your intention, Mrs Genevard, but we must be extremely careful, in order to avoid interference between different provisions.
ParlaMint-FR_2019-09-27-E2017.u24	Mrs Blandine Brocard has the floor.
ParlaMint-FR_2019-09-27-E2017.u25	After the discussions we had yesterday on this subject, I was very pleased to hear the rapporteur's wisdom. It would seem that the night is indeed counseling.
ParlaMint-FR_2019-09-27-E2017.u26	She's right!
ParlaMint-FR_2019-09-27-E2017.u27	Unless I am mistaken, Secretary of State, it is a matter of prohibiting not only fertilization for research purposes, but also the production of an embryo that could be re-implanted. I would like at least a few clarifications on this.
ParlaMint-FR_2019-09-27-E2017.u28	Can the Government respond?
ParlaMint-FR_2019-09-27-E2017.u29	Mr Hetzel, if the Government or the rapporteur wishes to reply, they will be able to do so without needing your intervention.
ParlaMint-FR_2019-09-27-E2017.u30	Mrs Blandine Brocard has the floor to support Amendment No. 1905.
ParlaMint-FR_2019-09-27-E2017.u31	I come back to what I said yesterday: the Minister of Solidarity and Health, who then argued that such perspectives are science fiction, I replied that we were here just to deal with all the abuses that might occur in the future. A bioethics law is not intended to regulate what already exists, but to avoid the drifts that research will inevitably allow one day or the other.
ParlaMint-FR_2019-09-27-E2017.u32	She's right!
ParlaMint-FR_2019-09-27-E2017.u33	As pedagogy is the art of repetition, I simply take an example: if we managed to sexulate the gametes independently of the person on whom they were taken, we could have – let's make an effort of imagination – a cell from a man who could be reprogrammed as an ovoyte, and a cell from a woman who could be reprogrammed as a sperm,...
ParlaMint-FR_2019-09-27-E2017.u34	We'd walk on the head!
ParlaMint-FR_2019-09-27-E2017.u35	[[Applause on the benches of the LR group]] ... so a child who would come from an ovocate from a man – would that man be the father or mother? – and a sperm from a woman – the same question. Let's try to conceive this possibility, even if it's difficult. I'm asking you the question.
ParlaMint-FR_2019-09-27-E2017.u36	All right!
ParlaMint-FR_2019-09-27-E2017.u37	What is the opinion of the committee?
ParlaMint-FR_2019-09-27-E2017.u38	What is actually producing artificial gametes – this expression may not be the most accurate, by the way? This involves taking somatic cells from an adult, doing genetic manipulation to transform them into GMOs, if it can be summarized in this way, and creating induced pluripotent stem cells, known as CSPi cells, from which potential gametes are derived. All this, which is of course part of the futuristic field of research, is not immediately possible for the human species. Nevertheless, of course, we want to rule out such a spectre. However, things are already well codified since, as explained yesterday, the creation of human embryos for research purposes is totally prohibited in our country. This amendment is therefore satisfied. Should we now foresee the number of years of imprisonment for those who would do this thing that is impossible in the immediate future? Maybe it's going a little far. I therefore propose that you remain in the present state of our prohibition, and not anticipate an achievement that, in any case, is blocked from the initial phase. We must ban everything that leads to it, so that the result cannot happen. Unfavorable opinion, therefore.
ParlaMint-FR_2019-09-27-E2017.u39	What is the Government's opinion?
ParlaMint-FR_2019-09-27-E2017.u40	Mr Hetzel, I did not refuse to reply to Mrs Brocard: I knew that I could do so on the occasion of the examination of her amendment. The rapporteur explained very well that, in the context we are talking about, the validation of tests, which would be necessary to lead to the use of gametes produced in vitro, would imply the creation of an embryo for research, which is not possible. Gametes cannot be validated for clinical use: a possibility is blocked upstream, as the rapporteur has explained very well. That is why I am expressing an unfavorable opinion on this amendment. As far as your second argument is concerned, even if such manipulation is carried out abroad, the import of its result is prohibited. Any risk is therefore also excluded on this point. Finally, we will have the opportunity to come back to the subject during the discussion of Title IV on research.
ParlaMint-FR_2019-09-27-E2017.u41	Mr Thibault Bazin has the floor.
ParlaMint-FR_2019-09-27-E2017.u42	Your reasoning in organ pipes may produce cacophonic music. Indeed, the cocktail that combines sections 1, 2, 14 and 15 of the bill is quite explosive. The amendment deserves to be discussed, since the text envisages the development of research. It even introduces a simple reporting regime for some research. Article 15 thus mentions "research protocols conducted on induced pluripotent stem cells whose object is the differentiation of these cells into gametes": attention, science fiction becomes reality! Of course, it is not yet a question of implanting these cells in an embryo, although it is planned to experiment with this insertion into an animal embryo – I am not lying, this is the text which was, moreover, completed in committee. Of course, it's about a female and not yet a woman, but we're starting to play with fire. If your goal is to ban these practices, as well as to write it in the law, it will avoid temptations.
ParlaMint-FR_2019-09-27-E2017.u43	Mr Hervé Saulignac has the floor.
ParlaMint-FR_2019-09-27-E2017.u44	I wonder whether the cacophony, referred to by Mr Bazin, is not introduced by those who are tabling amendments that are already satisfied by the law. I also wonder about the meaning and interpretation that can be given to amendments of this kind which suggest to our fellow citizens that our country has not already taken all the steps to protect itself against such abuses. I see in this debate an instrumentalization of certain fantasies, which may lead, in public opinion, to a result contrary to that which is sought. [[Applause on a few benches of the LaREM group]] I would like us to focus on what deserves to be debated and not on what does not deserve it, since the law has already foreseen everything.
ParlaMint-FR_2019-09-27-E2017.u45	Mr Pascal Brindeau has the floor.
ParlaMint-FR_2019-09-27-E2017.u46	These aren't necessarily fantasies, Mr. Saulignac. Indeed, the draft law provides for developments in several areas, in particular with regard to the authorisation regime for embryonic research. The text also allows for the implantation of a human cell in an animal embryo, which was previously banned. These developments in law may lead to possible drifts that no one wishes on these benches. Admittedly, the French ethical rules preserve us today – we agree – but international pressure, the race to scale in research, in particular genomic research, as well as market pressure can lead tomorrow to no longer be able to control what is now considered impossible in France.
ParlaMint-FR_2019-09-27-E2017.u47	Mr Jean-François Eliaou has the floor.
ParlaMint-FR_2019-09-27-E2017.u48	Research has no limits. What is important is to frame it – what we are doing here – and to ensure that progress in research is beneficial to society and even to humanity. The chimeras you have mentioned – which consist of implanting a human cell in an animal – already exist and are allowed, on an experimental basis, for therapeutic purposes. But they will not be used, we are very far from it – we have discussed them in committee. Similarly, it is possible to make parthenogenesis in the animal, i.e. to manipulate the oocyte of a female mouse to allow it to make a smile on its own – it is not science fiction. Our concern as legislators is not to stop science, nor to interrupt progress. Bioethics laws are there to limit their effects and to verify that scientific discoveries are applicable and can be used in society. I repeat, our objective is not to limit research.
ParlaMint-FR_2019-09-27-E2017.u49	That's not explicit in the text!
ParlaMint-FR_2019-09-27-E2017.u50	Amendment No 1457 by Mrs Emmanuelle Ménard is being defended. What is the opinion of the committee?
ParlaMint-FR_2019-09-27-E2017.u51	The amendment is satisfactory since – perhaps regrettably for me – we have banned post-mortem procreation.
ParlaMint-FR_2019-09-27-E2017.u52	Amendment No 1456 by Mrs Emmanuelle Ménard is being defended. What is the opinion of the committee?
ParlaMint-FR_2019-09-27-E2017.u53	The amendment is intended to prohibit the export of gametes in the context of post-mortem insemination. However, the jurisprudence of the Council of State is contrary. Since there is no reason to change what the Council of State has established, I therefore ask you to withdraw the amendment; Otherwise, my opinion will be unfavorable.
ParlaMint-FR_2019-09-27-E2017.u54	What is the Government's opinion?
ParlaMint-FR_2019-09-27-E2017.u55	Unfavorable.
ParlaMint-FR_2019-09-27-E2017.u56	Mr Patrick Hetzel has the floor.
ParlaMint-FR_2019-09-27-E2017.u57	I come back to an argument put forward by the rapporteur. I would remind you that we are making the law here. The argument of the jurisprudence of the Council of State is therefore not valid. Indeed, we still have the opportunity to go back to jurisprudence. I am prepared to accept many arguments, but this is not relevant. It is the role of the National Assembly to modify the jurisprudence if necessary. On behalf of a Member who has been confirmed as you, Mr rapporteur, I assume that this is a semantic error.
ParlaMint-FR_2019-09-27-E2017.u58	Mr Pascal Brindeau has the floor to support Amendment No. 2568.
ParlaMint-FR_2019-09-27-E2017.u59	This amendment may seem tautological since it aims to clarify, in the Civil Code, with regard to its application, in particular in the field of family law and filiation, that the couple, in all its forms – marriage, PACS or cohabitation – can be composed of no more than two persons. You will answer me, etymology of the word in support, that the couple can only concern two people. But under the bill, the parenting project, that is, the will to be a parent, will take precedence and – we will come back to it at length on the occasion of section 4 – it will be the one that will establish filiation. Therefore, legal uncertainty could arise in the event that three or four people claim a parenting project: what would be the consequences for the law of filiation? This would lead to significant difficulties: while the notion of parent could be understood as such, the notion of father or mother would become absolutely inoperative. This would open an infinite field of litigation in the law of filiation, as in the law of succession.
ParlaMint-FR_2019-09-27-E2017.u60	What is the opinion of the committee?
ParlaMint-FR_2019-09-27-E2017.u61	This is a misrepresentation by the media, which mistakenly refers to babies with three parents. In fact, these are cases in which, due to mitochondrial disease in a family, a third person's mitochondria are used to correct the genetic contribution of both parents, in order to prevent the woman from transmitting the disease. But the person who provides mitochondria cannot claim parenthood more than the person who brings genes into gene therapy for a newborn: this person does not become a third parent. The technique allows correction of a defect, without having an effect on the definition, even biological, of the parents. In case of mitochondrial correction, there are only two parents: those who provided the male and female gametes. Mr Hetzel, if my wording was ambiguous, I would like to make it clear: the jurisprudence of the Council of State is very satisfactory, so I propose not to correct it. I do not think that we have to follow her, but that we must stick to her.
ParlaMint-FR_2019-09-27-E2017.u62	What is the Government's opinion?
ParlaMint-FR_2019-09-27-E2017.u63	To reassure Mr.Brindeau, the risk of insecurity is eliminated. On the one hand, the notion of a couple aims – each one will agree – at two people. On the other hand, it appears in article 515-8 of the Civil Code and has never given rise to confusion or interpretation. These are the reasons why I am against the amendment.
ParlaMint-FR_2019-09-27-E2017.u64	Mr Pascal Brindeau has the floor.
ParlaMint-FR_2019-09-27-E2017.u65	My amendment does not cover the situations that you have described, Mr rapporteur, but I am interested in hearing you rely on biology to establish ties of kinship and filiation. It is in Article 4 that this issue will be discussed – the amendment is probably too early. In the bill, it is the individual will that creates the legal bond of filiation, thus denying the biology on which the balance of the law of filiation is based today. I do not claim that biology alone is the basis for filiation since, in the case of an adoption, natural filiation is not relevant. But as soon as you chamboule the building of the law of filiation, you expose yourself to possibilities of claim on the part of several people, not only of two. For me, such a possibility is a source of legal fragility within the civil code itself.
ParlaMint-FR_2019-09-27-E2017.u66	I call Mr Yannick Favennec Becot to support Amendment No. 1247.
ParlaMint-FR_2019-09-27-E2017.u67	The French bioethical model bases the donation of gametes, as well as any product from the human body, on the principle of gratuitousness, which is based on the principles of dignity and unavailability of the human body. While these principles have not been challenged by the bill, they have also not been reasserted with sufficient force. However, for imperative reasons of protecting public health and human dignity, it seems essential that our legislation specifically prohibit the sale of gametes, including from distance. The importation of gametes purchased from a distance, in addition to being subject to a commodification in total contradiction with our legislation, brings into our territory products which may not meet the standards of quality and safety in our country. In addition, some gamete banks abroad allow buyers to reserve exclusive seed, which in no way corresponds to the French bioethical model. Article L. 1273-2 of the Public Health Code states: "To obtain gametes for payment [...] shall be punished by five years' imprisonment and a fine of 75,000 euros". For the Libertés et territoires group, this article is insufficiently precise. The aim of this amendment is therefore to strengthen our legislation on the prohibition of the purchase and sale of gametes by distance – especially online –.
ParlaMint-FR_2019-09-27-E2017.u68	What is the opinion of the committee?
ParlaMint-FR_2019-09-27-E2017.u69	Your amendment is in part already satisfied, in that the intermediary to promote the purchase from abroad is sanctioned by law. For example, distance sales are controlled and are subject to numerous and precise penalties when they do not take place in accordance with the regulations in force. There may be a lack of sufficient controls to ensure that sales are not carried out in catini, but their strengthening is not within the scope of the law. You are also proposing to amend article L. 1273-2 of the Code of Public Health: the latter reproduces, word for word, the wording of article 511-9 of the Criminal Code, the first of which cannot be amended independently of the second. Perhaps such an approach will be appropriate in the future in the event of proven danger. For the time being, it seems to us that the penalties to which intermitters are liable are likely to deter the inappropriate uses, in France, of gametes bought abroad. That is why, and even if I grant you that a strengthening of controls would be beneficial, I ask you to withdraw your amendment; Failing that, adverse notice.
ParlaMint-FR_2019-09-27-E2017.u70	What is the Government's opinion?
ParlaMint-FR_2019-09-27-E2017.u71	For the same reasons as those set out by the rapporteur, I would also ask for the amendment to be withdrawn and, if it is not, give an unfavourable opinion. The Public Health Code is in fact linked with the Penal Code. As exchanges in the Chamber serve to inform the intention of the legislator, it should be reaffirmed that the relevant provisions of the Penal Code cover all the possibilities of obtaining gametes for payment, either directly or through the intermediary, including when the transaction takes place remotely and via the Internet. Your amendment is therefore satisfactory.
ParlaMint-FR_2019-09-27-E2017.u72	Mr Yannick Favennec Becot has the floor.
ParlaMint-FR_2019-09-27-E2017.u73	As the rapporteur points out that our amendment is only half-satisfied and as has been tabled by my colleague Philippe Vigier, you will understand that I am maintaining it.
ParlaMint-FR_2019-09-27-E2017.u74	Amendments Nos 2233 and 2234 by Mr Jean-Louis Touraine are editorial.
ParlaMint-FR_2019-09-27-E2017.u75	Mr Raphaël Gérard has the floor to support Amendment No. 2151.
ParlaMint-FR_2019-09-27-E2017.u76	This amendment is intended to complement the request for a report on the structure of medically assisted reproductive facilities, their respective success rates and the desirability of structural change, by ensuring that centres located in ultramarine communities are integrated. As we have pointed out on several occasions, CECOS – centres for the study and conservation of human eggs and semen – do not operate in a uniform manner, while some ethnic populations and minorities, including Afro-descendants, experience difficulties in accessing gametes, regularly suffering from donor shortages and waiting times of more than five years. Unfortunately, as we sometimes have the habit of drafting the law by forgetting the ultramarine territories, adding this clarification to our request for a report would allow us to obtain a precise state of affairs, taking into account the specific problems faced by the ultramarine populations, and to ensure that the law applies with the same effects for all our fellow citizens.
ParlaMint-FR_2019-09-27-E2017.u77	What is the opinion of the committee?
ParlaMint-FR_2019-09-27-E2017.u78	Your amendment is satisfied, on the understanding that the bill does not cover metropolitan territory alone, but the entire national territory. You also refer only to the overseas communities, which fall under article 74 of the Constitution. However, I understand that it would be appropriate to mention also the overseas departments and regions, which fall under Article 73 of the Constitution, so as not to forget any territory outside the metropolis. So, honourable Member, I fully understand your concern, but it does not have to be included in the text, since it will apply to France in its entirety. On the other hand, it would be useful to ensure that the bodies, agencies and all the actors concerned pay specific attention to territories under tension, in arrears or victims of excessive delays. "Everything that is measured improves," they say. Thus, in the event of an excessive gap between regions, efforts, including budgetary ones, will have to be made in favour of sensitive areas. I therefore believe that your amendment does not improve the original wording of the article and suggests that you withdraw it – even if the concern you raise deserves to be communicated to all the actors concerned.
ParlaMint-FR_2019-09-27-E2017.u79	What is the Government's opinion?
ParlaMint-FR_2019-09-27-E2017.u80	You are right, Mr Gérard, who are in charge of the Overseas Delegation of the National Assembly, to convey this concern to us. We share it, although it is true that, in the drafting of the law, sometimes we take into account the specificities of overseas communities only in an imperfect manner. As regards the distinction between the territories covered by Article 74 of the Constitution and those covered by Article 73, I share the same analysis as the rapporteur and invite you to refer, in future, to all the overseas territories. I would also point out that the law, as you probably know, will not apply directly to Wallis-et-Futuna and French Polynesia, but only after the publication of the order provided for in Article 31 of the text, within 18 months. In addition, as the rapporteur has pointed out, the report provided for in Article 1e r bis will automatically cover all medically assisted reproductive health centres which have been authorised to carry out this activity, including those located within the ultramarine communities – as long as the new law is applicable and it does not need to be specified. I therefore ask you to withdraw your amendment, ensuring that the Government will remain attentive to this issue.
ParlaMint-FR_2019-09-27-E2017.u81	Mr Raphaël Gérard has the floor.
ParlaMint-FR_2019-09-27-E2017.u82	Since the Secretary of State has assured that medically assisted reproductive centres in the ultramarine territories will be well affected by the report, I agree to withdraw this amendment.
ParlaMint-FR_2019-09-27-E2017.u83	Mr Jean-Louis Touraine has the floor to support Amendment No. 2236.
ParlaMint-FR_2019-09-27-E2017.u84	The aim of this amendment is to eliminate the diversity – which we all noted during the hearings conducted in committee – of the responses given by the centres to the parental projects submitted by the applicants. We see too much heterogeneity and wish to promote and evaluate, in each of the centres, compliance with the good practices laid down by regulation. The amendment also aims to encourage cooperation between the centres, so that collective responses are provided to applicants. No centre, whatever its location in metropolitan or ultramarine territory, should be able to cultivate its autonomy to the point of not benefiting from the experience of others or even from material exchanges: our objective is to achieve a lack of disparity and equality throughout the national territory.
ParlaMint-FR_2019-09-27-E2017.u85	What is the Government's opinion?
ParlaMint-FR_2019-09-27-E2017.u86	I would point out that the Special Committee, in Article 1a, provides for the submission of a report on the "structuring of medically assisted reproductive centres, their respective success rates and the desirability of structural change". Mr rapporteur, you would like this report to also assess the quality of the response to parent projects, in particular the respect for good practice as established by the Biomedicine Agency. The Government has no substantive objection to the assessment of compliance with good professional practice, although in this case this role falls to the regional health agencies – ARS – as well as to the Biomedicine Agency. On the other hand, the assessment of "the quality of the response to parenting projects", to repeat your formulation, seems to me to be a subjective area: I doubt our ability to evaluate these responses. However, I rely on the wisdom of this assembly.
ParlaMint-FR_2019-09-27-E2017.u87	Mr Thibault Bazin has the floor.
ParlaMint-FR_2019-09-27-E2017.u88	I am reassured by the Secretary of State's question about this amendment, because your summary statement, Mr. Rapporteur, stating that each AMP centre must be "able to respond to requests", surprises me and bothers me. How to assess the quality of the response? Moreover, if the latter were to be unfavourable, will the AMP centres lose points? It seems to me dangerous to make it appear that the answers to the requests can always be favourable. We must avoid introducing such hope.
ParlaMint-FR_2019-09-27-E2017.u89	Mr Philippe Berta has the floor.
ParlaMint-FR_2019-09-27-E2017.u90	The objective of this Article 1e r bis, to which I do not feel foreign, is to be able to compare the success rates of the MPA from one centre to another, given the deep inequalities found: certain good practices are certainly insufficiently disseminated. Thus, the evaluation can lead, as in other areas, to a concentration of MPA centres, so that they are better equipped and more able to respond successfully to parent projects. We hope for a success rate of 30% or 40%.
ParlaMint-FR_2019-09-27-E2017.u91	The rapporteur has the floor.
ParlaMint-FR_2019-09-27-E2017.u92	The saying I made earlier, Mr. Bazin, that "everything that is measured improves" seems to me to be relevant on this issue. With the evaluation of the centres, our aim is not to impose sanctions on them, but to identify their weaknesses, in order to correct them.
ParlaMint-FR_2019-09-27-E2017.u93	Is it a weakness to say no?
ParlaMint-FR_2019-09-27-E2017.u94	Not at all! Until there is any discrimination, it is clear that the evaluation capacity of multidisciplinary teams or centres remains complete, autonomous and respectable. We are seeking to improve the quality of responses, as the inability of some centres to access requests for oocyte donations could be offset by the ability of other locations, close geographically, to do so. This would prevent women from having to wait for years. Once we have identified each other's weaknesses and abilities, we will be able to provide more satisfactory answers: simple pragmatism. Indeed, we are faced with an important fragmentation, since the departmental operation does not allow to ensure universal quality and equality in the responses given to the applicants. The small means of occasional photography of the operation of the centres will give us the chance to correct these weaknesses. This must be seen not as a gigantic ambition, but as a modest means of obtaining a better homogeneity of the answers: women will no longer receive too disparate answers from one centre to another. I therefore agree with the arguments put forward by Mr Berta: the response and success rates may vary greatly from one centre to another, but there is no question of withdrawing their right to refuse, challenge or request additional elements, which is perfectly respectable. On the other hand, it would be shocking that AMP success rates are twice as high in one centre as in another and that no one is seeking to correct the anomaly.
ParlaMint-FR_2019-09-27-E2017.u95	To understand or correct it?
ParlaMint-FR_2019-09-27-E2017.u96	To understand it to correct it! We have similar situations in other areas: in some institutions, the rate of Caesarean section is more than twice what it is in others. It calls, you will grant me, corrections, because women suffer unnecessary caesareans, against their interest.
ParlaMint-FR_2019-09-27-E2017.u97	That's right!
ParlaMint-FR_2019-09-27-E2017.u98	Similarly, the failure of an LDC is not good for a woman, who will then experience a repetitive journey. Our role is to protect people.
ParlaMint-FR_2019-09-27-E2017.u99	All right!
ParlaMint-FR_2019-09-27-E2017.u100	Mr Jean-François Eliaou has the floor.
ParlaMint-FR_2019-09-27-E2017.u101	We understand the intention, but the terms used do not seem to correspond to our concern. Perhaps we could draft the amendment differently, by talking about the "acceptance" of people who come to the centres of LDCs – heterosexual couples, homosexual couples or single women – and how their "waiting" is satisfied or not. In addition, it is rather difficult to include such a provision in the law. It would therefore be necessary to either change the wording or include it in good practice.
ParlaMint-FR_2019-09-27-E2017.u102	Exactly!
ParlaMint-FR_2019-09-27-E2017.u103	Yes!
ParlaMint-FR_2019-09-27-E2017.u104	This should also be taken into account in the assessment tools of the Biomedicine Agency.
ParlaMint-FR_2019-09-27-E2017.u105	That's right!
ParlaMint-FR_2019-09-27-E2017.u106	It's common sense!
ParlaMint-FR_2019-09-27-E2017.u107	Amendment No 2235 by Mr Jean-Louis Touraine is editorial.
ParlaMint-FR_2019-09-27-E2017.u108	Amendment No 1639 by Mrs Emmanuelle Ménard is being defended.
ParlaMint-FR_2019-09-27-E2017.u109	Mrs Valérie Boyer has the floor.
ParlaMint-FR_2019-09-27-E2017.u110	Article 2 deals with the vitrification of oocytes. I would like to recall that in 2011 I had strongly defended a text to allow it for French women, because until then, the Agency for Biomedicine had assimilated it to a research on the embryo and prohibited it. So it was quite complicated at the time. Finally, the use of this technique was authorized by the Bioethics Act of 7 July 2011, on the following basis: "Any person whose medical care is likely to alter fertility, or whose fertility is likely to be prematurely altered, may benefit from the collection and preservation of his gametes or germinal tissues, with a view to the subsequent realization, for his benefit, of medical assistance in procreation, or for the preservation or restoration of his fertility. It is clear that there is a link between infertility and bioethics in this text, and that there is a reference to medical procedures. It was a breakthrough, and we don't understand what you want to do with it today, except that you deliver us to the sorcerer apprentices. We oppose the idea that a woman must, before 35 years of age, choose between professional success and her family life. So far, it was society that adapted to the pregnancy of women, but, with the proposal you put forward, it is the company or society that will programme pregnancies and have the biological clock of women. I insist on one point, in the very short time that is given to us: the Council of State itself has pointed out that this measure could reduce, consciously or not, the woman's freedom to procreate during her period of fertility – which is not minor, he adds. The removal of the pathology barrier will allow practices of a new type. I strongly defended the possibility for French women to freeze their oocytes for medical reasons, a possibility that was really a step forward, but allowing the freezing of oocytes by convenience in our country would later lead to the legalization of pregnancy for others and thus pave the way for the commodification of the body, which belongs to our deep humanity. I am in favour of preserving the wealth of the heritage, but the body must remain inalienable. Women are made to believe that they can have a child at any time in their lives. We must stop spreading this institutional lie, which affects the fertility of women and their pregnancy plans. This lie is very dangerous, except, of course, for the reproductive business, which will rejoice in the measure you present. I insist: to propose to women to vitrify their oocytes by convenience, without medical reasons, is to embark on a very dangerous path. Let us be careful, ladies and gentlemen!
ParlaMint-FR_2019-09-27-E2017.u111	Mr Jean François Mbaye has the floor.
ParlaMint-FR_2019-09-27-E2017.u112	We have had a long and exciting debate on Article 1. I hope that Article 2 will also be the subject of constructive discussions. In all objectivity, Mrs Boyer, what connection do you make between ovocal self-conservation and pregnancy for others?
ParlaMint-FR_2019-09-27-E2017.u113	The link is obvious!
ParlaMint-FR_2019-09-27-E2017.u114	I'd like you to explain your reasoning. Each time you establish a link between completely different artificial reproductive techniques. You spoke earlier of a "advance".
ParlaMint-FR_2019-09-27-E2017.u115	That was indeed a step forward.
