ParlaMint-FR_2019-10-02-O1004.u1	The next item is the continuation of the discussion of the bioethics bill (No. 2187, 2243).
ParlaMint-FR_2019-10-02-O1004.u18	This amendment partly reflects the drafting of the draft law, which allowed the third-party donor to object to the collection of information relating to his or her family and work situation and country of birth. In a spirit of respect for the right to private and family life of the third-party donor, it would provide the third-party donor with the opportunity to refuse to provide information that could more easily reveal his or her identity.
ParlaMint-FR_2019-10-02-O1004.u19	What is the opinion of the committee?
ParlaMint-FR_2019-10-02-O1004.u20	The data in question may be useful to a child born of an artificial donor insemination – IAD – who has become a major, and the text expressly provides for them to be made available to the child. I therefore propose that you withdraw the amendment, which would nullify these provisions of the bill; Failing that, adverse notice.
ParlaMint-FR_2019-10-02-O1004.u21	Mrs Bérangère Couillard has the floor to support Amendment No. 1610.
ParlaMint-FR_2019-10-02-O1004.u22	The purpose of this amendment is to make it possible, upon request, to transmit to parents non-identifiable data on the donor. If the parents so wish, it seems necessary to offer them the opportunity to have information such as the medical history that the donor declared at the time of the donation, without calling into question the principle of anonymity. This is important information for parents, who will in any case be known by the child from the gift to his or her majority. In order to avoid orientating the choice of donor by the parents according to these criteria, the amendment proposes that the information may be given to the parents only from the conception of the child.
ParlaMint-FR_2019-10-02-O1004.u23	What is the opinion of the committee?
ParlaMint-FR_2019-10-02-O1004.u24	The amendment refers to an interesting idea that had been put forward in committee: the difficulties of some families, particularly heteroparents, in revealing the child's design are explained by the fact that, at the end of the LDC journey, parents have no information about the donor and do not know what to tell their child. In the hearing, we were repeatedly suggested that if parents had some of the information, they would have a bit of a story to tell their child, and it would probably be much easier for them to explain his design. The parents who have made a journey of LDCs have also told us that we want to incorporate this story into what is going to be woven into their child's imagination. I understand their request, but under what conditions should this be done? Would the doctor reveal this information automatically? What framework should be provided in order not to undermine the principle of anonymity, which we have discussed at length? Admittedly, proposing to have access to it after the design is a first guarantee since this makes it impossible to choose the donor; But is that enough? I'll let the minister answer. The committee, under Rule 88 of the Rules of Procedure, gave an opinion against the amendment. Personally, I understand your proposal and am in favour of the path for parents who use the LDC to answer the questions that the child will then ask. I, therefore, will rely on the wisdom of the House.
ParlaMint-FR_2019-10-02-O1004.u25	What is the Government's opinion?
ParlaMint-FR_2019-10-02-O1004.u26	Mrs Couillard, I understand the need for a narrative, but we have clearly set a limit: strict respect for the anonymity of the donor for the parents. The spirit of the law is to allow access to origins for children from the gift, but by maintaining absolutely the anonymity of the donor vis-à-vis the recipient, and vice versa. Therefore, we cannot accept this amendment. I suggest you take it off, or I'll be against it.
ParlaMint-FR_2019-10-02-O1004.u27	Mrs Bérangère Couillard has the floor.
ParlaMint-FR_2019-10-02-O1004.u28	I am very bored: of course I hear your fears, but the amendment fully responds to them. Thus, as the rapporteur pointed out, parents could only have access to the information from the point of view of the child; The amendment does not in any way seek to undermine the principle of anonymity, which is obviously indispensable. My proposal is not to allow parents to offer the child a story, but to ensure that they are aware of potential medical problems in order to be able to help the child. The non-identifiable data allow the child who has become an adult to know the donor's medical history. If one decides not to reveal them until the age of 18, even though the child may suffer from real pathologies, it is on the pretext of not removing anonymity; But that's not what I'm proposing at all. I just want to bring any medical problems to the attention of the parents so that they can make the right decisions. I therefore maintain the amendment.
ParlaMint-FR_2019-10-02-O1004.u29	Mr Thibault Bazin has the floor.
ParlaMint-FR_2019-10-02-O1004.u30	[[Smile]] I do not know whether we will have the wisdom or madness to vote for this amendment, but if we vote on it, it would be good to remove the word "s" from the word "donors" at the end of the text, which seems to me to be at fault; I do not want to leave honourable senators with the joy of correcting Members of Parliament!
ParlaMint-FR_2019-10-02-O1004.u31	The minister has the floor.
ParlaMint-FR_2019-10-02-O1004.u32	Madam Member, I have a better understanding of your proposal. Medically, things are settled upstream of the donation, thanks to the multi-page questionnaire – more detailed than for home insurance! – which the donors must fill. With regard to medical, personal and family data, it guarantees the absence of known pathologies that may pose risks to the child. If the donor subsequently develops a pathology, it can give the information to the CECOS – a centre for the study and conservation of human eggs and semen – which can transmit it to families. The issue of medical problems is therefore resolved; An article of the law also introduces the obligation to inform the CECOS – which transmits information to the child through the commission – of any genetic pathology. The transmission of non-identifiable data, beyond medical problems, could lead to parents' disappointment with the story that concerns the child. So we really don't want parents to include the donor in the family story. It is for the child alone, if he wishes and only if he wishes, after his majority, to have access to this data. We do not want them to be accessible to parents because, once again, they could cause disappointment at home.
ParlaMint-FR_2019-10-02-O1004.u33	Mrs Bérangère Couillard has the floor.
ParlaMint-FR_2019-10-02-O1004.u34	It was really the medical question that was important to me – I don't think it's a question of integrating the donor into the family story. As the minister reassured me, I withdrew my amendment.
ParlaMint-FR_2019-10-02-O1004.u35	I call Mrs Vanceunebrock-Mialon to support Amendment No. 2090.
ParlaMint-FR_2019-10-02-O1004.u36	By this amendment, persons conceived by means of reproductive medical assistance may indicate to the ad hoc committee their willingness to be contacted by persons from the same donor, called siblings or semi-genetics. They will not interfere in the lives of other children born of the gift, since they will only indicate that they wish to be contacted if another person shows up and expresses the same wish. The desire to gain access to the origins that may be broken when the donor's death is announced is sometimes the last resort to gain access to its origins. There is no question of creating fratries, just as access to origins through the donor is not meant to create a father-child relationship between these two people. In addition, this information would help to avoid the risk of inbreeding, especially for people born in the same region and growing up there without knowing that other people were born from the same donor. [[Mr. Raphaël Gérard applauds]] Finally, we must take into account the increasing use of recreational tests, even if they are prohibited, which involve uncoordinated encounters between these people. We cannot afford to wait for the next revision of bioethics laws to frame situations that already exist and are developing.
ParlaMint-FR_2019-10-02-O1004.u37	What is the opinion of the committee?
ParlaMint-FR_2019-10-02-O1004.u38	A wide-ranging subject, here too, discussed at length during the hearings and the work in committee. The Commission has already expressed an opinion against your proposal: we are in the process of devoting a right to donor information for children who have grown up with IAD and become adults, thus a right to information about the genetic narrative of their ancestry. With respect to bringing together children from the same gift, we do not wish to depart from the line we have set, which is not the line of the original bill. We are in favour of a right to information and not a right to contact. On the other hand, as far as horizontal information is concerned, if I may say so, we are not objectively ready. You have referred to the ways in which this information can be accessed in a hijacked manner. Half-genetic encounters have gone very well, and it should not become a subject of panic in France. However, from a legislative point of view, we are not ready to devote all of a sudden. The newly created commission will begin its work by establishing the registry of donors, how to retrieve the information, how to transmit it... I do not wish that with the establishment of the possibility of horizontal linkage, we blur the message by which we ask the French concerned not to fear talking to their children – on the understanding that the story about the donor is independent of the family relationship. So we are not prepared collectively, I repeat, even if individually many are. I therefore ask you to withdraw your amendment, failing which I will issue an unfavourable opinion.
ParlaMint-FR_2019-10-02-O1004.u39	What is the Government's opinion?
ParlaMint-FR_2019-10-02-O1004.u40	The rapporteur replied in large part on the fact that we do not want to encourage contacts between people from the same donation. But you also wonder about the risk of inbreeding. This issue is perfectly regulated by the current legislation, since children born of a gift can at any time seize the CECOS where their parents have received a gift to ask if the people with whom they wish to unite and who would also be from a gift have a relationship of inbreeding with them. CECOS have an obligation to respond, since inbreeding is a proven medical risk – it is out of the question of leaving these children in uncertainty. There is therefore no difficulty today in questioning the CECOS which, I repeat, have a duty to respond to a risk incurred by two people who want to unite. Next, the register to be set up by the Agency for Biomedicine will centralize all donations made in France. Access to information will therefore be even easier. So the problem of inbreeding is already solved. For these reasons, I would like you to withdraw your amendment, otherwise I will deliver an unfavorable opinion.
ParlaMint-FR_2019-10-02-O1004.u41	Mr Raphaël Gérard has the floor.
ParlaMint-FR_2019-10-02-O1004.u42	Several of the amendments that I am going to defend have the same objective as this one. I hear your arguments, Madam Minister, and the rapporteur, but I would like to reiterate my concerns, which I have already expressed in committee, about the role we are assigning to the donor. Your arguments are perfectly admissible, but there are already associations; Children from donations, once adults, use these recreational tests and send particularly sensitive data to American companies, which we do not know very well what they are doing. If we do not allow these recreational tests ourselves, at least this type of practice must be framed. Above all, as soon as children from a donation are able to meet with their donor, the donor will be the only person able to answer the question whether he or she knows other children from his or her donation. Therefore, our desire not to take a position today refers responsibility to the donor, which seems to me not to correspond to the spirit of the free gift, let alone to the spirit that we intend here to allow access to the origins. Putting our heads in the sand will not change the practices that we should rather frame.
ParlaMint-FR_2019-10-02-O1004.u43	Mrs Laurence Vanceunebrock-Mialon has the floor.
ParlaMint-FR_2019-10-02-O1004.u44	The persons whom the rapporteur referred to and who are ready to relate to the people who came from the same gift that they have gathered in associations that demand this right. That is why I maintain my amendment.
ParlaMint-FR_2019-10-02-O1004.u45	Mrs Tamarelle-Verhaeghe has the floor to support Amendment No. 2549.
ParlaMint-FR_2019-10-02-O1004.u46	I'm asking again for your attention in favor of donors – I was going to say your empathy. I rely on observations made by CECOS and requests from donors. These are the births that occur as a result of a donation. Would it be possible, of course, to keep anonymity, for donors to be informed of the number of births resulting from their donation? Knowing that their gift has benefited couples would be a satisfaction to them and would also enable them to anticipate possible requests for contact from children born of their gift.
ParlaMint-FR_2019-10-02-O1004.u47	What is the opinion of the committee?
ParlaMint-FR_2019-10-02-O1004.u48	I hear all the new questions that you all raise; they have already been formulated during the hearings and the examination of the text in committee. I'm thinking about it. The committee did not consider itself mature enough to give an opinion in favour of your proposal, Mrs Tamarelle-Verhaeghe. It's also my case. The text already enshrines a new right and we can be proud of it; We need to draw the clearest possible contours. If the definition of this new right remains unclear, it will not be known what the direct and indirect effects may be. Here, however, we do not control the ricochet implications of your proposal, which could in particular lead to confusion over the concept of family. Unfavorable opinion.
ParlaMint-FR_2019-10-02-O1004.u49	What is the Government's opinion?
ParlaMint-FR_2019-10-02-O1004.u50	We do not wish to place on the same plane children born of a gift, to whom we open a new right because we consider that they have not asked for anything and because they are dealing with this story and this experience, to whom we propose, for those who so wish, to access their origins, and a donor whose approach is altruistic and who will have in advance consented that the child or children born of his gift have access to his origins. The latter undertakes to give without knowing whether he will give birth to one, two or ten children or none. We do not want to open a new right for the donor. There is no reversed right. The Government therefore expressed an unfavourable opinion.
ParlaMint-FR_2019-10-02-O1004.u51	Mrs Marie Tamarelle-Verhaeghe has the floor.
ParlaMint-FR_2019-10-02-O1004.u52	It is not about putting the child from a donation and the donor on an equal footing. The child will have the right to know the donor's non-identifying data, which goes very far, while we propose that the donor be able to know the effectiveness of his donation and that he can be questioned, which is not nothing.
ParlaMint-FR_2019-10-02-O1004.u53	Mr Pascal Brindeau has the floor.
ParlaMint-FR_2019-10-02-O1004.u54	I understand the argument of the rapporteur and the minister that it is not a question of putting on the same level the donor, whose approach is altruistic, and the child from a gift which, by its very nature, did not ask for anything but to whom we now offer the right to know where it comes from. However, this right may, in spite of everything, be grieved because the donor's situation, twenty years later, and hence the very conception of donation, may have evolved. There is, you will agree, a very strong imbalance between the donor's situation and that of the child, who may have access to its origins but without any guarantee being offered to the donor. He will now know that a child from his gift will be able to search for his identity. It would therefore be necessary – it would be a precaution – for him to know whether children were born of his gift and how many, in order to anticipate a situation – including in his own family context. He would thus be better prepared to understand the fact that his donation could lead to an identity search and a request for contact.
ParlaMint-FR_2019-10-02-O1004.u55	Mrs Marie-Noëlle Battistel has the floor.
ParlaMint-FR_2019-10-02-O1004.u56	I am surprised that my amendment No 2119 is not being discussed at the same time as the one we are debating, because they are almost identical – the stager indicates that he will be called later. My amendment seeks to ensure that the donor is "informed, if so requested by the committee set out in Article L. 2143-7, of the number of children from his or her donation". This proposal comes from what we were told during the hearings of donor applications that do not know whether their donation allowed the birth of at least one child. Mr President, can we consider that I am presenting my amendment immediately, even if I am not going to speak at a later stage?
ParlaMint-FR_2019-10-02-O1004.u57	Mrs Battistel, the amendments are discussed in the order in which their authors chose to place them in the text. By your amendment No 2119, you have wished to supplement Article 3, paragraph 20, while Amendment No 2549 is intended to insert a new paragraph after paragraph 18: this explains why these two amendments are not called at the same time. Yours will be called in its place, but there is no prohibition against referring to it at this point, which you have just done. The rapporteur has the floor.
ParlaMint-FR_2019-10-02-O1004.u58	By listening to you, I think that the request that was made by some donors corresponds to what we were talking about yesterday. I told you that this was not included in the text, that society had long forgotten to do so, but that we had to thank the donors. Their donations have allowed children to come into the world into loving families and homes. Perhaps it was because it was taboo, perhaps because there was a culture of secrecy around the LDC, but the donor did not know whether children were from his gift, whether they were happy or unhappy, whether they needed information or not. For a few decades in France there was a kind of general cacophony, something rough. This bill clarifies the situation. The law has done so gradually, beginning with limiting the number of children who may be from the same donor. In France, today, the same donor cannot be at the origin of the birth of more than ten children. From now on, it will be possible to ask questions about non-identifying or identifying data. The LDC is no longer a taboo in France. In committee, we have removed the conditions of the civil code that guarantee secrecy, and I believe that lifting the taboo on this mode of design will also allow it to be lifted for donors, and therefore to thank them in a more serene context. I agree with what the minister said: not only can equal rights not be granted to donors, but there are no equivalent responsibilities. When you make an altruistic gift, of course, it's for children to come into homes. But wouldn't you at least find it inappropriate to send a part to the donor when a child is born from his or her gift? I don't know what other mechanism you're imagining, but that seems impossible to me. In such cases, we could talk about amalgams. To avoid them, we are in the process of lifting a taboo and clarifying the situation for everyone: donors in France will be informed – I have no doubt that the Ministry of Health will carry out major awareness-raising campaigns. They will know that children born from donations from the entry into force of the law will have access, by their majority, to non-identifying or identifying data. In this context, perhaps donors will one day answer other questions. I maintain my opinion.
ParlaMint-FR_2019-10-02-O1004.u59	I have before me three amendments, Nos 1763, 1039 and 2003, which can be discussed jointly. Amendments Nos 1039 and 2003 are identical. I call Mr Hervé Saulignac to support Amendment No. 1763.
ParlaMint-FR_2019-10-02-O1004.u60	I fear the fate of this amendment, which I consider important. We have already raised the issue of secrecy on several occasions. Some children come from LDCs with third-party donors, and they do not know that; They may never know. I don't know if it's a good thing or a bad thing. Some are informed, sometimes even early. If the bill is passed, they will have access to their origins. Others who know nothing have doubts, this happens, and want confirmation because of the suffering caused by these doubts. The amendment is intended to allow adults who are in doubt to question the Biomedicine Agency to confirm whether or not a copy of the consent to the donation exists. Such a provision would address situations that are sometimes extremely painful for children who are neither in secret nor in truth.
ParlaMint-FR_2019-10-02-O1004.u61	I call Mr Maxime Minot to support Amendment No. 1039.
ParlaMint-FR_2019-10-02-O1004.u62	These amendments under joint discussion show how transparant the subject is. On the right as well as on the left of the Chamber, we share the same objective of bringing children conceived by donation closer to their donor if the donor wishes to come into contact with them. This will facilitate de facto access to the origin of children born by AMP, through a proactive, constructive and gradual approach. There is no reason today to limit access to the origins of children born by AMP when the donor voluntarily wishes to lift confidentiality. On the contrary, I believe that the legislator should encourage and help children born by AMP to return to their origins when the donor has consented to it. This can be an important step in the development of these children. My amendment, which seems to me to be of common sense, is intended to supplement paragraph 19 to that effect.
ParlaMint-FR_2019-10-02-O1004.u63	I call Mr Bruno Fuchs to support Amendment No. 2003.
ParlaMint-FR_2019-10-02-O1004.u64	[[Smile on several benches]] We can be placed at the centre of the Chamber and share the thoughts of colleagues on other benches. My amendment has been very well defended by previous speakers.
ParlaMint-FR_2019-10-02-O1004.u65	What is the Committee's opinion on the amendments under joint discussion?
ParlaMint-FR_2019-10-02-O1004.u66	With great respect for all Members from all quarters of our Chamber, and for my co-rapporteur, Mr Hervé Saulignac, I must admit that I do not fully understand the interest of the proposed provision. Consent to donation is a notarial act between the parents who will begin the AMP procedure. He engages them and creates a system of responsibility between them, which we will talk about later in the night, with regard to the future recognition of this child. This consent shall not affect the donor's information or non-identifying or identifying data. I do not see why the Biomedicine Agency, which will maintain a register of donor data, should become a register of notarial acts by parents. I call for the amendments to be withdrawn. Otherwise, my opinion will be unfavorable.
ParlaMint-FR_2019-10-02-O1004.u67	What is the Government's opinion?
ParlaMint-FR_2019-10-02-O1004.u68	I find it difficult to understand the substance of these amendments. A priori, if a child was born from a gift of embryos, it is that the couple who did not want to use them gave their consent for a donation. The agreement for the donation of embryos is in the file of the couple who no longer wish to use their embryos, which the CECOS concerned keeps. If the child was born, that agreement was given. I do not see what an additional document says: "I agree to give my embryos. Perhaps I misunderstood the thinking of the authors of the amendments?
ParlaMint-FR_2019-10-02-O1004.u69	Mr Hervé Saulignac has the floor.
ParlaMint-FR_2019-10-02-O1004.u70	I believe that there is a need for clarification. We refer to children held in secret about their conception who were born from heterosexual couples and from a LDC with third-party donors. I said, this secret can be well kept throughout the life of these children – I don't know if it's good or not. In other cases, children will know the truth about their conception and, if adopted, will be able to access their origins. In other cases, they will remain in doubt. My amendment is that these children, once they are of age, should be able to interview the Biomedicine Agency, which would keep copies of the consent to the donation, to see if they came from a donation. It seems to me important not to leave some children in doubt.
ParlaMint-FR_2019-10-02-O1004.u71	The minister has the floor.
ParlaMint-FR_2019-10-02-O1004.u72	I understand better. Having said that, I do not see the interest of the Biomedicine Agency in keeping these papers. There will be a register and a commission that any child born in France can question. The Commission will have access to the register. It is therefore not necessary to keep additional papers.
ParlaMint-FR_2019-10-02-O1004.u73	In these circumstances, I withdraw my amendment!
ParlaMint-FR_2019-10-02-O1004.u74	The rapporteur has the floor.
ParlaMint-FR_2019-10-02-O1004.u75	I understand that there may be confusion, since this is a new system. The Biomedicine Agency will respond through the Commission to everyone, without exception. A young French adult will not need consent to the donation to justify the fact that he or she is from a LDC and wants access to non-identifiable or identifiable data. As a first step, the major will write to the commission by producing his/her ID to determine if he/she is from an MPA. After searching his records, either the commission will inform him that he is not from an MPA – in this case, it will be "circulate, there is nothing to see" – or it will confirm that he is from an MPA. In the latter case, in a second stage, the young adult will have the choice to request non-identifiable data, identifying data, both or nothing at all. In any case, everyone will have an answer.
ParlaMint-FR_2019-10-02-O1004.u76	Mr Minot, Mr Fuchs, do you maintain your amendments?
ParlaMint-FR_2019-10-02-O1004.u77	I'm holding it.
ParlaMint-FR_2019-10-02-O1004.u78	I'm taking mine off.
ParlaMint-FR_2019-10-02-O1004.u79	We come to Amendment No. 2322. On this amendment, I have received a request from the La France group for a public vote. The vote is announced in the National Assembly. Mr Bastien Lachaud has the floor.
ParlaMint-FR_2019-10-02-O1004.u80	This is an amendment aimed only at ensuring the safety of data stored by the Biomedicine Agency. Today, we are facing a real problem in our country with regard to the management of digital data, because we do not know where they are stored, on which server, or under which jurisdiction the latter falls. This situation creates vulnerability, both for people, whose data can be hacked, and, more broadly, for the whole country. In addition, we are talking about genetic data, which have market value and whose disclosure can create frailties. The aim of the amendment is simply to ensure that all the data stored by the Agency for Biomedicine are stored on French servers in France.
ParlaMint-FR_2019-10-02-O1004.u81	What is the opinion of the committee?
ParlaMint-FR_2019-10-02-O1004.u82	Mr Lachaud, I understand your concern and the care with which you want health data protection to be guaranteed, but there is already an answer to the questions that you are asking by the main principles that we have adopted – I am thinking in particular of the GDPR, the general regulation on data protection. The principle that private data must be kept in France and that they are absolutely not marketable is already of public policy. The non-identifying and identifying data held by the Agency for Biomedicine will of course remain in France, and only in France, and they will never be given any commercial value. This is part of our most basic public order.
ParlaMint-FR_2019-10-02-O1004.u83	Let's say it in the law!
ParlaMint-FR_2019-10-02-O1004.u84	I call for the amendment to be withdrawn. Otherwise, the opinion of the committee will be unfavourable.
ParlaMint-FR_2019-10-02-O1004.u85	What is the Government's opinion?
ParlaMint-FR_2019-10-02-O1004.u86	I want to reassure Mr. Lachaud: we share all his concerns. In this regard, the directives set out in the framework of the security policy for State information systems are very clear. They are the result of a circular dated 17 July 2014 signed by the Prime Minister which states that: "The hosting of sensitive data of the administration in the national territory is compulsory, except with the agreement of the senior defence and security officer, and derogation duly reasoned and specified in the approval decision". There is no need to make it clear that the Biomedicine Agency is applying this directive scrupulously, taking into account the ultra-sensitive data that it has to deal with in the course of all its tasks. Today, all the data collected in connection with the collection of organ and tissue transplants, the France cord transplant register and the national register of refusals to donate organs are housed at the Agency's headquarters in Saint-Denis and at its retreat site in Lognes. The new treatment will be carried out under the same conditions, you can be fully insured. In view of this, because the amendment is satisfactory, I am against it.
ParlaMint-FR_2019-10-02-O1004.u87	Mr Bastien Lachaud has the floor.
ParlaMint-FR_2019-10-02-O1004.u88	I am well aware of the directive you are referring to, Madam Minister, but ensuring that the data are kept in France is unfortunately not enough. We know the power of the extraterritoriality of American law. Any server of an American entity or in connection with the United States enters into the framework of the legislation of that country and must comply with the injunction of the United States authorities to provide them with all of its data. That is why the amendment states: "on a French server located in France". If the Biomedicine Agency keeps all of its data on an internal server, let us specify it in the law in order to make this guarantee lasting.
ParlaMint-FR_2019-10-02-O1004.u89	Mrs Anne-France Brunet has the floor.
ParlaMint-FR_2019-10-02-O1004.u90	I would like to say that I fully agree with the Minister.
ParlaMint-FR_2019-10-02-O1004.u91	Well, congratulations!
ParlaMint-FR_2019-10-02-O1004.u92	Mrs Coralie Dubost, rapporteur, has the floor.
ParlaMint-FR_2019-10-02-O1004.u93	I understand your concern, Mr. Lachaud, but we're talking about a state agency and health data. And, precisely, we are in France and not in the United States. So we have to keep it right. Public order and health data will never be sold to Americans, not even because of extraterritoriality. Let us avoid sowing fear unnecessarily.
ParlaMint-FR_2019-10-02-O1004.u94	It's the Bisoun Bear world!
ParlaMint-FR_2019-10-02-O1004.u95	I maintain my request for withdrawal and, failing that, my unfavorable opinion.
ParlaMint-FR_2019-10-02-O1004.u96	Mr Thibault Bazin has the floor.
ParlaMint-FR_2019-10-02-O1004.u97	I have been part of the information mission on cyber defence with Mr Lachaud and I would like to say, to go in his direction, that data protection is a real challenge for France. No one can say that we are in control of the situation in this area today. I have heard the minister's reassuring answer, but it seems to me better to clarify it in the text, because there are risks of commodification of the living. And since this clarification would reassure us, I invite you to support the amendment.
ParlaMint-FR_2019-10-02-O1004.u98	All right!
ParlaMint-FR_2019-10-02-O1004.u99	Mr Hervé Saulignac has the floor.
ParlaMint-FR_2019-10-02-O1004.u100	The explanations given by the Minister and by the rapporteur are of course of a reassurance, but Mr Lachaud's intention, with this amendment, is to engrave the provision in the marble. With regard to more than sensitive data – and I do not know how to qualify them – the precautionary principle, which is sometimes used in this House in an abusive manner, should be fully and fully applied. And even if the practices are such as to reassure us, our responsibility to French citizens is to include them in the law. That's what Mr. Lachaud is asking for.
ParlaMint-FR_2019-10-02-O1004.u101	Mr Pierre Dharréville has the floor.
ParlaMint-FR_2019-10-02-O1004.u102	I have raised on several occasions the issue of the safety of health data in committee: it is ultra-sensitive, personal data, which involve individual freedoms, but also collective data, which deserve special attention in this regard. I have heard the answers of the rapporteur and the minister, and far from me the idea of making them a trial of intent, but it seems to me that we must, in writing the law, take every precaution. I am therefore in favour of including this clarification in the bill, although it may not be sufficient to meet all of our requirements. Other problems may arise, in particular on the issue of software and its ownership, which we should consider. Our country, like others, has fallen behind in its public capacity to produce its own tools to deal with day-to-day data protection issues. For the reasons I have just explained, I will support the amendment. However, the issue it raises deserves much broader reflection in this House.
ParlaMint-FR_2019-10-02-O1004.u103	Mr Eric Bothorel has the floor.
ParlaMint-FR_2019-10-02-O1004.u104	It is, of course, legitimate that the subject of the sovereign cloud should be included in this debate, but I have read your amendment, Mr Lachaud, and I do not know what "a French server" is. Is it based on French software, French operating systems, French microprocessors? Do you designate, under this term, a storage server or a communication server? Adopting the amendment would lead to a much more complicated system which we have already greatly obscured with the transposition of European directives on national archives.
ParlaMint-FR_2019-10-02-O1004.u105	Mr Patrick Hetzel has the floor.
ParlaMint-FR_2019-10-02-O1004.u106	A note by the National Commission on Informatics and Freedoms entitled "Item CNIL. Genetic data" deals specifically with the subject we are dealing with. CNIL is alerting about possible risks, in the long term, of the commodification of genetic data. She was concerned about personal data and wondered about the possible actions of private companies, often of North American origin, as Mr. Lachaud had pointed out. It's a real subject, which you can't sweep with a back of your hand. As legislators, our role is to be whistleblowers. We therefore call again on the Government to be vigilant. Because, obviously, not all precautions are taken. [[Exclaims on the banks of the LaREM Group]] Once again, it is at least the so-called ethics that we are being offered!
ParlaMint-FR_2019-10-02-O1004.u107	Mr Philippe Michel-Kleisbauer has the floor.
ParlaMint-FR_2019-10-02-O1004.u108	Without wishing to sue the Americans for intent, let me say that I share the concerns expressed, in particular by Mr Bothorel, on the issue of digital sovereignty. In July 2018, the Singapore authorities announced that 1.5 million of their data had been "cracked" and were in the wild. The medical record of the Prime Minister himself had been revealed in the open and was accessible to all on the Internet. Digital sovereignty is therefore a real issue, which probably goes beyond the issue we are discussing today, but which concerns it fully. We will not be able to guarantee our digital security in the future, as it can be bypassed by crackers. For us, the main challenge in the future will be to establish a complete technical and technological chain. The fact-finding mission on cyber defence that you led, my dear colleague, and in which I participated, concluded that France should be at least able to keep its data on its soil. This was the meaning of the various recommendations of the report of the fact-finding mission, which was approved – its members here remember it. [[Bruno Fuchs and Bastien Lachaud applaud]] We therefore hope, at the same time as we recommend it to national representation, that our country will move towards digital sovereignty that will allow us to retain our data on French territory.
ParlaMint-FR_2019-10-02-O1004.u109	Mr Adrien Quatennens has the floor.
