Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-BA-en_2009-03-05-0	ParlaMint-BA_2009-03-05-0.u3853	Minutes of the Parliamentary Assembly of Bosnia and Herzegovina, Term 5, Session 26	2009-03-05	Unicameralism	5. mandat	-	Sjednica 26	2009-03-05	-	Reference	English	Chairperson	MP	notMinister	SNSD	Savez nezavisnih socijaldemokrata	Opposition	Syncretic politics	MajkićDušanka	Majkić, Dušanka	F	1952	
ParlaMint-BA-en_2009-03-05-0	ParlaMint-BA_2009-03-05-0.u3865	Minutes of the Parliamentary Assembly of Bosnia and Herzegovina, Term 5, Session 26	2009-03-05	Unicameralism	5. mandat	-	Sjednica 26	2009-03-05	-	Reference	English	Regular	MP	notMinister	SNSD	Savez nezavisnih socijaldemokrata	Opposition	Syncretic politics	KoprivicaZoran	Koprivica, Zoran	M	1959	
ParlaMint-BA-en_2009-03-05-0	ParlaMint-BA_2009-03-05-0.u3866	Minutes of the Parliamentary Assembly of Bosnia and Herzegovina, Term 5, Session 26	2009-03-05	Unicameralism	5. mandat	-	Sjednica 26	2009-03-05	-	Reference	English	Chairperson	MP	notMinister	SNSD	Savez nezavisnih socijaldemokrata	Opposition	Syncretic politics	MajkićDušanka	Majkić, Dušanka	F	1952	
ParlaMint-BA-en_2009-03-05-0	ParlaMint-BA_2009-03-05-0.u3867	Minutes of the Parliamentary Assembly of Bosnia and Herzegovina, Term 5, Session 26	2009-03-05	Unicameralism	5. mandat	-	Sjednica 26	2009-03-05	-	Reference	English	Regular	MP	notMinister	SDS	Srpska demokratska stranka	Opposition	Centre-right to right	ŠarabaSlobodan	Šaraba, Slobodan	M	1960	
ParlaMint-BA-en_2009-03-05-0	ParlaMint-BA_2009-03-05-0.u3868	Minutes of the Parliamentary Assembly of Bosnia and Herzegovina, Term 5, Session 26	2009-03-05	Unicameralism	5. mandat	-	Sjednica 26	2009-03-05	-	Reference	English	Chairperson	MP	notMinister	SNSD	Savez nezavisnih socijaldemokrata	Opposition	Syncretic politics	MajkićDušanka	Majkić, Dušanka	F	1952	
ParlaMint-BA-en_2009-03-05-0	ParlaMint-BA_2009-03-05-0.u3869	Minutes of the Parliamentary Assembly of Bosnia and Herzegovina, Term 5, Session 26	2009-03-05	Unicameralism	5. mandat	-	Sjednica 26	2009-03-05	-	Reference	English	Regular	MP	notMinister	HDZ_BiH	Hrvatska demokratska zajednica Bosne i Hercegovine	-	Centre-right	FilipovićIlija	Filipović, Ilija	M	1949	
ParlaMint-BA-en_2009-03-05-0	ParlaMint-BA_2009-03-05-0.u3870	Minutes of the Parliamentary Assembly of Bosnia and Herzegovina, Term 5, Session 26	2009-03-05	Unicameralism	5. mandat	-	Sjednica 26	2009-03-05	-	Reference	English	Chairperson	MP	notMinister	SNSD	Savez nezavisnih socijaldemokrata	Opposition	Syncretic politics	MajkićDušanka	Majkić, Dušanka	F	1952	
ParlaMint-BA-en_2009-03-05-0	ParlaMint-BA_2009-03-05-0.u3871	Minutes of the Parliamentary Assembly of Bosnia and Herzegovina, Term 5, Session 26	2009-03-05	Unicameralism	5. mandat	-	Sjednica 26	2009-03-05	-	Reference	English	Regular	MP	notMinister	SDA	Stranka demokratske akcije	Opposition	Centre-right to right	TihićSulejman	Tihić, Sulejman	M	1951	
ParlaMint-BA-en_2009-03-05-0	ParlaMint-BA_2009-03-05-0.u3872	Minutes of the Parliamentary Assembly of Bosnia and Herzegovina, Term 5, Session 26	2009-03-05	Unicameralism	5. mandat	-	Sjednica 26	2009-03-05	-	Reference	English	Chairperson	MP	notMinister	SNSD	Savez nezavisnih socijaldemokrata	Opposition	Syncretic politics	MajkićDušanka	Majkić, Dušanka	F	1952	
ParlaMint-BA-en_2009-03-05-0	ParlaMint-BA_2009-03-05-0.u3873	Minutes of the Parliamentary Assembly of Bosnia and Herzegovina, Term 5, Session 26	2009-03-05	Unicameralism	5. mandat	-	Sjednica 26	2009-03-05	-	Reference	English	Regular	MP	notMinister	PDP	Partija demokratskog progresa	Opposition	Centre to centre-right	IvanićMladen	Ivanić, Mladen	M	1958	
ParlaMint-BA-en_2009-03-05-0	ParlaMint-BA_2009-03-05-0.u3874	Minutes of the Parliamentary Assembly of Bosnia and Herzegovina, Term 5, Session 26	2009-03-05	Unicameralism	5. mandat	-	Sjednica 26	2009-03-05	-	Reference	English	Chairperson	MP	notMinister	SNSD	Savez nezavisnih socijaldemokrata	Opposition	Syncretic politics	MajkićDušanka	Majkić, Dušanka	F	1952	
ParlaMint-BA-en_2009-03-05-0	ParlaMint-BA_2009-03-05-0.u3875	Minutes of the Parliamentary Assembly of Bosnia and Herzegovina, Term 5, Session 26	2009-03-05	Unicameralism	5. mandat	-	Sjednica 26	2009-03-05	-	Reference	English	Regular	MP	notMinister	SDP_BiH	Socijaldemokratska partija Bosne i Hercegovine	Opposition	Centre-left	IbrahimpašićAdem	Ibrahimpašić, Adem	M	1942	
ParlaMint-BA-en_2009-03-05-0	ParlaMint-BA_2009-03-05-0.u3876	Minutes of the Parliamentary Assembly of Bosnia and Herzegovina, Term 5, Session 26	2009-03-05	Unicameralism	5. mandat	-	Sjednica 26	2009-03-05	-	Reference	English	Chairperson	MP	notMinister	SNSD	Savez nezavisnih socijaldemokrata	Opposition	Syncretic politics	MajkićDušanka	Majkić, Dušanka	F	1952	
