Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-EE-en_2017-10-26	ParlaMint-EE_2017-10-26_U1	XIII Parliament term, VI Session, Plenary Assembly regular meeting on Thursday, 26.10.2017, 10:00	2017-10-26	Unicameralism	XIII Riigikogu	VI regular session	-	2017-10-26	-	Reference	English	Chairperson	MP	notMinister	RE	Reformierakond	-	Centre-right	h_pevkur_19770402	Pevkur, Hanno	M	1977	
ParlaMint-EE-en_2017-10-26	ParlaMint-EE_2017-10-26_U13	XIII Parliament term, VI Session, Plenary Assembly regular meeting on Thursday, 26.10.2017, 10:00	2017-10-26	Unicameralism	XIII Riigikogu	VI regular session	-	2017-10-26	-	Reference	English	Regular	MP	notMinister	RE	Reformierakond	-	Centre-right	u_kruuse_19650714	Kruuse, Urmas	M	1965	
ParlaMint-EE-en_2017-10-26	ParlaMint-EE_2017-10-26_U14	XIII Parliament term, VI Session, Plenary Assembly regular meeting on Thursday, 26.10.2017, 10:00	2017-10-26	Unicameralism	XIII Riigikogu	VI regular session	-	2017-10-26	-	Reference	English	Regular	MP	notMinister	RE	Reformierakond	-	Centre-right	m_lauri_19660101	Lauri, Maris	F	1966	
ParlaMint-EE-en_2017-10-26	ParlaMint-EE_2017-10-26_U15	XIII Parliament term, VI Session, Plenary Assembly regular meeting on Thursday, 26.10.2017, 10:00	2017-10-26	Unicameralism	XIII Riigikogu	VI regular session	-	2017-10-26	-	Reference	English	Chairperson	MP	notMinister	RE	Reformierakond	-	Centre-right	h_pevkur_19770402	Pevkur, Hanno	M	1977	
ParlaMint-EE-en_2017-10-26	ParlaMint-EE_2017-10-26_U16	XIII Parliament term, VI Session, Plenary Assembly regular meeting on Thursday, 26.10.2017, 10:00	2017-10-26	Unicameralism	XIII Riigikogu	VI regular session	-	2017-10-26	-	Reference	English	Regular	MP	notMinister	VABA	Vabaerakond	-	Centre-right	k_kübarsepp_19810627	Kübarsepp, Külliki	F	1981	
ParlaMint-EE-en_2017-10-26	ParlaMint-EE_2017-10-26_U17	XIII Parliament term, VI Session, Plenary Assembly regular meeting on Thursday, 26.10.2017, 10:00	2017-10-26	Unicameralism	XIII Riigikogu	VI regular session	-	2017-10-26	-	Reference	English	Regular	MP	notMinister	RE	Reformierakond	-	Centre-right	m_lauri_19660101	Lauri, Maris	F	1966	
ParlaMint-EE-en_2017-10-26	ParlaMint-EE_2017-10-26_U18	XIII Parliament term, VI Session, Plenary Assembly regular meeting on Thursday, 26.10.2017, 10:00	2017-10-26	Unicameralism	XIII Riigikogu	VI regular session	-	2017-10-26	-	Reference	English	Chairperson	MP	notMinister	RE	Reformierakond	-	Centre-right	h_pevkur_19770402	Pevkur, Hanno	M	1977	
ParlaMint-EE-en_2017-10-26	ParlaMint-EE_2017-10-26_U19	XIII Parliament term, VI Session, Plenary Assembly regular meeting on Thursday, 26.10.2017, 10:00	2017-10-26	Unicameralism	XIII Riigikogu	VI regular session	-	2017-10-26	-	Reference	English	Regular	MP	notMinister	VABA	Vabaerakond	-	Centre-right	k_aru_19580801	Aru, Krista	F	1958	
ParlaMint-EE-en_2017-10-26	ParlaMint-EE_2017-10-26_U20	XIII Parliament term, VI Session, Plenary Assembly regular meeting on Thursday, 26.10.2017, 10:00	2017-10-26	Unicameralism	XIII Riigikogu	VI regular session	-	2017-10-26	-	Reference	English	Chairperson	MP	notMinister	RE	Reformierakond	-	Centre-right	h_pevkur_19770402	Pevkur, Hanno	M	1977	
ParlaMint-EE-en_2017-10-26	ParlaMint-EE_2017-10-26_U21	XIII Parliament term, VI Session, Plenary Assembly regular meeting on Thursday, 26.10.2017, 10:00	2017-10-26	Unicameralism	XIII Riigikogu	VI regular session	-	2017-10-26	-	Reference	English	Regular	MP	notMinister	ISA	Isamaa	Coalition	Centre-right to right	t_kruusimäe_19670409	Kruusimäe, Tarmo	M	1967	
ParlaMint-EE-en_2017-10-26	ParlaMint-EE_2017-10-26_U22	XIII Parliament term, VI Session, Plenary Assembly regular meeting on Thursday, 26.10.2017, 10:00	2017-10-26	Unicameralism	XIII Riigikogu	VI regular session	-	2017-10-26	-	Reference	English	Chairperson	MP	notMinister	RE	Reformierakond	-	Centre-right	h_pevkur_19770402	Pevkur, Hanno	M	1977	
