ParlaMint-NL_2015-11-18-tweedekamer-5.u1	I would like to welcome the Foreign Minister.
ParlaMint-NL_2015-11-18-tweedekamer-5.u26	Yeah, I found it. Look at the chapters on international cooperation, foreign policy and justice and home affairs. I would advise Mr van der Staaij to read these chapters with particular interest, because they clearly go beyond trade. The VVD says that association is 80% trade and that this is good because free trade is always good in the eyes of the VVD. But there are also other areas. Culture is called much more. It is indeed a step towards getting closer to the EU. There's no denying that.
ParlaMint-NL_2015-11-18-tweedekamer-5.u27	An association agreement can also have a wider scope than just the trading points. I do not think that this is a clear example of how it would make it easier to become a member of the European Union. You can also maintain a reading in this respect, say that this is really a different discussion and not say that this is a step towards the EU. If you explain it in Mr Van Bommel's way, are you not going to create a lot of confusion in the direction of Ukraine?
ParlaMint-NL_2015-11-18-tweedekamer-5.u28	The confusion was not caused by me, but by important European leaders whose word has much more meaning than mine, namely Štefan Füle, then European Commissioner for Enlargement and Herman van Rompuy, President of the European Council. Those aren't little guys like you and me. Their words really matter and that is why I quote these gentlemen. I would ask Van der Staaij to take a good look at that too. My penultimate point concerns the performance of Dutch soldiers in the Dutch East Indies in the period 1945-1949. This has recently come out because of two recent scientific studies. These investigations once again undermine the image that has been dominant for a long time, namely that they would have been war crimes that did not occur on a large scale. It would have been excesses. It appears to be history forgery. The well-known scientist Gert Oostindie wrote a book about Dutch military in Indonesia based on about 1400 testimonies. In these testimonies, as many as 800 extreme incidents of violence are reported, and then they are about executions in court, the shooting of fleeing prisoners, torture and rape and kampongs that were simply burned down. The testimonies are only a small part of the total. After all, more than 200,000 soldiers have been shipped to the Dutch East Indies. That is why the author also concludes that the war crimes described in his book are just the tip of the iceberg. In reality, tens of thousands of war crimes must have been committed. The conclusion is that the violence of Dutch soldiers was structural and extreme. A few months earlier, in the last summer, the Swiss-Dutch historian Remy Limpach completed his research, drawing similar conclusions. As a result of these two investigations, I ask the Minister if he is prepared to look again at the research proposal that was made a few years ago. Three historical institutes then asked for a financial contribution to do a broad and comprehensive research into the war in Indonesia, the largest war ever waged by the Netherlands. That proposal is still on the table and, in the opinion of the SP, the two studies just mentioned give rise to the release of this money. Is the Minister also prepared to look again at requests for rehabilitation for Dutch soldiers who refused to fight in this colonial war? Then I have another question about the treatment of the claims of survivors of victims of civil executions in the former Dutch East Indies. This is something that has been regulated by civil law and I thank the Minister for his willingness to extend the deadline for this by two years, as was decided last summer. I read in an article in NRC Handelsblad that the Netherlands has taken on the historian Limpach to assess claims of next of kin, but that the next of kin do not have the same information. Can the Minister confirm this, and does he agree with me that it is very important that the next of kin should have access to such archive material? Does the Minister agree with me that it is important for the archives to actively track down lists of victims of Dutch war crimes, so that the claims of the survivors can be properly dealt with? I'd like to get a response from the Minister. Finally, I have a question about Dutch prisoners abroad. I understand from the Epafras Foundation that she needs mediation from the consulates and embassies in order to get access to prisoners, but that this mediation does not exist because there is no subsidy relationship. Can the Minister confirm this? Why cannot this conciliation be carried out, especially in view of the previous strong appreciation for the work of Epafras? Can the Minister also explain why Epafras has no longer been awarded a grant and whether it is true that money is still available for care to prisoners abroad? I am, of course, also asking for this in view of the austerity that has been carried out on posts, while this important work must continue for Dutch residents in detention abroad.
ParlaMint-NL_2015-11-18-tweedekamer-5.u29	Mr. Chairman. Liberté, égalité and fraternité have laid the foundations for our free tolerant and prosperous world. But the three of them can't live without security. The attacks in Paris, as well as those in New York, London, Madrid and Toulouse, and the previous day in Beirut, the Paris of the Middle East, have made this clear in a harsh manner. Terrorists who attack here, in the Western world, do so because they hate our freedom. They hate the freedom to eat with friends on a terrace on Friday night, after a week of hard work, the freedom to go to a pop concert, the freedom to encourage your country at a football game. Last Monday, French President Hollande said strikingly about the victims: their only crime was that they were alive. These terrible attacks are the work of barbarians who try to eat away the foundations of our free society with their acts of terror. Our society, an open society, is by definition vulnerable. Mr Van Bommel said the same thing. We're as free as we are open. That's because we assume reason, not violence. However, we can only remain an open and free society if those French primal principles of enlightenment are endorsed by all. The enemy is not only at our external borders, but, as it became clear on Friday, he lives among us and he lives in our inner cities. There are now voices claiming that Europe has brought these attacks on itself. That's what happens when you bomb and intervene in wars in the Middle East, that's the reasoning. It is the same reasoning Putin gave us at the United Nations General Assembly before he himself intervened in Syria. I would like to say to anyone who claims that: open your eyes, the attacks on Charlie Hebdo last January, or on last Friday in Paris, are not retaliation for French intervention in Libya, for action in Afghanistan, in Iraq or now in Syria. Terrorists do not commit these attacks because they hate what we do, but because they hate who we are. They are making these attacks because our way of life, in freedom and prosperity, stands in opposition to their apocalyptic worldview of violence and barbarism. We can now make ourselves small, hide under a stone and hope that no one will find us. However, this is not how we defeat ISIS. This is not how we defeat ISIS there, and this is not how we protect our achievements here. There are two things we can do, and we have to do it. Firstly, we must fight where ISIS is, where the training camps are, where the command centres and ammunition depots are, where the recruitment takes place, where the supply lines lie and where the fighters catch their breath, such as three of the perpetrators of the attacks in Paris. That's in Syria, not just Iraq. According to the VVD Group, Syria and Iraq form one battleground, with a border that is only in our Bosatlas. Without agreement within the alliance on a military strategy to tackle ISIS, this struggle is doomed to failure. A political solution for Syria? At your service. However, the effective fight against ISIS cannot wait for an international pension scheme for Assad. In the latest progress report on the fight against ISIS, the cabinet states that, in order to reach a decision on military engagement in Syria, four points need to be clarified: conflict, target selection, the places where action should be taken and the impact of the action on the chances of a solution for Syria itself. Can we not now see that this is clear after the outcome of the Vienna negotiations, and now that we know that fair elections will take place in the secular unitary state of Syria within eighteen months, elections that everyone can participate in? After Paris, we know that the world unites against ISIS. After the French retaliatory attacks on Raqqa, we also know that a target selection is possible. In my view, this has never been a problem either. Here's what I'm asking the Minister. Now that international law has been removed, now that there is a clear political solution for the future of Syria and now that the world has united against ISIS, what reasons are there for maintaining the Netherlands' self-chosen exemption position not to operate over Syria? Even the French and Americans are now asking us to operate there.
ParlaMint-NL_2015-11-18-tweedekamer-5.u30	There is now an attempt to reach a political solution at UN level. That is why this would be the most awkward time to go one-sidedly and beyond that international, widely-behaved attempt to find a solution to throw bombs again. Does Mr Ten Broeke not agree with me?
ParlaMint-NL_2015-11-18-tweedekamer-5.u31	It is only one-sidedness of countries like the Netherlands. They have decided not to operate in the coalition of 60-plus countries over Syria. That is a unilateral decision on our part, not on the part of the international coalition. Nor is it a request from the UN. Mr Grashoff will have to tell me again what this international agreement of the UN is.
ParlaMint-NL_2015-11-18-tweedekamer-5.u32	There is now a process under way under the leadership of UN Envoy De Mistura. That might give us hope for a view. Mr Ten Broeke himself gives examples of this. Then he finds, almost jumping to conclusions: oh, then we can start throwing bombs tomorrow. Does Mr Ten Broeke not agree with me that this is death in the pot for the same peace process?
ParlaMint-NL_2015-11-18-tweedekamer-5.u33	No.
ParlaMint-NL_2015-11-18-tweedekamer-5.u34	First of all, I would like to congratulate Mr Ten Broeke on this very clear story. There's nothing I can do about that. The problem is, however, that this story has long been told by the VVD, but that little is happening. In fact, this cabinet dubs, the Secretary of Defense shouts "we cannot wait until January" and the Minister of Foreign Affairs wakes and weighs but does not reach a decision that leads to what Mr Ten Broeke wants to go to. How much patience does Mr Ten Broeke have with this cabinet on this point?
ParlaMint-NL_2015-11-18-tweedekamer-5.u35	I am a democrat and, like you, I swore an oath on the Constitution. It is very clear: we parliamentarians do not have fighter jets in our possession, we do not employ generals and we do not send bombers. I keep to that, but an analysis can be carried out by the voters; I make it. My analysis is exactly as you say: from day one, from the day we entered into the fight against ISIS over Iraq under Article 100, clip-and-ready. I do not think we should impose this self-chosen restriction on us.
ParlaMint-NL_2015-11-18-tweedekamer-5.u36	Mr Ten Broeke has a bit of a theoretical reflex in The Hague. I know him as someone who not only speaks, but is also willing to take responsibility for the consequences, the actions. I note that Mr Ten Broeke has been very clear on this subject, but at the same time there is no action by the cabinet. As a result, it is starting to look a bit like rhetoric, and I do not think that is appropriate for Mr Ten Broeke, hence my question. Formally it is right that the Chamber does not send bombers, but the Chamber does agree with missions and it can also set out political lines which could eventually lead to a decision of this kind being taken by the Cabinet. I repeat my question: how long does Mr Ten Broeke accept that there will be no decision, given his sharp and sharp analysis?
ParlaMint-NL_2015-11-18-tweedekamer-5.u37	Mr Knops, thank you for the very complimentary question, apart from the point of demagoguery, but we will discuss it again later. Perhaps your contribution will give me an opportunity to do so. I do not think that the Constitution is a theoretical exercise, and I have shared it with you before. The motion of the CDA asking for Dutch bombs above Kobani, I really found all bounds out. That is the consistent line you have always heard me put down. On your point, the following. This Parliament, by a large majority, with two exceptions, namely the party of Mr Van der Staaij and my party, in response to the conclusions of the Davids Committee, said that we want an adequate international mandate to intervene. It was missing for nine months. That's what we've been waiting for. Even then, our analysis was: you can see that differently. Anyway, we have taken a different position on that. Then the argument was: yes, but you might be able to help Assad. The vacuum that was created was fully flown by other countries, the Turks, the Russians, and Assad were helped. Now the argument is the four points that I have just raised, and I really wonder what are the remaining concerns. We'll hear them from the minister later. It has undoubtedly been well informed, including in connection with Vienna. My conclusion at the moment is that there are no direct reasons for the Netherlands at least I don't see them; the French were in Raqqa, where they could find goals and the other points I hope to hear too, in order to lift that self-chosen restriction. Does this mean that four Dutch F-16s are going to fly right away? No, of course not, and you know it, Mr Knops. This means that we can join the coalition, as other countries do.
ParlaMint-NL_2015-11-18-tweedekamer-5.u38	It is not new what Mr Ten Broeke says. He has said before that the VVD believes that there are no fundamental objections for the Netherlands to bomb in Syria. The Christian Union broadly agrees with this, although we have said that there must be a plan not to increase the scope for Assad. The question now is what could be the next step. Every strategist says you can bomb. Fortunately that went well with Kobani, but if you really want to tackle ISIS, you need those boots on the ground. What vision does the VVD have, apart from bombing, on the real struggle against ISIS in Syria?
ParlaMint-NL_2015-11-18-tweedekamer-5.u39	I'll give you a few elements of that. I agree that you can't defeat ISIS with bombers; I've said that since day one. You can narrow down the space in which ISIS operates. In Iraq, part of it succeeded. In Syria, this has only been achieved where air strikes have taken place, for example in the town of Kobani. Then the Kurds managed to take another strip. The Kurds didn't just take Kobani. They took Sinjar last week and Tikrit before that. Hundred thousand Iraqis were able to return to the place of Tikrit thanks to bombardments from a refugee situation. You always call yourself the Jezidis. They're the reason why all this started. They can still tell the tale. Thanks to bombing, they have not become a footnote in history. Does that make bombing so lonely? No, far from it. We need ground troops. Those ground troops are the Kurds right now. That is why the VVD has been arguing since day one that these Kurds should not only be trained but also be given weapons. I am therefore in favour of arms supplies to the Kurds. Unfortunately, not everyone agrees with us either. Anyway, I can only make my point clear. As you can see, from day one, I've been doing the same thing.
ParlaMint-NL_2015-11-18-tweedekamer-5.u40	As far as Iraq is concerned, that is a clear answer from the VVD, but I would like to get even more clarity from the VVD about Syria. It is true that we are also dependent on the Kurds there. Is the VVD therefore actually prepared to support the Kurds in Syria? We train the Kurds in Iraq. Should it not be considered that the international community will support the Kurds' forces in Syria, so that the boots on the ground actually get off the ground there?
ParlaMint-NL_2015-11-18-tweedekamer-5.u41	Yes, but this is subject to the same limitation as the one I have just mentioned and which we have imposed. Moreover, the ground troops who have to do the work on the ground there are also Sunis. I also criticise, for example, the way in which the international coalition is implementing its strategy in the province of Anbar, where the city of Ramadi has now been seized. I fear it will take some time before an effective offensive is launched there. We're all hoping for an offensive against Raqqa. There is no shortage of ground forces, all the more unity. On this point, I can very much follow the Dutch Government: it also requires political unity. I'm just afraid that De Mistura hasn't made much progress at that point.
ParlaMint-NL_2015-11-18-tweedekamer-5.u42	In conclusion, support for the Kurds, including Syria, has the support of the VVD.
ParlaMint-NL_2015-11-18-tweedekamer-5.u43	No, I'm saying the same restrictions apply.
ParlaMint-NL_2015-11-18-tweedekamer-5.u44	I think Mr Ten Broeke's speech on tackling the Islamic State in Syria is a nice story, but it still sounds a little too easy to me. I think it's a little too noncommittal. As soon as it comes to taking concrete action, including by the Netherlands, to tackle Islamic State in Syria, Mr Ten Broeke turns away from that by saying: Parliament controls and the government rules. Mr Ten Broeke has tabled numerous motions in the past in which he has called on the government to do all it can.
ParlaMint-NL_2015-11-18-tweedekamer-5.u45	Yeah, no bombs, no grenades.
ParlaMint-NL_2015-11-18-tweedekamer-5.u46	I can imagine Mr Ten Broeke saying that he is not an armchair general and that he is not going to decide when, by whom and where to bomb. I can well imagine, therefore, that I would ask Mr Ten Broeke to table a motion calling on the government to take part in the fight against Islamic State in Syria with that coalition. Can we see that motion of his?
ParlaMint-NL_2015-11-18-tweedekamer-5.u47	I invite Mr De Roon to ask me a question to which he has not already given the answer himself.
ParlaMint-NL_2015-11-18-tweedekamer-5.u48	I would like an answer from Mr Ten Broeke to the question I have just asked. I'll ask through the chairman. I would ask Mr Ten Broeke if he will table a motion calling on the government to tackle Islamic State in Syria in the framework of the coalition that is already fighting there.
ParlaMint-NL_2015-11-18-tweedekamer-5.u49	From my hand, you will never see a motion calling for our forces to be deployed in an effective way. This is not part of Parliament and not part of our constitutional tasks. That's why I won't do that. Whether you call that an armchair general, as I have done in the past, or you refer to the Constitution on which we have all sworn an oath, does not thunder, because it is the same thing. I am surprised that Mr De Roon does. He quotes the Constitution on a regular basis and has taken an oath to do so.
ParlaMint-NL_2015-11-18-tweedekamer-5.u50	Finally, Mr De Roon.
ParlaMint-NL_2015-11-18-tweedekamer-5.u51	Then my conclusion is that there is absolutely no courage here that Mr Ten Broeke is able to show in other motions and in which he calls on the government to conduct all kinds of behaviour which he considers desirable.
ParlaMint-NL_2015-11-18-tweedekamer-5.u52	I share both Mr Ten Broeke's substantive approach that a self-chosen restriction to Iraq alone is undesirable and the procedural caution that the Chamber should respect restraint. The latter in the light of the committee that she herself set up and said: be careful not to blur those roles of Chamber and Government too much. But we heard from the cabinet two months ago that it would now take a decision quickly. However, there is still a complete lack of clarity. When does Mr Ten Broeke expect the cabinet to clarify this?
