Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-NL-en_2015-11-03-tweedekamer-2	ParlaMint-NL_2015-11-03-tweedekamer-2.u1	Report of the meeting of the Dutch Lower House, Meeting 19, Session 2 (2015-11-03)	2015-11-03	Lower house	Meeting of the 28th Tweede Kamer	Session 2	Meeting 19	Sitting 2015-11-03	-	Reference	English	Regular	notMP	notMinister	CU	ChristenUnie	Opposition	Centre-right	Gert-JanSegers	Segers, Gert-Jan	M	1969	
ParlaMint-NL-en_2015-11-03-tweedekamer-2	ParlaMint-NL_2015-11-03-tweedekamer-2.u12	Report of the meeting of the Dutch Lower House, Meeting 19, Session 2 (2015-11-03)	2015-11-03	Lower house	Meeting of the 28th Tweede Kamer	Session 2	Meeting 19	Sitting 2015-11-03	-	Reference	English	Regular	notMP	Minister	-	-	-	-	ArdvanderSteur	van der Steur, Ard	M	1969	
ParlaMint-NL-en_2015-11-03-tweedekamer-2	ParlaMint-NL_2015-11-03-tweedekamer-2.u13	Report of the meeting of the Dutch Lower House, Meeting 19, Session 2 (2015-11-03)	2015-11-03	Lower house	Meeting of the 28th Tweede Kamer	Session 2	Meeting 19	Sitting 2015-11-03	-	Reference	English	Chairperson	MP	notMinister	VVD	Volkspartij voor Vrijheid en Democratie	Coalition	Centre-right	AnouchkavanMiltenburg	van Miltenburg, Anouchka	F	1967	
ParlaMint-NL-en_2015-11-03-tweedekamer-2	ParlaMint-NL_2015-11-03-tweedekamer-2.u14	Report of the meeting of the Dutch Lower House, Meeting 19, Session 2 (2015-11-03)	2015-11-03	Lower house	Meeting of the 28th Tweede Kamer	Session 2	Meeting 19	Sitting 2015-11-03	-	Reference	English	Regular	MP	notMinister	SP	Socialistische Partij	Opposition	Left	NineKooiman	Kooiman, Nine	F	1980	
ParlaMint-NL-en_2015-11-03-tweedekamer-2	ParlaMint-NL_2015-11-03-tweedekamer-2.u15	Report of the meeting of the Dutch Lower House, Meeting 19, Session 2 (2015-11-03)	2015-11-03	Lower house	Meeting of the 28th Tweede Kamer	Session 2	Meeting 19	Sitting 2015-11-03	-	Reference	English	Regular	notMP	Minister	-	-	-	-	ArdvanderSteur	van der Steur, Ard	M	1969	
ParlaMint-NL-en_2015-11-03-tweedekamer-2	ParlaMint-NL_2015-11-03-tweedekamer-2.u16	Report of the meeting of the Dutch Lower House, Meeting 19, Session 2 (2015-11-03)	2015-11-03	Lower house	Meeting of the 28th Tweede Kamer	Session 2	Meeting 19	Sitting 2015-11-03	-	Reference	English	Chairperson	MP	notMinister	VVD	Volkspartij voor Vrijheid en Democratie	Coalition	Centre-right	AnouchkavanMiltenburg	van Miltenburg, Anouchka	F	1967	
ParlaMint-NL-en_2015-11-03-tweedekamer-2	ParlaMint-NL_2015-11-03-tweedekamer-2.u17	Report of the meeting of the Dutch Lower House, Meeting 19, Session 2 (2015-11-03)	2015-11-03	Lower house	Meeting of the 28th Tweede Kamer	Session 2	Meeting 19	Sitting 2015-11-03	-	Reference	English	Regular	notMP	notMinister	CU	ChristenUnie	Opposition	Centre-right	ArieSlob	Slob, Arie	M	1961	
ParlaMint-NL-en_2015-11-03-tweedekamer-2	ParlaMint-NL_2015-11-03-tweedekamer-2.u18	Report of the meeting of the Dutch Lower House, Meeting 19, Session 2 (2015-11-03)	2015-11-03	Lower house	Meeting of the 28th Tweede Kamer	Session 2	Meeting 19	Sitting 2015-11-03	-	Reference	English	Regular	notMP	Minister	-	-	-	-	ArdvanderSteur	van der Steur, Ard	M	1969	
ParlaMint-NL-en_2015-11-03-tweedekamer-2	ParlaMint-NL_2015-11-03-tweedekamer-2.u19	Report of the meeting of the Dutch Lower House, Meeting 19, Session 2 (2015-11-03)	2015-11-03	Lower house	Meeting of the 28th Tweede Kamer	Session 2	Meeting 19	Sitting 2015-11-03	-	Reference	English	Regular	MP	notMinister	DENK;GKÖ	DENK;Groep Kuzu/Öztürk	Opposition	Centre-left	SelçukÖztürk	Öztürk, Selçuk	M	1972	
ParlaMint-NL-en_2015-11-03-tweedekamer-2	ParlaMint-NL_2015-11-03-tweedekamer-2.u20	Report of the meeting of the Dutch Lower House, Meeting 19, Session 2 (2015-11-03)	2015-11-03	Lower house	Meeting of the 28th Tweede Kamer	Session 2	Meeting 19	Sitting 2015-11-03	-	Reference	English	Regular	notMP	Minister	-	-	-	-	ArdvanderSteur	van der Steur, Ard	M	1969	
ParlaMint-NL-en_2015-11-03-tweedekamer-2	ParlaMint-NL_2015-11-03-tweedekamer-2.u21	Report of the meeting of the Dutch Lower House, Meeting 19, Session 2 (2015-11-03)	2015-11-03	Lower house	Meeting of the 28th Tweede Kamer	Session 2	Meeting 19	Sitting 2015-11-03	-	Reference	English	Chairperson	MP	notMinister	VVD	Volkspartij voor Vrijheid en Democratie	Coalition	Centre-right	AnouchkavanMiltenburg	van Miltenburg, Anouchka	F	1967	
