ParlaMint-NL_2015-10-06-eerstekamer-9.u1	I would like to welcome the Secretary of State for Finance to the First Chamber.
ParlaMint-NL_2015-10-06-eerstekamer-9.u12	I have another announcement to make that was not made at the beginning of this afternoon's sitting. Here's to it. Received is a letter from the Chairman of the Permanent Committee for Foreign Affairs, Defence and Development Cooperation d.d. 29 September 2015 to the President of the First Chamber giving the opinion to the letter from the Foreign Affairs Ministers, from Defence, for Foreign Trade and Development Cooperation and from Security and Justice d.d. 19 June 2015 on the extension of the Dutch contribution to MINUSMA until the end of 2016 to be adopted for notification. The letter is in the hall for inspection. If no objections were raised at the end of the sitting, I assume that the Chamber has agreed with the opinion of the committee on BDO. I give the floor to the Secretary of State for his first answer.
ParlaMint-NL_2015-10-06-eerstekamer-9.u13	Mr. Chairman. First of all, I would like to congratulate Mr Van de Ven on his maiden speech. It's nice to be there. I shall, of course, answer his questions. I would also like to thank the others for their questions. The Chamber monitors the feasibility, but also the accessibility. That is a good thing, because we have seen many problems with accessibility and feasibility in the field of taxation. It is good that we are discussing this and that it is being properly tested. To prove that I am not the blindering "digiman" who may fear the Chamber, I have traditionally written all my notes in hand on scraps. I hope that will only make the argument more credible. I'm gonna take one step back. We are talking about the digital messages, but of course they are part of a larger whole. If we take one step backwards and look at the entire painting and then zoom in on the subject, we know what the part of it is: the broader agenda of the Tax Administration. That was the reason for me to come here. We have lost one excellent Secretary of State in my view. That was the reason for me and that is why, of course, I consider it my mission. That didn't look so pretty at first. Old systems weren't linked. The information was all separate. Everything was loose. There has been ever-greater and outdated communication with taxpayers. There were fewer and fewer people left for control. It was a craft process, but the craft was a bit worked out. It was a hopelessly justified process in which each of you in this Chamber has to struggle through as many as five legal decisions before you can pay your taxes once. There were 20,000 hardworking, but "broken" employees. That was the image we found. And there was the big dream of everything in one system: we put in a few billion and then we have that one system that has everything in it. I don't think there's anyone in this room who really believes that we should put a few billion in the Tax Administration into one big ICT project to solve it all at once. On average we are now a year and a half further and we have come a step forward. The existing systems are now largely linked, by the way, with existing software and with very limited resources. This means that the control no longer needs to be done by simple rules of thumb or gut feeling, but that we can do big data analysis to see where the target is greatest. The lieutenant's chance of getting hit is gonna go up with that. We are on the eve of a major dejurision operation, the "developing" and digitalisation. Where's that going? In the end, the Chamber will have to hold me to it, to a tax administration that will eventually pick up more with a smaller service: in the medium term even up to 5,000 people less. It would be the first time since I was born that the IRS is getting smaller. That's the bigger painting, but part of it is electronic messaging. Electronic messaging is of course not a novelty. By the way, none of the spokesmen said that either. It's not a moon landing. It was already in the coalition agreement that everything has to be digital from 2017, but part of it will also have to be digital. I will come back later to why "must" and "may" should be mutually exclusive. We have already seen it in the Collecting Act SZW: a step-by-step commitment to a more digital environment. We almost all do the surcharges digitally. That is not yet mandatory, but there are very few people applying for paper forms. This amounts to 500 out of 1 million final awards in 2014. This is also happening in other countries. In Denmark and Estonia everything is mandatory digital. Finland is an important case. The same effort was made there, but it was not required. I'll be right back. Many spokesmen therefore asked not so much questions about it or, but more about how and when. That is what I heard in Mrs Prast's speech. I do not think she is denying digitisation, but she is concerned about the implementation process. She gave a number of examples of this, which also made her argument very credible in which things did not go very well. What are we focusing on? We focus on what I call an intelligent introduction. That means step by step. One step has been tested and passed before you take another step. You start with the safest streams. So you typically start with the year messages. For surcharges you start with the automatic continuous letter of surcharges. If you don't do anything with it or don't receive it, it won't go wrong. Of course, you don't start with the objections or the reminders. Mrs. Prast mentioned the warrants. Well, they're not eligible to be taken into account at the beginning of this trajectory. That's asking for trouble. Every time we take a step, we run in parallel with paper and digital for a year. Should it be over a year, it'll be over a year. But an introduction path, a timetable is not there with that. We've been asked whether the timeline is too strained, but there's no timeline. If it succeeds, we'll make the next step. If it doesn't work out, we'll find out what that is and fix it. We monitor the usage. Is it read? Who does it become and who doesn't read it? What could that be about? What can we come up with on that? The Tax Administration is helped by people we employ ourselves: nudging specialists. I do not know whether that word is in the Van Dale and whether the spokesmen think 'walk over' or whether they are academically trained in it. The tax administration's nudging specialists lure and frame everyone to the right digital usage. There are experts involved at the University of Twente, who look at each step to see if it is a successful step. If it isn't, then we're not ready for the next step. If the automatic continuous letter is not properly read, opened and consulted, then we are also not in a position to accept the objections and the notices of formal notice. We also keep in touch with the safety net parties, such as older people's associations. That is the monitoring that Mrs Gerkens is asking for. Those parties report their experiences and tell us what it might suspend. That is, as Mr Knapen said, the caution we must exercise with regard to the elderly taxpayer. We measure through panels, a kind of user groups, what happens, what people react to and what they don't. Finally, we use a smart notification. This means there are notification e-mails. Mrs Gerkens asked why we didn't turn it on automatically. If you make yourself known on MyGovernment and you activate it, you will immediately be asked at which address you can reach. It'll be on automatically. This means you can find your messages there. There will be automatic notification e-mails. The experience teaches the nudging specialists that if you send "you've got mail," which sounds like a very exciting movie, people aren't triggered to look at that mail. You need to send a content-filled notification email. One should be curious about what it is about and consider it important to open that mail. Why does it go through notification e-mails and not via text messages, for example? It will not be possible in future with notification e-mails. I have here the beta-beta version of the app on my phone. If I can make sense of this, maybe it'll be the beta version. This means that you will have an icon for MyGovernment's mailbox that shows how many mails there are. I've got four now. The beta-beta version isn't working very well, I can say, but that's my problem. This should not become the user's problem. In that environment you'll find that's also a reason to get above that 20%... everything you have to do with the government. Now it's a pretty uninteresting portal, but it's gonna be the tool for your child care allowance, your cock, your passport and so on. Those things all come together on your cell phone. You'll find what's there by e-mail or something else. All this still has to be tested. It's all being tested on me now, because I belong to the testing target group, which consists of people with less than average patience with digital tools. I'm just confessing. That's the way. So the timeline is the timeline. The user determines the timeline. If it works, we can go faster. If it doesn't work, we have a problem to solve. That's what we've got. The Tax Administration is, of course, solving problems that will later apply to the entire Empire. If we don't use the message box, we have a bigger problem. The question remains whether this is a viable map for everyone. Mr Ester asks the question in such a way that he indicates that he does not think that this is a viable map for everyone. I think he even suggested I was a technocrat. He did not immediately call me that, but warned against the technocrats and cited Mr Omtzigt as the one to save us from the technocracy. Now I don't know if I think that's the happiest example, but that's up to everyone. Anyway, it has to work, even for groups that are less comfortable with it. Income tax is almost entirely digital. Now, according to the latest figures, 89% of people aged over 72 already report digitally. Do all these people do that themselves? No, but they didn't do that all by themselves back in the day. A lot of people think it's complicated at all. Of the 72-year-olds, therefore, 89% of the declaration is processed digitally. This percentage goes up every year. For people who find this whole tax thing rather difficult, digital is the result. We used to have to travel all the way to Grandma's in Winterswijk in order to pry there in the dresser and get to the papers and then fill out the declaration forms, traveling from where did we live again? Schiedam. Now we're doing that digitally. It thus also makes it easier for the aid provider to provide assistance. This applies not only to the provider of assistance within the family or family, which is very common, but also to the Aid for Declaration, on which groups who are not able to use this family or family luxury are designated. Of course, I occasionally come to the help with the declaration to see how it works and see people with a shopping bag full of papers without always the right paper. It is nice if this can be done digitally, because then there can be looked at on the spot and all the stuff is at hand. In the long run, this will be supplemented by the right advice and by the question whether anyone has thought of this or that. I am referring to the lists that Mr Van de Ven is asking for. These are, of course, the triggers in the digital environment. It is then possible to ask the person reporting whether he realizes that something, for example, is not yet in the VIA. That's what I'll be back for later. An authorisation can also be arranged for directors of people who are under curatel, making it easier for those for whom matters are more difficult. One group on which you can of course ask a special question, consists of people who are not "digital," but who were able to complete their declaration independently. That kind of people seem to find the Internet more complicated than taxation. For that, I think you have to be genius in a very special way, but well, they exist. All kinds of support is also available for this group. I will shortly mention some of the support forms that have been delivered and some of them to be provided in a structural way. After all, there will always be people who have problems with a specific medium. So a lot of people had trouble with the medium letter. Safety has been mentioned a lot. Let me first highlight that digital security is important at all, even if you don't make digital reporting mandatory. We are not talking about digital or non-digital at the moment; digital is already there. Digital reporting will be possible for everyone as well. We are only talking about the obligation and safety. Safety requirements are now as strict as in the situation where digital reporting is not mandatory. In itself, therefore, we are not setting anything in motion that makes security more important. The question may be asked whether it is safe. Is DigiD, for example, also sufficiently safe? At the moment we are working on a much safer and more reliable DigiD. There is an action plan at the Empire, but there are also private ways to provide a safe means of identification. On 15 October a.s., for example, the Tax Administration starts with a pilot to log in with a debit card. We can also assume that the bank card is safe, because otherwise money would disappear easily from bank accounts. And if there's one means of identification that needs to be very safe, then it's your own bank's, otherwise you really have a bigger problem than just the declaration. Mr Plasterk is working on the successor of DigiD. He does so together and in line with the recommendations of the Personal Data Protection Board. Anyway, the IRS is already starting with a pilot to enable people to log in with, for example, their debit card. I am very grateful to Mr Van de Ven for the attention he has drawn to the VIA, the pre-filled declaration. It is nice that the pre-filled declaration, which I personally always nominate as the most successful ICT project of the Empire, is now such an important part of a maiden speech. Why do I find this VIA so successful? Firstly, the philosophy behind this ICT project is entirely in line with what we have designed for ourselves since the Elias Commission: step by step, first see if it works and then another step. This is exactly how we see the roll-out of digital communication in front of us. The VIA has become richer every year, perhaps without us having noticed it in concrete terms. So every year we have to fill in less. Now 60% of people do not have to fill anything out, soon it will be 80% and then 95%. We told each other 15 years ago at birthday parties: gee, it's possible that you never have to fill anything in again and that all you have to do is sign it? That signature has now become the yes key, again on this device: my smartphone. The VIA did that for us. The VIA thus makes a much greater contribution to the accessibility of the tax system, including for low-skilled, tax illiterates and any other taxpayer, than any conceivable letter on the mat. I am not trying to respond to the suggestions made by Mr Van de Ven for the VIA in a hurry, because I would be failing this carefully balanced ICT project. I am taking the suggestion for study so that I can give a more sunken judgment on it than I could do tonight. I repeat that, in my view, this is one of the most successful ICT projects in the Empire. Such a project I would destroy if I made all kinds of brutal promises that may later prove unwise. With this I do not say that the suggestions are unwise. I think Mr Van de Ven has been around taxation for a long time now than I have. Mr Ester has very explicitly called for attention to be paid to the new form of support for those groups that are less comfortable. Hopefully, a comprehensive communication campaign will begin after the votes. The letter has come to an end and is gradually being replaced, step by step. People need to know that. They need to know there's something like a message box. There will be additional phone numbers, so some kind of helpdesk, for people who are wondering how to file a digital report. Furthermore, we are testing a chat function, so that people can get help with going digital in that box via the regular website of the Tax Administration. The counters must also be arranged on them. People are going to report to the counters saying, "All right, all right," but give me a hand, how am I supposed to handle this?" There people will have longer time to help people get on the road with digital communication. This is taken into account in their planning. There's also some kind of webcare feature. Then social media reacts to people who don't know their way around. Through social media people are watched and helped to get it done. For intermediaries, separate instructional material shall be made. They are trained so that they too can help people again. This could include interbranch organisations, domes, representative organisations and trade unions. We are in agreement with them to ensure that they can play their role properly. And of course, that's also kind of a help.......................................................................................................................................................... By mid-2016 the regular version should be available. I don't think we're sending out the beta-beta version for a while. Then, of course, Mrs Sent's question remains important. This is all true, but so far in this speech you could say: that's nice, but then it's still voluntary. Why should it be compulsory, Mrs Sent asks. All the good things we do, we get helped by that, but why do we have to make it mandatory? I will not surpass Mr Van de Ven with his Latin, but I have the next one for you. It's from the director of the Danish digitisation agency. Slut med papirblanketter og brevpost. Ha, there you are, aren't you? Statistically speaking, a third of you have had classic languages in high school, but this is Danish and that's no use to you! It says here, "Get rid of all the paper mail."
ParlaMint-NL_2015-10-06-eerstekamer-9.u14	I have a Danish son-in-law. I can understand.
ParlaMint-NL_2015-10-06-eerstekamer-9.u15	You're cheating! Get rid of all the paper mail. The Danish experience is a live experiment that shows us that if your people do not at some point, at the end of the journey, after all the experiments and habitation, there are still too many people who can do it easily but simply don't get there. I'm comparing it to the Finnish situation. Those people just need a little push. Now I make myself extremely vulnerable, because here, yes, is a liberal who has great difficulty with paternalism, saying that sometimes you have to give people a boost. Anyway, paternalism is until now when there is also a self-interest. The self-interest in this case is that the Tax Administration is going to function better, that costs can be reduced and that we can ultimately, when possible and not earlier, get rid of these two different information flows; the papers and the non-papers. In his research, Mr Ester also based himself on the figure that 40% of people over 65 do not have the Internet. According to CBS, however, 90% of the 65- to 75-year-olds have internet access. 76% of them are active on a daily basis. 89% of the 72-plussers also report digitally. Those are the numbers as we experience them. I can point out the room to my mother, 76 years old, who Skyps mobile, but, yeah, what's the use of mobile skypes? So I'm not making that happen, I'm telling you honestly. Mrs Gerkens had a number of questions about the website of the Tax Administration. The working hypothesis is that it has an outdated browser. If I type "my government," with or without space and with or without point, then I come up with my.overheid.nl. That's how the browser takes you there. So we think it's her browser. The web guidelines are important. The site does not yet meet this requirement on many business components, but they are also less priority than the private parts. The private parts largely comply with it, but there are a few special modules that are now being tested, also a few interactive ones, which are not yet fully compliant. I also say to Mrs Gerkens that now we are experimenting with the dyslexic font. That is being worked on now, but it is right that it has not yet been achieved. However, it is in the plans. Mr Ester is concerned, also understandable, about the blind and the low-literate. I must point out, however, that the classic letter on the doormat for the blind and the low-literate was no more than ideal. In the digital age, the website of the Tax Administration provides a reading function for most parts. I certainly know that the blue letter did not allow itself to be read automatically. The reading function has been added just for low-lettered and blind people. Mr President, I feel that I am now through the main questions. I may have missed a single detail, but I will certainly be reminded of that. However, I wanted to leave it at first.
ParlaMint-NL_2015-10-06-eerstekamer-9.u16	Compliments on the way in which the Secretary of State has been able to answer the many questions in a short space of time. I understood that he will continue to monitor with all the organisations involved whether there is sufficient support and whether everything can be covered. I also asked him if he intends to reserve a small pot in case it appears during the monitoring that some financial support is needed.
ParlaMint-NL_2015-10-06-eerstekamer-9.u17	Can I interpret Mrs Gerkens' question in such a way that we do what is necessary to make the project work? In Finance, it's always a curse to start talking about jars. The "unpotenment" of the government has taken place. There were separate jars everywhere. When you're at the Treasury Department, you want all the jars gone. But it remains the case that we are doing what is necessary to ensure that this succeeds; that is what I say to Mrs Gerkens.
ParlaMint-NL_2015-10-06-eerstekamer-9.u18	So I understand from the State Secretary's answer that money should not be a problem.
ParlaMint-NL_2015-10-06-eerstekamer-9.u19	Ultimately, this leads to savings. If any interference and effort is needed to achieve that saving, then so be it. I think we all recognise that if the project does not succeed, we will get into the problems that Mrs Prast has just described, and they are ultimately more expensive. So the answer is yes.
ParlaMint-NL_2015-10-06-eerstekamer-9.u20	I had asked whether the Tax Administration now knows whether it will send letters of formal notice in writing or digitally in the coming year.
ParlaMint-NL_2015-10-06-eerstekamer-9.u21	We do it in the path that is feasible. I can already tell Mrs Prast that letters of formal notice within one year, and I would almost say two years, are not feasible. We must first test the less dangerous flows and get good results and get the Dutchman to the message box. The final part is the more 'dangerous' documents that Mrs Prast is talking about.
ParlaMint-NL_2015-10-06-eerstekamer-9.u22	And my follow-up question was: is the 60 million that are expected to be based on digital sending of letters of formal notice or on the apparently planned paper sending of letters of formal notice?
ParlaMint-NL_2015-10-06-eerstekamer-9.u23	I think the letters of formal notice are such a small part of the whole thing that I don't know if this matters much. I do know that if you switched to digital at some point, sending letters might be counterproductive. I must remain guilty of the answer to this question. I can ask for a precise answer on the construction of the 60 million, but this would be my preliminary answer. As soon as we get used to a digital environment, Members of Parliament will all make me look like crazy if I came up with the opposite proposal: let's do it by post! That is the case with the reminders, but also with all other things. Because the safety requirements that we put on digitally, we're really gonna make it from its very long, she won't live with a letter that ends up on the mat. I happen to know that we in Amsterdam simply did not find a significant proportion of households, because they were not registered at all at the right address. That's the problem with paper mail. Now, when we think about the security of paper mail, we simply shiver.
ParlaMint-NL_2015-10-06-eerstekamer-9.u24	Thank you. Then we have now reached the second term of office.
ParlaMint-NL_2015-10-06-eerstekamer-9.u25	Mr. Chairman. First of all, I would like to thank the Secretary of State for replying. I must say that I admire his vitality and his optimism. They're kind of contagious anyway. This is of course what ICT projects need, because otherwise they will not get off the ground. The Secretary of State says if we need more than a year for it, we will. At first I thought there was no hatchet, so it must be possible in 2017 and parallel structures are not possible. The suggestion is awakened, if it's more than a year, so be it, let's stay practical and take that into account. But further on, the Secretary of State made it clear, if I understand correctly, that a parallel journey, written and digital, is not actually coming to Frage at all. He quotes the director of a Danish agency, who said what he said: do not do so, otherwise it will leak and take more time. My question, like my colleague, Mr Sent, is whether it is not possible to allow citizens to choose more and more. Do we not also have something like an elementary duty of care, which is more than just helping to make a declaration available and giving us the opportunity to get used to it with a little more time, step by step? The relationship between paying taxes and feeling like a citizen in a state is too important to play too much with this, as I said. That is why I call once again on the Secretary of State to give this time for a few years. That doesn't bring down the cuts and the tax authorities. It shows more compassion from the government towards the tax-paying citizen, especially the tax-paying older citizen, than this hatchet construction, which is very serviceable, but which means: it's 2017 and after that it's over.
ParlaMint-NL_2015-10-06-eerstekamer-9.u26	Mr. Chairman. Thank you to the Secretary of State and his officials for answering our questions. Let us be clear that the Christian Union Group has no problem in itself with the process of digitising the tax return and the electronic messaging between Tax Administration and taxpayer. That is an irreversible process. I have argued in detail that we have a great deal of concern about vulnerable groups of taxpayers who do not have the right digital skills to properly deter themselves, who can barely stand up; people with limited intellectual abilities, digibetes, people without computers, people without e-mail addresses. In this room we apparently assume that everyone has an e-mail address, but that is not the case. Some groups of older people are also difficult to participate in. We believe that this legislative proposal is speeding up the entire digitisation process too much. There are groups that are affected by this bill and the planned support structure is still not sufficiently tailored to them. Digital self-reliance is not for these groups. These are groups which need the protection of the public authorities. My group continues to disagree with the Secretary of State on these points. He's got a different worldview. That is the world of the digitally skilled people in the Netherlands who will find their way. Above all, we want to stand up and draw attention to those who do not. A digital blockade is being created that frustrates the access of weak groups of taxpayers to the tax domain. That's how it's experienced. We should not want this in the light of citizenship and community spirit. In that sense, the story is not balanced. The benefits for the Tax Administration and for taxpayers are obvious, but this is not the case for groups that cannot participate. My group believes that we need to take more time for this far-reaching digitisation process and to ensure better support for vulnerable groups. For groups that really can't compete, we need to be creative and offer customization. We believe that the Secretary of State is too hasty here, that we should take more time for the two-track policy and deal more creatively with the introduction period, as Mr Knapen also pointed out. Now it threatens to become the better enemy of good. Mr. Chairman. It will be clear that we cannot support this bill.
ParlaMint-NL_2015-10-06-eerstekamer-9.u27	Madam President. I've heard a few things that made me happy, for example, that if notifications e-mails are sent, they will be content. All the better, because a meaningless notification of course gives you nothing. Thank you to the Secretary of State for that. I heard something that made me happy, but actually not again. The Secretary of State said that the user sets the timetable, but that is precisely not the case in this bill. In this bill, the ministerial regulation determines the timetable. What struck me and what appealed to me a little less is the reaction to Mrs Gerkens' efforts to find My Government. It's not the Tax Office, it's Mrs. Gerkens, because she doesn't have the right browser. The debt is never really in the hands of the Tax Administration, the Tax Administration thinks. The Secretary of State said something about nudging. I know a thing or two about that. Nudging is a good choice architecture, by setting it in such a way that the citizen, or the one you address, without thinking, makes the right choice. That's not what this is. I wish. Then I come to the support for those who have been able to do it on their own until now. The form of this support is that the aid seeker needs to find a physical window, because the essence is that the group we are talking about is not doing it digitally. Leaving that aside, I ask whether people who have so far been able to do things independently, which gives a sense of satisfaction and strength, should soon seek help. Then you can say: that help is there and there we put time, money and effort into it, but that does not make it more enjoyable for those who are concerned. On the contrary. Actually, you're taking them away from some kind of autonomy. Then I have another challenge for the Secretary of State. If this commitment is made, it will still be possible for me to speak positively on this bill in the group. According to the legislative proposal, the way in which electronic messaging takes place is determined by ministerial rules. Groups and circumstances may also be identified under ministerial rules which may, respectively, lead to the transmission of messages other than by electronic means. That ministerial arrangement is in concept. Article 2 lists four groups which are excluded from mandatory electronic messaging. Is the Secretary of State prepared to add a group to that, namely anyone who has not applied for notification? The Secretary of State has announced a campaign by the Tax Administration. It could be aimed at encouraging people to apply for notification. The optimism of the Secretary of State is contagious, according to Mr Knapen, but I would say that it is almost contagious. If that optimism is right, a lot of people are going to apply for the notification. If that is not the case, we should be glad that we have not introduced the obligation to digital communications. If the Secretary of State comes gradually to the point that the group may lapse, we ask him to consult with the Chamber in advance.
ParlaMint-NL_2015-10-06-eerstekamer-9.u28	Mr. Chairman. Many thanks to the Secretary of State for his explanation and the many answers he has given, in particular to the questions from other groups. The image that emerges from me is that of the transition from the goose feather to printing. When that happened, of course there was also a huge fuss. It will not have been handled as carefully as it is now promised. There's been a development, and you can't stop it anymore. You have to go along with it. You can be defensive, but you can also try to make the best of it. That is what I hear in the words of the Secretary of State in response to the questions from the other groups. My own questions become the subject of study. That's good. It may be the nature of the questions. The Secretary of State has not made a commitment, but I would like to know at what time I hear something. On the one hand, I would like to hear a deadline, on the other hand, I hope that I will also receive six answers to my six questions, most recently on the occasion of the 2017 Tax Plan. This is in the autumn of 2016, because 2017 will be the first mandatory digital declaration.
ParlaMint-NL_2015-10-06-eerstekamer-9.u29	Mr. Chairman. I would like to thank the Secretary of State for the speed and enthusiasm with which he has answered the questions in the first term. Digitisation doesn't seem to stop. Often it means progress, but not always. It is precisely because of the basic duty of care of the government that we urged the Secretary of State to manage the process of electronic messaging with the Tax Administration. To this end, in the first period, we have called for particular attention to be paid to three aspects of the legislative proposal before us. I'd like to walk past it in order in second term. Our first point concerns those taxpayers who embrace digitalisation and need to be able to make choices. We are convinced by the lessons from the Danish experiment. We ask the Secretary of State to explain a little more about the differences between the Danish and Dutch contexts and to what extent the lessons can actually be translated into the Dutch situation. We are of course pleased with the nudging specialists at the Tax Office. What remains is the Secretary of State's plea that the user determines the timetable. To what extent does that happen? What if the timetable isn't what the Secretary of State expects? What position does Parliament have if the timetable is not as expected and the user is not satisfied with the progress? To what extent are we kept informed and to what extent can we influence it? Our second point concerns taxpayers who do not embrace digitisation. We are pleased that so-called safety net groups are involved in the design of digitalisation. We have noted the need for structural support for accessibility. We are pleased that the Secretary of State has said that this support remains structural. He promised us a few more details about the support. I would like to hear them again, because I have not heard them in his first term. The third point concerns the security of digital infrastructure. We understand that there is a constant search for new, safe digital systems. If new possibilities arise, we have great confidence in the Secretary of State that these developments will work out. However, we would like to be reassured a little bit more and we would like to hear what this confidence is based on. Perhaps this is rather a debate we should have with the Minister for the Interior and Kingdom Relations, but the subject is also relevant to the legislative proposal we are discussing today. It is precisely because of the basic duty of concern of the government to all its citizens in all their diversity that we hope that the Secretary of State can adequately address our remaining concerns about the present legislative proposal.
ParlaMint-NL_2015-10-06-eerstekamer-9.u30	Do you have an opportunity to answer directly or shall we suspend for five minutes?
ParlaMint-NL_2015-10-06-eerstekamer-9.u31	Can I have ten?
ParlaMint-NL_2015-10-06-eerstekamer-9.u32	You want to suspend for ten minutes.
ParlaMint-NL_2015-10-06-eerstekamer-9.u33	I give the floor to the Secretary of State for Finance.
ParlaMint-NL_2015-10-06-eerstekamer-9.u34	Mr. Chairman. I want to answer in the order of the questioners. First of all, I come to Mr Knapen. In a way, it is good that he has asked his question again, because I have not yet been quite clear and really want to reassure him. The wishes he has, I actually have exactly the offer. The essence of his speech is: give this time for a few years. I did not get the impression that this is exactly the proposal. The proposal is to take some years, beyond 2017 and probably beyond 2019, to make this transition. But by power switching, there's one year in parallel. If that did not work for that power because we measure, see, get back that it does not work, that year is not so well chosen, because that year is a minimum and not a maximum. But the whole route will take several years; not two, but more. That's exactly the idea. That's not gonna make it a trap axe, because whoever wields the trap axe is gonna fail. At DUO it may have been the trap axe, but those who never require it and eventually never switch to "but now it must" become a Finland and not Denmark. This will take several years and requires continuous monitoring. That's what I mean by "taxpayers set the pace." I shall come back to that later, because Mrs Prast has asked a question that has something to do with that. I said this to reassure Mr Knapen, because what he just said is exactly, but precisely, the ambition. Perhaps my saddest moment is, quite frankly, that I have not been able to convince Mr Ester, because the principles he formulates fit the Tax Administration par excellence. The Tax Administration has to do with everyone and it doesn't fit the Tax Administration just to focus on the digitally skilled person. Paying taxes and receiving supplements must be a viable card for everyone. It is also not in the interest of the Tax Administration to make it impossible for some people, because whose sign ends up with the bill if people can't? On the board of the tax authorities, because they have to implement the laws and they can't do that if people can't. Those vulnerable groups, I say to Mr Ester, already exist. As a rule, they don't fill out their tax bill themselves. For those vulnerable groups, we have a huge infrastructure. The Aid for Declaration is a circuit used by 500 000 taxpayers in the Netherlands. This is therefore an enormous infrastructure, almost a separate civil society, in which the Tax Administration itself, trade unions and umbrella organisations meet in large locations such as schools and universities to arrange declarations. It is an impressive part of paying taxes and working together. For these groups, digitisation becomes a means of making it easier. They didn't fill out the paper. In fact, they didn't always take it from the mat and it wasn't always in their shopping bag. Digitalization makes it more possible for those people to be helped by professionals. That is already happening, will continue to be the case, and it will be the case in structural terms, because I am sad to say that taxation is simply too complex for many people for the time being. I am deeply sorry that I have not been able to convince Mr Ester of this. I find that I have not convinced Mrs Prast either. The user determines the timeline, she quotes me. She says: no, the ministerial arrangement sets the timetable. That's a fake contradiction. The ministerial arrangement is a way of formalising something, but it must of course be tailored to the management of this process. The kick-off in this debate was the responsibility of Mr Knapen, who said that we should not sit on the manager's seat. We shouldn't. So we have to let the professionals see when it works and when it doesn't. But on the basis of a motion in the Lower House, I made a commitment to inform the Lower House, and therefore the Upper House, every time a step is taken. How does democratic control take place, as Mrs Sent also asks? In any case, the House of Representatives never lacked any control movements towards the Tax Administration. I myself spent three hours in the Chamber discussing the Tax Phone. The problem is similar: an outdated medium on which much is to be said and with which not everything is going well. I have never hesitated to debate this, even if there is no ministerial arrangement. So the ministerial arrangement does not determine anything but is formalisation. After all, it's the user who shows you're okay. However, I did not find any way to comply with Mrs Prast's request. In order not to become Finland, it has failed, but to become a Denmark, I have succeeded in not allowing the opt-out, because that is what it really is, to exist. If you're convinced that it's possible and you've shown it, you have to help the people who haven't really felt like it up to now, at the end of the ride. That's the Danish lesson versus the Finnish lesson. But that is what the Lower House, and therefore the Upper Chamber, is informed about.
ParlaMint-NL_2015-10-06-eerstekamer-9.u35	Let me get this straight. The Secretary of State says that the taxpayer sets the pace. He then said, at Mrs Prast's questions, that he could not meet those who indicated that he wanted to move at a different pace than those who ideally had the Secretary of State in mind. He referred to the quote of the director of that Danish agency. So does the taxpayer determine the pace, or does the Secretary of State want to set the pace?
ParlaMint-NL_2015-10-06-eerstekamer-9.u36	The pace is determined by the taxpayer, but in collectivity and not individually. For a year there is an individual choice. The trajectory will take several years. We may be talking about this in 2019. The individual opt-out eventually disappears, but first things have to go well.
ParlaMint-NL_2015-10-06-eerstekamer-9.u37	So, if I understand correctly, it is not the taxpayer but the taxpayer who decides in collectivity or otherwise. The Secretary of State the pace?
ParlaMint-NL_2015-10-06-eerstekamer-9.u38	I told you that eventually, all the way to the end of the ride and only when you've shown that you can, you have to introduce an obligation. That is the Danish lesson, but that does not go in the trapaxy way, not in the DUO way, but after the specialists, the nudgers, the helpers and the experts of the University of Twente have determined that it works. And only then. Unfortunately, I cannot accept Mrs Prast's opt-out, although I note here that you are only doing something if you can. If someone doesn't feel like it for individual reasons, it's all allowed for a while, but not anymore at some point. Mrs. Prast asked about the 60 million. That amount currently relates to the current supplements and income tax messages, i.e. to the invitation to make a declaration and the attack, not to the notices of formal notice. That would be added, but because that is further beyond the horizon, it is not in that amount now. I simply forgot to answer Mr Van der Ven's question. I apologize for that. The tax year 2016 is the first year for which the first mandatory digital declaration exists according to current planning. This means that we will have to do so in the first quarter of 2017. For the most part, we have already done so, because that is how most people do it. Again, if there is reason to believe that the taxpayer is not ready for this obligation, it can also be postponed for another year. It depends very much on the experiences. We await the experiences. We'll check the gauges in the cockpit. If they do not indicate the correct position, action must be taken. Then we need to work harder, then other things have to be made up to attract taxpayers to the digital as the obvious route. I promise Mr Van der Ven to answer his other questions for the treatment of the Tax Plan in this Chamber. I thank him once again for his suggestion and for his enthusiasm for the VIA, which at least gives us a common hobby. Mrs Sent asks about the difference between the Danish and Dutch models. We do not want any difference, because we do not want to fall into the Finnish scenario but into the Danish scenario. This means a very carefully supervised journey, with the obligation at the end. Only then, at the end, must it. That is the timetable we advocate. That is also a bit of the Danish lesson, because it has led to success. It is also controlled by parliament. I have already indicated this in the direction of Mrs Prast. There has never been any hesitation at the Chamber to question the Secretary of State for Finance on the operational aspects of the Tax Administration. That will always be the case, whether it is the Tax Telephone or this problem. In the Omtzigt motion, the Lower House has already forced that Chamber, and thus the Upper Chamber, to be informed for every step. So the figures are added. Then one can say that one does not find something so fantastic and ask whether this or that can still be done.
ParlaMint-NL_2015-10-06-eerstekamer-9.u39	At what frequency will the monitoring take place?
