Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-HR-en_2017-02-03-0	ParlaMint-HR_2017-02-03-0.u24610	Minutes of the National Assembly of the Republic of Croatia, Term 9, Session 3	2017-02-03	Unicameralism	9. mandat	-	Zasedanje 3	2017-05-05	-	Reference	English	Chairperson	MP	notMinister	HDZ	Hrvatska demokratska zajednica	Coalition	Centre-right	ReinerŽeljko	Reiner, Željko	M	1953	
ParlaMint-HR-en_2017-02-03-0	ParlaMint-HR_2017-02-03-0.u24621	Minutes of the National Assembly of the Republic of Croatia, Term 9, Session 3	2017-02-03	Unicameralism	9. mandat	-	Zasedanje 3	2017-05-05	-	Reference	English	Regular	MP	notMinister	MOST	Most nezavisnih lista	Opposition	Centre-right to right	ŠimićMiroslav	Šimić, Miroslav	M	1975	
ParlaMint-HR-en_2017-02-03-0	ParlaMint-HR_2017-02-03-0.u24622	Minutes of the National Assembly of the Republic of Croatia, Term 9, Session 3	2017-02-03	Unicameralism	9. mandat	-	Zasedanje 3	2017-05-05	-	Reference	English	Chairperson	MP	notMinister	HDZ	Hrvatska demokratska zajednica	Coalition	Centre-right	ReinerŽeljko	Reiner, Željko	M	1953	
ParlaMint-HR-en_2017-02-03-0	ParlaMint-HR_2017-02-03-0.u24624	Minutes of the National Assembly of the Republic of Croatia, Term 9, Session 3	2017-02-03	Unicameralism	9. mandat	-	Zasedanje 3	2017-05-05	-	Reference	English	Regular	MP	notMinister	SDP	Socijaldemokratska partija Hrvatske	Coalition	Centre-left	VargaSiniša	Varga, Siniša	M	1965	
ParlaMint-HR-en_2017-02-03-0	ParlaMint-HR_2017-02-03-0.u24625	Minutes of the National Assembly of the Republic of Croatia, Term 9, Session 3	2017-02-03	Unicameralism	9. mandat	-	Zasedanje 3	2017-05-05	-	Reference	English	Chairperson	MP	notMinister	HDZ	Hrvatska demokratska zajednica	Coalition	Centre-right	ReinerŽeljko	Reiner, Željko	M	1953	
ParlaMint-HR-en_2017-02-03-0	ParlaMint-HR_2017-02-03-0.u24626	Minutes of the National Assembly of the Republic of Croatia, Term 9, Session 3	2017-02-03	Unicameralism	9. mandat	-	Zasedanje 3	2017-05-05	-	Reference	English	Regular	MP	notMinister	GLAS	Građansko-liberalni savez	Opposition	Centre-left	TurinaĐurićNada	Turina-Đurić, Nada	F	1964	
ParlaMint-HR-en_2017-02-03-0	ParlaMint-HR_2017-02-03-0.u24627	Minutes of the National Assembly of the Republic of Croatia, Term 9, Session 3	2017-02-03	Unicameralism	9. mandat	-	Zasedanje 3	2017-05-05	-	Reference	English	Chairperson	MP	notMinister	HDZ	Hrvatska demokratska zajednica	Coalition	Centre-right	ReinerŽeljko	Reiner, Željko	M	1953	
ParlaMint-HR-en_2017-02-03-0	ParlaMint-HR_2017-02-03-0.u24628	Minutes of the National Assembly of the Republic of Croatia, Term 9, Session 3	2017-02-03	Unicameralism	9. mandat	-	Zasedanje 3	2017-05-05	-	Reference	English	Regular	MP	notMinister	HDZ	Hrvatska demokratska zajednica	Coalition	Centre-right	ĆelićIvan	Ćelić, Ivan	M	1976	
ParlaMint-HR-en_2017-02-03-0	ParlaMint-HR_2017-02-03-0.u24629	Minutes of the National Assembly of the Republic of Croatia, Term 9, Session 3	2017-02-03	Unicameralism	9. mandat	-	Zasedanje 3	2017-05-05	-	Reference	English	Chairperson	MP	notMinister	HDZ	Hrvatska demokratska zajednica	Coalition	Centre-right	ReinerŽeljko	Reiner, Željko	M	1953	
ParlaMint-HR-en_2017-02-03-0	ParlaMint-HR_2017-02-03-0.u24630	Minutes of the National Assembly of the Republic of Croatia, Term 9, Session 3	2017-02-03	Unicameralism	9. mandat	-	Zasedanje 3	2017-05-05	-	Reference	English	Regular	MP	notMinister	MOST	Most nezavisnih lista	Opposition	Centre-right to right	ŠimićMiroslav	Šimić, Miroslav	M	1975	
ParlaMint-HR-en_2017-02-03-0	ParlaMint-HR_2017-02-03-0.u24631	Minutes of the National Assembly of the Republic of Croatia, Term 9, Session 3	2017-02-03	Unicameralism	9. mandat	-	Zasedanje 3	2017-05-05	-	Reference	English	Chairperson	MP	notMinister	HDZ	Hrvatska demokratska zajednica	Coalition	Centre-right	ReinerŽeljko	Reiner, Željko	M	1953	
