Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-SE-en_2016-02-24-prot-201516--69	i-5c4148c72c223ac9-0	Swedish parliamentary corpus ParlaMint-SE-en, 2015/16 nr. 69	2016-02-24	Unicameralism	2015/16	-	-	2015/16--69	-	Reference	English	Regular	-	-	-	-	-	-	-	-	-	-
ParlaMint-SE-en_2016-02-24-prot-201516--69	i-5c4148c72c223ac9-81	Swedish parliamentary corpus ParlaMint-SE-en, 2015/16 nr. 69	2016-02-24	Unicameralism	2015/16	-	-	2015/16--69	-	Reference	English	Regular	notMP	Minister	S	Socialdemokraterna	Coalition	Centre-left	Q237522	Wallström, Margot	F	-	
ParlaMint-SE-en_2016-02-24-prot-201516--69	i-5c4148c72c223ac9-86	Swedish parliamentary corpus ParlaMint-SE-en, 2015/16 nr. 69	2016-02-24	Unicameralism	2015/16	-	-	2015/16--69	-	Reference	English	Regular	MP	notMinister	C	Centerpartiet	-	Centre to centre-right	Q4964100	Lundgren, Kerstin	F	-	
ParlaMint-SE-en_2016-02-24-prot-201516--69	i-5c4148c72c223ac9-89	Swedish parliamentary corpus ParlaMint-SE-en, 2015/16 nr. 69	2016-02-24	Unicameralism	2015/16	-	-	2015/16--69	-	Reference	English	Regular	notMP	Minister	S	Socialdemokraterna	Coalition	Centre-left	Q237522	Wallström, Margot	F	-	
ParlaMint-SE-en_2016-02-24-prot-201516--69	i-5c4148c72c223ac9-91	Swedish parliamentary corpus ParlaMint-SE-en, 2015/16 nr. 69	2016-02-24	Unicameralism	2015/16	-	-	2015/16--69	-	Reference	English	Regular	MP	notMinister	V	Vänsterpartiet	-	Left	Q1581082	Linde, Hans	M	-	
ParlaMint-SE-en_2016-02-24-prot-201516--69	i-5c4148c72c223ac9-96	Swedish parliamentary corpus ParlaMint-SE-en, 2015/16 nr. 69	2016-02-24	Unicameralism	2015/16	-	-	2015/16--69	-	Reference	English	Regular	notMP	Minister	S	Socialdemokraterna	Coalition	Centre-left	Q237522	Wallström, Margot	F	-	
ParlaMint-SE-en_2016-02-24-prot-201516--69	i-5c4148c72c223ac9-102	Swedish parliamentary corpus ParlaMint-SE-en, 2015/16 nr. 69	2016-02-24	Unicameralism	2015/16	-	-	2015/16--69	-	Reference	English	Regular	MP	notMinister	V	Vänsterpartiet	-	Left	Q1581082	Linde, Hans	M	-	
ParlaMint-SE-en_2016-02-24-prot-201516--69	i-5c4148c72c223ac9-107	Swedish parliamentary corpus ParlaMint-SE-en, 2015/16 nr. 69	2016-02-24	Unicameralism	2015/16	-	-	2015/16--69	-	Reference	English	Regular	notMP	Minister	S	Socialdemokraterna	Coalition	Centre-left	Q237522	Wallström, Margot	F	-	
ParlaMint-SE-en_2016-02-24-prot-201516--69	i-5c4148c72c223ac9-109	Swedish parliamentary corpus ParlaMint-SE-en, 2015/16 nr. 69	2016-02-24	Unicameralism	2015/16	-	-	2015/16--69	-	Reference	English	Regular	MP	notMinister	L	Liberalerna	-	Centre-right	Q429001	Ohlsson, Birgitta	F	-	
ParlaMint-SE-en_2016-02-24-prot-201516--69	i-5c4148c72c223ac9-115	Swedish parliamentary corpus ParlaMint-SE-en, 2015/16 nr. 69	2016-02-24	Unicameralism	2015/16	-	-	2015/16--69	-	Reference	English	Regular	notMP	Minister	S	Socialdemokraterna	Coalition	Centre-left	Q237522	Wallström, Margot	F	-	
ParlaMint-SE-en_2016-02-24-prot-201516--69	i-5c4148c72c223ac9-121	Swedish parliamentary corpus ParlaMint-SE-en, 2015/16 nr. 69	2016-02-24	Unicameralism	2015/16	-	-	2015/16--69	-	Reference	English	Regular	MP	notMinister	L	Liberalerna	-	Centre-right	Q429001	Ohlsson, Birgitta	F	-	
ParlaMint-SE-en_2016-02-24-prot-201516--69	i-5c4148c72c223ac9-124	Swedish parliamentary corpus ParlaMint-SE-en, 2015/16 nr. 69	2016-02-24	Unicameralism	2015/16	-	-	2015/16--69	-	Reference	English	Regular	notMP	Minister	S	Socialdemokraterna	Coalition	Centre-left	Q237522	Wallström, Margot	F	-	
ParlaMint-SE-en_2016-02-24-prot-201516--69	i-5c4148c72c223ac9-126	Swedish parliamentary corpus ParlaMint-SE-en, 2015/16 nr. 69	2016-02-24	Unicameralism	2015/16	-	-	2015/16--69	-	Reference	English	Regular	MP	notMinister	KD	Kristdemokraterna	-	Centre-right to right	Q18238286	Damm, Sofia	F	-	
ParlaMint-SE-en_2016-02-24-prot-201516--69	i-5c4148c72c223ac9-133	Swedish parliamentary corpus ParlaMint-SE-en, 2015/16 nr. 69	2016-02-24	Unicameralism	2015/16	-	-	2015/16--69	-	Reference	English	Regular	notMP	Minister	S	Socialdemokraterna	Coalition	Centre-left	Q237522	Wallström, Margot	F	-	
ParlaMint-SE-en_2016-02-24-prot-201516--69	i-5c4148c72c223ac9-139	Swedish parliamentary corpus ParlaMint-SE-en, 2015/16 nr. 69	2016-02-24	Unicameralism	2015/16	-	-	2015/16--69	-	Reference	English	Regular	MP	notMinister	KD	Kristdemokraterna	-	Centre-right to right	Q18238286	Damm, Sofia	F	-	
ParlaMint-SE-en_2016-02-24-prot-201516--69	i-5c4148c72c223ac9-144	Swedish parliamentary corpus ParlaMint-SE-en, 2015/16 nr. 69	2016-02-24	Unicameralism	2015/16	-	-	2015/16--69	-	Reference	English	Regular	notMP	Minister	S	Socialdemokraterna	Coalition	Centre-left	Q237522	Wallström, Margot	F	-	
ParlaMint-SE-en_2016-02-24-prot-201516--69	i-5c4148c72c223ac9-147	Swedish parliamentary corpus ParlaMint-SE-en, 2015/16 nr. 69	2016-02-24	Unicameralism	2015/16	-	-	2015/16--69	-	Reference	English	Regular	MP	notMinister	M	Moderaterna	-	Centre-right	Q3544279	Enström, Karin	F	-	
ParlaMint-SE-en_2016-02-24-prot-201516--69	i-5c4148c72c223ac9-170	Swedish parliamentary corpus ParlaMint-SE-en, 2015/16 nr. 69	2016-02-24	Unicameralism	2015/16	-	-	2015/16--69	-	Reference	English	Regular	MP	notMinister	SD	Sverigedemokraterna	-	Right to far-right	Q4959972	Kronlid, Julia	F	-	
ParlaMint-SE-en_2016-02-24-prot-201516--69	i-5c4148c72c223ac9-171	Swedish parliamentary corpus ParlaMint-SE-en, 2015/16 nr. 69	2016-02-24	Unicameralism	2015/16	-	-	2015/16--69	-	Reference	English	Regular	MP	notMinister	M	Moderaterna	-	Centre-right	Q3544279	Enström, Karin	F	-	
ParlaMint-SE-en_2016-02-24-prot-201516--69	i-5c4148c72c223ac9-176	Swedish parliamentary corpus ParlaMint-SE-en, 2015/16 nr. 69	2016-02-24	Unicameralism	2015/16	-	-	2015/16--69	-	Reference	English	Regular	MP	notMinister	SD	Sverigedemokraterna	-	Right to far-right	Q4959972	Kronlid, Julia	F	-	
ParlaMint-SE-en_2016-02-24-prot-201516--69	i-5c4148c72c223ac9-178	Swedish parliamentary corpus ParlaMint-SE-en, 2015/16 nr. 69	2016-02-24	Unicameralism	2015/16	-	-	2015/16--69	-	Reference	English	Regular	MP	notMinister	M	Moderaterna	-	Centre-right	Q3544279	Enström, Karin	F	-	
ParlaMint-SE-en_2016-02-24-prot-201516--69	i-5c4148c72c223ac9-180	Swedish parliamentary corpus ParlaMint-SE-en, 2015/16 nr. 69	2016-02-24	Unicameralism	2015/16	-	-	2015/16--69	-	Reference	English	Regular	MP	notMinister	MP;Q61791721	Miljöpartiet;Partiet Vändpunkt	Coalition	Centre-left	Q5998644	Mutt, Valter	M	-	
ParlaMint-SE-en_2016-02-24-prot-201516--69	i-5c4148c72c223ac9-184	Swedish parliamentary corpus ParlaMint-SE-en, 2015/16 nr. 69	2016-02-24	Unicameralism	2015/16	-	-	2015/16--69	-	Reference	English	Regular	MP	notMinister	M	Moderaterna	-	Centre-right	Q3544279	Enström, Karin	F	-	
ParlaMint-SE-en_2016-02-24-prot-201516--69	i-5c4148c72c223ac9-188	Swedish parliamentary corpus ParlaMint-SE-en, 2015/16 nr. 69	2016-02-24	Unicameralism	2015/16	-	-	2015/16--69	-	Reference	English	Regular	MP	notMinister	MP;Q61791721	Miljöpartiet;Partiet Vändpunkt	Coalition	Centre-left	Q5998644	Mutt, Valter	M	-	
ParlaMint-SE-en_2016-02-24-prot-201516--69	i-5c4148c72c223ac9-190	Swedish parliamentary corpus ParlaMint-SE-en, 2015/16 nr. 69	2016-02-24	Unicameralism	2015/16	-	-	2015/16--69	-	Reference	English	Regular	MP	notMinister	M	Moderaterna	-	Centre-right	Q3544279	Enström, Karin	F	-	
ParlaMint-SE-en_2016-02-24-prot-201516--69	i-5c4148c72c223ac9-193	Swedish parliamentary corpus ParlaMint-SE-en, 2015/16 nr. 69	2016-02-24	Unicameralism	2015/16	-	-	2015/16--69	-	Reference	English	Regular	MP	notMinister	V	Vänsterpartiet	-	Left	Q1581082	Linde, Hans	M	-	
ParlaMint-SE-en_2016-02-24-prot-201516--69	i-5c4148c72c223ac9-196	Swedish parliamentary corpus ParlaMint-SE-en, 2015/16 nr. 69	2016-02-24	Unicameralism	2015/16	-	-	2015/16--69	-	Reference	English	Regular	MP	notMinister	M	Moderaterna	-	Centre-right	Q3544279	Enström, Karin	F	-	
ParlaMint-SE-en_2016-02-24-prot-201516--69	i-5c4148c72c223ac9-200	Swedish parliamentary corpus ParlaMint-SE-en, 2015/16 nr. 69	2016-02-24	Unicameralism	2015/16	-	-	2015/16--69	-	Reference	English	Regular	MP	notMinister	V	Vänsterpartiet	-	Left	Q1581082	Linde, Hans	M	-	
ParlaMint-SE-en_2016-02-24-prot-201516--69	i-5c4148c72c223ac9-203	Swedish parliamentary corpus ParlaMint-SE-en, 2015/16 nr. 69	2016-02-24	Unicameralism	2015/16	-	-	2015/16--69	-	Reference	English	Regular	MP	notMinister	M	Moderaterna	-	Centre-right	Q3544279	Enström, Karin	F	-	
ParlaMint-SE-en_2016-02-24-prot-201516--69	i-5c4148c72c223ac9-207	Swedish parliamentary corpus ParlaMint-SE-en, 2015/16 nr. 69	2016-02-24	Unicameralism	2015/16	-	-	2015/16--69	-	Reference	English	Regular	MP	notMinister	SD	Sverigedemokraterna	-	Right to far-right	Q4959972	Kronlid, Julia	F	-	
ParlaMint-SE-en_2016-02-24-prot-201516--69	i-5c4148c72c223ac9-231	Swedish parliamentary corpus ParlaMint-SE-en, 2015/16 nr. 69	2016-02-24	Unicameralism	2015/16	-	-	2015/16--69	-	Reference	English	Regular	MP	notMinister	MP;Q61791721	Miljöpartiet;Partiet Vändpunkt	Coalition	Centre-left	Q5998644	Mutt, Valter	M	-	
ParlaMint-SE-en_2016-02-24-prot-201516--69	i-5c4148c72c223ac9-246	Swedish parliamentary corpus ParlaMint-SE-en, 2015/16 nr. 69	2016-02-24	Unicameralism	2015/16	-	-	2015/16--69	-	Reference	English	Regular	MP	notMinister	M	Moderaterna	-	Centre-right	Q3544279	Enström, Karin	F	-	
ParlaMint-SE-en_2016-02-24-prot-201516--69	i-5c4148c72c223ac9-251	Swedish parliamentary corpus ParlaMint-SE-en, 2015/16 nr. 69	2016-02-24	Unicameralism	2015/16	-	-	2015/16--69	-	Reference	English	Regular	MP	notMinister	MP;Q61791721	Miljöpartiet;Partiet Vändpunkt	Coalition	Centre-left	Q5998644	Mutt, Valter	M	-	
ParlaMint-SE-en_2016-02-24-prot-201516--69	i-5c4148c72c223ac9-256	Swedish parliamentary corpus ParlaMint-SE-en, 2015/16 nr. 69	2016-02-24	Unicameralism	2015/16	-	-	2015/16--69	-	Reference	English	Regular	MP	notMinister	M	Moderaterna	-	Centre-right	Q3544279	Enström, Karin	F	-	
ParlaMint-SE-en_2016-02-24-prot-201516--69	i-5c4148c72c223ac9-259	Swedish parliamentary corpus ParlaMint-SE-en, 2015/16 nr. 69	2016-02-24	Unicameralism	2015/16	-	-	2015/16--69	-	Reference	English	Regular	MP	notMinister	MP;Q61791721	Miljöpartiet;Partiet Vändpunkt	Coalition	Centre-left	Q5998644	Mutt, Valter	M	-	
ParlaMint-SE-en_2016-02-24-prot-201516--69	i-5c4148c72c223ac9-261	Swedish parliamentary corpus ParlaMint-SE-en, 2015/16 nr. 69	2016-02-24	Unicameralism	2015/16	-	-	2015/16--69	-	Reference	English	Regular	MP	notMinister	SD	Sverigedemokraterna	-	Right to far-right	Q4959972	Kronlid, Julia	F	-	
ParlaMint-SE-en_2016-02-24-prot-201516--69	i-5c4148c72c223ac9-265	Swedish parliamentary corpus ParlaMint-SE-en, 2015/16 nr. 69	2016-02-24	Unicameralism	2015/16	-	-	2015/16--69	-	Reference	English	Regular	MP	notMinister	MP;Q61791721	Miljöpartiet;Partiet Vändpunkt	Coalition	Centre-left	Q5998644	Mutt, Valter	M	-	
ParlaMint-SE-en_2016-02-24-prot-201516--69	i-5c4148c72c223ac9-268	Swedish parliamentary corpus ParlaMint-SE-en, 2015/16 nr. 69	2016-02-24	Unicameralism	2015/16	-	-	2015/16--69	-	Reference	English	Regular	MP	notMinister	SD	Sverigedemokraterna	-	Right to far-right	Q4959972	Kronlid, Julia	F	-	
ParlaMint-SE-en_2016-02-24-prot-201516--69	i-5c4148c72c223ac9-271	Swedish parliamentary corpus ParlaMint-SE-en, 2015/16 nr. 69	2016-02-24	Unicameralism	2015/16	-	-	2015/16--69	-	Reference	English	Regular	MP	notMinister	MP;Q61791721	Miljöpartiet;Partiet Vändpunkt	Coalition	Centre-left	Q5998644	Mutt, Valter	M	-	
ParlaMint-SE-en_2016-02-24-prot-201516--69	i-5c4148c72c223ac9-273	Swedish parliamentary corpus ParlaMint-SE-en, 2015/16 nr. 69	2016-02-24	Unicameralism	2015/16	-	-	2015/16--69	-	Reference	English	Regular	MP	notMinister	C	Centerpartiet	-	Centre to centre-right	Q4964100	Lundgren, Kerstin	F	-	
ParlaMint-SE-en_2016-02-24-prot-201516--69	i-5c4148c72c223ac9-277	Swedish parliamentary corpus ParlaMint-SE-en, 2015/16 nr. 69	2016-02-24	Unicameralism	2015/16	-	-	2015/16--69	-	Reference	English	Regular	MP	notMinister	MP;Q61791721	Miljöpartiet;Partiet Vändpunkt	Coalition	Centre-left	Q5998644	Mutt, Valter	M	-	
ParlaMint-SE-en_2016-02-24-prot-201516--69	i-5c4148c72c223ac9-279	Swedish parliamentary corpus ParlaMint-SE-en, 2015/16 nr. 69	2016-02-24	Unicameralism	2015/16	-	-	2015/16--69	-	Reference	English	Regular	MP	notMinister	C	Centerpartiet	-	Centre to centre-right	Q4964100	Lundgren, Kerstin	F	-	
ParlaMint-SE-en_2016-02-24-prot-201516--69	i-5c4148c72c223ac9-281	Swedish parliamentary corpus ParlaMint-SE-en, 2015/16 nr. 69	2016-02-24	Unicameralism	2015/16	-	-	2015/16--69	-	Reference	English	Regular	MP	notMinister	MP;Q61791721	Miljöpartiet;Partiet Vändpunkt	Coalition	Centre-left	Q5998644	Mutt, Valter	M	-	
ParlaMint-SE-en_2016-02-24-prot-201516--69	i-5c4148c72c223ac9-284	Swedish parliamentary corpus ParlaMint-SE-en, 2015/16 nr. 69	2016-02-24	Unicameralism	2015/16	-	-	2015/16--69	-	Reference	English	Regular	MP	notMinister	V	Vänsterpartiet	-	Left	Q1581082	Linde, Hans	M	-	
ParlaMint-SE-en_2016-02-24-prot-201516--69	i-5c4148c72c223ac9-289	Swedish parliamentary corpus ParlaMint-SE-en, 2015/16 nr. 69	2016-02-24	Unicameralism	2015/16	-	-	2015/16--69	-	Reference	English	Regular	MP	notMinister	MP;Q61791721	Miljöpartiet;Partiet Vändpunkt	Coalition	Centre-left	Q5998644	Mutt, Valter	M	-	
ParlaMint-SE-en_2016-02-24-prot-201516--69	i-5c4148c72c223ac9-290	Swedish parliamentary corpus ParlaMint-SE-en, 2015/16 nr. 69	2016-02-24	Unicameralism	2015/16	-	-	2015/16--69	-	Reference	English	Regular	MP	notMinister	V	Vänsterpartiet	-	Left	Q1581082	Linde, Hans	M	-	
ParlaMint-SE-en_2016-02-24-prot-201516--69	i-5c4148c72c223ac9-294	Swedish parliamentary corpus ParlaMint-SE-en, 2015/16 nr. 69	2016-02-24	Unicameralism	2015/16	-	-	2015/16--69	-	Reference	English	Regular	MP	notMinister	MP;Q61791721	Miljöpartiet;Partiet Vändpunkt	Coalition	Centre-left	Q5998644	Mutt, Valter	M	-	
ParlaMint-SE-en_2016-02-24-prot-201516--69	i-5c4148c72c223ac9-295	Swedish parliamentary corpus ParlaMint-SE-en, 2015/16 nr. 69	2016-02-24	Unicameralism	2015/16	-	-	2015/16--69	-	Reference	English	Regular	MP	notMinister	L	Liberalerna	-	Centre-right	Q429001	Ohlsson, Birgitta	F	-	
ParlaMint-SE-en_2016-02-24-prot-201516--69	i-5c4148c72c223ac9-300	Swedish parliamentary corpus ParlaMint-SE-en, 2015/16 nr. 69	2016-02-24	Unicameralism	2015/16	-	-	2015/16--69	-	Reference	English	Regular	MP	notMinister	MP;Q61791721	Miljöpartiet;Partiet Vändpunkt	Coalition	Centre-left	Q5998644	Mutt, Valter	M	-	
ParlaMint-SE-en_2016-02-24-prot-201516--69	i-5c4148c72c223ac9-303	Swedish parliamentary corpus ParlaMint-SE-en, 2015/16 nr. 69	2016-02-24	Unicameralism	2015/16	-	-	2015/16--69	-	Reference	English	Regular	MP	notMinister	L	Liberalerna	-	Centre-right	Q429001	Ohlsson, Birgitta	F	-	
ParlaMint-SE-en_2016-02-24-prot-201516--69	i-5c4148c72c223ac9-306	Swedish parliamentary corpus ParlaMint-SE-en, 2015/16 nr. 69	2016-02-24	Unicameralism	2015/16	-	-	2015/16--69	-	Reference	English	Regular	MP	notMinister	MP;Q61791721	Miljöpartiet;Partiet Vändpunkt	Coalition	Centre-left	Q5998644	Mutt, Valter	M	-	
ParlaMint-SE-en_2016-02-24-prot-201516--69	i-5c4148c72c223ac9-310	Swedish parliamentary corpus ParlaMint-SE-en, 2015/16 nr. 69	2016-02-24	Unicameralism	2015/16	-	-	2015/16--69	-	Reference	English	Regular	MP	notMinister	KD	Kristdemokraterna	-	Centre-right to right	Q18238286	Damm, Sofia	F	-	
ParlaMint-SE-en_2016-02-24-prot-201516--69	i-5c4148c72c223ac9-313	Swedish parliamentary corpus ParlaMint-SE-en, 2015/16 nr. 69	2016-02-24	Unicameralism	2015/16	-	-	2015/16--69	-	Reference	English	Regular	MP	notMinister	MP;Q61791721	Miljöpartiet;Partiet Vändpunkt	Coalition	Centre-left	Q5998644	Mutt, Valter	M	-	
ParlaMint-SE-en_2016-02-24-prot-201516--69	i-5c4148c72c223ac9-318	Swedish parliamentary corpus ParlaMint-SE-en, 2015/16 nr. 69	2016-02-24	Unicameralism	2015/16	-	-	2015/16--69	-	Reference	English	Regular	MP	notMinister	KD	Kristdemokraterna	-	Centre-right to right	Q18238286	Damm, Sofia	F	-	
ParlaMint-SE-en_2016-02-24-prot-201516--69	i-5c4148c72c223ac9-321	Swedish parliamentary corpus ParlaMint-SE-en, 2015/16 nr. 69	2016-02-24	Unicameralism	2015/16	-	-	2015/16--69	-	Reference	English	Regular	MP	notMinister	MP;Q61791721	Miljöpartiet;Partiet Vändpunkt	Coalition	Centre-left	Q5998644	Mutt, Valter	M	-	
ParlaMint-SE-en_2016-02-24-prot-201516--69	i-5c4148c72c223ac9-323	Swedish parliamentary corpus ParlaMint-SE-en, 2015/16 nr. 69	2016-02-24	Unicameralism	2015/16	-	-	2015/16--69	-	Reference	English	Regular	MP	notMinister	C	Centerpartiet	-	Centre to centre-right	Q4964100	Lundgren, Kerstin	F	-	
ParlaMint-SE-en_2016-02-24-prot-201516--69	i-5c4148c72c223ac9-340	Swedish parliamentary corpus ParlaMint-SE-en, 2015/16 nr. 69	2016-02-24	Unicameralism	2015/16	-	-	2015/16--69	-	Reference	English	Regular	MP	notMinister	MP;Q61791721	Miljöpartiet;Partiet Vändpunkt	Coalition	Centre-left	Q5998644	Mutt, Valter	M	-	
ParlaMint-SE-en_2016-02-24-prot-201516--69	i-5c4148c72c223ac9-345	Swedish parliamentary corpus ParlaMint-SE-en, 2015/16 nr. 69	2016-02-24	Unicameralism	2015/16	-	-	2015/16--69	-	Reference	English	Regular	MP	notMinister	C	Centerpartiet	-	Centre to centre-right	Q4964100	Lundgren, Kerstin	F	-	
ParlaMint-SE-en_2016-02-24-prot-201516--69	i-5c4148c72c223ac9-349	Swedish parliamentary corpus ParlaMint-SE-en, 2015/16 nr. 69	2016-02-24	Unicameralism	2015/16	-	-	2015/16--69	-	Reference	English	Regular	MP	notMinister	MP;Q61791721	Miljöpartiet;Partiet Vändpunkt	Coalition	Centre-left	Q5998644	Mutt, Valter	M	-	
ParlaMint-SE-en_2016-02-24-prot-201516--69	i-5c4148c72c223ac9-351	Swedish parliamentary corpus ParlaMint-SE-en, 2015/16 nr. 69	2016-02-24	Unicameralism	2015/16	-	-	2015/16--69	-	Reference	English	Regular	MP	notMinister	C	Centerpartiet	-	Centre to centre-right	Q4964100	Lundgren, Kerstin	F	-	
ParlaMint-SE-en_2016-02-24-prot-201516--69	i-5c4148c72c223ac9-354	Swedish parliamentary corpus ParlaMint-SE-en, 2015/16 nr. 69	2016-02-24	Unicameralism	2015/16	-	-	2015/16--69	-	Reference	English	Regular	MP	notMinister	V	Vänsterpartiet	-	Left	Q1581082	Linde, Hans	M	-	
ParlaMint-SE-en_2016-02-24-prot-201516--69	i-5c4148c72c223ac9-372	Swedish parliamentary corpus ParlaMint-SE-en, 2015/16 nr. 69	2016-02-24	Unicameralism	2015/16	-	-	2015/16--69	-	Reference	English	Regular	MP	notMinister	C	Centerpartiet	-	Centre to centre-right	Q4964100	Lundgren, Kerstin	F	-	
ParlaMint-SE-en_2016-02-24-prot-201516--69	i-5c4148c72c223ac9-376	Swedish parliamentary corpus ParlaMint-SE-en, 2015/16 nr. 69	2016-02-24	Unicameralism	2015/16	-	-	2015/16--69	-	Reference	English	Regular	MP	notMinister	V	Vänsterpartiet	-	Left	Q1581082	Linde, Hans	M	-	
ParlaMint-SE-en_2016-02-24-prot-201516--69	i-5c4148c72c223ac9-381	Swedish parliamentary corpus ParlaMint-SE-en, 2015/16 nr. 69	2016-02-24	Unicameralism	2015/16	-	-	2015/16--69	-	Reference	English	Regular	MP	notMinister	C	Centerpartiet	-	Centre to centre-right	Q4964100	Lundgren, Kerstin	F	-	
ParlaMint-SE-en_2016-02-24-prot-201516--69	i-5c4148c72c223ac9-383	Swedish parliamentary corpus ParlaMint-SE-en, 2015/16 nr. 69	2016-02-24	Unicameralism	2015/16	-	-	2015/16--69	-	Reference	English	Regular	MP	notMinister	V	Vänsterpartiet	-	Left	Q1581082	Linde, Hans	M	-	
ParlaMint-SE-en_2016-02-24-prot-201516--69	i-5c4148c72c223ac9-386	Swedish parliamentary corpus ParlaMint-SE-en, 2015/16 nr. 69	2016-02-24	Unicameralism	2015/16	-	-	2015/16--69	-	Reference	English	Regular	MP	notMinister	KD	Kristdemokraterna	-	Centre-right to right	Q18238286	Damm, Sofia	F	-	
ParlaMint-SE-en_2016-02-24-prot-201516--69	i-5c4148c72c223ac9-391	Swedish parliamentary corpus ParlaMint-SE-en, 2015/16 nr. 69	2016-02-24	Unicameralism	2015/16	-	-	2015/16--69	-	Reference	English	Regular	MP	notMinister	V	Vänsterpartiet	-	Left	Q1581082	Linde, Hans	M	-	
ParlaMint-SE-en_2016-02-24-prot-201516--69	i-5c4148c72c223ac9-395	Swedish parliamentary corpus ParlaMint-SE-en, 2015/16 nr. 69	2016-02-24	Unicameralism	2015/16	-	-	2015/16--69	-	Reference	English	Regular	MP	notMinister	KD	Kristdemokraterna	-	Centre-right to right	Q18238286	Damm, Sofia	F	-	
