Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-SE-en_2016-09-16-prot-201617--4	i-f8638303d5efc6e9-0	Swedish parliamentary corpus ParlaMint-SE-en, 2016/17 nr. 4	2016-09-16	Unicameralism	2016/17	-	-	2016/17--4	-	Reference	English	Regular	notMP	Minister	S	Socialdemokraterna	Coalition	Centre-left	Q3370162	Hultqvist, Peter	M	-	
ParlaMint-SE-en_2016-09-16-prot-201617--4	i-f8638303d5efc6e9-90	Swedish parliamentary corpus ParlaMint-SE-en, 2016/17 nr. 4	2016-09-16	Unicameralism	2016/17	-	-	2016/17--4	-	Reference	English	Regular	MP	notMinister	L	Liberalerna	-	Centre-right	Q5781437	Haddad, Roger	M	-	
ParlaMint-SE-en_2016-09-16-prot-201617--4	i-f8638303d5efc6e9-98	Swedish parliamentary corpus ParlaMint-SE-en, 2016/17 nr. 4	2016-09-16	Unicameralism	2016/17	-	-	2016/17--4	-	Reference	English	Regular	notMP	Minister	S	Socialdemokraterna	Coalition	Centre-left	Q5887217	Johansson, Morgan	M	-	
ParlaMint-SE-en_2016-09-16-prot-201617--4	i-f8638303d5efc6e9-105	Swedish parliamentary corpus ParlaMint-SE-en, 2016/17 nr. 4	2016-09-16	Unicameralism	2016/17	-	-	2016/17--4	-	Reference	English	Regular	MP	notMinister	L	Liberalerna	-	Centre-right	Q5781437	Haddad, Roger	M	-	
ParlaMint-SE-en_2016-09-16-prot-201617--4	i-f8638303d5efc6e9-109	Swedish parliamentary corpus ParlaMint-SE-en, 2016/17 nr. 4	2016-09-16	Unicameralism	2016/17	-	-	2016/17--4	-	Reference	English	Regular	notMP	Minister	S	Socialdemokraterna	Coalition	Centre-left	Q5887217	Johansson, Morgan	M	-	
ParlaMint-SE-en_2016-09-16-prot-201617--4	i-f8638303d5efc6e9-113	Swedish parliamentary corpus ParlaMint-SE-en, 2016/17 nr. 4	2016-09-16	Unicameralism	2016/17	-	-	2016/17--4	-	Reference	English	Regular	notMP	Minister	S	Socialdemokraterna	Coalition	Centre-left	Q3375050	Ygeman, Anders	M	-	
ParlaMint-SE-en_2016-09-16-prot-201617--4	i-f8638303d5efc6e9-117	Swedish parliamentary corpus ParlaMint-SE-en, 2016/17 nr. 4	2016-09-16	Unicameralism	2016/17	-	-	2016/17--4	-	Reference	English	Regular	MP	notMinister	M	Moderaterna	-	Centre-right	Q297850	Ask, Beatrice	F	-	
ParlaMint-SE-en_2016-09-16-prot-201617--4	i-f8638303d5efc6e9-125	Swedish parliamentary corpus ParlaMint-SE-en, 2016/17 nr. 4	2016-09-16	Unicameralism	2016/17	-	-	2016/17--4	-	Reference	English	Regular	notMP	Minister	S	Socialdemokraterna	Coalition	Centre-left	Q3375050	Ygeman, Anders	M	-	
ParlaMint-SE-en_2016-09-16-prot-201617--4	i-f8638303d5efc6e9-133	Swedish parliamentary corpus ParlaMint-SE-en, 2016/17 nr. 4	2016-09-16	Unicameralism	2016/17	-	-	2016/17--4	-	Reference	English	Regular	MP	notMinister	M	Moderaterna	-	Centre-right	Q297850	Ask, Beatrice	F	-	
ParlaMint-SE-en_2016-09-16-prot-201617--4	i-f8638303d5efc6e9-145	Swedish parliamentary corpus ParlaMint-SE-en, 2016/17 nr. 4	2016-09-16	Unicameralism	2016/17	-	-	2016/17--4	-	Reference	English	Regular	notMP	Minister	S	Socialdemokraterna	Coalition	Centre-left	Q3375050	Ygeman, Anders	M	-	
ParlaMint-SE-en_2016-09-16-prot-201617--4	i-f8638303d5efc6e9-154	Swedish parliamentary corpus ParlaMint-SE-en, 2016/17 nr. 4	2016-09-16	Unicameralism	2016/17	-	-	2016/17--4	-	Reference	English	Regular	MP	notMinister	M	Moderaterna	-	Centre-right	Q297850	Ask, Beatrice	F	-	
ParlaMint-SE-en_2016-09-16-prot-201617--4	i-f8638303d5efc6e9-160	Swedish parliamentary corpus ParlaMint-SE-en, 2016/17 nr. 4	2016-09-16	Unicameralism	2016/17	-	-	2016/17--4	-	Reference	English	Regular	notMP	Minister	S	Socialdemokraterna	Coalition	Centre-left	Q3375050	Ygeman, Anders	M	-	
