Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-NL-en_2016-09-27-tweedekamer-23	ParlaMint-NL_2016-09-27-tweedekamer-23.u1	Report of the meeting of the Dutch Lower House, Meeting 4, Session 23 (2016-09-27)	2016-09-27	Lower house	Meeting of the 28th Tweede Kamer	Session 23	Meeting 4	Sitting 2016-09-27	-	Reference	English	Regular	notMP	notMinister	CU	ChristenUnie	Opposition	Centre-right	Gert-JanSegers	Segers, Gert-Jan	M	1969	
ParlaMint-NL-en_2016-09-27-tweedekamer-23	ParlaMint-NL_2016-09-27-tweedekamer-23.u12	Report of the meeting of the Dutch Lower House, Meeting 4, Session 23 (2016-09-27)	2016-09-27	Lower house	Meeting of the 28th Tweede Kamer	Session 23	Meeting 4	Sitting 2016-09-27	-	Reference	English	Regular	notMP	notMinister	CU	ChristenUnie	Opposition	Centre-right	Gert-JanSegers	Segers, Gert-Jan	M	1969	
ParlaMint-NL-en_2016-09-27-tweedekamer-23	ParlaMint-NL_2016-09-27-tweedekamer-23.u13	Report of the meeting of the Dutch Lower House, Meeting 4, Session 23 (2016-09-27)	2016-09-27	Lower house	Meeting of the 28th Tweede Kamer	Session 23	Meeting 4	Sitting 2016-09-27	-	Reference	English	Regular	notMP	Minister	-	-	-	-	ArdvanderSteur	van der Steur, Ard	M	1969	
ParlaMint-NL-en_2016-09-27-tweedekamer-23	ParlaMint-NL_2016-09-27-tweedekamer-23.u14	Report of the meeting of the Dutch Lower House, Meeting 4, Session 23 (2016-09-27)	2016-09-27	Lower house	Meeting of the 28th Tweede Kamer	Session 23	Meeting 4	Sitting 2016-09-27	-	Reference	English	Chairperson	MP	notMinister	PvdA	Partij van de Arbeid	Coalition	Centre-left	KhadijaArib	Arib, Khadija	F	1960	
ParlaMint-NL-en_2016-09-27-tweedekamer-23	ParlaMint-NL_2016-09-27-tweedekamer-23.u15	Report of the meeting of the Dutch Lower House, Meeting 4, Session 23 (2016-09-27)	2016-09-27	Lower house	Meeting of the 28th Tweede Kamer	Session 23	Meeting 4	Sitting 2016-09-27	-	Reference	English	Regular	notMP	Minister	-	-	-	-	ArdvanderSteur	van der Steur, Ard	M	1969	
ParlaMint-NL-en_2016-09-27-tweedekamer-23	ParlaMint-NL_2016-09-27-tweedekamer-23.u16	Report of the meeting of the Dutch Lower House, Meeting 4, Session 23 (2016-09-27)	2016-09-27	Lower house	Meeting of the 28th Tweede Kamer	Session 23	Meeting 4	Sitting 2016-09-27	-	Reference	English	Chairperson	MP	notMinister	PvdA	Partij van de Arbeid	Coalition	Centre-left	KhadijaArib	Arib, Khadija	F	1960	
ParlaMint-NL-en_2016-09-27-tweedekamer-23	ParlaMint-NL_2016-09-27-tweedekamer-23.u17	Report of the meeting of the Dutch Lower House, Meeting 4, Session 23 (2016-09-27)	2016-09-27	Lower house	Meeting of the 28th Tweede Kamer	Session 23	Meeting 4	Sitting 2016-09-27	-	Reference	English	Regular	notMP	notMinister	CU	ChristenUnie	Opposition	Centre-right	Gert-JanSegers	Segers, Gert-Jan	M	1969	
ParlaMint-NL-en_2016-09-27-tweedekamer-23	ParlaMint-NL_2016-09-27-tweedekamer-23.u18	Report of the meeting of the Dutch Lower House, Meeting 4, Session 23 (2016-09-27)	2016-09-27	Lower house	Meeting of the 28th Tweede Kamer	Session 23	Meeting 4	Sitting 2016-09-27	-	Reference	English	Regular	notMP	Minister	-	-	-	-	ArdvanderSteur	van der Steur, Ard	M	1969	
ParlaMint-NL-en_2016-09-27-tweedekamer-23	ParlaMint-NL_2016-09-27-tweedekamer-23.u19	Report of the meeting of the Dutch Lower House, Meeting 4, Session 23 (2016-09-27)	2016-09-27	Lower house	Meeting of the 28th Tweede Kamer	Session 23	Meeting 4	Sitting 2016-09-27	-	Reference	English	Chairperson	MP	notMinister	PvdA	Partij van de Arbeid	Coalition	Centre-left	KhadijaArib	Arib, Khadija	F	1960	
ParlaMint-NL-en_2016-09-27-tweedekamer-23	ParlaMint-NL_2016-09-27-tweedekamer-23.u20	Report of the meeting of the Dutch Lower House, Meeting 4, Session 23 (2016-09-27)	2016-09-27	Lower house	Meeting of the 28th Tweede Kamer	Session 23	Meeting 4	Sitting 2016-09-27	-	Reference	English	Regular	MP	notMinister	VVD	Volkspartij voor Vrijheid en Democratie	Coalition	Centre-right	FoortvanOosten	van Oosten, Foort	M	1977	
ParlaMint-NL-en_2016-09-27-tweedekamer-23	ParlaMint-NL_2016-09-27-tweedekamer-23.u21	Report of the meeting of the Dutch Lower House, Meeting 4, Session 23 (2016-09-27)	2016-09-27	Lower house	Meeting of the 28th Tweede Kamer	Session 23	Meeting 4	Sitting 2016-09-27	-	Reference	English	Chairperson	MP	notMinister	PvdA	Partij van de Arbeid	Coalition	Centre-left	KhadijaArib	Arib, Khadija	F	1960	
ParlaMint-NL-en_2016-09-27-tweedekamer-23	ParlaMint-NL_2016-09-27-tweedekamer-23.u22	Report of the meeting of the Dutch Lower House, Meeting 4, Session 23 (2016-09-27)	2016-09-27	Lower house	Meeting of the 28th Tweede Kamer	Session 23	Meeting 4	Sitting 2016-09-27	-	Reference	English	Regular	notMP	Minister	-	-	-	-	ArdvanderSteur	van der Steur, Ard	M	1969	
ParlaMint-NL-en_2016-09-27-tweedekamer-23	ParlaMint-NL_2016-09-27-tweedekamer-23.u23	Report of the meeting of the Dutch Lower House, Meeting 4, Session 23 (2016-09-27)	2016-09-27	Lower house	Meeting of the 28th Tweede Kamer	Session 23	Meeting 4	Sitting 2016-09-27	-	Reference	English	Chairperson	MP	notMinister	PvdA	Partij van de Arbeid	Coalition	Centre-left	KhadijaArib	Arib, Khadija	F	1960	
