Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-SE-en_2018-02-08-prot-201718--69	i-Qzm4quCKF7tJJumKy1m8fe	Swedish parliamentary corpus ParlaMint-SE-en, 2017/18 nr. 69	2018-02-08	Unicameralism	2017/18	-	-	2017/18--69	-	Reference	English	Regular	-	-	-	-	-	-	-	-	-	-
ParlaMint-SE-en_2018-02-08-prot-201718--69	i-8bfeb8e083d12f12-53	Swedish parliamentary corpus ParlaMint-SE-en, 2017/18 nr. 69	2018-02-08	Unicameralism	2017/18	-	-	2017/18--69	-	Reference	English	Regular	MP	notMinister	L	Liberalerna	-	Centre-right	Q18747077	Eliasson, Bengt	M	-	
ParlaMint-SE-en_2018-02-08-prot-201718--69	i-QWJC8BuAuWb3e2viviV8yf	Swedish parliamentary corpus ParlaMint-SE-en, 2017/18 nr. 69	2018-02-08	Unicameralism	2017/18	-	-	2017/18--69	-	Reference	English	Regular	notMP	Minister	S	Socialdemokraterna	Coalition	Centre-left	Q18177071	Regnér, Åsa	F	-	
ParlaMint-SE-en_2018-02-08-prot-201718--69	i-8bfeb8e083d12f12-59	Swedish parliamentary corpus ParlaMint-SE-en, 2017/18 nr. 69	2018-02-08	Unicameralism	2017/18	-	-	2017/18--69	-	Reference	English	Regular	MP	notMinister	L	Liberalerna	-	Centre-right	Q18747077	Eliasson, Bengt	M	-	
ParlaMint-SE-en_2018-02-08-prot-201718--69	i-8bfeb8e083d12f12-62	Swedish parliamentary corpus ParlaMint-SE-en, 2017/18 nr. 69	2018-02-08	Unicameralism	2017/18	-	-	2017/18--69	-	Reference	English	Regular	notMP	Minister	S	Socialdemokraterna	Coalition	Centre-left	Q18177071	Regnér, Åsa	F	-	
ParlaMint-SE-en_2018-02-08-prot-201718--69	i-8bfeb8e083d12f12-65	Swedish parliamentary corpus ParlaMint-SE-en, 2017/18 nr. 69	2018-02-08	Unicameralism	2017/18	-	-	2017/18--69	-	Reference	English	Regular	MP	notMinister	KD	Kristdemokraterna	-	Centre-right to right	Q4953633	Henriksson, Emma	F	-	
ParlaMint-SE-en_2018-02-08-prot-201718--69	i-8bfeb8e083d12f12-69	Swedish parliamentary corpus ParlaMint-SE-en, 2017/18 nr. 69	2018-02-08	Unicameralism	2017/18	-	-	2017/18--69	-	Reference	English	Regular	notMP	Minister	S	Socialdemokraterna	Coalition	Centre-left	Q18177071	Regnér, Åsa	F	-	
ParlaMint-SE-en_2018-02-08-prot-201718--69	i-8bfeb8e083d12f12-72	Swedish parliamentary corpus ParlaMint-SE-en, 2017/18 nr. 69	2018-02-08	Unicameralism	2017/18	-	-	2017/18--69	-	Reference	English	Regular	MP	notMinister	KD	Kristdemokraterna	-	Centre-right to right	Q4953633	Henriksson, Emma	F	-	
ParlaMint-SE-en_2018-02-08-prot-201718--69	i-8bfeb8e083d12f12-75	Swedish parliamentary corpus ParlaMint-SE-en, 2017/18 nr. 69	2018-02-08	Unicameralism	2017/18	-	-	2017/18--69	-	Reference	English	Regular	notMP	Minister	S	Socialdemokraterna	Coalition	Centre-left	Q18177071	Regnér, Åsa	F	-	
ParlaMint-SE-en_2018-02-08-prot-201718--69	i-8bfeb8e083d12f12-78	Swedish parliamentary corpus ParlaMint-SE-en, 2017/18 nr. 69	2018-02-08	Unicameralism	2017/18	-	-	2017/18--69	-	Reference	English	Regular	MP	notMinister	M	Moderaterna	-	Centre-right	Q4980571	Stockhaus, Maria	F	-	
ParlaMint-SE-en_2018-02-08-prot-201718--69	i-8bfeb8e083d12f12-81	Swedish parliamentary corpus ParlaMint-SE-en, 2017/18 nr. 69	2018-02-08	Unicameralism	2017/18	-	-	2017/18--69	-	Reference	English	Regular	notMP	Minister	MP	Miljöpartiet	Coalition	Centre-left	Q5581337	Bolund, Per	M	-	
ParlaMint-SE-en_2018-02-08-prot-201718--69	i-8bfeb8e083d12f12-85	Swedish parliamentary corpus ParlaMint-SE-en, 2017/18 nr. 69	2018-02-08	Unicameralism	2017/18	-	-	2017/18--69	-	Reference	English	Regular	MP	notMinister	M	Moderaterna	-	Centre-right	Q4980571	Stockhaus, Maria	F	-	
ParlaMint-SE-en_2018-02-08-prot-201718--69	i-8bfeb8e083d12f12-87	Swedish parliamentary corpus ParlaMint-SE-en, 2017/18 nr. 69	2018-02-08	Unicameralism	2017/18	-	-	2017/18--69	-	Reference	English	Regular	notMP	Minister	MP	Miljöpartiet	Coalition	Centre-left	Q5581337	Bolund, Per	M	-	
ParlaMint-SE-en_2018-02-08-prot-201718--69	i-8bfeb8e083d12f12-89	Swedish parliamentary corpus ParlaMint-SE-en, 2017/18 nr. 69	2018-02-08	Unicameralism	2017/18	-	-	2017/18--69	-	Reference	English	Regular	MP	notMinister	MP	Miljöpartiet	Coalition	Centre-left	Q18243853	Ling, Rasmus	M	-	
ParlaMint-SE-en_2018-02-08-prot-201718--69	i-8bfeb8e083d12f12-91	Swedish parliamentary corpus ParlaMint-SE-en, 2017/18 nr. 69	2018-02-08	Unicameralism	2017/18	-	-	2017/18--69	-	Reference	English	Regular	notMP	Minister	S	Socialdemokraterna	Coalition	Centre-left	Q18177071	Regnér, Åsa	F	-	
ParlaMint-SE-en_2018-02-08-prot-201718--69	i-8bfeb8e083d12f12-96	Swedish parliamentary corpus ParlaMint-SE-en, 2017/18 nr. 69	2018-02-08	Unicameralism	2017/18	-	-	2017/18--69	-	Reference	English	Regular	MP	notMinister	MP	Miljöpartiet	Coalition	Centre-left	Q18243853	Ling, Rasmus	M	-	
ParlaMint-SE-en_2018-02-08-prot-201718--69	i-8bfeb8e083d12f12-99	Swedish parliamentary corpus ParlaMint-SE-en, 2017/18 nr. 69	2018-02-08	Unicameralism	2017/18	-	-	2017/18--69	-	Reference	English	Regular	notMP	Minister	S	Socialdemokraterna	Coalition	Centre-left	Q18177071	Regnér, Åsa	F	-	
ParlaMint-SE-en_2018-02-08-prot-201718--69	i-8bfeb8e083d12f12-103	Swedish parliamentary corpus ParlaMint-SE-en, 2017/18 nr. 69	2018-02-08	Unicameralism	2017/18	-	-	2017/18--69	-	Reference	English	Regular	MP	notMinister	S	Socialdemokraterna	Coalition	Centre-left	Q30035682	El-Haj, Jamal	M	-	
ParlaMint-SE-en_2018-02-08-prot-201718--69	i-8bfeb8e083d12f12-106	Swedish parliamentary corpus ParlaMint-SE-en, 2017/18 nr. 69	2018-02-08	Unicameralism	2017/18	-	-	2017/18--69	-	Reference	English	Regular	notMP	Minister	S	Socialdemokraterna	Coalition	Centre-left	Q3369258	Johansson, Ylva	F	-	
ParlaMint-SE-en_2018-02-08-prot-201718--69	i-8bfeb8e083d12f12-111	Swedish parliamentary corpus ParlaMint-SE-en, 2017/18 nr. 69	2018-02-08	Unicameralism	2017/18	-	-	2017/18--69	-	Reference	English	Regular	MP	notMinister	S	Socialdemokraterna	Coalition	Centre-left	Q30035682	El-Haj, Jamal	M	-	
ParlaMint-SE-en_2018-02-08-prot-201718--69	i-8bfeb8e083d12f12-113	Swedish parliamentary corpus ParlaMint-SE-en, 2017/18 nr. 69	2018-02-08	Unicameralism	2017/18	-	-	2017/18--69	-	Reference	English	Regular	notMP	Minister	S	Socialdemokraterna	Coalition	Centre-left	Q3369258	Johansson, Ylva	F	-	
ParlaMint-SE-en_2018-02-08-prot-201718--69	i-8bfeb8e083d12f12-117	Swedish parliamentary corpus ParlaMint-SE-en, 2017/18 nr. 69	2018-02-08	Unicameralism	2017/18	-	-	2017/18--69	-	Reference	English	Regular	MP	notMinister	M	Moderaterna	-	Centre-right	Q5596130	Beckman, Lars	M	-	
ParlaMint-SE-en_2018-02-08-prot-201718--69	i-8bfeb8e083d12f12-121	Swedish parliamentary corpus ParlaMint-SE-en, 2017/18 nr. 69	2018-02-08	Unicameralism	2017/18	-	-	2017/18--69	-	Reference	English	Regular	notMP	Minister	MP	Miljöpartiet	Coalition	Centre-left	Q4979119	Skog, Karolina	F	-	
ParlaMint-SE-en_2018-02-08-prot-201718--69	i-8bfeb8e083d12f12-124	Swedish parliamentary corpus ParlaMint-SE-en, 2017/18 nr. 69	2018-02-08	Unicameralism	2017/18	-	-	2017/18--69	-	Reference	English	Regular	MP	notMinister	M	Moderaterna	-	Centre-right	Q5596130	Beckman, Lars	M	-	
ParlaMint-SE-en_2018-02-08-prot-201718--69	i-8bfeb8e083d12f12-125	Swedish parliamentary corpus ParlaMint-SE-en, 2017/18 nr. 69	2018-02-08	Unicameralism	2017/18	-	-	2017/18--69	-	Reference	English	Regular	notMP	Minister	MP	Miljöpartiet	Coalition	Centre-left	Q4979119	Skog, Karolina	F	-	
ParlaMint-SE-en_2018-02-08-prot-201718--69	i-8bfeb8e083d12f12-128	Swedish parliamentary corpus ParlaMint-SE-en, 2017/18 nr. 69	2018-02-08	Unicameralism	2017/18	-	-	2017/18--69	-	Reference	English	Regular	MP	notMinister	C	Centerpartiet	-	Centre to centre-right	Q6255521	Åkesson, Anders	M	-	
ParlaMint-SE-en_2018-02-08-prot-201718--69	i-8bfeb8e083d12f12-132	Swedish parliamentary corpus ParlaMint-SE-en, 2017/18 nr. 69	2018-02-08	Unicameralism	2017/18	-	-	2017/18--69	-	Reference	English	Regular	notMP	Minister	S	Socialdemokraterna	Coalition	Centre-left	Q3369258	Johansson, Ylva	F	-	
ParlaMint-SE-en_2018-02-08-prot-201718--69	i-8bfeb8e083d12f12-133	Swedish parliamentary corpus ParlaMint-SE-en, 2017/18 nr. 69	2018-02-08	Unicameralism	2017/18	-	-	2017/18--69	-	Reference	English	Regular	MP	notMinister	C	Centerpartiet	-	Centre to centre-right	Q6255521	Åkesson, Anders	M	-	
ParlaMint-SE-en_2018-02-08-prot-201718--69	i-8bfeb8e083d12f12-134	Swedish parliamentary corpus ParlaMint-SE-en, 2017/18 nr. 69	2018-02-08	Unicameralism	2017/18	-	-	2017/18--69	-	Reference	English	Regular	notMP	Minister	S	Socialdemokraterna	Coalition	Centre-left	Q3369258	Johansson, Ylva	F	-	
ParlaMint-SE-en_2018-02-08-prot-201718--69	i-8bfeb8e083d12f12-136	Swedish parliamentary corpus ParlaMint-SE-en, 2017/18 nr. 69	2018-02-08	Unicameralism	2017/18	-	-	2017/18--69	-	Reference	English	Regular	MP	notMinister	M	Moderaterna	-	Centre-right	Q4943175	Coenraads, Åsa	F	-	
ParlaMint-SE-en_2018-02-08-prot-201718--69	i-8bfeb8e083d12f12-140	Swedish parliamentary corpus ParlaMint-SE-en, 2017/18 nr. 69	2018-02-08	Unicameralism	2017/18	-	-	2017/18--69	-	Reference	English	Regular	notMP	Minister	MP	Miljöpartiet	Coalition	Centre-left	Q4979119	Skog, Karolina	F	-	
ParlaMint-SE-en_2018-02-08-prot-201718--69	i-8bfeb8e083d12f12-142	Swedish parliamentary corpus ParlaMint-SE-en, 2017/18 nr. 69	2018-02-08	Unicameralism	2017/18	-	-	2017/18--69	-	Reference	English	Regular	MP	notMinister	M	Moderaterna	-	Centre-right	Q4943175	Coenraads, Åsa	F	-	
ParlaMint-SE-en_2018-02-08-prot-201718--69	i-8bfeb8e083d12f12-144	Swedish parliamentary corpus ParlaMint-SE-en, 2017/18 nr. 69	2018-02-08	Unicameralism	2017/18	-	-	2017/18--69	-	Reference	English	Regular	notMP	Minister	MP	Miljöpartiet	Coalition	Centre-left	Q4979119	Skog, Karolina	F	-	
ParlaMint-SE-en_2018-02-08-prot-201718--69	i-8bfeb8e083d12f12-146	Swedish parliamentary corpus ParlaMint-SE-en, 2017/18 nr. 69	2018-02-08	Unicameralism	2017/18	-	-	2017/18--69	-	Reference	English	Regular	MP	notMinister	SD	Sverigedemokraterna	-	Right to far-right	Q18243514	Stenkvist, Robert	M	-	
ParlaMint-SE-en_2018-02-08-prot-201718--69	i-8bfeb8e083d12f12-150	Swedish parliamentary corpus ParlaMint-SE-en, 2017/18 nr. 69	2018-02-08	Unicameralism	2017/18	-	-	2017/18--69	-	Reference	English	Regular	notMP	Minister	S	Socialdemokraterna	Coalition	Centre-left	Q3369258	Johansson, Ylva	F	-	
ParlaMint-SE-en_2018-02-08-prot-201718--69	i-8bfeb8e083d12f12-153	Swedish parliamentary corpus ParlaMint-SE-en, 2017/18 nr. 69	2018-02-08	Unicameralism	2017/18	-	-	2017/18--69	-	Reference	English	Regular	MP	notMinister	SD	Sverigedemokraterna	-	Right to far-right	Q18243514	Stenkvist, Robert	M	-	
ParlaMint-SE-en_2018-02-08-prot-201718--69	i-8bfeb8e083d12f12-156	Swedish parliamentary corpus ParlaMint-SE-en, 2017/18 nr. 69	2018-02-08	Unicameralism	2017/18	-	-	2017/18--69	-	Reference	English	Regular	notMP	Minister	S	Socialdemokraterna	Coalition	Centre-left	Q3369258	Johansson, Ylva	F	-	
ParlaMint-SE-en_2018-02-08-prot-201718--69	i-8bfeb8e083d12f12-159	Swedish parliamentary corpus ParlaMint-SE-en, 2017/18 nr. 69	2018-02-08	Unicameralism	2017/18	-	-	2017/18--69	-	Reference	English	Regular	-	-	-	-	-	-	-	-	-	-
ParlaMint-SE-en_2018-02-08-prot-201718--69	i-8bfeb8e083d12f12-162	Swedish parliamentary corpus ParlaMint-SE-en, 2017/18 nr. 69	2018-02-08	Unicameralism	2017/18	-	-	2017/18--69	-	Reference	English	Regular	notMP	Minister	MP	Miljöpartiet	Coalition	Centre-left	Q5581337	Bolund, Per	M	-	
ParlaMint-SE-en_2018-02-08-prot-201718--69	i-8bfeb8e083d12f12-167	Swedish parliamentary corpus ParlaMint-SE-en, 2017/18 nr. 69	2018-02-08	Unicameralism	2017/18	-	-	2017/18--69	-	Reference	English	Regular	-	-	-	-	-	-	-	-	-	-
ParlaMint-SE-en_2018-02-08-prot-201718--69	i-8bfeb8e083d12f12-169	Swedish parliamentary corpus ParlaMint-SE-en, 2017/18 nr. 69	2018-02-08	Unicameralism	2017/18	-	-	2017/18--69	-	Reference	English	Regular	notMP	Minister	MP	Miljöpartiet	Coalition	Centre-left	Q5581337	Bolund, Per	M	-	
ParlaMint-SE-en_2018-02-08-prot-201718--69	i-8bfeb8e083d12f12-173	Swedish parliamentary corpus ParlaMint-SE-en, 2017/18 nr. 69	2018-02-08	Unicameralism	2017/18	-	-	2017/18--69	-	Reference	English	Regular	MP	notMinister	S	Socialdemokraterna	Coalition	Centre-left	Q30035700	Österberg, Anders	M	-	
ParlaMint-SE-en_2018-02-08-prot-201718--69	i-188x1vYPmDFUP6iJVeRosD	Swedish parliamentary corpus ParlaMint-SE-en, 2017/18 nr. 69	2018-02-08	Unicameralism	2017/18	-	-	2017/18--69	-	Reference	English	Regular	notMP	Minister	S	Socialdemokraterna	Coalition	Centre-left	Q18177071	Regnér, Åsa	F	-	
ParlaMint-SE-en_2018-02-08-prot-201718--69	i-8bfeb8e083d12f12-180	Swedish parliamentary corpus ParlaMint-SE-en, 2017/18 nr. 69	2018-02-08	Unicameralism	2017/18	-	-	2017/18--69	-	Reference	English	Regular	MP	notMinister	S	Socialdemokraterna	Coalition	Centre-left	Q30035700	Österberg, Anders	M	-	
ParlaMint-SE-en_2018-02-08-prot-201718--69	i-8bfeb8e083d12f12-181	Swedish parliamentary corpus ParlaMint-SE-en, 2017/18 nr. 69	2018-02-08	Unicameralism	2017/18	-	-	2017/18--69	-	Reference	English	Regular	notMP	Minister	S	Socialdemokraterna	Coalition	Centre-left	Q18177071	Regnér, Åsa	F	-	
ParlaMint-SE-en_2018-02-08-prot-201718--69	i-8bfeb8e083d12f12-182	Swedish parliamentary corpus ParlaMint-SE-en, 2017/18 nr. 69	2018-02-08	Unicameralism	2017/18	-	-	2017/18--69	-	Reference	English	Regular	MP	notMinister	M	Moderaterna	-	Centre-right	Q4990984	Åberg, Boriana	F	-	
ParlaMint-SE-en_2018-02-08-prot-201718--69	i-8bfeb8e083d12f12-185	Swedish parliamentary corpus ParlaMint-SE-en, 2017/18 nr. 69	2018-02-08	Unicameralism	2017/18	-	-	2017/18--69	-	Reference	English	Regular	notMP	Minister	S	Socialdemokraterna	Coalition	Centre-left	Q3369258	Johansson, Ylva	F	-	
ParlaMint-SE-en_2018-02-08-prot-201718--69	i-8bfeb8e083d12f12-187	Swedish parliamentary corpus ParlaMint-SE-en, 2017/18 nr. 69	2018-02-08	Unicameralism	2017/18	-	-	2017/18--69	-	Reference	English	Regular	MP	notMinister	M	Moderaterna	-	Centre-right	Q4990984	Åberg, Boriana	F	-	
ParlaMint-SE-en_2018-02-08-prot-201718--69	i-8bfeb8e083d12f12-189	Swedish parliamentary corpus ParlaMint-SE-en, 2017/18 nr. 69	2018-02-08	Unicameralism	2017/18	-	-	2017/18--69	-	Reference	English	Regular	notMP	Minister	S	Socialdemokraterna	Coalition	Centre-left	Q3369258	Johansson, Ylva	F	-	
ParlaMint-SE-en_2018-02-08-prot-201718--69	i-8bfeb8e083d12f12-191	Swedish parliamentary corpus ParlaMint-SE-en, 2017/18 nr. 69	2018-02-08	Unicameralism	2017/18	-	-	2017/18--69	-	Reference	English	Regular	MP	notMinister	S	Socialdemokraterna	Coalition	Centre-left	Q18452054	Fundahn, Marianne	F	-	
ParlaMint-SE-en_2018-02-08-prot-201718--69	i-8bfeb8e083d12f12-194	Swedish parliamentary corpus ParlaMint-SE-en, 2017/18 nr. 69	2018-02-08	Unicameralism	2017/18	-	-	2017/18--69	-	Reference	English	Regular	notMP	Minister	MP	Miljöpartiet	Coalition	Centre-left	Q4979119	Skog, Karolina	F	-	
ParlaMint-SE-en_2018-02-08-prot-201718--69	i-8bfeb8e083d12f12-198	Swedish parliamentary corpus ParlaMint-SE-en, 2017/18 nr. 69	2018-02-08	Unicameralism	2017/18	-	-	2017/18--69	-	Reference	English	Regular	MP	notMinister	S	Socialdemokraterna	Coalition	Centre-left	Q18452054	Fundahn, Marianne	F	-	
ParlaMint-SE-en_2018-02-08-prot-201718--69	i-8bfeb8e083d12f12-200	Swedish parliamentary corpus ParlaMint-SE-en, 2017/18 nr. 69	2018-02-08	Unicameralism	2017/18	-	-	2017/18--69	-	Reference	English	Regular	notMP	Minister	MP	Miljöpartiet	Coalition	Centre-left	Q4979119	Skog, Karolina	F	-	
ParlaMint-SE-en_2018-02-08-prot-201718--69	i-8bfeb8e083d12f12-202	Swedish parliamentary corpus ParlaMint-SE-en, 2017/18 nr. 69	2018-02-08	Unicameralism	2017/18	-	-	2017/18--69	-	Reference	English	Regular	MP	notMinister	SD	Sverigedemokraterna	-	Right to far-right	Q21497027	Eriksson, Fredrik	M	-	
ParlaMint-SE-en_2018-02-08-prot-201718--69	i-8bfeb8e083d12f12-206	Swedish parliamentary corpus ParlaMint-SE-en, 2017/18 nr. 69	2018-02-08	Unicameralism	2017/18	-	-	2017/18--69	-	Reference	English	Regular	notMP	Minister	S	Socialdemokraterna	Coalition	Centre-left	Q18177071	Regnér, Åsa	F	-	
ParlaMint-SE-en_2018-02-08-prot-201718--69	i-8bfeb8e083d12f12-211	Swedish parliamentary corpus ParlaMint-SE-en, 2017/18 nr. 69	2018-02-08	Unicameralism	2017/18	-	-	2017/18--69	-	Reference	English	Regular	MP	notMinister	SD	Sverigedemokraterna	-	Right to far-right	Q21497027	Eriksson, Fredrik	M	-	
ParlaMint-SE-en_2018-02-08-prot-201718--69	i-8bfeb8e083d12f12-213	Swedish parliamentary corpus ParlaMint-SE-en, 2017/18 nr. 69	2018-02-08	Unicameralism	2017/18	-	-	2017/18--69	-	Reference	English	Regular	notMP	Minister	S	Socialdemokraterna	Coalition	Centre-left	Q18177071	Regnér, Åsa	F	-	
ParlaMint-SE-en_2018-02-08-prot-201718--69	i-8bfeb8e083d12f12-216	Swedish parliamentary corpus ParlaMint-SE-en, 2017/18 nr. 69	2018-02-08	Unicameralism	2017/18	-	-	2017/18--69	-	Reference	English	Regular	MP	notMinister	S	Socialdemokraterna	Coalition	Centre-left	Q24701062	Tegnér, Mathias	M	-	
