Session,Date,Left,Centre,Right
ParlaMint-LV-en_2017-11-23-PT12-451-meta.tsv,2017-11-23,5,5,22
ParlaMint-LV-en_2017-11-23-PT12-452-meta.tsv,2017-11-23,3,0,9
ParlaMint-LV-en_2017-11-30-PT12-454-meta.tsv,2017-11-30,5,1,21
ParlaMint-LV-en_2017-12-07-PT12-456-meta.tsv,2017-12-07,4,2,23
ParlaMint-LV-en_2017-12-14-PT12-457-meta.tsv,2017-12-14,6,3,23
ParlaMint-LV-en_2017-12-21-PT12-458-meta.tsv,2017-12-21,7,2,16
ParlaMint-LV-en_2018-01-11-PT12-459-meta.tsv,2018-01-11,2,2,12
ParlaMint-LV-en_2018-01-18-PT12-460-meta.tsv,2018-01-18,1,1,9
ParlaMint-LV-en_2018-01-25-PT12-461-meta.tsv,2018-01-25,6,2,23
ParlaMint-LV-en_2018-02-01-PT12-462-meta.tsv,2018-02-01,1,1,7
ParlaMint-LV-en_2018-02-01-PT12-463-meta.tsv,2018-02-01,5,3,14
ParlaMint-LV-en_2018-02-08-PT12-464-meta.tsv,2018-02-08,6,3,22
ParlaMint-LV-en_2018-02-15-PT12-465-meta.tsv,2018-02-15,2,0,12
ParlaMint-LV-en_2018-02-22-PT12-468-meta.tsv,2018-02-22,9,6,23
ParlaMint-LV-en_2018-03-01-PT12-469-meta.tsv,2018-03-01,6,1,17
ParlaMint-LV-en_2018-03-08-PT12-472-meta.tsv,2018-03-08,14,4,22
ParlaMint-LV-en_2018-03-15-PT12-473-meta.tsv,2018-03-15,7,1,15
ParlaMint-LV-en_2018-03-22-PT12-474-meta.tsv,2018-03-22,10,2,27
ParlaMint-LV-en_2018-04-12-PT12-475-meta.tsv,2018-04-12,4,3,18
ParlaMint-LV-en_2018-04-19-PT12-476-meta.tsv,2018-04-19,9,4,18
ParlaMint-LV-en_2018-04-26-PT12-477-meta.tsv,2018-04-26,8,5,21
ParlaMint-LV-en_2018-05-03-PT12-479-meta.tsv,2018-05-03,7,2,16
ParlaMint-LV-en_2018-05-04-PT12-478-meta.tsv,2018-05-04,0,0,2
ParlaMint-LV-en_2018-05-10-PT12-480-meta.tsv,2018-05-10,3,1,9
ParlaMint-LV-en_2018-05-17-PT12-481-meta.tsv,2018-05-17,6,4,22
ParlaMint-LV-en_2018-05-24-PT12-483-meta.tsv,2018-05-24,4,4,17
ParlaMint-LV-en_2018-05-31-PT12-484-meta.tsv,2018-05-31,4,2,15
ParlaMint-LV-en_2018-06-07-PT12-486-meta.tsv,2018-06-07,7,3,17
ParlaMint-LV-en_2018-06-14-PT12-487-meta.tsv,2018-06-14,2,2,9
ParlaMint-LV-en_2018-06-20-PT12-488-meta.tsv,2018-06-20,1,0,1
ParlaMint-LV-en_2018-06-20-PT12-489-meta.tsv,2018-06-20,6,3,20
ParlaMint-LV-en_2018-06-21-PT12-490-meta.tsv,2018-06-21,11,4,34
ParlaMint-LV-en_2018-09-06-PT12-491-meta.tsv,2018-09-06,9,3,24
ParlaMint-LV-en_2018-09-13-PT12-492-meta.tsv,2018-09-13,2,2,18
ParlaMint-LV-en_2018-09-20-PT12-493-meta.tsv,2018-09-20,7,3,25
ParlaMint-LV-en_2018-09-27-PT12-494-meta.tsv,2018-09-27,6,2,22
ParlaMint-LV-en_2018-10-04-PT12-495-meta.tsv,2018-10-04,5,2,28
ParlaMint-LV-en_2018-10-11-PT12-496-meta.tsv,2018-10-11,3,2,22
ParlaMint-LV-en_2018-10-18-PT12-497-meta.tsv,2018-10-18,1,1,16
ParlaMint-LV-en_2018-10-25-PT12-498-meta.tsv,2018-10-25,4,3,20
ParlaMint-LV-en_2018-11-01-PT12-499-meta.tsv,2018-11-01,5,2,28
ParlaMint-LV-en_2018-11-06-PT13-500-meta.tsv,2018-11-06,14,0,15
ParlaMint-LV-en_2018-11-13-PT13-503-meta.tsv,2018-11-13,0,1,5
ParlaMint-LV-en_2018-11-18-PT13-505-meta.tsv,2018-11-18,0,0,1
ParlaMint-LV-en_2018-11-20-PT13-504-meta.tsv,2018-11-20,1,0,3
ParlaMint-LV-en_2018-11-22-PT13-506-meta.tsv,2018-11-22,0,4,6
ParlaMint-LV-en_2018-11-29-PT13-507-meta.tsv,2018-11-29,5,3,17
ParlaMint-LV-en_2018-12-06-PT13-508-meta.tsv,2018-12-06,10,7,27
ParlaMint-LV-en_2018-12-13-PT13-509-meta.tsv,2018-12-13,7,8,22
ParlaMint-LV-en_2018-12-20-PT13-511-meta.tsv,2018-12-20,10,7,29
ParlaMint-LV-en_2019-01-10-PT13-512-meta.tsv,2019-01-10,3,5,22
ParlaMint-LV-en_2019-01-17-PT13-513-meta.tsv,2019-01-17,5,8,15
ParlaMint-LV-en_2019-01-23-PT13-514-meta.tsv,2019-01-23,14,2,9
ParlaMint-LV-en_2019-01-24-PT13-515-meta.tsv,2019-01-24,5,5,24
ParlaMint-LV-en_2019-01-31-PT13-516-meta.tsv,2019-01-31,5,1,6
ParlaMint-LV-en_2019-01-31-PT13-517-meta.tsv,2019-01-31,12,6,36
ParlaMint-LV-en_2019-02-07-PT13-518-meta.tsv,2019-02-07,5,5,16
ParlaMint-LV-en_2019-02-14-PT13-519-meta.tsv,2019-02-14,9,5,21
ParlaMint-LV-en_2019-02-21-PT13-520-meta.tsv,2019-02-21,9,3,17
ParlaMint-LV-en_2019-02-28-PT13-521-meta.tsv,2019-02-28,4,2,10
ParlaMint-LV-en_2019-03-07-PT13-523-meta.tsv,2019-03-07,8,7,27
ParlaMint-LV-en_2019-03-14-PT13-524-meta.tsv,2019-03-14,7,4,27
ParlaMint-LV-en_2019-03-20-PT13-526-meta.tsv,2019-03-20,7,5,14
ParlaMint-LV-en_2019-03-21-PT13-527-meta.tsv,2019-03-21,6,5,17
ParlaMint-LV-en_2019-03-28-PT13-528-meta.tsv,2019-03-28,3,4,8
ParlaMint-LV-en_2019-04-03-PT13-530-meta.tsv,2019-04-03,11,3,25
ParlaMint-LV-en_2019-04-04-PT13-529-meta.tsv,2019-04-04,3,3,14
ParlaMint-LV-en_2019-04-04-PT13-531-meta.tsv,2019-04-04,4,5,17
ParlaMint-LV-en_2019-04-11-PT13-532-meta.tsv,2019-04-11,6,2,17
ParlaMint-LV-en_2019-04-25-PT13-533-meta.tsv,2019-04-25,4,7,32
ParlaMint-LV-en_2019-05-02-PT13-534-meta.tsv,2019-05-02,6,5,18
ParlaMint-LV-en_2019-05-04-PT13-535-meta.tsv,2019-05-04,0,0,2
ParlaMint-LV-en_2019-05-09-PT13-536-meta.tsv,2019-05-09,6,7,27
ParlaMint-LV-en_2019-05-16-PT13-537-meta.tsv,2019-05-16,3,8,23
ParlaMint-LV-en_2019-05-23-PT13-538-meta.tsv,2019-05-23,7,10,24
ParlaMint-LV-en_2019-05-29-PT13-539-meta.tsv,2019-05-29,3,5,14
ParlaMint-LV-en_2019-05-30-PT13-540-meta.tsv,2019-05-30,7,4,23
ParlaMint-LV-en_2019-06-06-PT13-541-meta.tsv,2019-06-06,5,5,16
ParlaMint-LV-en_2019-06-06-PT13-542-meta.tsv,2019-06-06,5,3,22
ParlaMint-LV-en_2019-06-13-PT13-543-meta.tsv,2019-06-13,6,7,23
ParlaMint-LV-en_2019-06-20-PT13-544-meta.tsv,2019-06-20,6,5,27
ParlaMint-LV-en_2019-07-08-PT13-545-meta.tsv,2019-07-08,0,0,1
ParlaMint-LV-en_2019-07-08-PT13-546-meta.tsv,2019-07-08,5,4,18
ParlaMint-LV-en_2019-07-08-PT13-547-meta.tsv,2019-07-08,1,2,2
ParlaMint-LV-en_2019-09-05-PT13-2005-meta.tsv,2019-09-05,8,4,15
ParlaMint-LV-en_2019-09-12-PT13-2006-meta.tsv,2019-09-12,3,3,9
ParlaMint-LV-en_2019-09-19-PT13-2009-meta.tsv,2019-09-19,10,7,19
ParlaMint-LV-en_2019-09-26-PT13-2010-meta.tsv,2019-09-26,8,8,23
ParlaMint-LV-en_2019-10-03-PT13-2011-meta.tsv,2019-10-03,6,3,19
ParlaMint-LV-en_2019-10-10-PT13-2012-meta.tsv,2019-10-10,7,3,19
ParlaMint-LV-en_2019-10-17-PT13-2013-meta.tsv,2019-10-17,9,4,23
ParlaMint-LV-en_2019-10-24-PT13-2014-meta.tsv,2019-10-24,11,5,25
ParlaMint-LV-en_2019-10-30-PT13-2015-meta.tsv,2019-10-30,13,9,15
ParlaMint-LV-en_2019-10-31-PT13-2016-meta.tsv,2019-10-31,6,4,17
ParlaMint-LV-en_2019-11-07-PT13-2017-meta.tsv,2019-11-07,6,10,27
ParlaMint-LV-en_2019-11-13-PT13-2018-meta.tsv,2019-11-13,14,4,24
ParlaMint-LV-en_2019-11-14-PT13-2019-meta.tsv,2019-11-14,12,7,28
ParlaMint-LV-en_2019-11-18-PT13-2020-meta.tsv,2019-11-18,0,0,2
ParlaMint-LV-en_2019-11-21-PT13-2021-meta.tsv,2019-11-21,6,6,16
ParlaMint-LV-en_2019-11-21-PT13-2022-meta.tsv,2019-11-21,7,6,15
ParlaMint-LV-en_2019-11-28-PT13-2023-meta.tsv,2019-11-28,11,11,14
ParlaMint-LV-en_2019-12-05-PT13-2024-meta.tsv,2019-12-05,8,6,16
ParlaMint-LV-en_2019-12-05-PT13-2025-meta.tsv,2019-12-05,9,6,20
ParlaMint-LV-en_2019-12-12-PT13-2026-meta.tsv,2019-12-12,10,6,22
ParlaMint-LV-en_2019-12-18-PT13-2027-meta.tsv,2019-12-18,1,3,2
ParlaMint-LV-en_2019-12-18-PT13-2028-meta.tsv,2019-12-18,3,2,7
ParlaMint-LV-en_2019-12-18-PT13-2029-meta.tsv,2019-12-18,5,3,6
ParlaMint-LV-en_2019-12-19-PT13-2030-meta.tsv,2019-12-19,4,3,17
ParlaMint-LV-en_2019-12-19-PT13-2031-meta.tsv,2019-12-19,8,7,23
ParlaMint-LV-en_2020-01-09-PT13-2032-meta.tsv,2020-01-09,7,4,13
ParlaMint-LV-en_2020-01-16-PT13-2033-meta.tsv,2020-01-16,6,4,18
ParlaMint-LV-en_2020-01-23-PT13-2034-meta.tsv,2020-01-23,6,4,15
ParlaMint-LV-en_2020-01-30-PT13-2035-meta.tsv,2020-01-30,8,6,14
ParlaMint-LV-en_2020-01-30-PT13-2036-meta.tsv,2020-01-30,5,4,10
ParlaMint-LV-en_2020-02-06-PT13-2037-meta.tsv,2020-02-06,4,5,14
ParlaMint-LV-en_2020-02-06-PT13-2038-meta.tsv,2020-02-06,4,2,7
ParlaMint-LV-en_2020-02-13-PT13-2039-meta.tsv,2020-02-13,10,8,25
ParlaMint-LV-en_2020-02-20-PT13-2040-meta.tsv,2020-02-20,3,1,19
ParlaMint-LV-en_2020-02-20-PT13-2041-meta.tsv,2020-02-20,4,7,17
ParlaMint-LV-en_2020-02-27-PT13-2043-meta.tsv,2020-02-27,9,6,24
ParlaMint-LV-en_2020-03-05-PT13-2044-meta.tsv,2020-03-05,7,6,20
ParlaMint-LV-en_2020-03-05-PT13-2045-meta.tsv,2020-03-05,3,3,8
ParlaMint-LV-en_2020-03-06-PT13-2046-meta.tsv,2020-03-06,7,5,19
ParlaMint-LV-en_2020-03-10-PT13-2047-meta.tsv,2020-03-10,5,7,16
ParlaMint-LV-en_2020-03-11-PT13-2048-meta.tsv,2020-03-11,8,6,17
ParlaMint-LV-en_2020-03-12-PT13-2049-meta.tsv,2020-03-12,5,6,20
ParlaMint-LV-en_2020-03-12-PT13-2051-meta.tsv,2020-03-12,1,2,4
ParlaMint-LV-en_2020-03-13-PT13-2052-meta.tsv,2020-03-13,5,4,8
ParlaMint-LV-en_2020-03-13-PT13-2053-meta.tsv,2020-03-13,3,2,12
ParlaMint-LV-en_2020-03-16-PT13-2054-meta.tsv,2020-03-16,6,3,11
ParlaMint-LV-en_2020-03-20-PT13-2055-meta.tsv,2020-03-20,4,3,15
ParlaMint-LV-en_2020-03-20-PT13-2056-meta.tsv,2020-03-20,3,5,6
ParlaMint-LV-en_2020-03-20-PT13-2057-meta.tsv,2020-03-20,5,6,17
ParlaMint-LV-en_2020-04-02-PT13-2058-meta.tsv,2020-04-02,2,0,11
ParlaMint-LV-en_2020-04-02-PT13-2059-meta.tsv,2020-04-02,1,2,11
ParlaMint-LV-en_2020-04-03-PT13-2060-meta.tsv,2020-04-03,2,2,5
ParlaMint-LV-en_2020-04-03-PT13-2061-meta.tsv,2020-04-03,2,1,5
ParlaMint-LV-en_2020-04-03-PT13-2062-meta.tsv,2020-04-03,5,2,11
ParlaMint-LV-en_2020-04-16-PT13-2063-meta.tsv,2020-04-16,6,1,6
ParlaMint-LV-en_2020-04-16-PT13-2064-meta.tsv,2020-04-16,1,1,2
ParlaMint-LV-en_2020-04-16-PT13-2065-meta.tsv,2020-04-16,1,0,4
ParlaMint-LV-en_2020-04-23-PT13-2066-meta.tsv,2020-04-23,12,6,17
ParlaMint-LV-en_2020-04-24-PT13-2067-meta.tsv,2020-04-24,0,1,14
ParlaMint-LV-en_2020-04-24-PT13-2068-meta.tsv,2020-04-24,5,0,5
ParlaMint-LV-en_2020-04-24-PT13-2069-meta.tsv,2020-04-24,1,0,3
ParlaMint-LV-en_2020-04-30-PT13-2070-meta.tsv,2020-04-30,3,2,8
ParlaMint-LV-en_2020-04-30-PT13-2071-meta.tsv,2020-04-30,2,2,8
ParlaMint-LV-en_2020-05-04-PT13-2072-meta.tsv,2020-05-04,0,0,2
ParlaMint-LV-en_2020-05-07-PT13-2073-meta.tsv,2020-05-07,9,3,16
ParlaMint-LV-en_2020-05-07-PT13-2074-meta.tsv,2020-05-07,0,1,4
ParlaMint-LV-en_2020-05-07-PT13-2075-meta.tsv,2020-05-07,3,2,8
ParlaMint-LV-en_2020-05-14-PT13-2076-meta.tsv,2020-05-14,6,5,16
