Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-SE-en_2022-01-27-prot-202122--60	i-6rGKWEZvYMy86hkGBvmjRY	Swedish parliamentary corpus ParlaMint-SE-en, 2021/22 nr. 60	2022-01-27	Unicameralism	2021/22	-	-	2021/22--60	-	COVID	English	Regular	-	-	-	-	-	-	-	-	-	-
ParlaMint-SE-en_2022-01-27-prot-202122--60	i-U36vzHm3DJ1U41EDMCNmr1	Swedish parliamentary corpus ParlaMint-SE-en, 2021/22 nr. 60	2022-01-27	Unicameralism	2021/22	-	-	2021/22--60	-	COVID	English	Regular	MP	notMinister	C	Centerpartiet	-	Centre to centre-right	Q63344500	Paarup-Petersen, Niels	M	-	
ParlaMint-SE-en_2022-01-27-prot-202122--60	i-JbBRJfxQKMPGYvADeuU2bd	Swedish parliamentary corpus ParlaMint-SE-en, 2021/22 nr. 60	2022-01-27	Unicameralism	2021/22	-	-	2021/22--60	-	COVID	English	Regular	notMP	Minister	S	Socialdemokraterna	Coalition	Centre-left	Q5711551	Eneroth, Tomas	M	-	
ParlaMint-SE-en_2022-01-27-prot-202122--60	i-JBCDR6chAY6Nyyv37rk539	Swedish parliamentary corpus ParlaMint-SE-en, 2021/22 nr. 60	2022-01-27	Unicameralism	2021/22	-	-	2021/22--60	-	COVID	English	Regular	MP	notMinister	V	Vänsterpartiet	-	Left	Q946708	Holm, Jens	M	-	
ParlaMint-SE-en_2022-01-27-prot-202122--60	i-AEo3e8aW8P3rTL2Tvyhemk	Swedish parliamentary corpus ParlaMint-SE-en, 2021/22 nr. 60	2022-01-27	Unicameralism	2021/22	-	-	2021/22--60	-	COVID	English	Regular	notMP	Minister	S	Socialdemokraterna	Coalition	Centre-left	Q5711551	Eneroth, Tomas	M	-	
ParlaMint-SE-en_2022-01-27-prot-202122--60	i-E6wCwv6uhV1zcXeiryZkFm	Swedish parliamentary corpus ParlaMint-SE-en, 2021/22 nr. 60	2022-01-27	Unicameralism	2021/22	-	-	2021/22--60	-	COVID	English	Regular	MP	notMinister	V	Vänsterpartiet	-	Left	Q946708	Holm, Jens	M	-	
ParlaMint-SE-en_2022-01-27-prot-202122--60	i-PD5Bt1wAi18MG9fE5pz1b4	Swedish parliamentary corpus ParlaMint-SE-en, 2021/22 nr. 60	2022-01-27	Unicameralism	2021/22	-	-	2021/22--60	-	COVID	English	Regular	notMP	Minister	S	Socialdemokraterna	Coalition	Centre-left	Q5711551	Eneroth, Tomas	M	-	
ParlaMint-SE-en_2022-01-27-prot-202122--60	i-5PSZzMhwLYPH6kWgsdfvUE	Swedish parliamentary corpus ParlaMint-SE-en, 2021/22 nr. 60	2022-01-27	Unicameralism	2021/22	-	-	2021/22--60	-	COVID	English	Regular	MP	notMinister	KD	Kristdemokraterna	-	Centre-right to right	Q63870850	Brodin, Camilla	F	-	
ParlaMint-SE-en_2022-01-27-prot-202122--60	i-BjJKfcHoVqJkS6r4VYx8Zp	Swedish parliamentary corpus ParlaMint-SE-en, 2021/22 nr. 60	2022-01-27	Unicameralism	2021/22	-	-	2021/22--60	-	COVID	English	Regular	notMP	Minister	S	Socialdemokraterna	Coalition	Centre-left	Q5711551	Eneroth, Tomas	M	-	
ParlaMint-SE-en_2022-01-27-prot-202122--60	i-YAGXYPbEkiGmXnmgis1mpH	Swedish parliamentary corpus ParlaMint-SE-en, 2021/22 nr. 60	2022-01-27	Unicameralism	2021/22	-	-	2021/22--60	-	COVID	English	Regular	MP	notMinister	KD	Kristdemokraterna	-	Centre-right to right	Q63870850	Brodin, Camilla	F	-	
ParlaMint-SE-en_2022-01-27-prot-202122--60	i-F3PWiPHK9FirwNmcLcb5VB	Swedish parliamentary corpus ParlaMint-SE-en, 2021/22 nr. 60	2022-01-27	Unicameralism	2021/22	-	-	2021/22--60	-	COVID	English	Regular	notMP	Minister	S	Socialdemokraterna	Coalition	Centre-left	Q5711551	Eneroth, Tomas	M	-	
ParlaMint-SE-en_2022-01-27-prot-202122--60	i-91d53hfKJwmMrZnr9j3bYA	Swedish parliamentary corpus ParlaMint-SE-en, 2021/22 nr. 60	2022-01-27	Unicameralism	2021/22	-	-	2021/22--60	-	COVID	English	Regular	MP	notMinister	L	Liberalerna	-	Centre-right	Q57168729	Gellerman, Helena	F	-	
ParlaMint-SE-en_2022-01-27-prot-202122--60	i-UzQRwkZbNFyjRngXBkPYgE	Swedish parliamentary corpus ParlaMint-SE-en, 2021/22 nr. 60	2022-01-27	Unicameralism	2021/22	-	-	2021/22--60	-	COVID	English	Regular	notMP	Minister	S	Socialdemokraterna	Coalition	Centre-left	Q5711551	Eneroth, Tomas	M	-	
ParlaMint-SE-en_2022-01-27-prot-202122--60	i-L9qXRAq29N6K6pQQgPJKdB	Swedish parliamentary corpus ParlaMint-SE-en, 2021/22 nr. 60	2022-01-27	Unicameralism	2021/22	-	-	2021/22--60	-	COVID	English	Regular	MP	notMinister	L	Liberalerna	-	Centre-right	Q57168729	Gellerman, Helena	F	-	
ParlaMint-SE-en_2022-01-27-prot-202122--60	i-XgVBxFfqojUQ5Ms43MNfhK	Swedish parliamentary corpus ParlaMint-SE-en, 2021/22 nr. 60	2022-01-27	Unicameralism	2021/22	-	-	2021/22--60	-	COVID	English	Regular	notMP	Minister	S	Socialdemokraterna	Coalition	Centre-left	Q5711551	Eneroth, Tomas	M	-	
ParlaMint-SE-en_2022-01-27-prot-202122--60	i-MRmp3CDU8vLRSjSbwitgiD	Swedish parliamentary corpus ParlaMint-SE-en, 2021/22 nr. 60	2022-01-27	Unicameralism	2021/22	-	-	2021/22--60	-	COVID	English	Regular	MP	notMinister	MP	Miljöpartiet	-	Centre-left	Q108598507	Fransson, Margareta	F	-	
ParlaMint-SE-en_2022-01-27-prot-202122--60	i-RxfLXXrF3L2g6GzZ1EXYYY	Swedish parliamentary corpus ParlaMint-SE-en, 2021/22 nr. 60	2022-01-27	Unicameralism	2021/22	-	-	2021/22--60	-	COVID	English	Regular	notMP	Minister	S	Socialdemokraterna	Coalition	Centre-left	Q5711551	Eneroth, Tomas	M	-	
ParlaMint-SE-en_2022-01-27-prot-202122--60	i-B4nuqu9Jgk64FgYKAfyaxV	Swedish parliamentary corpus ParlaMint-SE-en, 2021/22 nr. 60	2022-01-27	Unicameralism	2021/22	-	-	2021/22--60	-	COVID	English	Regular	MP	notMinister	MP	Miljöpartiet	-	Centre-left	Q108598507	Fransson, Margareta	F	-	
ParlaMint-SE-en_2022-01-27-prot-202122--60	i-CPs784XF6gqB7vK2bekXXJ	Swedish parliamentary corpus ParlaMint-SE-en, 2021/22 nr. 60	2022-01-27	Unicameralism	2021/22	-	-	2021/22--60	-	COVID	English	Regular	notMP	Minister	S	Socialdemokraterna	Coalition	Centre-left	Q5711551	Eneroth, Tomas	M	-	
ParlaMint-SE-en_2022-01-27-prot-202122--60	i-PXej53Kd1K7XfizieCmoys	Swedish parliamentary corpus ParlaMint-SE-en, 2021/22 nr. 60	2022-01-27	Unicameralism	2021/22	-	-	2021/22--60	-	COVID	English	Regular	MP	notMinister	S	Socialdemokraterna	Coalition	Centre-left	Q96323930	Bjellqvist, Elsemarie	F	-	
ParlaMint-SE-en_2022-01-27-prot-202122--60	i-Qb44eRzrJdUh8K67Aob9hb	Swedish parliamentary corpus ParlaMint-SE-en, 2021/22 nr. 60	2022-01-27	Unicameralism	2021/22	-	-	2021/22--60	-	COVID	English	Regular	notMP	Minister	S	Socialdemokraterna	Coalition	Centre-left	Q3375050	Ygeman, Anders	M	-	
ParlaMint-SE-en_2022-01-27-prot-202122--60	i-7eUXAvjzrSYmypzhqDAiGx	Swedish parliamentary corpus ParlaMint-SE-en, 2021/22 nr. 60	2022-01-27	Unicameralism	2021/22	-	-	2021/22--60	-	COVID	English	Regular	MP	notMinister	S	Socialdemokraterna	Coalition	Centre-left	Q96323930	Bjellqvist, Elsemarie	F	-	
ParlaMint-SE-en_2022-01-27-prot-202122--60	i-RNnd78sq1vtH9V9CP9BYp5	Swedish parliamentary corpus ParlaMint-SE-en, 2021/22 nr. 60	2022-01-27	Unicameralism	2021/22	-	-	2021/22--60	-	COVID	English	Regular	notMP	Minister	S	Socialdemokraterna	Coalition	Centre-left	Q3375050	Ygeman, Anders	M	-	
ParlaMint-SE-en_2022-01-27-prot-202122--60	i-HPvJMf3eS8zqcKHWv7z49u	Swedish parliamentary corpus ParlaMint-SE-en, 2021/22 nr. 60	2022-01-27	Unicameralism	2021/22	-	-	2021/22--60	-	COVID	English	Regular	MP	notMinister	M	Moderaterna	-	Centre-right	Q4940303	Bouveng, Helena	F	-	
ParlaMint-SE-en_2022-01-27-prot-202122--60	i-KCja5wBxbTVEMPa1sPHoPA	Swedish parliamentary corpus ParlaMint-SE-en, 2021/22 nr. 60	2022-01-27	Unicameralism	2021/22	-	-	2021/22--60	-	COVID	English	Regular	notMP	Minister	S	Socialdemokraterna	Coalition	Centre-left	Q5711551	Eneroth, Tomas	M	-	
ParlaMint-SE-en_2022-01-27-prot-202122--60	i-9roWc1xe1rViUop7nAHJsi	Swedish parliamentary corpus ParlaMint-SE-en, 2021/22 nr. 60	2022-01-27	Unicameralism	2021/22	-	-	2021/22--60	-	COVID	English	Regular	MP	notMinister	M	Moderaterna	-	Centre-right	Q4940303	Bouveng, Helena	F	-	
ParlaMint-SE-en_2022-01-27-prot-202122--60	i-C1DbRbQwtBeuxkLwvX25Du	Swedish parliamentary corpus ParlaMint-SE-en, 2021/22 nr. 60	2022-01-27	Unicameralism	2021/22	-	-	2021/22--60	-	COVID	English	Regular	notMP	Minister	S	Socialdemokraterna	Coalition	Centre-left	Q5711551	Eneroth, Tomas	M	-	
ParlaMint-SE-en_2022-01-27-prot-202122--60	i-GFZCEEr5uEj5VExdijuR97	Swedish parliamentary corpus ParlaMint-SE-en, 2021/22 nr. 60	2022-01-27	Unicameralism	2021/22	-	-	2021/22--60	-	COVID	English	Regular	MP	notMinister	SD	Sverigedemokraterna	-	Right to far-right	Q71453214	Nordengrip, Caroline	F	-	
ParlaMint-SE-en_2022-01-27-prot-202122--60	i-HL4fkeaDtUwCVWKuRsSf7g	Swedish parliamentary corpus ParlaMint-SE-en, 2021/22 nr. 60	2022-01-27	Unicameralism	2021/22	-	-	2021/22--60	-	COVID	English	Regular	notMP	Minister	S	Socialdemokraterna	Coalition	Centre-left	Q3370162	Hultqvist, Peter	M	-	
ParlaMint-SE-en_2022-01-27-prot-202122--60	i-WFaZ8RmTveES8FxqxfrEaV	Swedish parliamentary corpus ParlaMint-SE-en, 2021/22 nr. 60	2022-01-27	Unicameralism	2021/22	-	-	2021/22--60	-	COVID	English	Regular	MP	notMinister	SD	Sverigedemokraterna	-	Right to far-right	Q71453214	Nordengrip, Caroline	F	-	
ParlaMint-SE-en_2022-01-27-prot-202122--60	i-6idGNjpGsX8FujPHGt3Hnr	Swedish parliamentary corpus ParlaMint-SE-en, 2021/22 nr. 60	2022-01-27	Unicameralism	2021/22	-	-	2021/22--60	-	COVID	English	Regular	notMP	Minister	S	Socialdemokraterna	Coalition	Centre-left	Q3370162	Hultqvist, Peter	M	-	
ParlaMint-SE-en_2022-01-27-prot-202122--60	i-9XSHGUmdjdh11adQmhPiFn	Swedish parliamentary corpus ParlaMint-SE-en, 2021/22 nr. 60	2022-01-27	Unicameralism	2021/22	-	-	2021/22--60	-	COVID	English	Regular	MP	notMinister	C	Centerpartiet	-	Centre to centre-right	Q6255521	Åkesson, Anders	M	-	
ParlaMint-SE-en_2022-01-27-prot-202122--60	i-HByncSsbhkzEGXQmPUJuot	Swedish parliamentary corpus ParlaMint-SE-en, 2021/22 nr. 60	2022-01-27	Unicameralism	2021/22	-	-	2021/22--60	-	COVID	English	Regular	notMP	Minister	S	Socialdemokraterna	Coalition	Centre-left	Q5711551	Eneroth, Tomas	M	-	
ParlaMint-SE-en_2022-01-27-prot-202122--60	i-HFGYc1VZvBRKhqJR1iVV38	Swedish parliamentary corpus ParlaMint-SE-en, 2021/22 nr. 60	2022-01-27	Unicameralism	2021/22	-	-	2021/22--60	-	COVID	English	Regular	MP	notMinister	C	Centerpartiet	-	Centre to centre-right	Q6255521	Åkesson, Anders	M	-	
ParlaMint-SE-en_2022-01-27-prot-202122--60	i-Fi5Ws3BQEB8RUH6q4kPhXH	Swedish parliamentary corpus ParlaMint-SE-en, 2021/22 nr. 60	2022-01-27	Unicameralism	2021/22	-	-	2021/22--60	-	COVID	English	Regular	notMP	Minister	S	Socialdemokraterna	Coalition	Centre-left	Q5711551	Eneroth, Tomas	M	-	
ParlaMint-SE-en_2022-01-27-prot-202122--60	i-FoSFy6LiUydn7Gimkw3zDn	Swedish parliamentary corpus ParlaMint-SE-en, 2021/22 nr. 60	2022-01-27	Unicameralism	2021/22	-	-	2021/22--60	-	COVID	English	Regular	MP	notMinister	V	Vänsterpartiet	-	Left	Q57168779	Thunander, Jessica	F	-	
ParlaMint-SE-en_2022-01-27-prot-202122--60	i-Ko7mj3vTGwo2hF8c2u7nr3	Swedish parliamentary corpus ParlaMint-SE-en, 2021/22 nr. 60	2022-01-27	Unicameralism	2021/22	-	-	2021/22--60	-	COVID	English	Regular	notMP	Minister	S	Socialdemokraterna	Coalition	Centre-left	Q5711551	Eneroth, Tomas	M	-	
ParlaMint-SE-en_2022-01-27-prot-202122--60	i-TCRYz4cYah2WK3bB781dZw	Swedish parliamentary corpus ParlaMint-SE-en, 2021/22 nr. 60	2022-01-27	Unicameralism	2021/22	-	-	2021/22--60	-	COVID	English	Regular	MP	notMinister	V	Vänsterpartiet	-	Left	Q57168779	Thunander, Jessica	F	-	
ParlaMint-SE-en_2022-01-27-prot-202122--60	i-WsMB1VZecPjTQgLouajBk6	Swedish parliamentary corpus ParlaMint-SE-en, 2021/22 nr. 60	2022-01-27	Unicameralism	2021/22	-	-	2021/22--60	-	COVID	English	Regular	notMP	Minister	S	Socialdemokraterna	Coalition	Centre-left	Q5711551	Eneroth, Tomas	M	-	
ParlaMint-SE-en_2022-01-27-prot-202122--60	i-JGXJpHi19pSmhsfZ6or3CL	Swedish parliamentary corpus ParlaMint-SE-en, 2021/22 nr. 60	2022-01-27	Unicameralism	2021/22	-	-	2021/22--60	-	COVID	English	Regular	MP	notMinister	KD	Kristdemokraterna	-	Centre-right to right	Q5629994	Eklind, Hans	M	-	
ParlaMint-SE-en_2022-01-27-prot-202122--60	i-DSBbauR7kA2waL7GGAyJYn	Swedish parliamentary corpus ParlaMint-SE-en, 2021/22 nr. 60	2022-01-27	Unicameralism	2021/22	-	-	2021/22--60	-	COVID	English	Regular	notMP	Minister	S	Socialdemokraterna	Coalition	Centre-left	Q3375050	Ygeman, Anders	M	-	
ParlaMint-SE-en_2022-01-27-prot-202122--60	i-FWJFoj8fL3vpgze9Ryzg5Q	Swedish parliamentary corpus ParlaMint-SE-en, 2021/22 nr. 60	2022-01-27	Unicameralism	2021/22	-	-	2021/22--60	-	COVID	English	Regular	MP	notMinister	KD	Kristdemokraterna	-	Centre-right to right	Q5629994	Eklind, Hans	M	-	
ParlaMint-SE-en_2022-01-27-prot-202122--60	i-GNondHNDvcAW427awrjtdc	Swedish parliamentary corpus ParlaMint-SE-en, 2021/22 nr. 60	2022-01-27	Unicameralism	2021/22	-	-	2021/22--60	-	COVID	English	Regular	notMP	Minister	S	Socialdemokraterna	Coalition	Centre-left	Q3375050	Ygeman, Anders	M	-	
ParlaMint-SE-en_2022-01-27-prot-202122--60	i-8srdjCZWHL9W61aJWzyvfX	Swedish parliamentary corpus ParlaMint-SE-en, 2021/22 nr. 60	2022-01-27	Unicameralism	2021/22	-	-	2021/22--60	-	COVID	English	Regular	MP	notMinister	S	Socialdemokraterna	Coalition	Centre-left	Q269859	Westlund, Åsa	F	-	
ParlaMint-SE-en_2022-01-27-prot-202122--60	i-B4ayCnE7YTsdaPm8pLNbq8	Swedish parliamentary corpus ParlaMint-SE-en, 2021/22 nr. 60	2022-01-27	Unicameralism	2021/22	-	-	2021/22--60	-	COVID	English	Regular	notMP	Minister	S	Socialdemokraterna	Coalition	Centre-left	Q18451082	Karkiainen, Ida	F	-	
ParlaMint-SE-en_2022-01-27-prot-202122--60	i-MUamHfuyBt79aiqRBpi1c4	Swedish parliamentary corpus ParlaMint-SE-en, 2021/22 nr. 60	2022-01-27	Unicameralism	2021/22	-	-	2021/22--60	-	COVID	English	Regular	MP	notMinister	S	Socialdemokraterna	Coalition	Centre-left	Q269859	Westlund, Åsa	F	-	
ParlaMint-SE-en_2022-01-27-prot-202122--60	i-94yWAWU2Czq4DtW5Ym8Edm	Swedish parliamentary corpus ParlaMint-SE-en, 2021/22 nr. 60	2022-01-27	Unicameralism	2021/22	-	-	2021/22--60	-	COVID	English	Regular	notMP	Minister	S	Socialdemokraterna	Coalition	Centre-left	Q18451082	Karkiainen, Ida	F	-	
ParlaMint-SE-en_2022-01-27-prot-202122--60	i-Q2siXCafdi1kFyi2KvkvXt	Swedish parliamentary corpus ParlaMint-SE-en, 2021/22 nr. 60	2022-01-27	Unicameralism	2021/22	-	-	2021/22--60	-	COVID	English	Regular	MP	notMinister	M	Moderaterna	-	Centre-right	Q109830262	Bergman, Ulrik	M	-	
ParlaMint-SE-en_2022-01-27-prot-202122--60	i-CdC1DMg6HaMqaUXn3ffwNX	Swedish parliamentary corpus ParlaMint-SE-en, 2021/22 nr. 60	2022-01-27	Unicameralism	2021/22	-	-	2021/22--60	-	COVID	English	Regular	notMP	Minister	S	Socialdemokraterna	Coalition	Centre-left	Q3375050	Ygeman, Anders	M	-	
ParlaMint-SE-en_2022-01-27-prot-202122--60	i-XpHwsrNfEVWRAmADeHkdzM	Swedish parliamentary corpus ParlaMint-SE-en, 2021/22 nr. 60	2022-01-27	Unicameralism	2021/22	-	-	2021/22--60	-	COVID	English	Regular	MP	notMinister	SD	Sverigedemokraterna	-	Right to far-right	Q15963975	Marttinen, Adam	M	-	
ParlaMint-SE-en_2022-01-27-prot-202122--60	i-HG8WauCBcRCj3ApUPVkkgb	Swedish parliamentary corpus ParlaMint-SE-en, 2021/22 nr. 60	2022-01-27	Unicameralism	2021/22	-	-	2021/22--60	-	COVID	English	Regular	notMP	Minister	S	Socialdemokraterna	Coalition	Centre-left	Q3375050	Ygeman, Anders	M	-	
ParlaMint-SE-en_2022-01-27-prot-202122--60	i-5z15NSfNrerqk4CkhbFwoZ	Swedish parliamentary corpus ParlaMint-SE-en, 2021/22 nr. 60	2022-01-27	Unicameralism	2021/22	-	-	2021/22--60	-	COVID	English	Regular	MP	notMinister	KD	Kristdemokraterna	-	Centre-right to right	Q5826586	Jacobsson, Magnus	M	-	
ParlaMint-SE-en_2022-01-27-prot-202122--60	i-QwccBEcWcr6Jiu8sHGEV7E	Swedish parliamentary corpus ParlaMint-SE-en, 2021/22 nr. 60	2022-01-27	Unicameralism	2021/22	-	-	2021/22--60	-	COVID	English	Regular	notMP	Minister	S	Socialdemokraterna	Coalition	Centre-left	Q5711551	Eneroth, Tomas	M	-	
ParlaMint-SE-en_2022-01-27-prot-202122--60	i-XLW94knyPu5y5TcvavTDiZ	Swedish parliamentary corpus ParlaMint-SE-en, 2021/22 nr. 60	2022-01-27	Unicameralism	2021/22	-	-	2021/22--60	-	COVID	English	Regular	MP	notMinister	S	Socialdemokraterna	Coalition	Centre-left	Q97971343	Halef, Abraham	M	-	
ParlaMint-SE-en_2022-01-27-prot-202122--60	i-3dXPF4WnNBpqJSFJZt9n4X	Swedish parliamentary corpus ParlaMint-SE-en, 2021/22 nr. 60	2022-01-27	Unicameralism	2021/22	-	-	2021/22--60	-	COVID	English	Regular	notMP	Minister	S	Socialdemokraterna	Coalition	Centre-left	Q5711551	Eneroth, Tomas	M	-	
ParlaMint-SE-en_2022-01-27-prot-202122--60	i-M6MgYPJjmbWUzUPtWULSQz	Swedish parliamentary corpus ParlaMint-SE-en, 2021/22 nr. 60	2022-01-27	Unicameralism	2021/22	-	-	2021/22--60	-	COVID	English	Regular	MP	notMinister	M	Moderaterna	-	Centre-right	Q30035697	Anstrell, Alexandra	F	-	
ParlaMint-SE-en_2022-01-27-prot-202122--60	i-8gXLFkCkMkQq4EZAE4Pp8c	Swedish parliamentary corpus ParlaMint-SE-en, 2021/22 nr. 60	2022-01-27	Unicameralism	2021/22	-	-	2021/22--60	-	COVID	English	Regular	notMP	Minister	S	Socialdemokraterna	Coalition	Centre-left	Q3370162	Hultqvist, Peter	M	-	
ParlaMint-SE-en_2022-01-27-prot-202122--60	i-X4oUi1nUwtG6v1zNRw7fta	Swedish parliamentary corpus ParlaMint-SE-en, 2021/22 nr. 60	2022-01-27	Unicameralism	2021/22	-	-	2021/22--60	-	COVID	English	Regular	MP	notMinister	SD	Sverigedemokraterna	-	Right to far-right	Q18237639	Bengtsson, Angelika	F	-	
ParlaMint-SE-en_2022-01-27-prot-202122--60	i-HJ74BQHvN8jxbdMhazj2th	Swedish parliamentary corpus ParlaMint-SE-en, 2021/22 nr. 60	2022-01-27	Unicameralism	2021/22	-	-	2021/22--60	-	COVID	English	Regular	notMP	Minister	S	Socialdemokraterna	Coalition	Centre-left	Q3375050	Ygeman, Anders	M	-	
ParlaMint-SE-en_2022-01-27-prot-202122--60	i-Y5hHKQfoFN9o6PBQHwHqQ3	Swedish parliamentary corpus ParlaMint-SE-en, 2021/22 nr. 60	2022-01-27	Unicameralism	2021/22	-	-	2021/22--60	-	COVID	English	Regular	MP	notMinister	S	Socialdemokraterna	Coalition	Centre-left	Q18202407	Töyrä, Emilia	F	-	
ParlaMint-SE-en_2022-01-27-prot-202122--60	i-MS7VGNDm7jT35b7MypA9N4	Swedish parliamentary corpus ParlaMint-SE-en, 2021/22 nr. 60	2022-01-27	Unicameralism	2021/22	-	-	2021/22--60	-	COVID	English	Regular	notMP	Minister	S	Socialdemokraterna	Coalition	Centre-left	Q18451082	Karkiainen, Ida	F	-	
ParlaMint-SE-en_2022-01-27-prot-202122--60	i-7LcWuxNimHcjyJ4wYkD6cU	Swedish parliamentary corpus ParlaMint-SE-en, 2021/22 nr. 60	2022-01-27	Unicameralism	2021/22	-	-	2021/22--60	-	COVID	English	Regular	MP	notMinister	M	Moderaterna	-	Centre-right	Q57168821	Berglund, Jörgen	M	-	
ParlaMint-SE-en_2022-01-27-prot-202122--60	i-Vam4Ezuy5GBiAPtS2qZHNq	Swedish parliamentary corpus ParlaMint-SE-en, 2021/22 nr. 60	2022-01-27	Unicameralism	2021/22	-	-	2021/22--60	-	COVID	English	Regular	notMP	Minister	S	Socialdemokraterna	Coalition	Centre-left	Q3370162	Hultqvist, Peter	M	-	
ParlaMint-SE-en_2022-01-27-prot-202122--60	i-EKQRpxjwHt8jxFDA9BR98c	Swedish parliamentary corpus ParlaMint-SE-en, 2021/22 nr. 60	2022-01-27	Unicameralism	2021/22	-	-	2021/22--60	-	COVID	English	Regular	MP	notMinister	SD	Sverigedemokraterna	-	Right to far-right	Q18246207	Ståhl, Jimmy	M	-	
ParlaMint-SE-en_2022-01-27-prot-202122--60	i-Gv7CsjsTR8XoFiyyKN294X	Swedish parliamentary corpus ParlaMint-SE-en, 2021/22 nr. 60	2022-01-27	Unicameralism	2021/22	-	-	2021/22--60	-	COVID	English	Regular	notMP	Minister	S	Socialdemokraterna	Coalition	Centre-left	Q5711551	Eneroth, Tomas	M	-	
