Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-FI-en_2021-10-29-ps-128	ParlaMint-FI_2021-10-29-ps-128.u1	Minutes of the Finnish Parliament's plenary session 128/2021, 2021-10-29	2021-10-29	Unicameralism	Vaalikausi 2019	Valtiopäivät 2021	Täysistunto 128	2021-10-29	-	COVID	English	Chairperson	MP	notMinister	SDP	Social Democratic Party of Finland	Coalition	Centre-left	AnttiRinne	Rinne, Antti	M	1962	
ParlaMint-FI-en_2021-10-29-ps-128	ParlaMint-FI_2021-10-29-ps-128.u12	Minutes of the Finnish Parliament's plenary session 128/2021, 2021-10-29	2021-10-29	Unicameralism	Vaalikausi 2019	Valtiopäivät 2021	Täysistunto 128	2021-10-29	-	COVID	English	Regular	MP	notMinister	KOK	National Coalition Party	Opposition	Centre-right	BenZyskowicz	Zyskowicz, Ben	M	1954	
ParlaMint-FI-en_2021-10-29-ps-128	ParlaMint-FI_2021-10-29-ps-128.u13	Minutes of the Finnish Parliament's plenary session 128/2021, 2021-10-29	2021-10-29	Unicameralism	Vaalikausi 2019	Valtiopäivät 2021	Täysistunto 128	2021-10-29	-	COVID	English	Chairperson	MP	notMinister	SDP	Social Democratic Party of Finland	Coalition	Centre-left	AnttiRinne	Rinne, Antti	M	1962	
ParlaMint-FI-en_2021-10-29-ps-128	ParlaMint-FI_2021-10-29-ps-128.u14	Minutes of the Finnish Parliament's plenary session 128/2021, 2021-10-29	2021-10-29	Unicameralism	Vaalikausi 2019	Valtiopäivät 2021	Täysistunto 128	2021-10-29	-	COVID	English	Regular	MP	notMinister	PS	Finns Party	Opposition	Right to far-right	AriKoponen	Koponen, Ari	M	1982	
ParlaMint-FI-en_2021-10-29-ps-128	ParlaMint-FI_2021-10-29-ps-128.u15	Minutes of the Finnish Parliament's plenary session 128/2021, 2021-10-29	2021-10-29	Unicameralism	Vaalikausi 2019	Valtiopäivät 2021	Täysistunto 128	2021-10-29	-	COVID	English	Chairperson	MP	notMinister	SDP	Social Democratic Party of Finland	Coalition	Centre-left	AnttiRinne	Rinne, Antti	M	1962	
ParlaMint-FI-en_2021-10-29-ps-128	ParlaMint-FI_2021-10-29-ps-128.u16	Minutes of the Finnish Parliament's plenary session 128/2021, 2021-10-29	2021-10-29	Unicameralism	Vaalikausi 2019	Valtiopäivät 2021	Täysistunto 128	2021-10-29	-	COVID	English	Regular	MP	notMinister	SDP	Social Democratic Party of Finland	Coalition	Centre-left	MariaGuzenina	Guzenina, Maria	F	1969	
ParlaMint-FI-en_2021-10-29-ps-128	ParlaMint-FI_2021-10-29-ps-128.u17	Minutes of the Finnish Parliament's plenary session 128/2021, 2021-10-29	2021-10-29	Unicameralism	Vaalikausi 2019	Valtiopäivät 2021	Täysistunto 128	2021-10-29	-	COVID	English	Chairperson	MP	notMinister	SDP	Social Democratic Party of Finland	Coalition	Centre-left	AnttiRinne	Rinne, Antti	M	1962	
ParlaMint-FI-en_2021-10-29-ps-128	ParlaMint-FI_2021-10-29-ps-128.u18	Minutes of the Finnish Parliament's plenary session 128/2021, 2021-10-29	2021-10-29	Unicameralism	Vaalikausi 2019	Valtiopäivät 2021	Täysistunto 128	2021-10-29	-	COVID	English	Regular	MP	notMinister	SDP	Social Democratic Party of Finland	Coalition	Centre-left	KimmoKiljunen	Kiljunen, Kimmo	M	1951	
ParlaMint-FI-en_2021-10-29-ps-128	ParlaMint-FI_2021-10-29-ps-128.u19	Minutes of the Finnish Parliament's plenary session 128/2021, 2021-10-29	2021-10-29	Unicameralism	Vaalikausi 2019	Valtiopäivät 2021	Täysistunto 128	2021-10-29	-	COVID	English	Chairperson	MP	notMinister	SDP	Social Democratic Party of Finland	Coalition	Centre-left	AnttiRinne	Rinne, Antti	M	1962	
ParlaMint-FI-en_2021-10-29-ps-128	ParlaMint-FI_2021-10-29-ps-128.u20	Minutes of the Finnish Parliament's plenary session 128/2021, 2021-10-29	2021-10-29	Unicameralism	Vaalikausi 2019	Valtiopäivät 2021	Täysistunto 128	2021-10-29	-	COVID	English	Regular	MP	notMinister	PS	Finns Party	Opposition	Right to far-right	SheikkiLaakso	Laakso, Sheikki	M	1968	
ParlaMint-FI-en_2021-10-29-ps-128	ParlaMint-FI_2021-10-29-ps-128.u21	Minutes of the Finnish Parliament's plenary session 128/2021, 2021-10-29	2021-10-29	Unicameralism	Vaalikausi 2019	Valtiopäivät 2021	Täysistunto 128	2021-10-29	-	COVID	English	Chairperson	MP	notMinister	SDP	Social Democratic Party of Finland	Coalition	Centre-left	AnttiRinne	Rinne, Antti	M	1962	
ParlaMint-FI-en_2021-10-29-ps-128	ParlaMint-FI_2021-10-29-ps-128.u22	Minutes of the Finnish Parliament's plenary session 128/2021, 2021-10-29	2021-10-29	Unicameralism	Vaalikausi 2019	Valtiopäivät 2021	Täysistunto 128	2021-10-29	-	COVID	English	Regular	MP	notMinister	SDP	Social Democratic Party of Finland	Coalition	Centre-left	MariaGuzenina	Guzenina, Maria	F	1969	
