ParlaMint-UA_2007-12-18-m0.u1	Good morning, everyone. Ladies and gentlemen, I ask you to register with the "Council" system. [[10:06:29]] Ladies and gentlemen, 227 Ukrainian national deputies have registered in the Hall. The morning session of the Supreme Council of Ukraine is publicized. Dear colleagues, I would like to remind you once again of the decision that was taken on Friday in a unanimous manner, both at the Conciliation Council and in general, was approved by all the national deputies who took part in the Friday vote. This is about shaping the order of the day. We have a few questions on the agenda. The first and most important question is the appointment of the Prime Minister of Ukraine. Thus, the first issue of the agenda is the consideration of the appointment of the Prime Minister of Ukraine by the President of Ukraine. In this regard, however, there are several additional questions to be considered by the Ukrainian National Deputies: the question of the dismissal of the Prime Minister of the question of the termination of the powers of the current government, the question of the appointment of a new government and the question of the permanent termination of the powers of the Ukrainian National Deputies, which, if voted for, will become members of the Cabinet of Ministers of Ukraine. We also actively worked yesterday at the Conciliation Council meeting and the cluster of issues related to the formation of the Governing Body of the Supreme Council, we hope that today will begin in part of our consideration. If not, objectively, if we do not have enough time, we will carry it on to the next day. In view of this, honourable national MPs, I have announced today's agenda, and I would like to inform you that, yesterday at the Conciliation Council meeting, we have actively remodeled the order of today's day, including the basic approaches to voting. The grateful Counting Commission, which met today and yesterday on the issue of voting order formation, as it is a matter of actual change in voting methods, and for the first time in the history of the Ukrainian Parliament, this particular voting mechanism has been proposed. By the way, this is the voting mechanism that is foreseen in many parliaments around the world, starting with Britain and Canada and ending with Spain, Italy and even Poland. So we're basically ready for today's meeting. I'd like to welcome the National Deputy of Ukraine, Mikola Stepanovitch, with your permission. I'd like to welcome our colleague. [[Applause]] In order to finalize the agenda and resolve all regulatory issues regarding the meeting, two factions are the factions of the Yulia Timoshenko and Our Ukraine – People's Self-Defense – have requested a 30-minute recess. According to the Rules, I am obliged to give them a 30 - minute break. Thank you. In 30 minutes, we'll resume the session.
ParlaMint-UA_2007-12-18-m0.u12	For.
ParlaMint-UA_2007-12-18-m0.u13	National Deputy Arutunov Garegin Rafaelovich.
ParlaMint-UA_2007-12-18-m0.u14	For.
ParlaMint-UA_2007-12-18-m0.u15	National Deputy Babayev Oleg Maidanovic.
ParlaMint-UA_2007-12-18-m0.u16	For.
ParlaMint-UA_2007-12-18-m0.u17	National Deputy Babenko Valerij Borisovich.
ParlaMint-UA_2007-12-18-m0.u18	For.
ParlaMint-UA_2007-12-18-m0.u19	National Deputy Bagraev Mikola Georgievich
ParlaMint-UA_2007-12-18-m0.u20	For.
ParlaMint-UA_2007-12-18-m0.u21	Dear Head! Dear colleagues! And if I don't have a shortcut, I'll just call it last name. Completely? The will of the House is the law! National Deputy Barwinenko Vitali Dmitrovitch.
ParlaMint-UA_2007-12-18-m0.u22	For.
ParlaMint-UA_2007-12-18-m0.u23	National Deputy Belarus Oleg Grigorovich.
ParlaMint-UA_2007-12-18-m0.u24	For.
ParlaMint-UA_2007-12-18-m0.u25	National Deputy Biruk Lev Vasilovich.
ParlaMint-UA_2007-12-18-m0.u26	For.
ParlaMint-UA_2007-12-18-m0.u27	National MP Bogdan Ruslan Dmitrovich.
ParlaMint-UA_2007-12-18-m0.u28	For.
ParlaMint-UA_2007-12-18-m0.u29	National Deputy Bodnar Olga Borisovna
ParlaMint-UA_2007-12-18-m0.u30	For.
ParlaMint-UA_2007-12-18-m0.u31	Please raise your hand again. There's a "yes." National MP Bondarenko Volodymir Dmitrovic.
ParlaMint-UA_2007-12-18-m0.u32	For.
ParlaMint-UA_2007-12-18-m0.u33	National Deputy Bondarenko Olena Fedorovna.
ParlaMint-UA_2007-12-18-m0.u34	For.
ParlaMint-UA_2007-12-18-m0.u35	National Deputy Bondarev Constantine Anatoliyovich.
ParlaMint-UA_2007-12-18-m0.u36	For.
ParlaMint-UA_2007-12-18-m0.u37	There is a “pro. ” National Deputy Borodin Allvolod Volodymyrovich.
ParlaMint-UA_2007-12-18-m0.u38	For.
ParlaMint-UA_2007-12-18-m0.u39	National Deputy Budgerak Alexander Alexandrovich.
ParlaMint-UA_2007-12-18-m0.u40	For.
ParlaMint-UA_2007-12-18-m0.u41	Yes. National Deputy Burjak Alexander Vasilovich.
ParlaMint-UA_2007-12-18-m0.u42	For.
ParlaMint-UA_2007-12-18-m0.u43	National Deputy Burjak Sergey Vasilovich.
ParlaMint-UA_2007-12-18-m0.u44	For. For. For.
ParlaMint-UA_2007-12-18-m0.u45	It's okay. National Deputy Vasadze Tariel Shaković.
ParlaMint-UA_2007-12-18-m0.u46	For.
ParlaMint-UA_2007-12-18-m0.u47	National Deputy Velizany Sergey Konstantinovich.
ParlaMint-UA_2007-12-18-m0.u48	We're waiting for the picture! For.
ParlaMint-UA_2007-12-18-m0.u49	National Deputy Verevsky Andry Mihajlovich.
ParlaMint-UA_2007-12-18-m0.u50	For.
ParlaMint-UA_2007-12-18-m0.u51	National Deputy Vetwicki Dmitry Alexanderovich.
ParlaMint-UA_2007-12-18-m0.u52	For.
ParlaMint-UA_2007-12-18-m0.u53	National Deputy of the Vienna Joseph Vicentiovich.
ParlaMint-UA_2007-12-18-m0.u54	For.
ParlaMint-UA_2007-12-18-m0.u55	National MP Volinec Mikhailo Yakovic.
ParlaMint-UA_2007-12-18-m0.u56	For.
ParlaMint-UA_2007-12-18-m0.u57	National Deputy Vorotnuk Igor Borisovich.
ParlaMint-UA_2007-12-18-m0.u58	For.
ParlaMint-UA_2007-12-18-m0.u59	National Deputy Hassuk Petrovich.
ParlaMint-UA_2007-12-18-m0.u60	For.
ParlaMint-UA_2007-12-18-m0.u61	National Deputy Gacko Valeri Petrovich
ParlaMint-UA_2007-12-18-m0.u62	For.
ParlaMint-UA_2007-12-18-m0.u63	National Deputy Gayman Oleg Eisikovich.
ParlaMint-UA_2007-12-18-m0.u64	For.
ParlaMint-UA_2007-12-18-m0.u65	People's MP, Gus Stepan Karlovich.
ParlaMint-UA_2007-12-18-m0.u66	For.
ParlaMint-UA_2007-12-18-m0.u67	There's a note from the Counting Commission, raise your hand so that it can be seen well, well people good! National Deputy Gnatkovic Yuri Vasilovich.
ParlaMint-UA_2007-12-18-m0.u68	For.
ParlaMint-UA_2007-12-18-m0.u69	National Deputy Green Igor Alexiyovich.
ParlaMint-UA_2007-12-18-m0.u70	For.
ParlaMint-UA_2007-12-18-m0.u71	National Deputy Hubsky Bogdan Volodymyrovich.
ParlaMint-UA_2007-12-18-m0.u72	To Tymoshenko!
ParlaMint-UA_2007-12-18-m0.u73	National Deputy Dávimuka Stepan Antonovich.
ParlaMint-UA_2007-12-18-m0.u74	For.
ParlaMint-UA_2007-12-18-m0.u75	National MP Danilov Vitali Bogdanovich.
ParlaMint-UA_2007-12-18-m0.u76	For.
ParlaMint-UA_2007-12-18-m0.u77	National MP Denisov Ludmila Leontievna.
ParlaMint-UA_2007-12-18-m0.u78	For.
ParlaMint-UA_2007-12-18-m0.u79	National Deputy Denkovic Ivan Vasilovich.
ParlaMint-UA_2007-12-18-m0.u80	For.
ParlaMint-UA_2007-12-18-m0.u81	National Deputy Wooden Vasil Timothyovich.
ParlaMint-UA_2007-12-18-m0.u82	For.
ParlaMint-UA_2007-12-18-m0.u83	The hand was beautifully raised. National Deputy Goody Eugene Dmitrovich.
ParlaMint-UA_2007-12-18-m0.u84	For.
ParlaMint-UA_2007-12-18-m0.u85	National Deputy Donczak Vladimir Andriyovich.
ParlaMint-UA_2007-12-18-m0.u86	For.
ParlaMint-UA_2007-12-18-m0.u87	People's Deputy of Dubovy Alexander Fedorovich.
ParlaMint-UA_2007-12-18-m0.u88	For. For.
ParlaMint-UA_2007-12-18-m0.u89	Once. National Deputy Jereshko Igor Henadiovich
ParlaMint-UA_2007-12-18-m0.u90	For.
ParlaMint-UA_2007-12-18-m0.u91	National Deputy Zhevago Constantine Valentinovich.
ParlaMint-UA_2007-12-18-m0.u92	For.
ParlaMint-UA_2007-12-18-m0.u93	National MP Zabzaluk Roman Omelanovic.
ParlaMint-UA_2007-12-18-m0.u94	For.
ParlaMint-UA_2007-12-18-m0.u95	National MP Zirko Gennady Alexandrovich.
ParlaMint-UA_2007-12-18-m0.u96	For.
ParlaMint-UA_2007-12-18-m0.u97	National Deputy Zimin Evgen Igorovich.
ParlaMint-UA_2007-12-18-m0.u98	For.
ParlaMint-UA_2007-12-18-m0.u99	National Deputy Zosula Ruslan Petrovich.
ParlaMint-UA_2007-12-18-m0.u100	For.
ParlaMint-UA_2007-12-18-m0.u101	National Deputy Zubov Valentin Sergiyovich.
ParlaMint-UA_2007-12-18-m0.u102	For.
ParlaMint-UA_2007-12-18-m0.u103	National Deputy Ivanenko Volodymir Grigorovich.
ParlaMint-UA_2007-12-18-m0.u104	For.
ParlaMint-UA_2007-12-18-m0.u105	National Deputy Calchenko Valeriy Mihajlovich.
ParlaMint-UA_2007-12-18-m0.u106	For.
ParlaMint-UA_2007-12-18-m0.u107	National Deputy Kamchatny Valery Grigorovich
ParlaMint-UA_2007-12-18-m0.u108	For.
ParlaMint-UA_2007-12-18-m0.u109	National Deputy Kapleyenko Vladimir Volodymyrovich.
ParlaMint-UA_2007-12-18-m0.u110	Category ‘for’.
ParlaMint-UA_2007-12-18-m0.u111	So let's write this down. National Deputy Kemenyash Aleksandar Mihajlovich.
ParlaMint-UA_2007-12-18-m0.u112	For.
ParlaMint-UA_2007-12-18-m0.u113	National Deputy Kirilenko Ivan Grigorovich.
ParlaMint-UA_2007-12-18-m0.u114	For.
ParlaMint-UA_2007-12-18-m0.u115	National Deputy Kirilchuk Evgen Ivanovich
ParlaMint-UA_2007-12-18-m0.u116	For.
ParlaMint-UA_2007-12-18-m0.u117	National MP Kovzel Mikola Olegovich.
ParlaMint-UA_2007-12-18-m0.u118	For.
ParlaMint-UA_2007-12-18-m0.u119	National Deputy Cosemyakin Andriy Anatoliyovich
ParlaMint-UA_2007-12-18-m0.u120	For.
ParlaMint-UA_2007-12-18-m0.u121	National Deputy Condratiuk Olena Konstantinovna.
ParlaMint-UA_2007-12-18-m0.u122	For.
ParlaMint-UA_2007-12-18-m0.u123	National Deputy Konstantinov Eugene Seminovich.
ParlaMint-UA_2007-12-18-m0.u124	For.
ParlaMint-UA_2007-12-18-m0.u125	National Deputy Corge Vitali Terentiyovich.
ParlaMint-UA_2007-12-18-m0.u126	For.
ParlaMint-UA_2007-12-18-m0.u127	National Deputy Korniychuk Eugene Volodymyrovich.
ParlaMint-UA_2007-12-18-m0.u128	For.
ParlaMint-UA_2007-12-18-m0.u129	National Deputy Royal Natalia Yuriovna.
ParlaMint-UA_2007-12-18-m0.u130	For.
ParlaMint-UA_2007-12-18-m0.u131	National Deputy Korotjuk Vadim Ivanovich.
ParlaMint-UA_2007-12-18-m0.u132	About
ParlaMint-UA_2007-12-18-m0.u133	National Deputy Kosov Mikhailo Vasilovich.
ParlaMint-UA_2007-12-18-m0.u134	For.
ParlaMint-UA_2007-12-18-m0.u135	National Deputy Kostenko Paul Ivanovich.
ParlaMint-UA_2007-12-18-m0.u136	For.
ParlaMint-UA_2007-12-18-m0.u137	National Deputy Kravczuk Petr Kostinović.
ParlaMint-UA_2007-12-18-m0.u138	For.
ParlaMint-UA_2007-12-18-m0.u139	National Deputy Kranji Valerij Grigorovich.
ParlaMint-UA_2007-12-18-m0.u140	For.
ParlaMint-UA_2007-12-18-m0.u141	National Deputy Krug Yuri Borisovich.
ParlaMint-UA_2007-12-18-m0.u142	For.
ParlaMint-UA_2007-12-18-m0.u143	National Deputy Krupko Petr Mikolaiovich.
ParlaMint-UA_2007-12-18-m0.u144	For.
ParlaMint-UA_2007-12-18-m0.u145	National Deputy Kuzmenko Peter Pavlovich.
ParlaMint-UA_2007-12-18-m0.u146	For.
ParlaMint-UA_2007-12-18-m0.u147	National Deputy Kurilo Vitaly Semenovich.
ParlaMint-UA_2007-12-18-m0.u148	For.
ParlaMint-UA_2007-12-18-m0.u149	National Deputy Kurovsky Ivan Ivanovich.
ParlaMint-UA_2007-12-18-m0.u150	For.
ParlaMint-UA_2007-12-18-m0.u151	National Deputy Kurpil Stepan Volodymyrovich.
ParlaMint-UA_2007-12-18-m0.u152	For.
ParlaMint-UA_2007-12-18-m0.u153	The national deputy of Labunska Angelika Viktorovna
ParlaMint-UA_2007-12-18-m0.u154	For.
ParlaMint-UA_2007-12-18-m0.u155	National Deputy Levcun Volodymyr Ivanovich.
ParlaMint-UA_2007-12-18-m0.u156	For.
ParlaMint-UA_2007-12-18-m0.u157	National Deputy Livinsky Mikhailo Alexandrovich
ParlaMint-UA_2007-12-18-m0.u158	For.
ParlaMint-UA_2007-12-18-m0.u159	National Deputy Logwinenko Aleksei Stepanovich
ParlaMint-UA_2007-12-18-m0.u160	For.
ParlaMint-UA_2007-12-18-m0.u161	National MP, Victor Alexanderovich of Lausinsky.
ParlaMint-UA_2007-12-18-m0.u162	For.
ParlaMint-UA_2007-12-18-m0.u163	National Deputy Lukashuk Oleg Grigorovich.
ParlaMint-UA_2007-12-18-m0.u164	For.
ParlaMint-UA_2007-12-18-m0.u165	National Deputy Lukyanczuk Ruslan Valeryanovich Valeriovich, I'm sorry, please.
ParlaMint-UA_2007-12-18-m0.u166	For.
ParlaMint-UA_2007-12-18-m0.u167	National Deputy Lasko Oleg Valeriyovich.
ParlaMint-UA_2007-12-18-m0.u168	For.
ParlaMint-UA_2007-12-18-m0.u169	National Deputy Makijenko Volodymyr Petrovich
ParlaMint-UA_2007-12-18-m0.u170	For. For. For. For.
ParlaMint-UA_2007-12-18-m0.u171	National Deputy Malich Oleg Volodymyrovich.
ParlaMint-UA_2007-12-18-m0.u172	For.
ParlaMint-UA_2007-12-18-m0.u173	National Deputy Mishchenko Sergey Grigorovich.
ParlaMint-UA_2007-12-18-m0.u174	For.
ParlaMint-UA_2007-12-18-m0.u175	National Deputy Mojcan Pavel Mihajlovich.
ParlaMint-UA_2007-12-18-m0.u176	For.
ParlaMint-UA_2007-12-18-m0.u177	National MP, Mestipan Ulyana Mikolayevna.
ParlaMint-UA_2007-12-18-m0.u178	Uljana Mikolayevna is in.
ParlaMint-UA_2007-12-18-m0.u179	National Deputy Nemira Grigori Mihajlovich.
ParlaMint-UA_2007-12-18-m0.u180	For.
ParlaMint-UA_2007-12-18-m0.u181	National Deputy Odarchenko Yuri Vitaliyovich
ParlaMint-UA_2007-12-18-m0.u182	For.
ParlaMint-UA_2007-12-18-m0.u183	National Deputy Oliynik Viktor Stepanovich.
ParlaMint-UA_2007-12-18-m0.u184	For.
ParlaMint-UA_2007-12-18-m0.u185	National Deputy Olijnik Svetoslav Vasilovich. Please raise your hands above.
ParlaMint-UA_2007-12-18-m0.u186	For.
ParlaMint-UA_2007-12-18-m0.u187	National MP Omelchenko Grigori Omelanovic
ParlaMint-UA_2007-12-18-m0.u188	For.
ParlaMint-UA_2007-12-18-m0.u189	National Deputy Osik Sergey Grigorovich.
ParlaMint-UA_2007-12-18-m0.u190	For.
ParlaMint-UA_2007-12-18-m0.u191	National Deputy Pashinsky Sergey Volodymyrovich.
ParlaMint-UA_2007-12-18-m0.u192	For.
ParlaMint-UA_2007-12-18-m0.u193	National Deputy Petrenko Vadim Mihajlovich.
ParlaMint-UA_2007-12-18-m0.u194	For.
ParlaMint-UA_2007-12-18-m0.u195	National MP Petruk Mikola Mikolaiovich.
ParlaMint-UA_2007-12-18-m0.u196	For.
ParlaMint-UA_2007-12-18-m0.u197	National Deputy Pierre Vijacheslav Grigorovich
ParlaMint-UA_2007-12-18-m0.u198	For.
ParlaMint-UA_2007-12-18-m0.u199	People's MP Pinzenik Viktor Mikhailovich.
ParlaMint-UA_2007-12-18-m0.u200	For.
ParlaMint-UA_2007-12-18-m0.u201	National MP Pisarenko Valeriy Volodymyrovich.
ParlaMint-UA_2007-12-18-m0.u202	For.
ParlaMint-UA_2007-12-18-m0.u203	National MP, Upper Sergey Petrovich.
ParlaMint-UA_2007-12-18-m0.u204	For.
ParlaMint-UA_2007-12-18-m0.u205	National Deputy Zjijenov Mikhailo Aleksandrovich.
ParlaMint-UA_2007-12-18-m0.u206	For.
ParlaMint-UA_2007-12-18-m0.u207	National MP Polohalo Volodymir Ivanovich.
ParlaMint-UA_2007-12-18-m0.u208	For.
ParlaMint-UA_2007-12-18-m0.u209	National Deputy Poluniev Yuri Volodymyrovich.
ParlaMint-UA_2007-12-18-m0.u210	For.
ParlaMint-UA_2007-12-18-m0.u211	National Deputy Ponomarenko Alexander Volodymyrovich.
ParlaMint-UA_2007-12-18-m0.u212	For.
ParlaMint-UA_2007-12-18-m0.u213	National Deputy Portnov Andry Volodymyrovich.
ParlaMint-UA_2007-12-18-m0.u214	For.
