Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-AT-en_2019-05-27-026-XXVI-NRSITZ-00079	ParlaMint-AT_2019-05-27-026-XXVI-NRSITZ-00079_d7e687	Sitting Number 79, Legislative period XXVI, Monday, 27. May 2019	2019-05-27	Lower house	Legislative period XXVI	-	-	Sitting 79	-	Reference	English	Chairperson	MP	notMinister	SPÖ	parliamentary group of the Social Democratic Party of Austria	Opposition	Centre-left	PAD_00145	Bures, Doris	F	1962	
ParlaMint-AT-en_2019-05-27-026-XXVI-NRSITZ-00079	ParlaMint-AT_2019-05-27-026-XXVI-NRSITZ-00079_d7e1293	Sitting Number 79, Legislative period XXVI, Monday, 27. May 2019	2019-05-27	Lower house	Legislative period XXVI	-	-	Sitting 79	-	Reference	English	Regular	MP	notMinister	SPÖ	parliamentary group of the Social Democratic Party of Austria	Opposition	Centre-left	PAD_88629	Drozda, Thomas	M	1965	
ParlaMint-AT-en_2019-05-27-026-XXVI-NRSITZ-00079	ParlaMint-AT_2019-05-27-026-XXVI-NRSITZ-00079_d7e1375	Sitting Number 79, Legislative period XXVI, Monday, 27. May 2019	2019-05-27	Lower house	Legislative period XXVI	-	-	Sitting 79	-	Reference	English	Chairperson	MP	notMinister	SPÖ	parliamentary group of the Social Democratic Party of Austria	Opposition	Centre-left	PAD_00145	Bures, Doris	F	1962	
ParlaMint-AT-en_2019-05-27-026-XXVI-NRSITZ-00079	ParlaMint-AT_2019-05-27-026-XXVI-NRSITZ-00079_d7e1399	Sitting Number 79, Legislative period XXVI, Monday, 27. May 2019	2019-05-27	Lower house	Legislative period XXVI	-	-	Sitting 79	-	Reference	English	Regular	MP	notMinister	FPÖ	parliamentary group of the Austrian Freedom Party	Coalition	Right to far-right	PAD_51571	Stefan, Harald	M	1965	
ParlaMint-AT-en_2019-05-27-026-XXVI-NRSITZ-00079	ParlaMint-AT_2019-05-27-026-XXVI-NRSITZ-00079_d7e1500	Sitting Number 79, Legislative period XXVI, Monday, 27. May 2019	2019-05-27	Lower house	Legislative period XXVI	-	-	Sitting 79	-	Reference	English	Chairperson	MP	notMinister	SPÖ	parliamentary group of the Social Democratic Party of Austria	Opposition	Centre-left	PAD_00145	Bures, Doris	F	1962	
ParlaMint-AT-en_2019-05-27-026-XXVI-NRSITZ-00079	ParlaMint-AT_2019-05-27-026-XXVI-NRSITZ-00079_d7e1527	Sitting Number 79, Legislative period XXVI, Monday, 27. May 2019	2019-05-27	Lower house	Legislative period XXVI	-	-	Sitting 79	-	Reference	English	Regular	MP	notMinister	NEOS	parliamentary group of NEOS	-	Centre	PAD_02342	Griss, Irmgard	F	1946	
ParlaMint-AT-en_2019-05-27-026-XXVI-NRSITZ-00079	ParlaMint-AT_2019-05-27-026-XXVI-NRSITZ-00079_d7e1596	Sitting Number 79, Legislative period XXVI, Monday, 27. May 2019	2019-05-27	Lower house	Legislative period XXVI	-	-	Sitting 79	-	Reference	English	Chairperson	MP	notMinister	SPÖ	parliamentary group of the Social Democratic Party of Austria	Opposition	Centre-left	PAD_00145	Bures, Doris	F	1962	
ParlaMint-AT-en_2019-05-27-026-XXVI-NRSITZ-00079	ParlaMint-AT_2019-05-27-026-XXVI-NRSITZ-00079_d7e1617	Sitting Number 79, Legislative period XXVI, Monday, 27. May 2019	2019-05-27	Lower house	Legislative period XXVI	-	-	Sitting 79	-	Reference	English	Regular	MP	notMinister	JETZT	parliamentary group JETZT – Pilz List	-	Centre-left to left	PAD_22573	Zinggl, Wolfgang	M	1954	
ParlaMint-AT-en_2019-05-27-026-XXVI-NRSITZ-00079	ParlaMint-AT_2019-05-27-026-XXVI-NRSITZ-00079_d7e1658	Sitting Number 79, Legislative period XXVI, Monday, 27. May 2019	2019-05-27	Lower house	Legislative period XXVI	-	-	Sitting 79	-	Reference	English	Chairperson	MP	notMinister	SPÖ	parliamentary group of the Social Democratic Party of Austria	Opposition	Centre-left	PAD_00145	Bures, Doris	F	1962	
ParlaMint-AT-en_2019-05-27-026-XXVI-NRSITZ-00079	ParlaMint-AT_2019-05-27-026-XXVI-NRSITZ-00079_d7e1694	Sitting Number 79, Legislative period XXVI, Monday, 27. May 2019	2019-05-27	Lower house	Legislative period XXVI	-	-	Sitting 79	-	Reference	English	Chairperson	MP	notMinister	SPÖ	parliamentary group of the Social Democratic Party of Austria	Opposition	Centre-left	PAD_00145	Bures, Doris	F	1962	
ParlaMint-AT-en_2019-05-27-026-XXVI-NRSITZ-00079	ParlaMint-AT_2019-05-27-026-XXVI-NRSITZ-00079_d7e1775	Sitting Number 79, Legislative period XXVI, Monday, 27. May 2019	2019-05-27	Lower house	Legislative period XXVI	-	-	Sitting 79	-	Reference	English	Chairperson	MP	notMinister	SPÖ	parliamentary group of the Social Democratic Party of Austria	Opposition	Centre-left	PAD_00145	Bures, Doris	F	1962	
