Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-NL-en_2022-03-15-tweedekamer-38	ParlaMint-NL_2022-03-15-tweedekamer-38.u1	Report of the meeting of the Dutch Lower House, Meeting 60, Session 38 (2022-03-15)	2022-03-15	Lower house	Meeting of the 30th Tweede Kamer	Session 38	Meeting 60	Sitting 2022-03-15	-	COVID,War	English	Chairperson	MP	notMinister	D66	Democraten 66	Coalition	Centre	VeraBergkamp	Bergkamp, Vera	F	1971	
ParlaMint-NL-en_2022-03-15-tweedekamer-38	ParlaMint-NL_2022-03-15-tweedekamer-38.u12	Report of the meeting of the Dutch Lower House, Meeting 60, Session 38 (2022-03-15)	2022-03-15	Lower house	Meeting of the 30th Tweede Kamer	Session 38	Meeting 60	Sitting 2022-03-15	-	COVID,War	English	Regular	notMP	notMinister	PvdD	Partij voor de Dieren	Opposition	Left	EvavanEsch	van Esch, Eva	F	1986	
ParlaMint-NL-en_2022-03-15-tweedekamer-38	ParlaMint-NL_2022-03-15-tweedekamer-38.u13	Report of the meeting of the Dutch Lower House, Meeting 60, Session 38 (2022-03-15)	2022-03-15	Lower house	Meeting of the 30th Tweede Kamer	Session 38	Meeting 60	Sitting 2022-03-15	-	COVID,War	English	Guest	notMP	notMinister	CDA	Christen-Democratisch Appèl	Coalition	Centre to centre-right	VivianneHeijnen	Heijnen, Vivianne	F	1982	
ParlaMint-NL-en_2022-03-15-tweedekamer-38	ParlaMint-NL_2022-03-15-tweedekamer-38.u14	Report of the meeting of the Dutch Lower House, Meeting 60, Session 38 (2022-03-15)	2022-03-15	Lower house	Meeting of the 30th Tweede Kamer	Session 38	Meeting 60	Sitting 2022-03-15	-	COVID,War	English	Regular	notMP	notMinister	PvdD	Partij voor de Dieren	Opposition	Left	EvavanEsch	van Esch, Eva	F	1986	
ParlaMint-NL-en_2022-03-15-tweedekamer-38	ParlaMint-NL_2022-03-15-tweedekamer-38.u15	Report of the meeting of the Dutch Lower House, Meeting 60, Session 38 (2022-03-15)	2022-03-15	Lower house	Meeting of the 30th Tweede Kamer	Session 38	Meeting 60	Sitting 2022-03-15	-	COVID,War	English	Chairperson	MP	notMinister	D66	Democraten 66	Coalition	Centre	VeraBergkamp	Bergkamp, Vera	F	1971	
ParlaMint-NL-en_2022-03-15-tweedekamer-38	ParlaMint-NL_2022-03-15-tweedekamer-38.u16	Report of the meeting of the Dutch Lower House, Meeting 60, Session 38 (2022-03-15)	2022-03-15	Lower house	Meeting of the 30th Tweede Kamer	Session 38	Meeting 60	Sitting 2022-03-15	-	COVID,War	English	Guest	notMP	notMinister	CDA	Christen-Democratisch Appèl	Coalition	Centre to centre-right	VivianneHeijnen	Heijnen, Vivianne	F	1982	
ParlaMint-NL-en_2022-03-15-tweedekamer-38	ParlaMint-NL_2022-03-15-tweedekamer-38.u17	Report of the meeting of the Dutch Lower House, Meeting 60, Session 38 (2022-03-15)	2022-03-15	Lower house	Meeting of the 30th Tweede Kamer	Session 38	Meeting 60	Sitting 2022-03-15	-	COVID,War	English	Chairperson	MP	notMinister	D66	Democraten 66	Coalition	Centre	VeraBergkamp	Bergkamp, Vera	F	1971	
ParlaMint-NL-en_2022-03-15-tweedekamer-38	ParlaMint-NL_2022-03-15-tweedekamer-38.u18	Report of the meeting of the Dutch Lower House, Meeting 60, Session 38 (2022-03-15)	2022-03-15	Lower house	Meeting of the 30th Tweede Kamer	Session 38	Meeting 60	Sitting 2022-03-15	-	COVID,War	English	Regular	notMP	notMinister	PvdD	Partij voor de Dieren	Opposition	Left	EvavanEsch	van Esch, Eva	F	1986	
ParlaMint-NL-en_2022-03-15-tweedekamer-38	ParlaMint-NL_2022-03-15-tweedekamer-38.u19	Report of the meeting of the Dutch Lower House, Meeting 60, Session 38 (2022-03-15)	2022-03-15	Lower house	Meeting of the 30th Tweede Kamer	Session 38	Meeting 60	Sitting 2022-03-15	-	COVID,War	English	Guest	notMP	notMinister	CDA	Christen-Democratisch Appèl	Coalition	Centre to centre-right	VivianneHeijnen	Heijnen, Vivianne	F	1982	
ParlaMint-NL-en_2022-03-15-tweedekamer-38	ParlaMint-NL_2022-03-15-tweedekamer-38.u20	Report of the meeting of the Dutch Lower House, Meeting 60, Session 38 (2022-03-15)	2022-03-15	Lower house	Meeting of the 30th Tweede Kamer	Session 38	Meeting 60	Sitting 2022-03-15	-	COVID,War	English	Chairperson	MP	notMinister	D66	Democraten 66	Coalition	Centre	VeraBergkamp	Bergkamp, Vera	F	1971	
ParlaMint-NL-en_2022-03-15-tweedekamer-38	ParlaMint-NL_2022-03-15-tweedekamer-38.u21	Report of the meeting of the Dutch Lower House, Meeting 60, Session 38 (2022-03-15)	2022-03-15	Lower house	Meeting of the 30th Tweede Kamer	Session 38	Meeting 60	Sitting 2022-03-15	-	COVID,War	English	Guest	notMP	notMinister	CDA	Christen-Democratisch Appèl	Coalition	Centre to centre-right	VivianneHeijnen	Heijnen, Vivianne	F	1982	
ParlaMint-NL-en_2022-03-15-tweedekamer-38	ParlaMint-NL_2022-03-15-tweedekamer-38.u22	Report of the meeting of the Dutch Lower House, Meeting 60, Session 38 (2022-03-15)	2022-03-15	Lower house	Meeting of the 30th Tweede Kamer	Session 38	Meeting 60	Sitting 2022-03-15	-	COVID,War	English	Chairperson	MP	notMinister	D66	Democraten 66	Coalition	Centre	VeraBergkamp	Bergkamp, Vera	F	1971	
ParlaMint-NL-en_2022-03-15-tweedekamer-38	ParlaMint-NL_2022-03-15-tweedekamer-38.u23	Report of the meeting of the Dutch Lower House, Meeting 60, Session 38 (2022-03-15)	2022-03-15	Lower house	Meeting of the 30th Tweede Kamer	Session 38	Meeting 60	Sitting 2022-03-15	-	COVID,War	English	Chairperson	MP	notMinister	D66	Democraten 66	Coalition	Centre	VeraBergkamp	Bergkamp, Vera	F	1971	
